"","RRC.Open","RRC.High","RRC.Low","RRC.Close","RRC.Volume","RRC.Adjusted"
"149",49.919998,51.040001,49.220001,50.290001,3185900,50.209143
"150",49.41,49.73,47.52,47.619999,4588300,47.543434
"151",47.830002,48.25,46.400002,47.02,4263700,46.9444
"152",47.220001,48.080002,46.16,47.950001,5449700,47.872905
"153",47.950001,49.080002,46.869999,46.950001,4884000,46.874513
"154",47.02,49.720001,46.950001,49.580002,4680400,49.500285
"155",48.279999,48.509998,46.810001,48.330002,3088000,48.252295
"156",48.77,50.470001,48.73,49.759998,1966300,49.679992
"157",49.82,50.18,48.02,49.029999,2354100,48.951167
"158",49.189999,50.369999,48.580002,48.639999,1900800,48.561794
"159",48.900002,49.669998,48.310001,49.52,2128000,49.44038
"160",49.369999,50.290001,48.310001,49.27,1767700,49.190782
"161",48.860001,48.889999,46.75,46.98,2535300,46.904463
"162",47.400002,47.849998,44.919998,45.490002,4435600,45.416861
"163",44.990002,46.93,44.169998,46.27,4262500,46.195606
"164",47.279999,48.299999,46.02,47.810001,5162000,47.733131
"165",48.59,51.720001,48.110001,51.389999,4991200,51.307373
"166",50.360001,50.560001,48.98,49.939999,3869600,49.859703
"167",50.790001,52.439999,50.419998,51.709999,3348000,51.626858
"168",52.369999,53.150002,51.080002,51.66,2855400,51.576939
"169",51.959999,52.77,50.57,50.84,2500700,50.758258
"170",50.84,52.630001,49.16,52.450001,3237100,52.36567
"171",52,52.73,51.029999,51.290001,3227800,51.207535
"172",52.139999,52.75,50.369999,50.77,2406500,50.688371
"173",51.5,51.610001,50.259998,50.84,2450400,50.758258
"174",50.669998,52.599998,50.560001,52.439999,2520100,52.355684
"175",51.57,53.32,51.529999,51.889999,2486600,51.806569
"176",50.290001,53.049999,50.099998,52.02,2332700,51.936361
"177",52.080002,52.66,51.200001,51.84,1965300,51.75665
"178",51.200001,52.419998,50.66,51.349998,1533200,51.267436
"179",51.369999,51.75,50.599998,51.240002,2205900,51.157616
"180",53.990002,55.259998,51.650002,53.91,6271900,53.823321
"181",53.23,53.59,50.48,50.82,3683100,50.73829
"182",51.419998,51.740002,49.32,49.540001,3093500,49.460349
"183",49.540001,49.599998,48.02,49.43,3902300,49.350525
"184",49.43,51.75,49.43,50.27,2378300,50.189175
"185",50.540001,50.540001,49.23,50.110001,1852500,50.029432
"186",49.689999,50.34,49.09,49.759998,1957000,49.679992
"187",49.099998,49.75,48.439999,48.75,2030900,48.671618
"188",48.509998,48.68,46.490002,46.610001,4216100,46.535059
"189",46.330002,46.759998,45.700001,45.98,2673900,45.906071
"190",45.919998,47.5,45.75,47.09,2272900,47.014287
"191",48.09,48.150002,45.330002,45.400002,2703000,45.365543
"192",44.990002,45.299999,43.880001,45.290001,3906000,45.255626
"193",44.93,46.200001,44.099998,46.07,2392900,46.035032
"194",46.07,47.110001,45.98,46.669998,2602900,46.634575
"195",46.23,49.529999,45.709999,49.02,3584200,48.982794
"196",47.740002,48.709999,47.049999,47.650002,2226100,47.613835
"197",48.189999,49.52,48.029999,49.349998,4244400,49.312542
"198",49.16,49.73,48.330002,48.360001,2289600,48.323295
"199",48.380001,49.889999,48.16,49.630001,2668600,49.592332
"200",49.900002,51.310001,49.09,50.900002,3050600,50.861368
"201",51.970001,52.450001,50.759998,51.119999,3215700,51.081199
"202",50.830002,52.16,50.209999,51.610001,2549100,51.570828
"203",51.790001,52.459999,51.009998,51.709999,2383700,51.670751
"204",51.27,52.740002,51.119999,52.040001,2719500,52.000502
"205",52.049999,52.73,51.32,51.630001,3375400,51.590814
"206",51.43,53.950001,51.400002,53.77,3201100,53.729189
"207",53.970001,54.91,53.400002,54.669998,2918800,54.628503
"208",54.740002,57.279999,54.509998,56.27,3806700,56.227291
"209",56.360001,56.849998,55.16,55.240002,2300400,55.198074
"210",55.439999,56.049999,55,55.869999,2211000,55.827593
"211",56.07,56.389999,54.52,55.25,1826400,55.208065
"212",56.23,56.23,54.189999,55.09,1672500,55.048187
"213",55.630001,58.060001,55.32,57.73,3171400,57.686182
"214",58.060001,61.57,57.450001,61.400002,5038200,61.353399
"215",61,62.52,59.75,60.959999,4248500,60.91373
"216",60.23,61.369999,59.919998,60.73,2847500,60.683905
"217",60.619999,61.959999,60.25,60.41,2148500,60.364148
"218",60.77,61.619999,59.400002,59.790001,1784100,59.74462
"219",60.049999,61.669998,59.830002,60.720001,2029000,60.673914
"220",60.610001,62.150002,60.560001,61.939999,2253300,61.892986
"221",61.860001,62.279999,60.77,61.360001,2464900,61.313428
"222",61.34,61.889999,60.560001,61.279999,2639300,61.233487
"223",61.450001,62.66,61.349998,62.299999,3570700,62.252713
"224",60.950001,62.619999,58.720001,62.060001,4986100,62.012897
"225",62.259998,64.620003,60.290001,63.560001,3753500,63.511759
"226",63.389999,65.290001,62.860001,64.75,3846100,64.700854
"227",64.879997,65.529999,63.75,64.099998,2640100,64.051346
"228",64.900002,65.209999,62.689999,62.77,2885100,62.722358
"229",63.599998,63.950001,61.75,62.060001,3086100,62.012897
"230",61.959999,62.02,60.310001,60.799999,3232300,60.753852
"231",61.529999,64.699997,60.369999,64.290001,4243700,64.241204
"232",64.040001,64.639999,62.41,62.919998,2440800,62.872242
"233",63.080002,64.980003,63.029999,63.810001,2603500,63.761569
"234",63.849998,64.470001,62.540001,62.700001,2050500,62.652411
"235",62.93,63.200001,60.919998,61.040001,2883200,60.993671
"236",60.869999,61.740002,59.950001,61.16,2545500,61.113579
"237",60.700001,61.16,58.900002,59.779999,2433500,59.734625
"238",59.349998,59.880001,58.040001,58.349998,2592500,58.305711
"239",58.540001,58.59,56.91,58.259998,2907200,58.215779
"240",58.759998,59.09,58.09,58.73,1930500,58.685423
"241",58.23,59.470001,58,58.639999,1134000,58.595491
"242",57.75,58.450001,56.73,57.029999,1913300,56.986713
"243",56.82,57.98,56.529999,57.279999,1848700,57.236523
"244",56.610001,56.720001,55.169998,55.48,2989300,55.43789
"245",55.52,56.02,55.009998,55.41,3413300,55.367943
"246",55.299999,55.919998,54.52,54.970001,2302000,54.928279
"247",55.25,56.360001,54.5,55.580002,2477400,55.537816
"248",55.610001,55.830002,55.07,55.580002,2207000,55.537816
"249",54.790001,55.799999,54.52,55.509998,3709800,55.467866
"250",54.990002,56.349998,54.68,54.700001,2692800,54.658483
"251",54.720001,55.630001,53.139999,54.150002,2594700,54.108901
"252",54.950001,56.18,54.299999,54.369999,2130400,54.328732
"253",55.07,55.169998,52.470001,52.93,7872000,52.889826
