"","FE.Open","FE.High","FE.Low","FE.Close","FE.Volume","FE.Adjusted"
"42",31.639999,31.9,31.299999,31.450001,4252000,30.562911
"43",31.559999,32.369999,31.559999,32.349998,3420100,31.437523
"44",32.32,32.560001,32.310001,32.41,3333300,31.495832
"45",32.380001,32.540001,32.209999,32.299999,3660100,31.388934
"46",32.290001,32.470001,32.169998,32.41,1719800,31.495832
"47",32.369999,32.73,32.369999,32.720001,1572800,31.797089
"48",32.740002,33.110001,32.68,32.970001,2277000,32.040038
"49",32.959999,33.150002,32.73,32.84,2029800,31.913704
"50",32.860001,33.23,32.799999,33.200001,1946400,32.26355
"51",33.220001,33.349998,33.029999,33.34,1380500,32.3996
"52",33.299999,33.540001,33.27,33.459999,1599500,32.516215
"53",33.32,33.549999,33.200001,33.330002,2463000,32.389884
"54",33.48,33.830002,33.48,33.68,1389800,32.73001
"55",33.66,33.82,33.18,33.220001,1997100,32.282986
"56",33.389999,33.810001,33.34,33.799999,2488600,32.846625
"57",33.75,34.029999,33.59,33.990002,1329400,33.031268
"58",33.959999,34.25,33.919998,34.240002,1294700,33.274216
"59",34.240002,34.25,33.349998,33.689999,2428900,32.739727
"60",33.82,34.240002,33.68,34.18,1682800,33.215907
"61",34.080002,34.18,33.82,34.02,1328100,33.06042
"62",34.150002,34.599998,34.060001,34.580002,1987600,33.604626
"63",34.509998,34.549999,34.139999,34.240002,1713600,33.274216
"64",34.09,34.330002,33.759998,34.16,3376300,33.196471
"65",34,34.16,33.709999,33.959999,3329300,33.002112
"66",33.970001,34.59,33.950001,34.560001,3020000,33.58519
"67",34.299999,34.380001,33.939999,34.18,2127600,33.215907
"68",34.25,34.59,34.169998,34.360001,1626400,33.39083
"69",34.349998,34.950001,34.220001,34.799999,3150500,33.818418
"70",34.93,34.950001,34.509998,34.709999,2610700,33.730957
"71",34.720001,34.799999,34.169998,34.299999,2191100,33.332522
"72",34.439999,34.73,34.310001,34.619999,4189400,33.643495
"73",34.599998,34.799999,34.32,34.639999,1865600,33.662931
"74",34.549999,34.669998,34.209999,34.209999,2159300,33.24506
"75",34.310001,34.32,33.630001,33.75,3114000,32.798036
"76",33.700001,33.970001,33.57,33.869999,2867100,32.91465
"77",33.959999,34.049999,33.66,33.98,3031200,33.021548
"78",33.869999,34,33.689999,33.970001,1622400,33.011832
"79",33.990002,34.27,33.459999,33.57,3061300,32.623113
"80",33.57,33.82,33.189999,33.369999,2852900,32.428753
"81",33.310001,33.57,33.220001,33.459999,3273900,32.516215
"82",33.57,33.59,33.040001,33.490002,2139100,32.545371
"83",33.5,33.900002,33.43,33.740002,3098000,32.788319
"84",33.650002,33.990002,33.57,33.630001,3305200,32.681422
"85",33.650002,34.700001,33.57,34.599998,4890500,33.624059
"86",34.580002,35.099998,34.450001,34.549999,5597700,33.57547
"87",34.650002,35.150002,34.639999,34.849998,3267500,33.867007
"88",34.900002,35.549999,34.810001,35.099998,5146100,34.109956
"89",35.130001,36.02,35,35.560001,4949100,34.556984
"90",35.970001,35.990002,34.220001,35.130001,5053500,34.139112
"91",34.700001,34.810001,34.130001,34.66,2915900,33.682368
"92",34.869999,34.869999,34.310001,34.740002,2295100,33.760113
"93",34.720001,35.119999,34.669998,34.939999,3332900,33.954469
"94",35.009998,35.41,34.82,35.209999,3878300,34.216854
"95",35.23,35.880001,35.200001,35.52,4257000,34.518111
"96",35.650002,35.73,35.150002,35.400002,2810100,34.401497
"97",35.540001,36.34,35.400002,36.27,3254700,35.246956
"98",36.16,36.34,35.880001,36.130001,3126600,35.110906
"99",36.18,36.77,36.110001,36.759998,2426500,35.723133
"100",36.759998,36.919998,36.169998,36.580002,2360900,35.548214
"101",36.73,37.549999,36.610001,37.509998,3887800,36.451978
"102",37.619999,37.639999,37.09,37.34,2891100,36.286775
"103",37.34,37.5,37.189999,37.450001,2539600,36.393673
"104",37.380001,37.720001,36.700001,36.919998,4193900,35.87862
"105",37,37.310001,36.599998,37.099998,8543300,36.408555
"106",37,37.049999,36.310001,36.639999,3598600,35.957129
"107",36.580002,37.27,36.580002,37.25,3678300,36.555761
"108",37.189999,37.369999,37.029999,37.349998,2761400,36.653895
"109",37.220001,37.450001,37.099998,37.290001,2179200,36.595016
"110",36.970001,36.970001,36.099998,36.400002,3715700,35.721604
"111",36.450001,36.639999,36.029999,36.099998,2398200,35.427192
"112",35.93,36.119999,35.799999,35.889999,3155700,35.221107
"113",35.82,36.43,35.689999,36.360001,2393800,35.682348
"114",36.43,36.849998,36.209999,36.689999,2447400,36.006196
"115",36.490002,37.139999,36.360001,37.040001,2435600,36.349675
"116",36.849998,37.029999,36.57,36.73,1638100,36.045452
"117",37.049999,37.380001,36.779999,37.209999,2200900,36.516505
"118",37.16,37.220001,36.279999,36.32,2351300,35.643093
"119",36.439999,36.439999,36.02,36.240002,2416100,35.564586
"120",36.299999,36.599998,36.18,36.439999,1581200,35.760855
"121",36.540001,36.990002,36.540001,36.880001,1099900,36.192657
"122",36.740002,37.23,36.470001,37.040001,1971800,36.349675
"123",36.98,37.209999,36.779999,37.080002,1698100,36.388931
"124",37.07,37.18,36.490002,37.029999,4529700,36.33986
"125",36.98,37.169998,36.740002,36.950001,2618100,36.261353
"126",36.610001,37.009998,36.549999,37,2533100,36.31042
"127",36.93,37.639999,36.93,37.540001,3580000,36.840357
"128",37.380001,37.830002,37.32,37.82,2217000,37.115137
"129",37.799999,37.990002,37.240002,37.25,2795600,36.555761
"130",37.209999,38.16,37.110001,37.84,3951800,37.134765
"131",37.560001,37.830002,37.169998,37.450001,2333000,36.752034
"132",37.580002,37.849998,37.25,37.389999,3784200,36.693151
"133",37.25,37.849998,36.790001,37.189999,2792700,36.496877
"134",37.41,38.150002,37.279999,38.060001,2761100,37.350666
"135",38.099998,38.84,37.990002,38.790001,2919400,38.06706
"136",38.889999,39.18,38.439999,38.720001,5484900,37.998365
"137",37.860001,38.349998,37.799999,38.220001,3591000,37.507684
"138",38.360001,39.169998,38.220001,39.009998,2341900,38.282957
"139",39.139999,39.860001,39.029999,39.740002,2364300,38.999355
"140",39.860001,40.57,39.799999,40,2750800,39.254508
"141",40.029999,40.84,40.029999,40.77,2952600,40.010158
"142",40.759998,40.759998,40.080002,40.18,2049000,39.431154
"143",40.27,40.43,38.990002,38.990002,3090600,38.263333
"144",39.099998,39.279999,38.639999,39.200001,2354900,38.469419
"145",39,39.07,38.009998,38.150002,3065900,37.438989
"146",38.32,38.759998,38.130001,38.349998,3676400,37.635258
"147",38.419998,38.950001,38.189999,38.669998,2374400,37.949294
"148",38.82,39.169998,38.700001,39.02,2114400,38.292773
"149",39.080002,39.18,38.540001,38.970001,3185800,38.243706
"150",38.959999,39.18,38.220001,38.459999,3076100,37.743209
"151",37.98,39.189999,37.93,38.630001,3724800,37.910042
"152",38.540001,39.599998,38.360001,39.549999,4423400,38.812894
"153",39.549999,40.27,39.549999,39.93,5361400,39.185813
"154",39.970001,41,39.810001,40.919998,3786100,40.15736
"155",40.98,41,40.419998,40.959999,2661000,40.196615
"156",40.77,41.48,40.560001,41.299999,2598600,40.530279
"157",41.459999,41.68,40.599998,40.880001,2469900,40.118108
"158",40.990002,41.540001,40.849998,41.23,1830000,40.461584
"159",41.119999,41.439999,40.91,41.349998,1725900,40.579346
"160",41.189999,41.59,41.110001,41.130001,1749800,40.363449
"161",41.18,41.549999,40.639999,40.740002,2628100,39.980718
"162",40.66,41.57,40.490002,41.369999,3192200,40.598974
"163",41.130001,41.290001,40.299999,40.330002,3144400,39.57836
"164",40.380001,40.650002,39.889999,40.349998,2946700,39.597983
"165",40.25,40.529999,39.93,40.439999,2697900,39.686306
"166",39.970001,40.43,39.779999,40.16,4782900,39.765522
"167",40.330002,41.23,40.029999,41.029999,3836200,40.626975
"168",40.91,40.91,38.75,38.939999,4596100,38.557504
"169",38.939999,38.939999,37.77,37.950001,3225800,37.577231
"170",37.959999,38.73,37.810001,38.619999,2548900,38.240648
"171",38.330002,38.369999,37.470001,37.549999,2872100,37.181158
"172",37.59,37.68,37.060001,37.169998,3324900,36.80489
"173",37.049999,37.419998,36.73,37.23,4170100,36.864302
"174",37.110001,37.639999,36.619999,36.93,5519000,36.567249
"175",36.150002,36.240002,34.68,36.110001,11024900,35.755304
"176",36.360001,36.450001,36.009998,36.23,3284400,35.874124
"177",36.189999,36.27,35.57,35.849998,5105200,35.497856
"178",35.959999,36.150002,35.57,35.599998,4354700,35.250312
"179",35.639999,36.279999,35.580002,36.07,3898200,35.715696
"180",36.029999,36.57,35.77,35.849998,5528400,35.497856
"181",36,36.040001,35.560001,35.610001,3199200,35.260215
"182",35.549999,35.599998,34.93,34.98,4962100,34.636403
"183",35.200001,35.200001,34.169998,34.290001,3374400,33.953182
"184",34.580002,34.580002,34.02,34.360001,2217700,34.022494
"185",34.209999,34.380001,34.099998,34.310001,3277200,33.972986
"186",34.490002,34.830002,34.450001,34.75,4385000,34.408662
"187",34.299999,34.299999,33.82,34.099998,4500500,33.765046
"188",34.060001,34.41,33.98,34.150002,3252800,33.814557
"189",34.080002,34.650002,33.959999,34.400002,3647300,34.062102
"190",34.34,34.470001,34.040001,34.169998,2806000,33.834358
"191",34.400002,35.34,34.32,35.150002,4105000,34.804735
"192",34.990002,35,34.130001,34.599998,4218900,34.260134
"193",34.75,35.369999,34.669998,35.110001,3319900,34.765127
"194",35,35.34,34.889999,35.060001,3346700,34.715619
"195",35.07,36.310001,35,36.110001,4647200,35.755304
"196",35.970001,36.43,35.650002,35.939999,3264800,35.586972
"197",36.130001,36.450001,35.990002,36.380001,7294200,36.022652
"198",36.380001,36.57,36.27,36.380001,1996700,36.022652
"199",36.34,36.439999,35.59,35.700001,2757600,35.349332
"200",35.720001,35.950001,34.880001,34.919998,3610500,34.576991
"201",34.919998,35.060001,34.380001,34.709999,4458300,34.369054
"202",34.650002,35,34.439999,34.639999,4655400,34.299742
"203",35.040001,35.790001,34.93,35.509998,4214900,35.161195
"204",35.470001,35.68,34.759998,35.060001,4200600,34.715619
"205",34.689999,34.799999,34.07,34.490002,6073000,34.151218
"206",34.490002,35.450001,34.459999,35.34,3993100,34.992867
"207",35.400002,35.889999,35.279999,35.779999,2914500,35.428544
"208",36.029999,36.209999,35.77,35.810001,3412500,35.458252
"209",35.84,35.889999,35.459999,35.650002,3241600,35.299823
"210",35.57,35.860001,35.220001,35.709999,3196100,35.359232
"211",35.740002,36.41,35.59,36.25,2966700,35.893928
"212",35.98,36.060001,35.669998,35.689999,2438600,35.339428
"213",35.700001,35.880001,35.5,35.740002,1974600,35.38894
"214",35.810001,36.16,35.720001,35.740002,1914400,35.38894
"215",35.59,35.700001,34.919998,35.25,2833800,34.903751
"216",35.029999,35.380001,34.959999,35.07,1519600,34.725519
"217",35.459999,36.299999,35.459999,36.099998,4196600,35.7454
"218",36.16,36.450001,35.189999,35.490002,2896800,35.141395
"219",35.549999,35.59,35.169998,35.5,2674600,35.151295
"220",35.48,35.869999,35.450001,35.599998,2646800,35.250312
"221",35.610001,36.580002,35.540001,36.32,5399100,35.96324
"222",36.450001,36.59,35.950001,36.240002,2709900,35.884028
"223",36.09,36.369999,35.84,36.360001,1986800,36.002848
"224",36.09,36.450001,35.830002,36.34,1911000,35.983044
"225",36.209999,36.290001,35.650002,35.91,2794400,35.557268
"226",36.09,36.5,35.91,36.25,3148600,35.893928
"227",36.299999,37.049999,36.25,36.650002,2655100,36.290001
"228",36.150002,36.259998,35.189999,35.310001,2354500,35.310001
"229",35.299999,35.459999,34.400002,34.830002,2795000,34.830002
"230",35,35.139999,34.689999,34.75,2063400,34.75
"231",35.18,35.529999,34.880001,35.09,1649400,35.09
"232",35,35.5,34.889999,34.939999,1820300,34.939999
"233",34.700001,35.040001,34.59,34.860001,1796100,34.860001
"234",34.91,35.110001,34.369999,34.540001,1731800,34.540001
"235",34.73,35.080002,34.73,34.950001,1867100,34.950001
"236",35.060001,35.529999,35.009998,35.240002,2763500,35.240002
"237",35.169998,35.41,35.07,35.330002,2078500,35.330002
"238",35.169998,35.59,35.040001,35.5,2032700,35.5
"239",35.599998,36.099998,35.540001,35.830002,2867500,35.830002
"240",35.82,36.16,35.689999,35.919998,3482600,35.919998
"241",35.790001,36.16,35.549999,36.009998,3409500,36.009998
"242",36.009998,36.02,35.490002,35.75,1894100,35.75
"243",35.939999,36.169998,35.709999,35.860001,2265100,35.860001
"244",35.869999,36.27,35.84,36.07,2271900,36.07
"245",36.16,36.25,35.630001,35.68,2947900,35.68
"246",35.810001,35.900002,35.400002,35.599998,2555300,35.599998
"247",35.43,35.52,34.75,35.009998,2156900,35.009998
"248",35,35.150002,34.240002,34.48,2182900,34.48
"249",34.349998,34.939999,34.32,34.549999,2495400,34.549999
"250",34.150002,34.43,33.880001,34.400002,2938900,34.400002
"251",34.330002,34.57,34.18,34.299999,2039800,34.299999
"252",34.200001,34.349998,33.880001,33.919998,2530800,33.919998
"253",34.25,34.790001,34.23,34.540001,4694100,34.540001
