"","ATI.Open","ATI.High","ATI.Low","ATI.Close","ATI.Volume","ATI.Adjusted"
"68",41.689999,42.040001,41.419998,41.73,693600,41.044096
"69",41.459999,42.490002,41.279999,42.23,716500,41.535878
"70",42.619999,43.07,42.16,42.560001,838100,41.860456
"71",42.57,42.799999,41.700001,42.040001,815000,41.349002
"72",42.34,43.259998,42.279999,42.470001,1648300,41.771935
"73",42.110001,42.110001,40.939999,41.540001,992900,40.857221
"74",41.580002,42.130001,41.200001,41.41,817800,40.729356
"75",41.619999,41.68,40.610001,40.830002,1142500,40.158892
"76",40.52,40.639999,38.349998,38.860001,2338900,38.221271
"77",38.799999,39.27,38.580002,39.009998,1267900,38.368803
"78",38.380001,38.790001,38.09,38.220001,1143200,37.591791
"79",38.299999,38.330002,36.740002,37.099998,2121700,36.490197
"80",36.900002,36.990002,35.650002,35.970001,2082000,35.378773
"81",35.880001,36.02,34.490002,35.09,1901300,34.513236
"82",35.119999,35.610001,34.709999,34.740002,1945400,34.168991
"83",35.009998,35.41,34.450001,34.509998,1395200,33.942768
"84",33.509998,34.310001,33.18,33.200001,2585200,32.654302
"85",33.189999,33.830002,32.09,33.779999,1615400,33.224767
"86",33.630001,33.689999,32.759998,32.889999,1740800,32.349396
"87",32.759998,33.130001,31.74,31.74,991100,31.218299
"88",31.940001,32.919998,31.4,31.450001,1340800,30.933067
"89",31.610001,32.799999,31.309999,32,1421000,31.474026
"90",31.389999,32.32,30.65,32.130001,1795500,31.60189
"91",31.309999,33.189999,31.15,32.630001,1040400,32.093672
"92",33.009998,34.009998,32.799999,32.990002,1640600,32.447755
"93",32.830002,33.150002,32.34,33.110001,1352900,32.565782
"94",33.630001,34.07,32.73,33.349998,2108400,32.801835
"95",33.279999,33.299999,32.259998,32.279999,2741400,31.749422
"96",32.610001,32.959999,32.209999,32.48,1334900,31.946136
"97",32.48,33.07,32.330002,33.02,867600,32.477261
"98",32.57,32.619999,31.209999,31.52,1383800,31.001916
"99",31.780001,33.220001,31.48,33.189999,1559600,32.644465
"100",33.43,33.599998,31.110001,31.389999,2532300,30.874052
"101",31.129999,31.82,31.01,31.629999,2006800,31.110106
"102",32.130001,32.889999,31.6,32.849998,1386300,32.310053
"103",32.790001,32.93,31.68,32,978700,31.474026
"104",31.889999,31.889999,30.559999,30.9,1248100,30.392106
"105",31.040001,31.17,30.360001,30.49,1457700,29.988845
"106",30.639999,31.35,30.549999,31.34,1072700,30.824874
"107",31.379999,32.720001,31.24,32.68,1745100,32.142849
"108",32.669998,32.889999,31.459999,31.83,1243400,31.30682
"109",31.709999,32.220001,31.57,32.09,660300,31.562547
"110",31.93,32.540001,31.879999,32.369999,743600,31.837943
"111",32.459999,32.619999,31.49,31.68,972600,31.159286
"112",31.57,32.91,31.43,32.849998,925800,32.310053
"113",32.599998,33.060001,32.23,32.919998,913800,32.378902
"114",32.73,33.209999,32.650002,32.82,623900,32.280547
"115",32.52,32.799999,32.16,32.630001,849600,32.093672
"116",32.240002,33.490002,32.18,33.439999,606800,32.890356
"117",34.25,35.580002,34,35.389999,2059000,34.808305
"118",35.259998,35.400002,34.799999,35.110001,946800,34.532908
"119",35.169998,35.490002,34.939999,35.349998,733800,34.768961
"120",35.48,35.560001,34.939999,35.080002,877300,34.503403
"121",34.75,34.75,33.59,33.689999,742200,33.136246
"122",33.540001,33.68,32.450001,32.810001,925800,32.270713
"123",33.029999,33.290001,32.48,32.549999,741800,32.014985
"124",32.700001,34.5,32.459999,34.279999,1045200,33.716549
"125",34.080002,34.84,34,34.529999,954700,33.96244
"126",34.459999,34.720001,34.080002,34.200001,882600,33.637866
"127",34.029999,34.349998,33.240002,33.459999,901100,32.910027
"128",32.990002,34.529999,32.799999,34.48,860200,33.913262
"129",34.150002,34.220001,33.009998,33.16,792500,32.614959
"130",32.93,33,32,32.099998,894500,31.572381
"131",31.469999,31.469999,30.5,30.530001,1140200,30.19752
"132",30.67,30.889999,30.02,30.040001,1628300,29.712856
"133",30.540001,31.57,30.209999,30.299999,1656500,29.970023
"134",30.549999,32.009998,30.4,31.879999,1917800,31.532816
"135",32.439999,32.720001,31.209999,31.67,1486800,31.325104
"136",32.040001,33.439999,31.870001,33.360001,2120000,32.9967
"137",33.259998,34.049999,33.029999,33.869999,1175600,33.501144
"138",34.009998,35.16,33.990002,34.709999,765000,34.331997
"139",34.709999,35.119999,34.369999,34.77,372000,34.391345
"140",35.080002,35.349998,34.669998,35,461300,34.618839
"141",35.009998,35.630001,34.880001,35.18,624600,34.796879
"142",35.060001,35.439999,34.91,34.919998,624900,34.539709
"143",35.080002,35.41,34.59,34.77,511400,34.391345
"144",34.849998,35.099998,34.099998,34.389999,729500,34.015482
"145",33.740002,33.810001,31.75,32.400002,1210400,32.047156
"146",32.32,32.59,31.280001,31.59,1193500,31.245975
"147",31.969999,32.490002,31.620001,32.150002,1054100,31.799878
"148",32.619999,32.82,31.889999,32.330002,1081600,31.977918
"149",32.380001,32.540001,31.32,31.67,927800,31.325104
"150",31.209999,31.34,29.809999,30.59,1272600,30.256866
"151",30.83,30.91,29.959999,30.120001,1233700,29.791985
"152",29.440001,29.51,27.41,28.52,2975700,28.209409
"153",28.950001,29.18,27.780001,27.940001,1445600,27.635725
"154",27.68,28.18,27.120001,28.120001,2697100,27.813765
"155",28.82,29.35,27.49,28.07,1598100,27.764309
"156",28.07,28.709999,27.75,28.59,1720100,28.278646
"157",28.780001,28.959999,28.190001,28.5,1198200,28.189626
"158",28.200001,28.23,27.139999,27.32,1281600,27.022477
"159",27.32,28.299999,27.25,28.26,948100,27.95224
"160",27.6,28.24,27.290001,27.9,1293100,27.59616
"161",28.32,28.379999,27.6,27.809999,1669500,27.50714
"162",27.950001,28.139999,27.52,28.049999,1493300,27.744526
"163",27.719999,28.93,27.67,28.530001,1454900,28.2193
"164",28.870001,29.360001,28.559999,29.040001,981500,28.723746
"165",29.41,30.92,29.360001,30.83,1434100,30.494252
"166",30.309999,30.74,30,30.209999,976300,29.881003
"167",30.309999,32.259998,30.309999,32.169998,1333300,31.819657
"168",31.84,33,31.77,32.169998,1362800,31.819657
"169",32.360001,33.07,32.16,32.220001,1001300,31.869116
"170",32.009998,32.25,31.129999,31.83,818700,31.483362
"171",31.52,31.870001,31.1,31.73,767000,31.38445
"172",32.310001,33.48,32.240002,33.290001,1066400,32.927463
"173",33.720001,34.27,33.560001,33.68,1215100,33.313215
"174",33.52,33.59,32.77,33.049999,785600,32.690075
"175",32.75,33.48,32.52,33.220001,573700,32.858225
"176",32.799999,33.040001,32.130001,32.919998,767100,32.561489
"177",32.970001,33.970001,32.82,33.830002,774900,33.461583
"178",33.34,33.91,33.040001,33.560001,667800,33.194523
"179",33.740002,34.34,33.689999,34.209999,660300,33.837442
"180",34.009998,34.200001,33.509998,33.560001,577400,33.194523
"181",33.790001,34.040001,33.330002,33.689999,564100,33.323104
"182",33.709999,34.110001,33.419998,33.66,722700,33.293432
"183",33.66,33.900002,33.200001,33.73,733900,33.36267
"184",33.599998,33.66,33.09,33.25,574400,32.887897
"185",32.84,32.990002,32.310001,32.93,653400,32.571383
"186",32.77,32.77,32.040001,32.380001,826600,32.027373
"187",31.959999,32.610001,31.33,31.639999,981900,31.29543
"188",31.969999,33.080002,31.950001,32.950001,2019400,32.777639
"189",32.330002,32.52,31.42,31.530001,1172000,31.365067
"190",30.620001,31.68,30.620001,31.42,825600,31.255641
"191",31.92,32.099998,31.42,31.58,693400,31.414804
"192",31.24,31.25,29.459999,29.76,1688500,29.604325
"193",29.92,29.92,28.91,29.690001,836300,29.534691
"194",29.690001,29.780001,29.01,29.360001,869600,29.206418
"195",29.01,30.68,29,30.5,820100,30.340454
"196",30.09,30.09,29.27,29.5,737300,29.345685
"197",29.700001,29.889999,29.5,29.540001,1438800,29.385476
"198",30.040001,31.66,29.99,31.5,1317600,31.335223
"199",31.48,31.77,31.1,31.59,861700,31.424752
"200",31.91,32.18,30.5,30.51,1199500,30.350402
"201",30.540001,30.889999,29.9,30.280001,921900,30.121605
"202",30.049999,30.530001,29.790001,30.02,1026200,29.862965
"203",30.1,30.93,30.1,30.83,752700,30.668727
"204",30.26,30.32,29.57,30.01,1168000,29.853017
"205",29.73,30.040001,29.389999,29.610001,736700,29.45511
"206",29.290001,30.780001,29.049999,30.57,1571100,30.410087
"207",30.77,31.549999,30.370001,31.280001,1179200,31.116374
"208",31.5,31.68,31.01,31.09,1096200,30.927368
"209",31.43,31.76,30.02,30.07,1253600,29.912703
"210",29.799999,30.280001,29.700001,30.129999,854800,29.972388
"211",30.110001,30.48,30.040001,30.17,624300,30.01218
"212",30.17,30.25,29.73,29.98,815600,29.823173
"213",30.35,30.809999,30.15,30.73,1462800,30.56925
"214",30.9,31.41,30.85,31.219999,1413100,31.056687
"215",31.219999,31.4,30.370001,30.41,659000,30.250924
"216",30.01,30.17,29.620001,29.84,964700,29.683906
"217",29.950001,30.629999,29.950001,30.299999,1124400,30.141499
"218",31.85,34.720001,31.6,34.650002,3336500,34.468747
"219",34.5,34.59,33.810001,34.290001,1853000,34.110629
"220",34.349998,34.880001,34.049999,34.560001,1158900,34.379217
"221",34.970001,35.080002,34.43,34.610001,935600,34.428955
"222",34.880001,34.939999,34.009998,34.07,1072300,33.891779
"223",34.25,34.849998,34.080002,34.68,1021600,34.498588
"224",34.330002,34.5,33.810001,34.220001,893100,34.040996
"225",33.860001,34.5,33.700001,33.990002,813600,33.812199
"226",34.349998,34.619999,33.720001,34.25,753600,34.070837
"227",34.330002,34.990002,34.220001,34.669998,800300,34.488639
"228",34.84,35.939999,34.689999,35.290001,1378400,35.105398
"229",35.580002,35.98,35.23,35.5,1262400,35.314299
"230",35.18,35.189999,34.450001,34.799999,718600,34.61796
"231",35.380001,35.790001,35.110001,35.689999,798900,35.503303
"232",35.810001,36.959999,35.580002,36.509998,1424600,36.319014
"233",36.459999,36.650002,35.779999,35.82,685200,35.632624
"234",36.380001,36.959999,36.16,36.630001,934400,36.438389
"235",37,37.740002,36.66,37.450001,872800,37.254099
"236",37.360001,37.759998,37.029999,37.23,1367500,37.035249
"237",37.02,37.27,36.720001,37.040001,585000,36.846244
"238",37.029999,37.060001,35.369999,35.700001,1069100,35.513253
"239",35.849998,35.880001,34.98,35.73,749700,35.543095
"240",35.52,35.73,33.939999,34.41,1322900,34.23
"241",34.23,34.59,33.720001,34.32,668300,34.32
"242",34.209999,34.310001,32.950001,33.07,773100,33.07
"243",33,33.639999,32.790001,33.57,743000,33.57
"244",33.34,33.810001,32.41,33.02,988700,33.02
"245",32.099998,32.630001,31.780001,32.5,1620400,32.5
"246",32.529999,32.779999,31.93,32.080002,919600,32.080002
"247",32.150002,33.400002,32.150002,32.93,939700,32.93
"248",32.91,33.970001,32.889999,33.290001,782400,33.290001
"249",33.080002,33.41,32.779999,32.860001,787700,32.860001
"250",32.700001,33.099998,32.5,32.630001,523900,32.630001
"251",32.709999,33.330002,32.240002,32.459999,522600,32.459999
"252",32.610001,32.880001,32.23,32.48,549300,32.48
"253",32.830002,33.25,32.75,32.830002,836700,32.830002
