"","WMT.Open","WMT.High","WMT.Low","WMT.Close","WMT.Volume","WMT.Adjusted"
"33",76.190002,76.360001,75.800003,75.970001,3948400,74.137494
"34",75.43,75.93,75.360001,75.709999,5509900,73.883763
"35",75.209999,76.010002,75.150002,75.440002,6293500,73.620279
"36",75.879997,75.919998,74.669998,74.779999,9977200,72.976196
"37",73.989998,74.25,73.540001,73.580002,9631600,71.805145
"38",73.32,73.879997,73.220001,73.540001,8223900,71.766108
"39",73.379997,73.629997,73.059998,73.540001,5402100,71.766108
"40",73.309998,73.519997,72.769997,73.339996,10579900,71.570928
"41",73.190002,74.290001,73.18,74.199997,7934800,72.887217
"42",74.339996,74.809998,73.760002,73.949997,7049000,72.641641
"43",74.059998,74.730003,73.849998,74.669998,4996300,73.348903
"44",74.290001,74.599998,74.019997,74.360001,4721400,73.04439
"45",74.309998,74.440002,74.010002,74.220001,3928200,72.906868
"46",74.269997,74.410004,73.510002,74.029999,6619100,72.720227
"47",73.889999,74.43,73.610001,74.389999,6136300,73.073858
"48",74.650002,74.650002,73.489998,73.900002,6942700,72.59253
"49",74.150002,74.68,74.050003,74.489998,4015700,73.172088
"50",74.809998,74.940002,74.139999,74.879997,5047900,73.555187
"51",74.830002,75.050003,74.510002,74.959999,4898300,73.633773
"52",75.059998,75.910004,75,75.550003,5260600,74.213339
"53",75.779999,76.199997,75.639999,75.730003,4137800,74.390154
"54",75.93,76.019997,75.510002,75.690002,3393600,74.350861
"55",75.830002,76.150002,75.440002,75.519997,4222900,74.183863
"56",75.510002,75.860001,75.440002,75.849998,3200400,74.508026
"57",75.470001,75.940002,75.470001,75.900002,2923700,74.557145
"58",75.75,75.879997,75.290001,75.5,5080500,74.16422
"59",75.419998,75.940002,75.410004,75.75,4532400,74.409797
"60",75.949997,76.330002,75.879997,76.010002,4709400,74.665199
"61",76.160004,76.599998,76.110001,76.559998,5282300,75.205464
"62",76.519997,77.730003,76.480003,77.510002,7841800,76.138661
"63",77.129997,77.32,76.43,76.529999,5938900,75.175996
"64",76.559998,77,76.169998,76.739998,5632000,75.38228
"65",76.790001,77.080002,76.370003,76.510002,6697100,75.156353
"66",76.349998,76.440002,76.089996,76.099998,4953300,74.753603
"67",75.970001,76.050003,75.660004,75.769997,5693800,74.42944
"68",75.779999,75.889999,75.610001,75.809998,3748500,74.468733
"69",75.639999,76.57,75.599998,76.32,4109500,74.969712
"70",76.360001,76.470001,76.010002,76.239998,4239000,74.891126
"71",76.309998,76.580002,75.910004,76.220001,4751700,74.871483
"72",76.449997,77.07,76.379997,76.839996,13323500,75.480509
"73",76.790001,76.860001,76.25,76.309998,4450700,74.959887
"74",76,76.220001,75.57,75.599998,6708000,74.26245
"75",75.730003,77.309998,75.699997,77.080002,8434600,75.716268
"76",76.93,77.050003,76.120003,76.120003,4963500,74.773254
"77",76.25,76.57,75.860001,76.489998,3752900,75.136703
"78",76.059998,76.25,75.650002,76.080002,4959300,74.73396
"79",76.040001,76.720001,75.769997,76.470001,5640700,75.11706
"80",76.510002,76.860001,75.910004,76.120003,6524900,74.773254
"81",76.209999,76.910004,75.959999,76.230003,4921200,74.881308
"82",76.57,77.480003,76.529999,77.32,5819700,75.95202
"83",77.050003,77.919998,76.989998,77.349998,5429700,75.981488
"84",77.029999,77.690002,76.720001,77.300003,7059900,75.932377
"85",77.410004,78.489998,76.809998,78.239998,8107100,76.855741
"86",78.110001,78.830002,77.660004,77.860001,7072700,76.482467
"87",77.93,79.370003,77.93,78.290001,10078000,76.904859
"88",78.029999,78.580002,77.449997,77.559998,8201200,76.187771
"89",77.830002,78.629997,77.669998,77.980003,7901100,76.600346
"90",77.580002,77.690002,74.360001,75.199997,21057700,73.869525
"91",73.230003,74.07,72.610001,73.82,14346600,72.513943
"92",74.18,74.5,73.029999,74.099998,11462300,72.788988
"93",74.139999,75.220001,73.919998,75.139999,7040700,73.810589
"94",75.18,76.199997,75.010002,76.019997,8299700,74.675017
"95",76.470001,76.660004,76.010002,76.029999,5927600,74.684842
"96",76.370003,76.650002,75.779999,76.25,6367100,74.900951
"97",76.129997,76.5,75.5,76.379997,4479600,75.028648
"98",76.330002,76.980003,76.309998,76.589996,4107400,75.234932
"99",76.629997,76.800003,76,76.349998,4979600,74.99918
"100",76.550003,76.639999,75.970001,76.389999,5759700,75.038473
"101",76.169998,76.599998,75.980003,76.449997,4872400,75.097409
"102",76.889999,77.400002,76.010002,76.269997,7570700,74.920594
"103",76.349998,76.379997,75.589996,76.279999,6894400,74.930419
"104",76.489998,77.370003,76.279999,77.260002,6904900,75.893084
"105",77.870003,78.230003,77.300003,77.699997,5673800,76.325294
"106",78.150002,78.18,77.169998,77.809998,4621900,76.433348
"107",77.839996,79.080002,77.610001,78.769997,9498800,77.376363
"108",78.599998,80.129997,78.419998,79.440002,12640500,78.034514
"109",79.400002,79.419998,78.849998,79.010002,5602400,77.612122
"110",78.830002,79.440002,78.650002,79.199997,6791200,77.798755
"111",80.959999,83.059998,80.860001,82.940002,22805800,81.472591
"112",82.580002,83.150002,82.099998,82.959999,10634000,81.492234
"113",82.580002,83.720001,82.529999,83.57,7993300,82.091442
"114",83.5,83.919998,83.339996,83.790001,6096400,82.307551
"115",83.959999,85.639999,83.919998,84.989998,12187000,83.486317
"116",84.809998,85.290001,84.040001,84.580002,7812300,83.083575
"117",85.339996,85.440002,84.580002,84.650002,6649600,83.152336
"118",84.849998,85.610001,84.769997,85.400002,7995500,83.889067
"119",85.5,85.510002,84.389999,84.949997,6673700,83.447024
"120",84.900002,85.110001,84.480003,84.980003,3942800,83.476499
"121",86.18,88.089996,85.900002,87.540001,7820600,85.991204
"122",86.720001,87.07,85.75,86.220001,9140900,84.694558
"123",86.269997,86.699997,85.93,86.400002,6738900,84.871374
"124",85.949997,86,84.68,84.940002,6374300,83.90334
"125",84.129997,84.82,83.650002,84.760002,6901400,83.725536
"126",84.809998,84.82,83.510002,84.120003,6570100,83.093348
"127",84.150002,84.669998,83.849998,84.230003,6266000,83.202006
"128",83.650002,84.209999,82.650002,83.559998,6633600,82.540177
"129",83.93,84.309998,82.900002,82.980003,6973600,81.967262
"130",83.199997,84.5,83.160004,83.830002,8032800,82.806886
"131",83.519997,85,83.519997,83.809998,7284100,82.787126
"132",84.260002,84.699997,83.050003,83.940002,6317700,82.915544
"133",83.620003,84.760002,82.940002,82.959999,7437400,81.947502
"134",83.279999,84.260002,82.949997,84.230003,6641000,83.202006
"135",84.800003,85.949997,84.279999,85.940002,8645900,84.891135
"136",86.260002,86.339996,85.160004,85.160004,12068800,84.120656
"137",85.32,86.400002,85.290001,86.379997,4575800,85.32576
"138",86.690002,87.080002,86.360001,86.660004,5552600,85.602349
"139",86.970001,87.07,86.389999,86.43,2491800,85.375153
"140",86.18,87.139999,86.010002,86.910004,3249300,85.849298
"141",86.459999,87.07,86.400002,86.639999,3605600,85.582589
"142",86.519997,87.129997,86.480003,86.790001,3265400,85.73076
"143",87.080002,87.440002,85.860001,85.879997,4151400,84.831862
"144",86.269997,86.720001,85.550003,85.900002,4501800,84.851622
"145",85.720001,86.32,85.510002,85.650002,6979000,84.604673
"146",85.980003,86.75,85.790001,86.309998,8205100,85.256615
"147",86.779999,88.68,86.669998,88.599998,8498400,87.518667
"148",89.209999,90.669998,89.07,90.470001,12713600,89.365847
"149",90.32,90.389999,89.25,89.349998,8522500,88.259513
"150",89.360001,90.309998,89.220001,90.019997,7372500,88.921334
"151",90.800003,90.970001,88.93,89.309998,8215400,88.220001
"152",87.650002,88.519997,86.5,86.610001,11954300,85.552956
"153",87,87.779999,86.699997,87.379997,9412700,86.313555
"154",87.199997,87.459999,86.230003,86.769997,8408900,85.710999
"155",86.82,87.699997,85.550003,86.690002,7853100,85.631982
"156",86.099998,86.910004,85.709999,86.639999,8173800,85.582589
"157",87.230003,88.400002,86.860001,88.300003,7123800,87.222333
"158",88.419998,89.260002,87.889999,88.510002,7565800,87.429769
"159",88.309998,89.160004,88.120003,88.629997,4666700,87.548299
"160",88.279999,88.459999,87.260002,87.529999,6020500,86.461726
"161",88.019997,88.230003,86.769997,86.82,5936800,85.760392
"162",87.07,87.720001,86.269997,87.720001,6522800,86.64941
"163",86.779999,87.360001,84.900002,84.980003,10280200,83.942852
"164",84.790001,85.870003,83.93,85.709999,6927200,84.663939
"165",85.830002,86.529999,85.660004,86.190002,8283500,85.138084
"166",86.110001,87.040001,86,86.650002,8932300,85.592469
"167",87.110001,87.360001,86.559998,87.279999,5090800,86.214777
"168",87.260002,88,86.779999,87.330002,5550700,86.26417
"169",86.970001,87.190002,85.639999,85.910004,5456200,84.861502
"170",86.620003,87.410004,86.419998,87.290001,5732100,86.224657
"171",86.629997,87.120003,85.919998,86.339996,5853100,85.286247
"172",86.559998,86.68,85.230003,85.889999,6941600,84.841742
"173",85.839996,86.160004,85.32,85.809998,5597000,84.762717
"174",85.43,85.970001,84.970001,85.959999,5087200,84.910888
"175",85.959999,86.300003,85.519997,86.290001,6032700,85.236862
"176",84.5,84.800003,83.389999,83.519997,18646800,82.500665
"177",82.730003,84.379997,82.550003,84.300003,13840400,83.271151
"178",84.389999,84.860001,84.230003,84.599998,6730400,83.567485
"179",84.519997,84.82,83.919998,84.57,5197700,83.537853
"180",84.629997,84.720001,83.519997,83.57,6808400,82.550057
"181",83.849998,83.860001,83.269997,83.800003,5888100,82.777254
"182",83.720001,84.160004,83.400002,83.93,5877400,82.905664
"183",83.93,84,83.199997,83.959999,6061500,82.935297
"184",83.660004,83.82,83.169998,83.370003,6460800,82.352501
"185",83.209999,83.209999,82.199997,82.580002,6214400,81.572142
"186",83.150002,83.870003,82.959999,83.57,5997500,82.550057
"187",82.809998,83.099998,82.379997,82.589996,5731000,81.582015
"188",82.589996,83.339996,82.540001,82.879997,4671500,81.868476
"189",82.269997,82.5,82.07,82.07,6311100,81.068364
"190",81.82,81.970001,80.540001,80.690002,6160900,80.183947
"191",80.809998,82.120003,80.779999,81.900002,5225800,81.386357
"192",81.949997,82.25,81.290001,81.900002,4762200,81.386357
"193",82.449997,83.370003,82.440002,83.290001,6519100,82.767639
"194",82.980003,83.010002,82.239998,82.620003,4802000,82.101843
"195",81.980003,82.959999,81.160004,82.529999,10252300,82.012404
"196",82.330002,82.440002,81.370003,81.519997,7212900,81.008736
"197",81.830002,83.489998,81.709999,83.239998,12365300,82.71795
"198",83.18,83.900002,83.120003,83.309998,6505700,82.787511
"199",83.190002,83.709999,82.959999,83.050003,5359100,82.529147
"200",83.089996,83.25,81.309998,81.32,6645900,80.809993
"201",80.93,82.309998,80.650002,81.889999,8267200,81.376418
"202",81.849998,82.18,81.25,81.349998,5717400,80.839804
"203",81.699997,82.800003,81.43,82.529999,5701700,82.012404
"204",82.389999,83.040001,82.25,82.25,5587700,81.734161
"205",82.279999,82.279999,80.43,80.709999,8306700,80.203818
"206",80.730003,81.32,80.550003,80.730003,5795700,80.223697
"207",80.459999,81.330002,80.150002,80.989998,6380700,80.482061
"208",81.089996,81.290001,80.459999,80.5,6606100,79.995136
"209",80.389999,81.230003,80.360001,81.029999,6694700,80.521811
"210",80.839996,81.389999,80.580002,80.839996,3923600,80.333
"211",80.860001,81,80.550003,80.650002,5480300,80.144197
"212",80.400002,80.919998,80.269997,80.290001,4698100,79.786454
"213",80.290001,80.419998,79.68,80.150002,5531700,79.647333
"214",80.580002,80.980003,79.650002,79.739998,6200400,79.2399
"215",79.5,79.889999,79.129997,79.239998,8015100,78.743036
"216",78.940002,79.150002,77.550003,77.879997,11822800,77.391565
"217",78.389999,78.830002,78.019997,78.139999,8847600,77.649937
"218",78.610001,78.839996,77.910004,78.029999,6200200,77.540626
"219",77.730003,78.639999,77.550003,78.43,7594700,77.938119
"220",78.379997,79.540001,78.199997,79.18,7468900,78.683415
"221",79.379997,80.93,79.239998,79.839996,6867800,79.339272
"222",79.769997,79.860001,79.290001,79.370003,6449800,78.872226
"223",79.459999,79.480003,78.769997,79.099998,4895900,78.603915
"224",78.699997,78.790001,77.790001,77.879997,7108400,77.391565
"225",77.830002,78.480003,77.589996,78.050003,8795900,77.560505
"226",78.199997,78.760002,78.169998,78.599998,4999700,78.107051
"227",78.980003,79.550003,78.459999,79.18,6669200,78.683415
"228",79.010002,79.010002,78.059998,78.129997,5855400,77.639997
"229",77.919998,78.120003,77.169998,77.650002,5480100,77.650002
"230",77.730003,78.339996,77.300003,78.029999,5538100,78.029999
"231",78.599998,79.25,78.400002,78.529999,5347400,78.529999
"232",78.32,78.610001,78.029999,78.099998,3744900,78.099998
"233",78.019997,79.480003,77.870003,78.959999,8435200,78.959999
"234",79.18,79.43,77.980003,78.160004,7406200,78.160004
"235",78.370003,78.769997,78.019997,78.720001,6125700,78.720001
"236",78.709999,79.25,78.57,79.239998,6575800,79.239998
"237",79.370003,79.940002,79.160004,79.919998,8237900,79.919998
"238",78.18,78.360001,76.230003,76.43,22360100,76.43
"239",76.480003,76.5,75.830002,75.900002,10486800,75.900002
"240",75.800003,76.419998,75.559998,76.110001,6164800,76.110001
"241",76.199997,76.379997,75.860001,75.860001,6803900,75.860001
"242",75.769997,75.830002,74.82,74.900002,10464100,74.900002
"243",75.010002,75.510002,75,75.190002,6953500,75.190002
"244",75.07,75.160004,74.650002,74.839996,4999000,74.839996
"245",74.82,74.879997,74.150002,74.269997,6281600,74.269997
"246",74.690002,75.080002,74.410004,74.730003,5631800,74.730003
"247",74.540001,75,74.419998,74.529999,5774700,74.529999
"248",74.699997,75.199997,74.470001,74.889999,6068500,74.889999
"249",74.459999,74.980003,73.949997,74.150002,8884600,74.150002
"250",74.169998,74.269997,72.980003,73.059998,10533100,73.059998
"251",73.43,73.489998,72.599998,72.610001,9539000,72.610001
"252",72.699997,72.849998,72.360001,72.470001,8262100,72.470001
"253",72.709999,73.330002,72.339996,72.93,11211900,72.93
