"","R.Open","R.High","R.Low","R.Close","R.Volume","R.Adjusted"
"125",94.230003,94.230003,92.599998,92.970001,488000,92.238425
"126",92.839996,94.080002,92.639999,93.639999,411100,92.903151
"127",93.489998,93.709999,91.540001,91.949997,432600,91.226447
"128",90.720001,91.480003,89.93,91.400002,452600,90.68078
"129",91.360001,91.519997,88.57,88.809998,627200,88.111157
"130",89.099998,89.82,88.32,88.510002,512200,87.813522
"131",88.099998,88.980003,87.589996,87.709999,582700,87.019814
"132",88.370003,88.800003,86.540001,87.540001,579700,86.851153
"133",87.529999,90.150002,87.370003,87.480003,730400,86.791628
"134",87.410004,88.989998,86.110001,88.720001,596300,88.021868
"135",89.940002,90.940002,89.379997,90.919998,731300,90.204554
"136",91.440002,92.089996,90.970001,91.57,587300,90.84944
"137",92,93.349998,91.93,92.589996,353600,91.861411
"138",92.730003,94.050003,92.730003,93.519997,317000,92.784093
"139",93.629997,93.949997,93.220001,93.370003,162800,92.635279
"140",93.559998,94.480003,93.559998,94.050003,157700,93.309929
"141",93.779999,94.139999,93.379997,93.779999,300100,93.042049
"142",93.339996,94.139999,93.230003,93.68,411700,92.942837
"143",93.489998,94.669998,92.800003,92.849998,305500,92.119367
"144",93.239998,93.639999,90.610001,92.279999,604200,91.553852
"145",91.290001,91.589996,89.160004,89.32,576000,88.617145
"146",89.82,90.050003,87.589996,88.339996,689900,87.644854
"147",89.050003,89.470001,88.269997,88.800003,450500,88.101241
"148",89.75,91.080002,89.489998,90.93,674800,90.214477
"149",90.959999,90.959999,89.290001,89.339996,413600,88.636985
"150",89.639999,89.650002,87.769997,88.139999,578100,87.446431
"151",89.029999,90.639999,87.5,88.489998,461500,87.793675
"152",86.910004,88.050003,86.43,87.559998,414800,86.870993
"153",88.110001,88.459999,86.839996,86.949997,633200,86.265792
"154",86.550003,88.419998,86.550003,88.339996,454900,87.644854
"155",88.980003,89.650002,87.589996,88.589996,336700,87.892886
"156",88.389999,90.32,88.18,88.970001,640900,88.269901
"157",90.099998,90.620003,89.279999,90.57,585400,89.857309
"158",90.300003,91.309998,89.910004,90.610001,404200,89.896995
"159",90.410004,91.220001,89.900002,90.410004,552300,89.698572
"160",88.769997,90.25,88.43,89.949997,610700,89.242185
"161",90.949997,91.059998,87.849998,88.029999,397500,87.337296
"162",87.580002,88.370003,85.739998,86.239998,1365200,85.56138
"163",85.25,85.900002,82.290001,82.790001,1347100,82.138531
"164",83.360001,84.550003,82.889999,84.029999,1345100,83.368771
"165",82.779999,89.339996,82.650002,88.540001,2073900,87.843284
"166",87.610001,89.019997,86.300003,88.459999,1295500,87.763912
"167",88.980003,89.75,88.470001,88.860001,739200,88.160766
"168",88.849998,91.120003,88.790001,90.330002,746000,89.6192
"169",89.699997,91.029999,89.370003,90.360001,656400,89.648963
"170",91.220001,91.220001,89.610001,90.629997,740600,89.916835
"171",91.089996,92.800003,90.809998,92.279999,682700,91.553852
"172",92.339996,93.690002,92.339996,93.510002,478100,92.774177
"173",93.550003,93.959999,93.349998,93.919998,405700,93.180947
"174",93.410004,94.139999,93.059998,94.120003,457100,93.379378
"175",94,94.449997,93.650002,93.82,462400,93.081735
"176",93.580002,94.760002,93.580002,94.029999,254000,93.659449
"177",93.699997,94.989998,93.07,94.760002,470200,94.386576
"178",94.790001,94.910004,94.099998,94.589996,319700,94.21724
"179",94.379997,95.459999,94.110001,95.089996,468400,94.715269
"180",94.839996,95.779999,94.779999,94.949997,320100,94.575822
"181",95.150002,95.459999,94.059998,94.389999,272100,94.018031
"182",94.199997,94.559998,93.720001,93.989998,394800,93.619606
"183",94.330002,94.93,94.239998,94.730003,353900,94.356695
"184",94.489998,94.699997,93.199997,93.68,316700,93.31083
"185",93.269997,93.949997,92.230003,93.650002,362000,93.280949
"186",93.739998,94.010002,93.099998,93.860001,343300,93.490121
"187",93.379997,93.879997,91.209999,91.480003,496600,91.119503
"188",91.550003,92.349998,91.550003,92.059998,248800,91.697211
"189",91.160004,91.32,90.209999,90.519997,332000,90.163279
"190",90.690002,92.93,90.410004,92.519997,535400,92.155397
"191",93.059998,94.309998,92.75,94.209999,446000,93.83874
"192",93.970001,94.300003,92.209999,93.120003,287100,92.753039
"193",93.699997,94.82,93.699997,94.739998,307700,94.36665
"194",94.459999,95.150002,94.080002,94.949997,372600,94.575822
"195",94.589996,96.449997,93.989998,96.370003,598200,95.990232
"196",96.330002,97.25,95.959999,96.989998,765300,96.607783
"197",97.5,98.760002,97.040001,98,975100,97.613805
"198",98.440002,99.32,97.309998,97.32,901100,96.936485
"199",97.379997,97.379997,96.18,96.419998,481100,96.04003
"200",96.599998,96.870003,94.760002,94.800003,470200,94.426419
"201",94.260002,94.419998,93.440002,94.160004,460900,93.788942
"202",94.080002,94.470001,93.519997,94.389999,282000,94.018031
"203",95.089996,96.550003,94.949997,96.32,282900,95.940426
"204",95.82,95.82,94.720001,94.889999,316500,94.516061
"205",94.660004,95.360001,93.790001,94.82,355200,94.446337
"206",94.849998,95.860001,94.330002,94.389999,306400,94.018031
"207",94.099998,95.120003,93.529999,94.07,323000,93.699292
"208",94.32,94.860001,93.57,93.800003,602000,93.43036
"209",93.800003,94.129997,93.169998,93.720001,778700,93.350673
"210",93.5,94.82,93.5,94.519997,724000,94.147516
"211",94.82,95.580002,94.589996,95.43,360000,95.053933
"212",95.07,96.639999,95.07,95.349998,634600,94.974247
"213",94.559998,95.339996,93.860001,95.07,352100,94.695352
"214",95.330002,96.160004,94.910004,95.370003,674300,94.994172
"215",95.25,95.269997,94.489998,94.860001,323200,94.48618
"216",94.190002,94.660004,93.889999,94.480003,374300,94.10768
"217",94.910004,96.339996,94.739998,95.949997,502700,95.571881
"218",96.120003,96.949997,95.550003,96.800003,679900,96.418537
"219",98,98.480003,97.25,97.949997,1564800,97.563999
"220",98,100.639999,97.68,99.580002,1315000,99.187581
"221",99.949997,99.949997,98.059998,98.839996,564600,98.450492
"222",98.809998,98.949997,96.339996,97.540001,741400,97.155619
"223",97.330002,98.43,97.010002,98,649900,97.613805
"224",96.870003,97.330002,96.050003,97.110001,793800,96.727313
"225",96.489998,96.919998,95,95.360001,795200,94.98421
"226",95.82,97.029999,95.209999,96.730003,356300,96.348814
"227",96.760002,97.839996,96.440002,96.910004,355400,96.528104
"228",96.519997,97.230003,95.629997,95.779999,455100,95.402553
"229",96,96.110001,94.199997,94.790001,930100,94.416456
"230",94.730003,95.980003,94.440002,95.459999,412300,95.083814
"231",96.440002,97.07,95.809998,95.93,298300,95.551963
"232",95.949997,96.800003,95.709999,96.550003,407400,96.169523
"233",95.870003,95.870003,94.360001,94.5,433500,94.127598
"234",94.529999,95,92.510002,93.889999,767100,93.520001
"235",94.010002,95.199997,93.339996,95.099998,686000,95.099998
"236",95.419998,96.050003,95.160004,95.639999,637700,95.639999
"237",95.589996,96.970001,95.279999,96.839996,376800,96.839996
"238",97,97.120003,95.709999,95.900002,456900,95.900002
"239",95.93,96.440002,93.970001,94.139999,440800,94.139999
"240",94.239998,95.239998,93.660004,95.019997,391100,95.019997
"241",94.93,95.300003,93.230003,94.190002,630000,94.190002
"242",96.870003,96.879997,93.470001,93.610001,706600,93.610001
"243",94.139999,95.050003,93.279999,94.769997,442800,94.769997
"244",94.660004,94.660004,92.360001,93.690002,858300,93.690002
"245",93.309998,93.309998,91.120003,91.650002,1101800,91.650002
"246",91.889999,92.379997,90.970001,91.919998,653100,91.919998
"247",91.279999,92.709999,91.019997,92.129997,410200,92.129997
"248",91.919998,94.169998,91.919998,93.610001,639400,93.610001
"249",92.889999,94.129997,92.889999,93.290001,746700,93.290001
"250",92.919998,95.290001,92.809998,94.769997,681400,94.769997
"251",94.720001,95.059998,93.800003,93.879997,486800,93.879997
"252",93.470001,94.309998,93.279999,93.709999,483300,93.709999
"253",94.040001,95.059998,93.779999,94.349998,649200,94.349998
