"","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
"1",81.809998,81.959999,81.480003,81.709999,2537600,80.385415
"2",81.57,81.57,80.300003,80.830002,3373700,79.519683
"3",80.610001,81.260002,80.610001,80.93,2920700,79.618061
"4",80.910004,81.040001,80.129997,80.470001,3259900,79.165519
"5",80.379997,81.400002,80.150002,81.040001,3273000,79.726278
"6",80.82,81.550003,80.769997,80.900002,5594400,79.588548
"7",80.82,81.739998,80.199997,81.650002,5820200,80.32639
"8",81.970001,82.220001,81.339996,82,3867100,80.670715
"9",82.400002,83.889999,82.379997,83.43,6220000,82.077534
"10",83.18,83.57,82.75,83.489998,3117500,82.136559
"11",83.349998,83.720001,82.419998,82.449997,3538400,81.113417
"12",82.139999,82.589996,81.940002,82.330002,2554600,80.995367
"13",82.25,82.519997,81.540001,82.489998,1977300,81.152769
"14",81.059998,83.190002,81.059998,83.010002,2723100,81.664344
"15",83,83.080002,82.480003,82.599998,2349100,81.260987
"16",83.120003,83.529999,82.879997,83.019997,3252600,81.674177
"17",83.290001,83.68,83.150002,83.599998,2830400,82.244776
"18",84.199997,84.980003,83.910004,84.949997,2811500,83.57289
"19",84.309998,84.599998,83.290001,83.57,2501800,82.215264
"20",83.290001,83.610001,82.889999,83.230003,2640700,81.880779
"21",84.150002,84.949997,83.68,84.389999,2773000,83.02197
"22",83.040001,84.080002,82.989998,83.690002,2401700,82.333321
"23",83.769997,84.080002,83.32,83.959999,1934500,82.598941
"24",84.639999,84.900002,83.889999,84.010002,2608500,82.648133
"25",84.389999,85.389999,84.339996,84.900002,3029200,83.523705
"26",85.050003,85.160004,84.059998,84.379997,3356700,83.01213
"27",84.07,84.279999,82.410004,82.489998,4083900,81.152769
"28",83.68,83.900002,82.059998,82.290001,6368300,80.956015
"29",82.32,82.419998,81.779999,81.919998,3595400,80.59201
"30",81.910004,82.389999,81.889999,82.120003,3966300,80.788772
"31",82.330002,82.389999,81.949997,81.989998,2851400,80.660875
"32",82.540001,82.610001,82.169998,82.400002,3620000,81.064232
"33",82.110001,82.519997,81.57,81.650002,2929600,80.32639
"34",83.110001,83.519997,81.160004,81.529999,2386600,80.208333
"35",81.529999,81.910004,81.18,81.190002,2139100,79.873848
"36",81.480003,81.800003,81.019997,81.559998,2806300,80.237845
"37",81.110001,81.18,79.540001,79.540001,3243200,78.250594
"38",79.040001,80.019997,78.870003,79.489998,4016700,78.201402
"39",79.800003,80.220001,79.400002,80.220001,5056900,78.919571
"40",79.709999,79.919998,78.650002,78.790001,3695200,77.512752
"41",78.379997,79.080002,78.25,78.760002,2820900,77.48324
"42",78.849998,78.919998,77.879997,78.040001,2346400,77.06847
"43",78.120003,78.900002,77.699997,78.879997,2279600,77.898009
"44",79.029999,79.339996,78.589996,78.709999,1745100,77.730127
"45",78.389999,79.419998,78.389999,79.339996,2927200,78.352281
"46",79.639999,79.959999,79.389999,79.879997,2594000,78.88556
"47",79.910004,80.150002,79.629997,79.790001,1611100,78.796684
"48",80.169998,80.239998,78.739998,79.300003,2364900,78.312786
"49",79.870003,80.419998,79.769997,80.419998,3003500,79.418838
"50",80.629997,80.68,80.419998,80.480003,1687500,79.478096
"51",80.449997,81.019997,80.260002,80.919998,2159600,79.912613
"52",81.209999,81.82,80.970001,81.690002,2863900,80.673032
"53",81.650002,82,81.199997,81.300003,1458800,80.287887
"54",81.870003,82.660004,81.82,82.059998,2188200,81.038421
"55",82.129997,82.25,81.739998,81.800003,1458000,80.781663
"56",81.989998,82.019997,81.690002,81.959999,1556800,80.939667
"57",81.5,81.790001,81.209999,81.589996,1200600,80.574271
"58",82.050003,82.419998,81.790001,82.059998,1897900,81.038421
"59",82.339996,82.690002,81.870003,82.580002,2808900,81.551951
"60",82.809998,82.93,82.440002,82.529999,2207400,81.502571
"61",82.68,83.099998,82.18,82.5,1892600,81.472946
"62",82.5,82.849998,82.139999,82.690002,1620600,81.660583
"63",82.419998,82.779999,81.849998,82.080002,1906600,81.058176
"64",81.989998,82.059998,81.480003,81.519997,1945700,80.505142
"65",81.610001,82.230003,81.199997,81.230003,3078700,80.218759
"66",81.040001,81.339996,80.93,81.230003,2129800,80.218759
"67",81.120003,81.220001,80.660004,80.940002,2949600,79.932369
"68",81.120003,81.779999,80.919998,81.5,3621100,80.485395
"69",81.550003,82.489998,81.25,82.18,2891500,81.15693
"70",82.480003,83.269997,82.129997,82.879997,4075000,81.848212
"71",83.160004,83.989998,82.970001,83.669998,4199200,82.628378
"72",84.419998,84.660004,83.889999,84.07,4328500,83.0234
"73",83.93,84.349998,83.25,83.290001,2112500,82.253112
