"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"88",114.660004,115.379997,111.669998,111.779999,1169400,110.204139
"89",112.330002,113.190002,111.300003,111.800003,960000,110.223861
"90",109.720001,109.940002,105.410004,109.349998,2037200,107.808396
"91",107.07,110.889999,106.440002,109.870003,1612500,108.32107
"92",110.709999,112.709999,110.709999,112.300003,1491800,110.716812
"93",111.800003,113.589996,111.349998,113.470001,888200,111.870316
"94",114.25,116.650002,113.889999,116.57,1121400,114.926611
"95",116.57,116.68,114.620003,114.75,856500,113.132269
"96",116.5,117.389999,115.93,116.510002,1180600,114.867459
"97",116.82,117.910004,116.309998,117.650002,803300,115.991387
"98",117.669998,119.589996,116.769997,118.5,1651700,116.829402
"99",118.860001,120.470001,118.82,120.300003,1156700,118.604029
"100",121.739998,126.120003,121.57,123.760002,1401000,122.01525
"101",123.480003,124.879997,123.160004,124.110001,961200,122.360314
"102",125.349998,127.040001,125.349998,126.169998,1007800,124.39127
"103",126.550003,127.389999,126.029999,126.440002,643700,124.657468
"104",126.470001,128,126.150002,127.980003,1153200,126.175758
"105",128.570007,129.380005,127.849998,128.570007,825500,126.757444
"106",128.399994,129,127.470001,128.889999,692000,127.64877
"107",128.429993,129.440002,127.669998,129.050003,725500,127.807233
"108",128.600006,130.220001,128.479996,130.160004,911100,128.906544
"109",130.25,130.809998,130.080002,130.360001,801100,129.104615
"110",129.899994,130.570007,129.619995,130.279999,629700,129.025384
"111",130.259995,130.880005,129.350006,130.029999,589900,128.777791
"112",130.029999,130.300003,129.100006,129.380005,486900,128.134057
"113",128.850006,129.160004,128.369995,128.970001,551800,127.728002
"114",129.089996,131.240005,128.839996,130.309998,784300,129.055094
"115",129.820007,130.429993,129.110001,130.009995,536200,128.75798
"116",129,131.169998,128.910004,130.460007,727700,129.203658
"117",132.339996,132.479996,131.020004,131.369995,660500,130.104883
"118",132,132.740005,131.119995,132.169998,442600,130.897182
"119",132.210007,132.600006,131.029999,132.169998,791700,130.897182
"120",132.660004,132.690002,131.479996,132.190002,411600,130.916994
"121",132.429993,132.75,131.610001,131.770004,368400,130.50104
"122",131.270004,131.270004,129.809998,130.679993,569500,129.421526
"123",131.020004,132.899994,130.830002,132.630005,748800,131.352759
"124",132.779999,133.669998,132.160004,133.440002,800500,132.154956
"125",132.699997,133.699997,132.350006,133.600006,580700,132.313419
"126",134.100006,135.479996,133.809998,135.149994,807900,133.84848
"127",135.210007,137.149994,134.369995,135.869995,855900,134.561548
"128",133.619995,135.589996,132.639999,135.460007,885100,134.155507
"129",135.259995,135.869995,133.490005,133.630005,1267100,132.343129
"130",134.460007,135.710007,133.610001,133.889999,869300,132.600619
"131",132.139999,132.729996,127.68,127.720001,1478400,126.490039
"132",128.559998,128.910004,124.760002,126.449997,1489600,125.232265
"133",125.459999,127.559998,124.010002,124.839996,1565600,123.637769
"134",125.5,129.5,125.32,129.270004,1116300,128.025116
"135",130.949997,134.429993,129.809998,134.320007,1229400,133.026486
"136",135.070007,135.759995,133.419998,134.330002,1286400,133.036385
"137",134.330002,134.889999,134.050003,134.800003,533700,133.50186
"138",135.300003,137.330002,135.300003,136.759995,647300,135.442976
"139",136.619995,137.309998,135.699997,135.729996,296300,134.422896
"140",136.210007,136.539993,135.199997,135.270004,341000,133.967335
"141",135,136.389999,134.720001,135.309998,399900,134.006943
"142",134.860001,134.860001,134.100006,134.199997,533700,132.907632
"143",134.869995,134.869995,132.149994,132.25,556000,130.976414
"144",132.979996,133.490005,130.710007,132.089996,622200,130.817951
"145",130.779999,131.300003,127.209999,127.849998,1068600,126.618785
"146",127.830002,128.220001,123.480003,124.410004,1307600,123.211917
"147",125.75,127.040001,124.809998,126.620003,1271000,125.400634
"148",128.529999,129.369995,127.75,128.869995,1681400,127.628959
"149",129.330002,129.619995,127.260002,127.68,843700,126.450424
"150",127.519997,127.690002,125.419998,126.379997,905700,125.16294
"151",128.130005,129.929993,126.32,127.300003,1177000,126.074086
"152",124.900002,125.660004,123.120003,124.970001,1199900,123.766522
"153",124.970001,125.650002,122.730003,122.860001,888900,121.676841
"154",122.959999,124.739998,121.489998,124.660004,934800,123.45951
"155",125,125.870003,123.830002,125.160004,1020600,123.954695
"156",125.160004,126.830002,123.839996,126.339996,1172700,125.123324
"157",127.190002,130.529999,125.93,130.229996,1183000,128.975862
"158",130.229996,130.5,128.960007,129.479996,1241700,128.233085
"159",129.369995,131.070007,128.699997,130.779999,1077700,129.520569
"160",129.050003,130.119995,127.980003,129.009995,717500,127.76761
"161",129.990005,129.990005,126.290001,126.389999,1444200,125.172846
"162",129.059998,130.139999,126.349998,128.259995,1637600,127.024832
"163",127.129997,127.809998,124.769997,124.940002,1367900,123.736812
"164",125.879997,128.929993,124.629997,128.759995,1173400,127.520017
"165",129.809998,132.660004,129.399994,132.520004,1338000,131.243818
"166",132.350006,133.240005,131.330002,131.880005,1274200,130.609981
"167",131.399994,133.080002,130.75,132.479996,915800,131.783768
"168",133.550003,136.449997,133.550003,134.789993,1310200,134.081626
"169",134.539993,134.880005,133.509995,134.690002,857400,133.98216
"170",136.300003,136.460007,135.220001,136.169998,909000,135.454378
"171",135.940002,136.660004,135.190002,136.240005,858600,135.524018
"172",136.240005,137.690002,136.160004,137.570007,754900,136.84703
"173",137.649994,138.190002,136.860001,137.809998,702200,137.085759
"174",137.559998,138.259995,137.070007,137.529999,915000,136.807232
"175",137.210007,137.279999,135.360001,135.860001,945900,135.14601
"176",135.5,136.460007,135.369995,135.850006,882700,135.136068
"177",135.389999,136.279999,134.300003,136.199997,1344500,135.484219
"178",136.369995,136.369995,134,134.759995,9e+05,134.051785
"179",134.639999,136.75,134.639999,135.479996,1039900,134.768002
"180",135.059998,135.850006,134.770004,135.320007,571800,134.608854
"181",135.419998,136.050003,134.789993,135.339996,549900,134.628738
"182",135.330002,136.020004,133.580002,133.630005,896200,132.927734
"183",133.630005,135.949997,133.330002,134.899994,898300,134.191048
"184",134.419998,135.160004,133.619995,134.470001,823300,133.763315
"185",133.770004,134.229996,133.149994,133.619995,912200,132.917776
"186",134.009995,134.619995,133.589996,134.410004,647300,133.703633
"187",134.119995,137.070007,132.720001,132.979996,1091600,132.28114
"188",132.979996,134.559998,132.979996,134.139999,794400,133.435048
"189",132.289993,132.289993,130.240005,130.240005,774800,129.55555
"190",130.029999,131.470001,130.020004,130.630005,733600,129.9435
"191",131.729996,134.529999,131.669998,134.440002,849500,133.733474
"192",134.429993,134.479996,132.339996,133.360001,867200,132.659148
"193",134.470001,135.910004,134.169998,135.729996,627200,135.016688
"194",134.759995,135.190002,133.880005,134.880005,679700,134.171164
"195",134.580002,136.490005,133.75,135.369995,1103200,134.65858
"196",135.100006,135.339996,132.720001,133.339996,1005800,132.639249
"197",134.229996,136.690002,133.75,136.169998,1355200,135.454378
"198",136.520004,136.990005,134.990005,134.990005,771700,134.280587
"199",134.570007,135.240005,133.089996,133.089996,850000,132.390563
"200",132.979996,133.25,130.509995,130.509995,970500,129.82412
"201",129.770004,131.399994,129.179993,130.25,903600,129.565492
"202",129.759995,130.509995,128.490005,129.050003,1002300,128.371801
"203",130.059998,131.509995,130.059998,131.020004,1012600,130.331449
"204",130.270004,131.779999,129.929993,130.839996,973500,130.152387
"205",130.759995,131.279999,129.580002,130.460007,817600,129.774395
"206",130.139999,131.169998,129.669998,130.190002,1225700,129.50581
"207",128.580002,130.190002,128.059998,129.429993,876900,128.749794
"208",129.610001,130.179993,128.160004,128.160004,912100,127.486479
"209",128.710007,129.169998,127.75,128.720001,1343000,128.043534
"210",128.699997,129.449997,123.879997,125.279999,2728600,124.62161
"211",125.5,125.730003,120.830002,124.529999,4061400,123.875551
"212",124.32,127.830002,124.099998,126.629997,2489800,125.964513
"213",126.5,130.860001,125.389999,128.270004,3750700,127.595902
"214",129.949997,131.449997,128.160004,128.919998,3403300,128.24248
"215",130,131.479996,129.369995,130.770004,2331100,130.082763
"216",129.929993,130.339996,128.539993,129.190002,1505800,128.511065
"217",129.970001,130.929993,129.570007,130.550003,1123300,129.863918
"218",130.789993,130.990005,129.800003,130.330002,1570400,129.645073
"219",130.470001,131.759995,128.75,131.619995,1615300,130.928287
"220",127.260002,128.029999,125.290001,127.169998,4336400,126.501676
"221",126.68,128.110001,126.410004,127.75,1522800,127.07863
"222",128.130005,128.710007,126.449997,126.690002,1528900,126.024203
"223",126,127.279999,125.650002,127.139999,1351500,126.471835
"224",126.57,128.410004,126.529999,127.489998,1466800,126.819994
"225",126.629997,127.489998,125.059998,125.279999,1419600,125.279999
"226",126.099998,126.690002,124.339996,125.410004,1191100,125.410004
"227",125.68,126.349998,125.010002,125.989998,1011200,125.989998
"228",125.709999,126.5,124.410004,124.620003,1120300,124.620003
"229",125.269997,125.440002,122.349998,123.489998,1628900,123.489998
"230",123.120003,125,123.010002,124.559998,1494400,124.559998
"231",126.089996,126.959999,125.110001,126.349998,1468600,126.349998
"232",126.169998,127.010002,125.349998,125.419998,1106700,125.419998
"233",124.519997,125.25,123.410004,124.730003,973700,124.730003
"234",124.650002,126.889999,124.559998,126.5,1819600,126.5
"235",127.480003,128.320007,126.730003,128.300003,956700,128.300003
"236",128.380005,128.440002,127.099998,128,1115800,128
"237",127.580002,129.009995,127.389999,128.970001,1094200,128.970001
"238",129.309998,129.800003,128.490005,128.970001,882000,128.970001
"239",128.820007,129.130005,128,128.460007,996800,128.460007
"240",127.980003,128.639999,127.949997,128.289993,755700,128.289993
"241",128.149994,129.039993,127.769997,128.270004,730400,128.270004
"242",127.860001,128.389999,126.690002,126.809998,1436200,126.809998
"243",127,127.449997,126.599998,126.879997,1381900,126.879997
"244",126.669998,127.139999,125.949997,127.010002,1101500,127.010002
"245",126.68,127.150002,124.57,124.589996,1674500,124.589996
"246",124.650002,125.339996,123.82,124.589996,1254000,124.589996
"247",124.589996,127.110001,124.410004,126.080002,1617000,126.080002
"248",126.769997,128.330002,126.080002,127.360001,1410900,127.360001
"249",124.519997,126.830002,124.519997,125.330002,1121600,125.330002
"250",126.580002,127.339996,125.660004,126.610001,1105600,126.610001
"251",126.959999,127.480003,126.080002,126.129997,1145900,126.129997
"252",125.940002,126.690002,125.459999,126.330002,1064100,126.330002
"253",127.279999,130.119995,127.279999,129.860001,1692500,129.860001
