"","SAI.Open","SAI.High","SAI.Low","SAI.Close","SAI.Volume","SAI.Adjusted"
"130",0.025,0.025,0.025,0.025,15000,0.025
"131",0.025,0.025,0.025,0.025,0,0.025
"132",0.025,0.025,0.025,0.025,0,0.025
"133",0.025,0.025,0.025,0.025,0,0.025
"134",0.025,0.025,0.025,0.025,12500,0.025
"135",0.025,0.025,0.025,0.025,2000,0.025
"136",0.025,0.025,0.025,0.025,0,0.025
"137",0.025,0.025,0.025,0.025,0,0.025
"138",0.025,0.025,0.025,0.025,0,0.025
"139",0.025,0.025,0.025,0.025,0,0.025
"140",0.025,0.025,0.025,0.025,0,0.025
"141",0.025,0.025,0.025,0.025,0,0.025
"142",0.025,0.025,0.025,0.025,0,0.025
"143",0.025,0.025,0.025,0.025,0,0.025
"144",0.025,0.025,0.025,0.025,0,0.025
"145",0.025,0.025,0.025,0.025,0,0.025
"146",0.025,0.025,0.025,0.025,0,0.025
"147",0.02,0.02,0.02,0.02,2200,0.02
"148",0.02,0.02,0.02,0.02,0,0.02
"149",0.02,0.02,0.02,0.02,0,0.02
"150",0.02,0.02,0.02,0.02,0,0.02
"151",0.02,0.02,0.02,0.02,0,0.02
"152",0.02,0.02,0.02,0.02,0,0.02
"153",0.02,0.02,0.02,0.02,0,0.02
"154",0.02,0.02,0.02,0.02,0,0.02
"155",0.02,0.02,0.02,0.02,0,0.02
"156",0.02,0.02,0.02,0.02,0,0.02
"157",0.02,0.02,0.02,0.02,0,0.02
"158",0.02,0.02,0.02,0.02,1500,0.02
"159",0.02,0.02,0.02,0.02,0,0.02
"160",0.02,0.02,0.02,0.02,0,0.02
"161",0.02,0.02,0.02,0.02,0,0.02
"162",0.02,0.02,0.02,0.02,0,0.02
"163",0.02,0.02,0.02,0.02,0,0.02
"164",0.02,0.02,0.02,0.02,0,0.02
"165",0.02,0.02,0.02,0.02,0,0.02
"166",0.02,0.02,0.02,0.02,0,0.02
"167",0.02,0.02,0.02,0.02,0,0.02
"168",0.02,0.02,0.02,0.02,0,0.02
"169",0.02,0.02,0.02,0.02,0,0.02
"170",0.02,0.02,0.02,0.02,0,0.02
"171",0.02,0.02,0.02,0.02,8000,0.02
"172",0.02,0.02,0.02,0.02,0,0.02
"173",0.02,0.02,0.02,0.02,0,0.02
"174",0.02,0.02,0.02,0.02,0,0.02
"175",0.02,0.02,0.02,0.02,0,0.02
"176",0.02,0.02,0.02,0.02,0,0.02
"177",0.02,0.02,0.02,0.02,0,0.02
"178",0.02,0.02,0.02,0.02,0,0.02
"179",0.02,0.02,0.02,0.02,0,0.02
"180",0.02,0.02,0.02,0.02,0,0.02
"181",0.02,0.02,0.02,0.02,40000,0.02
"182",0.02,0.02,0.02,0.02,0,0.02
"183",0.02,0.02,0.02,0.02,2000,0.02
"184",0.02,0.02,0.02,0.02,0,0.02
"185",0.02,0.02,0.02,0.02,0,0.02
"186",0.02,0.02,0.02,0.02,130000,0.02
"187",0.02,0.02,0.02,0.02,0,0.02
"188",0.02,0.02,0.02,0.02,0,0.02
"189",0.02,0.02,0.02,0.02,0,0.02
"190",0.02,0.02,0.02,0.02,0,0.02
"191",0.02,0.02,0.02,0.02,0,0.02
"192",0.02,0.02,0.02,0.02,0,0.02
"193",0.02,0.02,0.02,0.02,0,0.02
"194",0.02,0.02,0.02,0.02,0,0.02
"195",0.02,0.02,0.02,0.02,0,0.02
"196",0.02,0.02,0.02,0.02,0,0.02
"197",0.02,0.02,0.02,0.02,0,0.02
"198",0.02,0.02,0.02,0.02,0,0.02
"199",0.02,0.02,0.02,0.02,0,0.02
"200",0.02,0.02,0.02,0.02,0,0.02
"201",0.02,0.02,0.02,0.02,0,0.02
"202",0.02,0.02,0.02,0.02,0,0.02
"203",0.02,0.02,0.02,0.02,0,0.02
"204",0.02,0.02,0.02,0.02,0,0.02
"205",0.02,0.02,0.02,0.02,0,0.02
"206",0.02,0.02,0.02,0.02,0,0.02
"207",0.02,0.02,0.02,0.02,0,0.02
"208",0.02,0.02,0.02,0.02,0,0.02
"209",0.02,0.02,0.02,0.02,0,0.02
"210",0.02,0.02,0.02,0.02,0,0.02
"211",0.02,0.02,0.02,0.02,0,0.02
"212",0.02,0.02,0.02,0.02,0,0.02
"213",0.02,0.02,0.02,0.02,0,0.02
"214",0.02,0.02,0.02,0.02,0,0.02
"215",0.02,0.02,0.02,0.02,0,0.02
"216",0.02,0.02,0.02,0.02,0,0.02
"217",0.02,0.02,0.02,0.02,0,0.02
"218",0.02,0.02,0.02,0.02,0,0.02
"219",0.02,0.02,0.02,0.02,0,0.02
"220",0.02,0.02,0.02,0.02,0,0.02
"221",0.015,0.02,0.015,0.02,23000,0.02
"222",0.02,0.02,0.02,0.02,0,0.02
"223",0.02,0.02,0.02,0.02,0,0.02
"224",0.02,0.02,0.02,0.02,0,0.02
"225",0.02,0.02,0.02,0.02,0,0.02
"226",0.02,0.02,0.02,0.02,0,0.02
"227",0.02,0.02,0.02,0.02,10000,0.02
"228",0.02,0.02,0.02,0.02,0,0.02
"229",0.02,0.02,0.02,0.02,0,0.02
"230",0.02,0.02,0.02,0.02,0,0.02
"231",0.02,0.02,0.02,0.02,0,0.02
"232",0.02,0.02,0.02,0.02,0,0.02
"233",0.02,0.02,0.02,0.02,0,0.02
"234",0.02,0.02,0.02,0.02,0,0.02
"235",0.02,0.02,0.02,0.02,0,0.02
"236",0.02,0.02,0.02,0.02,0,0.02
"237",0.02,0.02,0.02,0.02,0,0.02
"238",0.02,0.02,0.02,0.02,0,0.02
"239",0.02,0.02,0.02,0.02,0,0.02
"240",0.02,0.02,0.02,0.02,0,0.02
"241",0.02,0.02,0.02,0.02,0,0.02
"242",0.02,0.02,0.02,0.02,0,0.02
"243",0.02,0.02,0.02,0.02,0,0.02
"244",0.02,0.02,0.02,0.02,0,0.02
