"","HD.Open","HD.High","HD.Low","HD.Close","HD.Volume","HD.Adjusted"
"129",99.360001,100.230003,98.82,98.940002,5357000,97.913433
"130",99.279999,101.400002,99.150002,100.269997,6864000,99.229627
"131",99.690002,101.25,99.389999,99.779999,5983300,98.744714
"132",100.010002,101.239998,99.290001,100.050003,5488300,99.011916
"133",99.379997,100.230003,96.989998,97.059998,7829300,96.052934
"134",97.589996,99.139999,97.089996,98.940002,6096400,97.913433
"135",100.339996,100.690002,99.300003,100.669998,6594000,99.625479
"136",100.919998,102,100.809998,101.93,12500600,100.872407
"137",102.25,103.57,102.230003,103.5,5418900,102.426117
"138",103.660004,104.199997,103.32,103.760002,4067700,102.683422
"139",104.050003,104.379997,103.559998,103.559998,1819000,102.485492
"140",103.980003,104.32,103.480003,103.75,2594400,102.673523
"141",103.580002,104.800003,103.260002,104.529999,3492700,103.445429
"142",104.440002,104.739998,103.849998,104.269997,2927800,103.188125
"143",104.75,106.019997,104.559998,104.970001,5821600,103.880866
"144",105.160004,105.660004,102.669998,103.43,4323700,102.356844
"145",102.779999,102.779999,100.790001,101.260002,5878100,100.209361
"146",102.07,102.07,100.339996,100.949997,4910100,99.902572
"147",102.290001,104.470001,102,104.410004,5091000,103.326679
"148",105.370003,106.989998,105.019997,106.720001,6464600,105.612709
"149",106.879997,106.879997,104.82,104.889999,5717100,103.801694
"150",105.169998,105.290001,104.059998,104.419998,4990400,103.33657
"151",105.410004,106.040001,103.150002,103.730003,5395200,102.653734
"152",102.419998,103.410004,101.879997,102.639999,5384400,101.57504
"153",102.639999,103.650002,100.82,101.010002,6888800,99.961955
"154",100.860001,104.309998,100.239998,104.120003,6403800,103.039687
"155",104.839996,104.949997,102.349998,103.25,5331300,102.178711
"156",103.050003,104.059998,102.5,103.529999,5899200,102.455805
"157",104.379997,106.309998,103.540001,106.07,5804100,104.969451
"158",106.209999,106.480003,105.309998,105.370003,4072300,104.276717
"159",105.360001,106.5,105.059998,106.360001,4189700,105.256443
"160",104.779999,105.809998,104.400002,105.160004,4606500,104.068897
"161",105.309998,107.43,104.599998,104.739998,4917300,103.653249
"162",105.139999,107.739998,104.510002,107.620003,6529300,106.503372
"163",106.360001,106.860001,104.379997,104.419998,7e+06,103.33657
"164",104.779999,105,101.57,104.43,5012800,103.346468
"165",104.889999,107.32,104.809998,107.239998,5969200,106.12731
"166",107.089996,109,106.75,108.410004,6765200,107.285176
"167",108.980003,109.339996,108.150002,108.989998,4471800,107.859153
"168",109.279999,109.739998,108.459999,109.040001,4178800,107.908637
"169",108.879997,109.459999,108.040001,108.339996,4243800,107.215895
"170",108.790001,110.849998,108.660004,110.669998,5414400,109.521722
"171",110.599998,110.800003,109.809998,110.309998,4552900,109.165456
"172",110.809998,112.199997,110.209999,112.160004,4592200,110.996268
"173",112.010002,112.389999,111.300003,111.889999,5098600,110.729065
"174",111.690002,112.230003,110.620003,112,6028600,110.837924
"175",111.599998,112.169998,111,111.989998,3731600,110.828026
"176",112.010002,112.449997,110.639999,110.940002,5910600,109.788925
"177",110.809998,112.25,110.050003,112.239998,7276100,111.075432
"178",112.989998,113.160004,111.800003,112.279999,5638000,111.115018
"179",117.5,117.919998,115.129997,116.75,12775500,115.53864
"180",117.349998,117.349998,115.849998,116.309998,7328200,115.103202
"181",116,116.419998,115.199997,115.379997,5649900,114.182851
"182",115.190002,115.669998,114.559998,114.75,5732600,113.559391
"183",114.860001,117.059998,114.860001,116.120003,5971900,114.915179
"184",116.110001,116.120003,114.800003,116.07,3784800,114.865695
"185",115.389999,115.470001,114.25,114.760002,3799000,113.569289
"186",115.230003,116.099998,115.059998,115.910004,4088700,114.707359
"187",115.959999,115.959999,114,114.449997,5169200,113.262501
"188",114.379997,115.480003,114.370003,115.25,5351200,114.054203
"189",113.849998,114.339996,112.559998,112.559998,5685000,111.965296
"190",112.68,113.800003,112.410004,113.07,4356500,112.472604
"191",113.849998,116.459999,113.769997,116.099998,5742000,115.486594
"192",115.989998,116.309998,114,114.82,4626900,114.213358
"193",115.330002,116.610001,115.32,116.5,4820300,115.884482
"194",115.449997,116.080002,115.139999,115.580002,3715900,114.969345
"195",115.410004,116.419998,113.309998,116.080002,4773600,115.466703
"196",116.209999,116.43,115.07,115.160004,3545600,114.551566
"197",115.550003,117.989998,115.330002,117.489998,8446000,116.869249
"198",117.040001,117.75,116.07,116.07,4095200,115.456754
"199",116.199997,117.830002,116.040001,116.150002,4026900,115.536333
"200",115.959999,116.610001,113.639999,113.68,4725800,113.079382
"201",113.360001,113.43,111.580002,112.370003,5409600,111.776305
"202",112.080002,114.230003,112,113.860001,3879300,113.258431
"203",114.959999,116.050003,114.529999,114.629997,3968400,114.024359
"204",113.699997,115.370003,113.550003,113.610001,4128800,113.009752
"205",113.879997,114,112.43,113.129997,4737700,112.532284
"206",112.610001,114.919998,112.519997,114.540001,4064800,113.934839
"207",113.449997,115.550003,113.410004,114.949997,3248900,114.342668
"208",114.830002,115.790001,114.230003,114.300003,3188300,113.696109
"209",113.970001,115.809998,113.830002,115.589996,3753500,114.979286
"210",115.459999,116.25,114.139999,114.57,4674000,113.964679
"211",114.470001,115.650002,114.419998,115.239998,3658100,114.631137
"212",114.959999,115.43,114.349998,114.440002,2982000,113.835368
"213",114.199997,114.980003,113.110001,114.050003,4072500,113.44743
"214",114.580002,115.209999,113.379997,113.449997,4210800,112.850593
"215",113.339996,113.989998,113.019997,113.370003,4013000,112.771022
"216",112.910004,113.110001,111.769997,112.099998,6245200,111.507728
"217",113,113.690002,112.68,112.860001,4396300,112.263714
"218",113.5,113.980003,112.5,113.169998,3899500,112.572074
"219",113.199997,113.309998,112.190002,112.989998,4065500,112.393025
"220",112.739998,114.510002,112.559998,113.959999,3945300,113.357901
"221",113.879997,114.040001,112.900002,113.699997,2878300,113.099273
"222",114.050003,114.110001,111.279999,111.389999,5618000,110.80148
"223",110.900002,111.769997,110.050003,110.580002,5743300,109.995762
"224",110.169998,110.309998,108.07,108.709999,7238900,108.135639
"225",108.559998,109.209999,106.620003,106.980003,9041600,106.414784
"226",106.980003,109.790001,106.849998,109.550003,6696900,108.971205
"227",109.940002,110.449997,109.32,110.059998,3366800,109.478505
"228",109.199997,109.879997,107.980003,108.059998,4164800,107.489072
"229",108.199997,108.910004,107.239998,108.309998,3996600,107.737751
"230",108.400002,110.720001,108.25,110.040001,5400200,109.458614
"231",112.400002,113.480003,112.110001,112.470001,6435300,111.875775
"232",112.239998,112.910004,111.809998,111.900002,3725200,111.308787
"233",111.120003,112.82,110.830002,112.519997,4053800,111.925507
"234",112.919998,112.949997,111.099998,111.190002,4340700,110.602539
"235",112.050003,112.220001,110.830002,111.940002,3815700,111.348577
"236",111.919998,113.400002,111.82,113.349998,4575800,112.751123
"237",113.870003,114.599998,113.160004,114.330002,6878200,113.725949
"238",116.120003,116.480003,112.339996,112.339996,11133200,111.746457
"239",112.190002,112.889999,111.220001,112.099998,7004500,111.507728
"240",111.980003,112.330002,111.620003,112.010002,4238600,111.418207
"241",111.870003,112.529999,111.459999,112.160004,3694000,111.567416
"242",112,112.18,110.690002,110.93,4612600,110.343911
"243",111.040001,112.529999,110.809998,112.160004,4147800,111.567416
"244",111.910004,112.699997,111.860001,112.190002,2806100,111.597256
"245",111.839996,112.589996,111.370003,111.419998,5310600,110.83132
"246",111.970001,112.339996,111.25,111.669998,5114500,111.079999
"247",110.75,112.18,110.639999,111.589996,6086200,111.589996
"248",111.720001,113.480003,111.449997,113.160004,6337500,113.160004
"249",112.519997,113.160004,111.169998,111.459999,4306400,111.459999
"250",111.339996,111.360001,110.269997,110.370003,4498300,110.370003
"251",110.139999,110.809998,109.830002,109.93,3449000,109.93
"252",109.790001,110.25,109.029999,109.529999,3610500,109.529999
"253",109.900002,111.190002,109.389999,110.980003,3965400,110.980003
