"","AIG.Open","AIG.High","AIG.Low","AIG.Close","AIG.Volume","AIG.Adjusted"
"96",52.119999,52.240002,51.52,51.619999,6829100,51.279053
"97",51.549999,52.209999,51.389999,52.16,5757500,51.815488
"98",52.009998,52.25,51.509998,51.740002,7190000,51.398264
"99",52.060001,52.869999,52.049999,52.84,11132100,52.490997
"100",52.869999,53.099998,52,52.360001,8334100,52.014168
"101",52.16,53.099998,52.139999,52.93,5578500,52.580402
"102",53.669998,53.779999,53.119999,53.57,9531100,53.216175
"103",53.790001,53.91,53.169998,53.799999,9718200,53.444655
"104",53.799999,53.849998,52.900002,53.400002,15411900,53.047299
"105",53.52,53.810001,53.130001,53.779999,9067100,53.424787
"106",53.630001,54.049999,53.400002,53.91,7559600,53.553929
"107",53.759998,54.200001,53.639999,54.029999,7421200,53.673136
"108",54.099998,54.360001,54,54.360001,6004800,54.000958
"109",54.290001,54.639999,54.290001,54.360001,4608800,54.000958
"110",54.009998,54.48,53.830002,54.349998,6012700,53.991022
"111",54.189999,54.610001,54.169998,54.5,5844200,54.140032
"112",54.400002,54.549999,53.610001,53.900002,9083800,53.543997
"113",53.810001,54.080002,53.700001,54.02,7493000,53.663203
"114",54.119999,54.200001,53.799999,53.889999,7063400,53.534061
"115",53.799999,54.119999,53.66,54.02,6351100,53.663203
"116",53.75,54.470001,53.689999,54.450001,7717700,54.090363
"117",54.990002,54.990002,54.5,54.59,8386200,54.229438
"118",54.91,55.189999,54.759998,55.099998,8237300,54.736068
"119",55.150002,55.169998,54.290001,54.68,8199800,54.318844
"120",54.709999,54.799999,54.380001,54.610001,3566900,54.249306
"121",54.689999,55.02,54.689999,54.799999,2894100,54.43805
"122",54.560001,54.720001,53.919998,54.43,7151100,54.070495
"123",54.43,55.049999,54.43,54.98,6006400,54.74258
"124",55.009998,55.389999,54.799999,54.900002,7323300,54.662927
"125",54.689999,55.32,54.650002,55.169998,5441700,54.931758
"126",55.380001,55.869999,55.200001,55.330002,6500700,55.09107
"127",55.34,55.959999,55.150002,55.689999,7526100,55.449513
"128",55.02,55.610001,54.779999,55.59,5272700,55.349946
"129",55.290001,55.700001,54.740002,54.84,7678600,54.603185
"130",54.869999,55.889999,54.779999,55.18,7441200,54.941717
"131",54.880001,55.279999,54.040001,54.049999,7115500,53.816595
"132",54.459999,54.59,53.080002,53.48,8611100,53.249057
"133",53.049999,54.110001,52.849998,52.880001,7867400,52.65165
"134",53.18,54.189999,52.98,54.02,8726900,53.786726
"135",54.68,55.009998,54.369999,55.009998,8562200,54.772449
"136",55.02,55.84,54.849998,55.779999,14856900,55.539124
"137",55.73,56.23,55.580002,56.130001,10211600,55.887615
"138",56.130001,56.599998,56.110001,56.439999,7167400,56.196274
"139",56.66,56.73,56.259998,56.279999,3630600,56.036965
"140",56.549999,56.779999,56.389999,56.419998,3297000,56.17636
"141",56.34,56.790001,56.23,56.490002,5126500,56.246061
"142",56.450001,56.790001,56.240002,56.509998,4434300,56.265971
"143",56.73,56.75,55.970001,56.009998,5054100,55.768131
"144",56.529999,56.599998,55.75,56.110001,6608300,55.867701
"145",55.68,55.869999,54.73,55,10103500,54.762494
"146",54.740002,54.869999,53.740002,54.220001,15406400,53.985863
"147",54.73,54.73,54.169998,54.48,8762000,54.244739
"148",54.419998,54.669998,53.860001,54.240002,13066300,54.005777
"149",54.200001,54.290001,52.959999,53.32,6877800,53.089748
"150",53.139999,53.220001,52.139999,52.360001,8114800,52.133895
"151",52.599998,53.029999,50.880001,51.869999,14042200,51.646009
"152",51.029999,51.439999,50.470001,51.380001,12242700,51.158127
"153",51.380001,51.540001,50.369999,50.400002,8056100,50.182359
"154",50.209999,51.139999,50.049999,51.110001,8084100,50.889292
"155",51.32,51.5,50.290001,50.650002,8285000,50.43128
"156",50.450001,51.09,50.049999,50.830002,7228400,50.610503
"157",51.279999,52.330002,50.860001,52.279999,11850100,52.054238
"158",52.240002,52.360001,51.490002,51.509998,5237700,51.287563
"159",51.32,51.57,51,51.209999,12159100,50.988859
"160",50.740002,50.93,50.240002,50.470001,8236400,50.252057
"161",50.84,50.84,49.18,49.209999,11498800,48.997496
"162",49.369999,49.700001,48.68,49.259998,12400200,49.047279
"163",48.900002,49.619999,48.75,48.869999,11238500,48.658964
"164",49.029999,50.599998,49.009998,50.459999,12005700,50.242098
"165",50.799999,51.389999,50.599998,51.330002,9470100,51.108344
"166",51.07,51.91,51.049999,51.509998,10292000,51.287563
"167",51.259998,51.869999,51.150002,51.619999,6365300,51.397088
"168",51.950001,52.549999,51.950001,52.099998,9802100,51.875015
"169",51.669998,52.470001,51.52,52.139999,7093800,51.914843
"170",52.529999,52.77,51.959999,52.41,5580800,52.183678
"171",52.32,52.360001,51.689999,52.25,7480200,52.024369
"172",52.310001,52.689999,52.080002,52.450001,9322400,52.223506
"173",51.16,54.139999,51.150002,53.959999,19888600,53.726984
"174",54.09,55.259998,54.009998,54.990002,15678000,54.752539
"175",54.990002,55.099998,54.59,54.709999,9024100,54.473745
"176",54.66,55.25,54.540001,54.98,8073700,54.74258
"177",54.860001,55.369999,54.389999,55.220001,12442500,54.981545
"178",55.200001,55.200001,54.389999,54.57,11606500,54.33435
"179",54.52,55.349998,54.52,55.040001,7844600,54.802322
"180",54.759998,55.110001,54.709999,54.799999,5825600,54.563357
"181",54.779999,55.110001,54.68,54.93,6594200,54.692796
"182",54.950001,55.610001,54.84,55.330002,15031200,55.09107
"183",55.330002,55.650002,55.040001,55.650002,7283900,55.409688
"184",55.279999,55.73,55.25,55.580002,5951000,55.339991
"185",55.290001,55.509998,54.970001,55.380001,6057600,55.140854
"186",55.560001,55.669998,55.200001,55.610001,5614900,55.36986
"187",55.75,56.439999,55.59,56,11480000,55.758175
"188",55.860001,56.220001,55.619999,56.110001,12140600,55.867701
"189",55.43,55.43,54.419998,54.419998,14513400,54.305976
"190",54.400002,55.040001,54.330002,54.720001,6646900,54.605351
"191",54.98,55.66,54.900002,55.599998,5887200,55.483504
"192",55.52,55.599998,54.810001,55.299999,6507300,55.184133
"193",55.630001,56.099998,55.5,55.93,5922900,55.812815
"194",55.470001,56.09,55.16,55.799999,5676800,55.683086
"195",55.700001,56.689999,55.299999,56.419998,8487200,56.301786
"196",56.150002,56.41,55.360001,55.650002,6170900,55.533402
"197",55.810001,56.200001,55.669998,55.939999,11660400,55.822792
"198",55.990002,56.5,55.830002,55.830002,5788500,55.713026
"199",55.560001,55.919998,55.369999,55.369999,5343800,55.253986
"200",55.34,55.369999,54.52,54.52,6962600,54.405769
"201",54.380001,54.549999,54.130001,54.169998,8884400,54.0565
"202",54.5,54.5,53.919998,54.029999,6454400,53.916794
"203",54.25,54.799999,54.25,54.68,5770500,54.565434
"204",54.41,55.110001,54.209999,54.790001,7424200,54.675204
"205",54.610001,55.02,54.23,54.810001,7181200,54.695162
"206",54.650002,55.23,54.41,55.139999,5354700,55.024469
"207",54.5,55.560001,54.360001,55.419998,4639500,55.303881
"208",55.27,55.610001,54.950001,54.98,4857300,54.864804
"209",54.939999,55.73,54.91,55.450001,5837700,55.333821
"210",55.400002,56.470001,55.349998,56.290001,6645400,56.172061
"211",56.18,56.700001,56.130001,56.59,4993200,56.471432
"212",56.68,57.790001,56.369999,57.459999,8804000,57.339608
"213",57.32,57.759998,56.900002,57.5,6505600,57.379525
"214",57.75,58.59,57.560001,58.27,7289900,58.147912
"215",58.360001,58.73,58.130001,58.16,7321500,58.038142
"216",57.75,58.110001,57.060001,57.43,7583800,57.309672
"217",57.810001,57.91,57.389999,57.509998,4719700,57.389502
"218",57.59,57.68,56.490002,56.639999,8168100,56.521326
"219",56.849998,56.900002,56.200001,56.580002,10324900,56.461454
"220",56.52,56.790001,56.240002,56.75,9688400,56.631096
"221",57.099998,57.169998,56.849998,56.990002,5894200,56.870595
"222",56.91,57.349998,56.799999,57,7775100,56.880572
"223",56.619999,57.18,56.599998,56.799999,8814600,56.680991
"224",56.619999,56.900002,56.360001,56.650002,10205000,56.531307
"225",56.279999,56.720001,55.93,56.290001,7291400,56.172061
"226",56.900002,58.029999,56.799999,57.740002,13401900,57.619024
"227",58,58.459999,57.98,58.200001,5298100,58.078059
"228",58.02,58.549999,57.889999,58,7487700,57.878477
"229",58.380001,58.669998,57.720001,58.150002,6771700,58.028164
"230",58.16,59.5,57.82,58.970001,8479400,58.846446
"231",59.439999,59.790001,59.09,59.669998,6824200,59.544976
"232",59.669998,59.880001,59.150002,59.200001,8455200,59.075964
"233",58.709999,58.98,58.389999,58.759998,7271700,58.636883
"234",58.560001,58.919998,58.439999,58.740002,5188200,58.616928
"235",59,59.209999,58.720001,58.970001,3956000,58.846446
"236",59.029999,59.060001,58.150002,58.360001,7437300,58.237723
"237",58.459999,59.029999,58.369999,58.889999,4894200,58.766612
"238",59.02,59.560001,58.77,59.41,5446100,59.285523
"239",59.43,60.09,58.93,59.959999,6557200,59.83437
"240",59.93,60.700001,59.849998,60.220001,6743100,60.093827
"241",60.130001,60.470001,59.82,59.880001,4576200,59.754539
"242",59.759998,59.799999,59.07,59.23,5054100,59.1059
"243",59.279999,59.580002,59.18,59.389999,6447000,59.265564
"244",59.299999,59.509998,58.740002,59.450001,4119600,59.32544
"245",59.360001,59.400002,58.549999,58.610001,6817700,58.4872
"246",58.91,59,58.330002,58.68,6587900,58.557053
"247",58.900002,60.049999,58.639999,59.68,9026700,59.554957
"248",59.84,61.279999,59.639999,61.110001,12437800,60.981962
"249",60.669998,61.029999,60.470001,60.610001,8335700,60.483009
"250",61.150002,61.32,60.419998,60.5,6376600,60.373239
"251",60.5,60.580002,59.630001,59.66,8482100,59.534999
"252",59.509998,60.34,59.32,59.990002,7227400,59.990002
"253",60.259998,61.779999,60.119999,61.68,10914300,61.68
