"","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"158",106.849998,107.190002,106.089996,106.489998,401800,105.30577
"159",106.239998,106.790001,106.110001,106.449997,366900,105.266214
"160",106,106.349998,105.169998,105.769997,362100,104.593775
"161",105.959999,106.709999,104.620003,104.730003,399300,103.565347
"162",104.760002,105.160004,103.5,105.099998,576000,103.931228
"163",104.43,104.440002,103.010002,103.150002,453600,102.002916
"164",103.230003,104.489998,101.879997,104.470001,398500,103.308237
"165",104.68,105.910004,104.68,105.879997,405900,104.702553
"166",113.019997,114.470001,111.519997,112.099998,6183700,110.853384
"167",112.019997,113.410004,111.68,113.330002,1535900,112.069709
"168",113.330002,113.470001,112.510002,113,840200,111.743377
"169",112.68,113.309998,112.459999,112.910004,640300,111.654381
"170",113.339996,113.550003,112.309998,113.150002,574800,111.89171
"171",112.440002,113.080002,110.889999,111.260002,1051600,110.648581
"172",110.940002,112.470001,110.519997,112.389999,892600,111.772368
"173",111.139999,114.910004,109.57,113.889999,1743600,113.264125
"174",113.279999,113.82,112.639999,113.209999,1174200,112.587862
"175",112.690002,114.389999,112.690002,114.300003,506200,113.671875
"176",113.959999,114.43,112.849998,113.879997,661500,113.254178
"177",113.32,114,112.239998,113.440002,1466700,112.816601
"178",113.059998,113.639999,112.730003,113.25,944500,112.627643
"179",112.910004,113.809998,112.040001,113.470001,776600,112.846435
"180",113.599998,113.839996,112.919998,113.110001,567300,112.488413
"181",113.980003,115.400002,112.910004,115.209999,1039600,114.576871
"182",115.389999,115.839996,114.669998,115.349998,754300,114.716101
"183",115.349998,115.660004,114.5,114.959999,570200,114.328245
"184",114.919998,114.949997,113.019997,114.120003,673700,113.492864
"185",114.07,114.269997,113.379997,114.239998,485100,113.6122
"186",114.760002,114.760002,113.699997,114.230003,580300,113.60226
"187",114.029999,114.190002,112.230003,112.769997,601600,112.150277
"188",112.5,113.309998,112.18,113.050003,526800,112.428745
"189",112.25,112.529999,110.730003,110.730003,719800,110.121494
"190",110.739998,111.25,110.059998,111.120003,650000,110.509351
"191",111.339996,112.790001,110.989998,112.440002,637100,111.822096
"192",112.089996,112.389999,110.559998,111.019997,782100,110.409894
"193",111.660004,112.629997,111.169998,111.779999,635900,111.16572
"194",111.010002,111.559998,110.110001,110.589996,438200,109.982257
"195",110.449997,112.940002,109.269997,112.610001,910400,111.99116
"196",112.080002,112.360001,111.360001,112,489400,111.384512
"197",112.800003,114.129997,112.57,113.709999,894400,113.085114
"198",113.900002,114.25,113.260002,113.389999,441500,112.766873
"199",113.970001,114.949997,112.5,112.620003,562700,112.001108
"200",113.57,115.959999,112.639999,114.639999,1153300,114.010003
"201",114.699997,115.32,113.830002,114.480003,670900,113.850887
"202",114.370003,116.260002,114.230003,116.010002,729200,115.372477
"203",116.449997,117.220001,115.029999,117.129997,875900,116.486318
"204",116.889999,117.650002,115.629997,115.730003,705400,115.094017
"205",115.650002,115.68,113.93,115.480003,856400,114.845391
"206",115.32,116.550003,114.889999,116.010002,1213000,115.372477
"207",115.949997,117.660004,115.480003,117.239998,649100,116.595714
"208",117.220001,117.489998,115.730003,115.870003,500500,115.233247
"209",115.790001,116.400002,114.910004,115.550003,637800,114.915006
"210",115.690002,116.260002,115.040001,116.139999,472400,115.50176
"211",116.160004,116.93,116.019997,116.75,440200,116.108409
"212",117.400002,117.400002,116.5,116.900002,567200,116.257586
"213",116.650002,118.080002,116.290001,117.790001,474100,117.142694
"214",118,118.639999,117.410004,118.080002,584500,117.431102
"215",117.919998,118.330002,117.459999,117.980003,387200,117.331653
"216",117.82,118,116.489998,117.419998,721200,116.774725
"217",117.660004,118.290001,116.730003,117.080002,694600,116.436597
"218",117.080002,117.910004,116.839996,117.440002,573400,116.794619
"219",117.43,118.110001,116.75,117.940002,446400,117.291872
"220",117.400002,117.690002,116.730003,116.970001,362700,116.327201
"221",117.279999,117.599998,116.040001,116.309998,587000,115.670824
"222",116.82,118.32,115.860001,118.199997,1426200,117.550437
"223",117.870003,118.110001,116.029999,116.190002,1103200,115.551489
"224",116.169998,116.809998,115.620003,116.019997,534200,115.382417
"225",116,117,115.220001,115.919998,871100,115.282968
"226",116.199997,117.209999,116.129997,116.860001,374000,116.217805
"227",117.279999,118.830002,117.279999,118.370003,579100,117.719509
"228",117.690002,118.129997,115.489998,116.279999,799800,115.64099
"229",116.650002,116.940002,115.239998,116.25,431100,115.611156
"230",116.129997,116.339996,115.470001,115.769997,530300,115.133791
"231",116.599998,117.410004,115.919998,115.989998,685200,115.352583
"232",115.830002,116.959999,115.610001,116.269997,427800,115.631043
"233",115.790001,116.839996,115.739998,116.459999,522000,115.820001
"234",115.970001,117.150002,115.970001,116.580002,326800,116.580002
"235",117.169998,118.400002,117.019997,118.360001,335000,118.360001
"236",118.349998,118.589996,117.839996,118.5,454200,118.5
"237",118.169998,119.129997,118.110001,118.669998,341200,118.669998
"238",118.760002,119.349998,118.480003,119.269997,553700,119.269997
"239",119.129997,120.410004,119.040001,119.879997,401200,119.879997
"240",119.690002,119.879997,119.18,119.279999,507500,119.279999
"241",119.300003,120.650002,119.190002,120.389999,483000,120.389999
"242",120.400002,120.580002,119.339996,119.470001,518600,119.470001
"243",120,120.519997,119.32,119.900002,432000,119.900002
"244",120.269997,120.300003,119.139999,119.5,356300,119.5
"245",119.580002,119.860001,118.480003,118.550003,538000,118.550003
"246",118.68,118.93,118.040001,118.419998,472900,118.419998
"247",118.419998,118.919998,117.459999,118.550003,589600,118.550003
"248",118.730003,118.730003,117.790001,118.190002,636600,118.190002
"249",115.68,116.559998,113.07,113.75,3070800,113.75
"250",113.510002,113.730003,110.870003,111.32,2032000,111.32
"251",110.940002,111.980003,110.260002,110.480003,1497700,110.480003
"252",110.510002,111.879997,110.050003,111.599998,1015500,111.599998
"253",111.699997,112.260002,110.889999,111.57,796600,111.57
