"","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"1",105.199997,105.389999,104.68,105.099998,453700,102.651639
"2",104.980003,105.580002,104.599998,104.800003,578900,102.358632
"3",104.650002,105.169998,104.260002,104.93,527100,102.485601
"4",104.800003,105.260002,104.019997,105.239998,592700,102.788377
"5",104.739998,105.879997,104.629997,105.830002,642200,103.364637
"6",105.330002,106.540001,104.889999,106.099998,680900,103.628344
"7",105.32,106.650002,105.209999,106.629997,589500,104.145996
"8",106.720001,106.980003,105.620003,106.599998,640500,104.116696
"9",107.260002,107.260002,106.050003,106.459999,884200,103.979958
"10",106.5,106.75,106.059998,106.709999,717600,104.224134
"11",106.339996,106.639999,105.900002,106.339996,470100,103.862751
"12",105.470001,106.110001,105.209999,105.790001,693800,103.325568
"13",105.889999,106.059998,105.269997,105.480003,656300,103.022792
"14",105.209999,106.059998,104.900002,106.050003,570100,103.579513
"15",106.080002,106.980003,105.389999,106.57,496900,104.087396
"16",106.809998,107.419998,106.650002,106.809998,570700,104.321803
"17",106.43,106.779999,105.980003,106.629997,535300,104.145996
"18",106.699997,107.699997,106.68,107.529999,442800,105.025031
"19",107.139999,107.739998,106.860001,107.349998,413400,104.849224
"20",107.150002,107.629997,106.5,106.660004,385800,104.175303
"21",106.699997,107.059998,106.339996,106.599998,341500,104.116696
"22",106.269997,106.580002,105.660004,106.209999,361300,103.735782
"23",106.32,106.610001,105.730003,106.470001,237100,103.989727
"24",106.760002,107.120003,106.040001,106.419998,275700,103.940889
"25",106.169998,106.639999,105.379997,105.599998,517600,103.139991
"26",106.209999,106.419998,105.290001,105.639999,269000,103.17906
"27",105.550003,105.919998,104.589996,104.720001,346900,102.280494
"28",105.160004,105.809998,104.720001,105.690002,333100,103.227899
"29",105.440002,105.629997,104.720001,105.089996,208000,102.64187
"30",105.360001,105.449997,104.860001,105.059998,350900,102.61257
"31",105.370003,105.57,104.620003,104.75,239400,102.309794
"32",104.959999,105.32,104.540001,105.160004,437500,102.710247
"33",104.989998,105.360001,104.379997,104.629997,236700,102.192587
"34",104.639999,104.779999,103.620003,104.080002,322800,101.655404
"35",104.010002,104.529999,103.25,103.25,349400,100.844737
"36",103.370003,103.540001,101.93,102.110001,480500,99.731295
"37",102.110001,102.110001,99.540001,99.639999,834500,97.318834
"38",99.489998,100.730003,98.620003,100.519997,852900,98.178331
"39",100.540001,101.010002,100.239998,100.900002,457900,98.549483
"40",100.550003,100.68,99.099998,99.370003,456500,97.055127
"41",99.07,101.449997,99.07,101.209999,403200,98.852259
"42",101.290001,101.580002,100.040001,100.620003,360100,98.276007
"43",100.57,101.900002,100.57,101.830002,452300,99.457819
"44",102.160004,103.440002,102,103.080002,305400,100.678699
"45",102.870003,103.220001,102.400002,102.589996,443100,100.200109
"46",102.330002,102.68,101.800003,102.669998,450900,100.907753
"47",102.870003,103.449997,102.349998,103.300003,486400,101.526944
"48",103.489998,104.029999,102.269997,102.870003,372300,101.104324
"49",103.440002,103.589996,102.940002,103.129997,481700,101.359856
"50",103.129997,103.529999,102.589996,103.449997,468900,101.674364
"51",101.5,103.059998,100.440002,102.419998,795400,100.662044
"52",102.25,102.709999,101.389999,101.650002,705900,99.905264
"53",101.790001,101.919998,101.019997,101.360001,457400,99.62024
"54",102.029999,102.080002,101.610001,101.949997,390400,100.20011
"55",102.050003,102.599998,101.790001,102.470001,302200,100.711189
"56",102.150002,102.589996,102.150002,102.419998,503700,100.662044
"57",102.239998,102.440002,101.919998,102.360001,309700,100.603076
"58",102.529999,102.660004,102.040001,102.599998,261900,100.838955
"59",102.610001,103.389999,102.150002,102.660004,670300,100.89793
"60",102.739998,103.150002,102.260002,102.389999,312000,100.63256
"61",102.290001,102.739998,101.739998,102.019997,277000,100.268908
"62",101.93,102.709999,101.5,102.709999,263900,100.947067
"63",102.279999,102.610001,101.830002,101.970001,307400,100.219771
"64",101.870003,101.989998,101.190002,101.260002,388400,99.521958
"65",101.120003,101.419998,100.459999,101.080002,398500,99.345047
"66",100.860001,101.169998,100.540001,101.129997,557300,99.394185
"67",101.07,101.129997,99.599998,99.699997,504900,97.988729
"68",99.790001,99.959999,99.199997,99.730003,472200,98.018221
"69",99.5,100.910004,99.389999,100.800003,591300,99.069855
"70",100.629997,100.699997,99.610001,99.709999,514600,97.99856
"71",100.099998,100.419998,99.279999,100.220001,391300,98.499808
"72",100.839996,100.839996,100.120003,100.190002,746600,98.470324
"73",100.010002,100.099998,99.489998,99.510002,400900,97.801995
"74",99.260002,99.290001,98.580002,98.809998,568300,97.114006
"75",98.830002,100.059998,98.580002,99.900002,305000,98.185301
"76",99.440002,99.790001,98.209999,98.220001,518300,96.534136
"77",98.300003,98.790001,97.760002,98.529999,363300,96.838813
"78",97.889999,98.760002,97.690002,98.440002,540500,96.750361
"79",98.699997,99.470001,98.650002,98.989998,456800,97.290917
"80",99,99.169998,97.720001,97.889999,675000,96.209799
"81",98.010002,98.080002,96.75,97.75,654200,96.072202
"82",98.010002,98.980003,97.82,98.660004,523700,96.966587
"83",99.220001,99.220001,97.510002,98.5,412500,96.809329
"84",98.120003,98.400002,97.220001,97.25,505300,95.580784
"85",97.349998,98.779999,96.730003,98.730003,405700,97.035385
"86",98.639999,99.370003,97.599998,97.870003,577200,96.190145
"87",98.059998,99.260002,97.709999,97.709999,609100,96.032888
"88",97.629997,98.93,97.339996,97.410004,455700,95.738042
"89",97.889999,98.849998,97.599998,97.980003,619700,96.298258
"90",96.480003,97.900002,95.599998,97.360001,837300,95.688897
"91",96.419998,98.550003,96.419998,97.879997,1062500,96.199968
"92",99.199997,99.220001,97.82,98.660004,495500,96.966587
"93",98.699997,101.169998,98.699997,101.029999,599000,99.295903
"94",101.32,102.489998,101.019997,102.389999,593500,100.63256
"95",102.5,103,101.650002,101.730003,528300,99.983892
"96",102.099998,102.68,101.610001,101.75,288000,100.003546
"97",101.769997,102.419998,101.360001,102.339996,282300,100.583415
"98",102.190002,103.419998,102.099998,103.139999,373500,101.369687
"99",103.470001,103.910004,103.059998,103.910004,339600,102.126475
"100",103.790001,104.07,101.610001,102.519997,506300,100.760326
"101",101.769997,103.43,101.599998,103.029999,368000,101.261574
"102",103.879997,104.510002,103.449997,104,651700,102.214926
"103",103.779999,104.519997,103.610001,104.07,335800,102.283724
"104",103.989998,104.93,103.559998,104.309998,329700,102.519603
"105",105.089996,105.739998,104.610001,105.339996,381500,103.531923
"106",105.339996,105.910004,104.800003,105.800003,599800,103.984034
"107",105.150002,105.400002,104.110001,104.839996,473200,103.040505
"108",104.660004,105.550003,104.07,105.309998,399600,103.502439
"109",105,105.370003,104.279999,104.720001,660100,102.922569
"110",98.720001,101.760002,98.190002,100.379997,2153500,99.263716
"111",100.160004,100.339996,98.699997,99.870003,1279700,98.759393
"112",99.760002,100.610001,99.300003,100.230003,529500,99.11539
"113",100.290001,101.610001,100.029999,101.519997,724600,100.391038
"114",101.610001,102.059998,101.43,101.970001,603900,100.836038
"115",101.690002,103.169998,100.349998,101.660004,651300,100.529488
"116",101,102.139999,100.959999,101.110001,592400,99.985601
"117",101.93,102.150002,101.050003,101.290001,578700,100.1636
"118",101.629997,101.650002,100.519997,100.639999,699300,99.520826
"119",100.629997,101.879997,100.580002,101.190002,703200,100.064713
"120",101.029999,101.599998,100.849998,101.129997,610900,100.005375
"121",101.540001,102.989998,101.5,102.57,301800,101.429364
"122",102.169998,103.5,102.07,102.779999,687600,101.637028
"123",103.339996,103.379997,102.32,103.239998,791200,102.091912
"124",103.050003,103.050003,101.779999,101.919998,467500,100.786591
"125",102.010002,102.010002,100.839996,101.150002,337300,100.025157
"126",101.269997,101.940002,101.150002,101.720001,287800,100.588818
"127",101.830002,102.82,101.349998,101.839996,398900,100.707479
"128",101.209999,101.830002,100.639999,101.199997,431400,100.074597
"129",101.309998,101.349998,100.160004,100.230003,538900,99.11539
"130",100.5,101.010002,100,100.639999,612200,99.520826
"131",100.169998,100.629997,99.110001,99.160004,553700,98.057289
"132",99.690002,99.690002,97.550003,98.290001,758200,97.196961
"133",98.099998,99.769997,97.330002,98.309998,597500,97.216736
"134",98.699997,100.610001,98.5,100.349998,457000,99.234051
"135",101.510002,102.629997,100.860001,102.610001,732800,101.46892
"136",103.050003,103.489998,102.160004,102.790001,884700,101.646919
"137",103.120003,103.559998,102.620003,103.150002,394000,102.002916
"138",103.610001,104.089996,103.160004,103.650002,376100,102.497356
"139",103.910004,103.910004,103.220001,103.449997,173900,102.299575
"140",103.629997,104.019997,103.339996,103.389999,155900,102.240245
"141",103.059998,103.650002,102.879997,103.099998,377300,101.953469
"142",102.75,103.489998,102.459999,102.5,460000,101.360143
"143",102.739998,103.199997,100.949997,100.980003,384200,99.857049
"144",101.139999,101.690002,99.949997,100.480003,360600,99.36261
"145",99.900002,100.110001,98.599998,98.839996,478400,97.74084
"146",99,99.269997,97.279999,98.050003,671800,96.959632
"147",98.43,100.419998,98.230003,100.239998,488600,99.125273
"148",101.43,101.860001,100.620003,101.690002,487500,100.559153
"149",101.959999,102.059998,100.739998,101.040001,422900,99.91638
"150",101.110001,101.440002,99.769997,100.339996,581100,99.22416
"151",101.25,101.849998,99.970001,100.940002,538100,99.817493
"152",100.269997,101.099998,99.980003,100.959999,381700,99.837268
"153",100.959999,102.099998,100.959999,101.300003,705200,100.173491
"154",101.349998,102,100.699997,101.860001,396800,100.727261
"155",102.25,104.300003,102,104.190002,744000,103.031351
"156",104.519997,107.209999,103.870003,106.040001,1108800,104.860777
"157",106.419998,107.040001,105.68,106.870003,506000,105.681549
