"","ZMH.Open","ZMH.High","ZMH.Low","ZMH.Close","ZMH.Volume","ZMH.Adjusted"
"124",114.309998,114.410004,113.260002,113.650002,975700,112.998506
"125",113.209999,114.559998,113.120003,113.959999,731900,113.306726
"126",114.290001,115.879997,113.610001,114.959999,1018700,114.300994
"127",114.959999,115.550003,114.690002,114.849998,643600,114.191624
"128",113.419998,114.059998,113.169998,113.730003,986400,113.078049
"129",113.809998,113.830002,111.260002,111.510002,920500,110.870774
"130",112.029999,113.779999,112.029999,113.239998,961700,112.590852
"131",112.160004,112.989998,111.339996,111.339996,875300,110.701742
"132",112.07,112.349998,109.839996,110.260002,750600,109.627939
"133",110.150002,111.610001,108.769997,108.790001,1039700,108.166365
"134",109.610001,112.129997,109.129997,111.919998,924200,111.278419
"135",113.339996,114.940002,112.639999,114.940002,957800,114.281112
"136",115.629997,116.040001,114.050003,114.910004,1271700,114.251285
"137",115.07,115.739998,114.360001,115.050003,627800,114.390482
"138",115.529999,116.139999,113.160004,113.470001,1287400,112.819537
"139",113.510002,114.68,113.230003,114.110001,304600,113.676263
"140",114.160004,115.18,113.949997,114.169998,4e+05,113.736033
"141",113.75,114.309998,113.25,113.5,450300,113.068581
"142",113.489998,115.550003,113.459999,114.57,625300,114.134514
"143",115.059998,115.75,113.389999,113.419998,689900,112.988883
"144",114.209999,114.610001,111.779999,112.589996,909300,112.162036
"145",114.010002,117.190002,114.010002,116.790001,2159100,116.346077
"146",117.160004,117.230003,115.129997,115.800003,1782100,115.359842
"147",116.199997,119.580002,116.010002,118.68,1462000,118.228892
"148",119.040001,120.599998,118.769997,119.940002,1406800,119.484105
"149",118.059998,119.5,117.5,118.209999,2124100,117.760677
"150",118.209999,118.769997,117.68,118.489998,1001500,118.039612
"151",119,120.699997,117.720001,118.75,1613800,118.298626
"152",116.949997,117.690002,115.769997,117.18,1042800,116.734594
"153",117.199997,117.610001,114.959999,114.980003,1531200,114.542959
"154",114.849998,117.110001,114.849998,117,1232900,116.555277
"155",117.730003,118.389999,114.82,115.889999,926600,115.449496
"156",115.699997,116.559998,114.919998,115.879997,642800,115.439532
"157",116.269997,118.419998,115.779999,118.349998,711300,117.900144
"158",118.349998,118.550003,116.949997,116.980003,583200,116.535357
"159",116.889999,117.089996,116.029999,117.07,1188100,116.625011
"160",116.160004,117.349998,115.290001,116.230003,796800,115.788208
"161",116.370003,117.540001,114.349998,114.5,1590100,114.06478
"162",112.650002,114.389999,111.199997,112.519997,3235000,112.092303
"163",111.989998,114.639999,111.959999,112.099998,1939700,111.673901
"164",112.480003,114.120003,111.059998,113.980003,1099400,113.54676
"165",115.43,116.870003,114.489998,116.660004,1693600,116.216573
"166",115.349998,116.269997,115.150002,115.519997,1110300,115.0809
"167",116.379997,117.370003,116.010002,117.099998,944500,116.654896
"168",116.900002,117.449997,115.779999,116.150002,1057200,115.70851
"169",115.160004,115.959999,114.410004,114.769997,1324600,114.33375
"170",116.190002,117.410004,115.120003,117.07,1011000,116.625011
"171",117.07,117.879997,116.599998,116.900002,1161500,116.455659
"172",118.32,118.360001,116.699997,118.150002,977200,117.700908
"173",117.900002,119.360001,117.82,119.330002,1084900,118.876423
"174",119.330002,120.660004,118.790001,120.389999,1229000,119.932391
"175",120.550003,120.620003,119.730003,120.300003,1109600,119.842737
"176",120.120003,120.660004,119.839996,120.199997,720300,119.743111
"177",119.870003,121.690002,119.620003,121.589996,1058200,121.127827
"178",121.589996,121.589996,120.730003,121.309998,770100,120.848892
"179",121.07,121.839996,120.699997,121.760002,819500,121.297187
"180",121.449997,121.75,120.440002,120.519997,986300,120.061894
"181",120.519997,121.389999,119.860001,121.330002,579400,120.868821
"182",120.980003,121.370003,120.300003,120.389999,698100,119.932391
"183",120.389999,121.540001,120.199997,121.389999,1266800,120.92859
"184",121.190002,121.279999,118.709999,119.269997,873300,118.816646
"185",119.150002,119.660004,117.970001,118.760002,1028400,118.527221
"186",119.139999,119.739998,118.629997,119.18,1145400,118.946396
"187",119.129997,119.139999,116.239998,116.349998,1243200,116.121941
"188",116.949997,117.230003,116.190002,116.949997,1204200,116.720763
"189",115.540001,116.709999,115.230003,115.510002,1171200,115.283591
"190",116.150002,116.959999,115.849998,116.230003,1020200,116.002181
"191",116.629997,117.660004,116.440002,117.199997,1259900,116.970273
"192",117.559998,118.199997,115.379997,116.25,1323100,116.022139
"193",116.650002,118.230003,116.650002,118.019997,761000,117.788666
"194",117.300003,117.300003,114.510002,115.279999,2853300,115.054039
"195",115.190002,119.919998,114.699997,119.209999,2317400,118.976336
"196",118.599998,118.769997,118.050003,118.559998,1249200,118.327608
"197",119.309998,119.730003,118.330002,118.760002,1390200,118.527221
"198",118.760002,119.32,118.080002,118.470001,847500,118.237788
"199",118.010002,118.68,117.309998,117.309998,1142300,117.080058
"200",117.330002,118.199997,115.199997,115.309998,1009900,115.083979
"201",115.339996,116.620003,114.660004,115.650002,792900,115.423316
"202",115.699997,117.93,115.529999,117.5,1288900,117.269688
"203",118.059998,118.989998,117.769997,118.57,723100,118.337591
"204",117.860001,118.209999,117.120003,117.519997,960800,117.289646
"205",118.220001,118.470001,115.709999,116.190002,1049500,115.962259
"206",116.339996,117.660004,115.779999,116.919998,632400,116.690823
"207",116.139999,117.629997,115.82,117.360001,622500,117.129963
"208",117.190002,117.989998,115.970001,116.010002,634700,115.782611
"209",116.089996,116.889999,115.230003,116.120003,672000,115.892396
"210",116.300003,117.32,115.589996,117.199997,840800,116.970273
"211",117.529999,117.860001,117.07,117.449997,958600,117.219783
"212",117.739998,118.339996,115.970001,116.209999,1176700,115.982216
"213",116.400002,117.110001,115.230003,115.959999,1240800,115.732706
"214",116.18,116.620003,115.550003,115.620003,986800,115.393376
"215",115.43,115.839996,114.980003,115.360001,1002600,115.133884
"216",114.989998,115.099998,113.709999,114.610001,1092600,114.385354
"217",115.080002,116.449997,114.879997,115.919998,583300,115.692784
"218",116.389999,117.790001,116.339996,117.370003,824400,117.139946
"219",117.120003,118.269997,116.57,117.489998,731600,117.259706
"220",117.360001,119.099998,116.709999,118.57,740500,118.337591
"221",118.089996,118.919998,117.730003,118.760002,737600,118.527221
"222",119,119,116.349998,116.610001,820400,116.381433
"223",116.040001,117.160004,114.519997,116.730003,1130200,116.501201
"224",116.43,116.790001,114.830002,115.339996,1305100,115.113919
"225",111.589996,112.010002,108.540001,109.839996,3317600,109.624699
"226",110.169998,111.129997,109.480003,110.43,1413500,110.213547
"227",110.720001,111.650002,110.410004,110.68,1297700,110.463057
"228",110.690002,110.870003,109.550003,110.510002,2116200,110.293392
"229",110.860001,111.330002,109.230003,110.099998,1919400,109.884192
"230",110.379997,111.330002,110.07,111.040001,1668300,110.822352
"231",112.199997,113.099998,111.709999,112.949997,1244700,112.728604
"232",112.57,113.75,112.379997,113.18,1409600,112.958156
"233",112.510002,112.940002,111.629997,112.239998,2028800,112.019996
"234",112.639999,112.709999,111.730003,111.839996,953100,111.839996
"235",112.739998,113.650002,112.139999,113.57,1270500,113.57
"236",113.529999,113.760002,112.809998,113.18,783300,113.18
"237",113.360001,114.559998,113.120003,114.279999,598000,114.279999
"238",114.209999,114.760002,113.730003,114.339996,706900,114.339996
"239",114.379997,114.910004,113.919998,114.339996,441200,114.339996
"240",114.019997,114.529999,113.900002,114.459999,584000,114.459999
"241",114.080002,114.470001,113.230003,113.769997,1013300,113.769997
"242",113.790001,113.790001,112.709999,113.089996,1136600,113.089996
"243",113.690002,114.43,112.709999,114.269997,869300,114.269997
"244",113.949997,114.349998,112.75,113.389999,1830900,113.389999
"245",112.989998,114.870003,112.559998,114.089996,1795100,114.089996
"246",114.580002,115.220001,113.940002,114.769997,887100,114.769997
"247",114.139999,114.830002,113.989998,114.160004,684400,114.160004
"248",114.269997,114.68,113.660004,113.900002,720000,113.900002
"249",112.93,114.190002,112.82,113.07,892300,113.07
"250",113,113.400002,112.339996,113.25,952000,113.25
"251",113.540001,114.470001,113.089996,113.139999,876100,113.139999
"252",113.07,113.889999,112.57,112.639999,850200,112.639999
"253",113.260002,114.010002,112.589996,113.660004,1300200,113.660004
