"","MRO.Open","MRO.High","MRO.Low","MRO.Close","MRO.Volume","MRO.Adjusted"
"146",27.129999,27.870001,26.469999,26.860001,11316400,26.461718
"147",27.309999,27.68,26.9,27.190001,7213700,26.786825
"148",27.629999,27.76,27.120001,27.74,11658200,27.328669
"149",27.76,27.9,27.370001,27.65,9600500,27.240003
"150",27.139999,27.190001,26.1,26.24,8148100,25.850911
"151",26.290001,26.709999,25.67,25.889999,10820400,25.5061
"152",25.530001,26.02,24.809999,25.959999,10407600,25.575062
"153",26.540001,26.610001,25.450001,25.469999,6165000,25.092328
"154",25.709999,26.690001,25.639999,26.6,7354200,26.205573
"155",26.24,26.370001,25.66,25.940001,7264400,25.55536
"156",26.26,26.790001,26.09,26.59,6111900,26.195721
"157",26.91,26.940001,26.200001,26.83,6521300,26.432162
"158",26.77,27.24,26.51,26.52,6296600,26.12676
"159",26.530001,27.379999,26.290001,27.27,5068000,26.865639
"160",26.799999,27.07,26.41,26.969999,6458500,26.570086
"161",26.799999,26.889999,25.469999,25.549999,7137700,25.171142
"162",25.809999,25.940001,24.85,25.57,7761800,25.190846
"163",25.35,26.84,25.15,26.6,9581100,26.205573
"164",27.059999,27.969999,26.860001,27.9,11663200,27.486296
"165",28.4,28.950001,27.99,28.790001,12666500,28.3631
"166",28.16,28.75,27.76,27.98,11043100,27.56511
"167",28.48,28.67,28.1,28.379999,7309400,27.959178
"168",28.67,28.780001,27.870001,27.959999,8539600,27.545406
"169",28.18,28.719999,28.1,28.309999,6373700,27.890216
"170",28.25,28.459999,27.34,28.379999,7840200,27.959178
"171",27.9,28.299999,27.43,28.08,6472700,27.663627
"172",28.59,29.07,28.41,28.780001,6066400,28.353248
"173",29,29.51,28.91,29.49,6615000,29.266267
"174",29.379999,29.67,29.02,29.629999,8148900,29.405205
"175",29.110001,29.549999,28.85,29.02,8283400,28.799834
"176",28.469999,29.27,27.809999,29.01,10128400,28.78991
"177",29.02,29.110001,28.190001,28.469999,9721400,28.254005
"178",28.030001,28.719999,27.959999,28.540001,6024400,28.323476
"179",28.99,28.99,28.389999,28.83,6053300,28.611275
"180",28.9,29.139999,28.469999,29.059999,5724500,28.839529
"181",28.719999,28.74,27.84,28,7463200,27.787572
"182",28.16,28.16,27.700001,27.860001,5419300,27.648635
"183",27.860001,27.860001,27.18,27.67,5838500,27.460076
"184",27.639999,28.040001,27.5,27.74,4665400,27.529544
"185",27.76,27.790001,27.09,27.610001,5753000,27.400531
"186",27.59,27.59,27.219999,27.34,4661800,27.132579
"187",27.15,27.35,26.690001,26.780001,5235000,26.576828
"188",26.66,26.940001,26.280001,26.299999,6099600,26.100469
"189",26,26.469999,25.82,25.82,6198900,25.624111
"190",25.98,26.17,25.719999,25.790001,7315200,25.594339
"191",26.01,26.08,25.57,25.610001,6936300,25.415705
"192",25.370001,25.809999,25.120001,25.780001,6916400,25.584415
"193",25.549999,26.040001,25.290001,26.01,5028400,25.81267
"194",25.860001,25.940001,25.4,25.559999,5121600,25.366083
"195",25.33,26.51,25.07,26.34,7256400,26.140166
"196",25.75,26.040001,25.65,25.690001,5958900,25.495098
"197",25.99,26.459999,25.9,26.18,12289900,25.98138
"198",26.27,26.52,25.9,25.91,6558600,25.713428
"199",25.85,26.08,25.76,25.9,5937300,25.703504
"200",26.110001,26.719999,25.92,26.41,6302700,26.209635
"201",26.83,27.17,26.360001,26.379999,7973900,26.179862
"202",26.17,26.190001,25.809999,25.9,5166900,25.703504
"203",26.209999,26.51,25.99,26.43,5348800,26.229483
"204",26.040001,26.440001,25.959999,26.110001,5712700,25.911911
"205",26.299999,26.969999,26.23,26.639999,6806600,26.437889
"206",26.41,27.280001,26.389999,27.07,8614200,26.864627
"207",27.4,28.139999,27.08,27.9,7564800,27.68833
"208",27.91,28.360001,27.780001,28.16,6695500,27.946358
"209",28.360001,28.540001,27.889999,27.959999,7566200,27.747874
"210",28.110001,28.870001,28.07,28.77,9637300,28.551731
"211",28.860001,29.299999,28.530001,29.18,7650000,28.95862
"212",29.77,29.799999,28.85,28.9,4685300,28.680743
"213",29.15,29.629999,29.139999,29.4,6371100,29.17695
"214",30.120001,30.9,29.67,30.700001,10770800,30.467089
"215",30.59,31.07,30.35,30.700001,6356500,30.467089
"216",30.469999,30.67,30.08,30.52,7920300,30.288454
"217",30.91,31.299999,30.790001,30.969999,8874000,30.735039
"218",31.07,31.1,30.09,30.129999,6408800,29.901411
"219",30.290001,30.629999,30.110001,30.35,5596300,30.119743
"220",30.42,30.73,30.299999,30.549999,5402400,30.318225
"221",30.42,30.42,30.02,30.33,6156800,30.099895
"222",30.5,30.74,30.370001,30.41,5194200,30.179288
"223",30.4,30.74,30.26,30.719999,5709700,30.486935
"224",30.639999,31.41,30.530001,31.190001,6831000,30.953371
"225",31.370001,31.450001,30.75,31.1,6826200,30.864053
"226",31.110001,31.18,30.59,30.77,5367500,30.536557
"227",30.950001,31.139999,30.5,31.08,8658200,30.844205
"228",31.290001,31.530001,29.93,29.969999,9686100,29.742625
"229",30.379999,30.549999,29.52,29.809999,8453900,29.583839
"230",29.82,30.280001,28.469999,28.92,11315600,28.700592
"231",29.41,29.5,28.75,29.309999,10442700,29.087633
"232",29.33,29.4,28.34,28.4,9064600,28.184537
"233",28.42,28.6,28.15,28.389999,6300000,28.174612
"234",28.719999,28.76,28,28.15,6561300,27.936434
"235",28.190001,28.280001,27.59,27.620001,7124800,27.410456
"236",27.51,27.799999,27.190001,27.68,5156600,27.47
"237",27.41,27.76,27.110001,27.709999,6184400,27.709999
"238",27.389999,27.51,27.129999,27.33,5971000,27.33
"239",27.35,27.57,27.24,27.459999,5643400,27.459999
"240",27.620001,28.27,27.459999,28.18,7370100,28.18
"241",27.92,28.190001,27.77,28.09,6049800,28.09
"242",27.74,27.879999,27.41,27.68,6098600,27.68
"243",27.629999,27.969999,27.33,27.58,5114400,27.58
"244",27.4,27.42,26.99,27.219999,4732500,27.219999
"245",27.299999,27.57,27.15,27.190001,5260200,27.190001
"246",27.23,27.309999,26.92,27.09,4985700,27.09
"247",27.200001,27.32,26.65,27.08,8523700,27.08
"248",27.09,27.389999,26.950001,27.08,5053400,27.08
"249",26.879999,27.030001,26.639999,26.65,4366200,26.65
"250",26.540001,27.309999,26.5,26.950001,5295500,26.950001
"251",26.790001,27.01,26.440001,26.58,4697500,26.58
"252",26.870001,27.25,26.73,26.73,3260200,26.73
"253",27.15,27.25,26.940001,27.059999,3405700,27.059999
