"","MRO.Open","MRO.High","MRO.Low","MRO.Close","MRO.Volume","MRO.Adjusted"
"1",37.939999,38.209999,37.84,38.169998,5736100,37.158912
"2",38.119999,38.540001,37.919998,38.48,6418600,37.460702
"3",38.700001,39.349998,38.580002,39.150002,10009900,38.112956
"4",39.110001,39.139999,38.599998,39.080002,8456100,38.044811
"5",39.220001,39.23,38.93,39.009998,4442900,37.976662
"6",38.869999,38.900002,38.580002,38.880001,4357000,37.850108
"7",38.869999,39.18,38.630001,38.939999,5618200,37.908516
"8",38.98,39.299999,38.84,39.299999,5660600,38.258981
"9",39.5,39.849998,39.330002,39.720001,10682600,38.667857
"10",39.810001,40.220001,39.740002,40.16,5480800,39.096201
"11",39.990002,40.07,38.939999,39.029999,5523200,37.996132
"12",38.990002,39.82,38.990002,39.709999,9327800,38.65812
"13",39.720001,39.790001,39.279999,39.630001,5189900,38.580241
"14",39.5,39.66,39.200001,39.439999,7591900,38.395272
"15",39.549999,39.939999,39.400002,39.919998,5466300,38.862557
"16",40.049999,40.290001,39.740002,39.759998,7024800,38.706795
"17",39.73,39.84,39.490002,39.619999,5629700,38.570504
"18",39.869999,40.330002,39.830002,40.32,3335200,39.251962
"19",40.029999,40.119999,39.57,39.57,10597900,38.521829
"20",39.57,39.73,39.240002,39.439999,6111900,38.395272
"21",39.43,39.66,39.27,39.57,3662100,38.521829
"22",39.209999,39.66,39.02,39.389999,5851600,38.346597
"23",39.32,39.459999,39.099998,39.139999,3122900,38.103219
"24",39.43,39.810001,39.369999,39.689999,3465700,38.638649
"25",39.549999,39.709999,39.240002,39.310001,4357500,38.268718
"26",39.639999,40.27,39.639999,40.27,6068100,39.203288
"27",40.02,40.380001,39.5,39.52,3800300,38.473154
"28",39.630001,39.939999,39.5,39.799999,3914000,38.745736
"29",39.650002,39.82,39.360001,39.77,2985800,38.716532
"30",39.849998,40.27,39.82,40.200001,4599900,39.135142
"31",40.25,40.700001,40.209999,40.48,4696600,39.407724
"32",40.419998,40.740002,40.389999,40.709999,4734800,39.631631
"33",40.41,40.59,40.099998,40.509998,2977800,39.436928
"34",40.450001,40.540001,40.07,40.23,4174900,39.164346
"35",40.139999,40.259998,39.939999,39.939999,3815700,38.882027
"36",40.27,40.400002,39.490002,39.66,4195600,38.609445
"37",39.360001,39.490002,38.720001,38.75,5268700,37.72355
"38",38.700001,38.970001,38.040001,38.610001,6148700,37.58726
"39",38.77,39.400002,38.43,39.220001,5702600,38.181102
"40",39.66,40.049999,38.189999,38.459999,6897000,37.441231
"41",38.470001,39.5,38.349998,38.93,7246700,37.898783
"42",38.41,38.75,37.900002,38.09,7312400,37.081033
"43",38.16,39.119999,38.02,39.080002,6961400,38.044811
"44",39.23,39.48,39.009998,39.110001,3969300,38.074015
"45",39.060001,39.330002,38.799999,39.040001,5558600,38.00587
"46",39.139999,39.450001,38.959999,39.150002,3860600,38.112956
"47",39.34,39.43,38.970001,39,6960200,37.966928
"48",39.099998,39.240002,38.869999,39.02,10380000,37.986399
"49",39,39.09,38.630001,38.93,4707700,38.103854
"50",39.040001,39.75,38.93,39.73,5256600,38.886876
"51",39.650002,39.939999,39.470001,39.919998,3804600,39.072842
"52",40,40.290001,39.779999,40.290001,4275800,39.434993
"53",39.98,40.139999,39.700001,40,4185900,39.151146
"54",40.080002,40.419998,39.93,40.369999,3155300,39.513293
"55",40.48,40.84,40.48,40.669998,5001300,39.806926
"56",40.68,40.98,40.509998,40.889999,4595800,40.022259
"57",40.700001,40.970001,40.59,40.91,4447500,40.041835
"58",40.900002,41.740002,40.869999,41.689999,7047100,40.805281
"59",41.700001,41.75,40.709999,41.02,5390700,40.149501
"60",41.34,41.919998,41.27,41.279999,6811100,40.403982
"61",41.220001,41.52,40.330002,40.529999,8240000,39.669898
"62",40.619999,40.919998,40.310001,40.91,3921200,40.041835
"63",40.740002,40.740002,39.869999,40.209999,5041100,39.356689
"64",40.389999,40.59,39.82,40.060001,4968100,39.209874
"65",39.889999,40.080002,39.34,40.02,6324000,39.170722
"66",39.630001,40.169998,39.450001,40.02,4483900,39.170722
"67",39.869999,40.009998,39.470001,39.580002,3908900,38.740061
"68",39.5,40.02,39.25,39.830002,3216800,38.984756
"69",39.849998,40.470001,39.779999,40.119999,5516400,39.268599
"70",40.310001,40.650002,40.119999,40.330002,4852500,39.474145
"71",40.41,40.5,39.32,39.32,7756800,38.485577
"72",39.48,39.830002,39.150002,39.23,6923000,38.397486
"73",39.09,39.189999,38.43,38.709999,4311500,37.888521
"74",38.66,38.900002,38.32,38.41,4039500,37.594888
"75",38.330002,38.93,37.880001,38.689999,4364600,37.868945
"76",38.720001,38.720001,38.119999,38.130001,3901800,37.320831
"77",38.09,38.77,37.939999,38.540001,3348400,37.72213
"78",38.07,38.720001,37.91,38.599998,3938300,37.780855
"79",38.509998,38.59,37.310001,37.59,6082100,36.79229
"80",37.59,38.040001,36.959999,37.130001,5984100,36.342053
"81",36.84,37.080002,35.950001,36.900002,5336400,36.116934
"82",36.959999,37,36.32,36.650002,4385400,35.872239
"83",36.75,36.959999,36.380001,36.630001,5473700,35.852663
"84",36.419998,36.630001,35.84,35.84,4464200,35.079427
"85",35.810001,36.189999,35.110001,36.16,5906300,35.392636
"86",35.91,36.009998,34.66,34.709999,6450400,33.973406
"87",34.75,34.990002,33.98,34.23,7416400,33.503593
"88",34.279999,34.59,32.91,32.919998,8138700,32.221392
"89",33.099998,33.57,32.400002,32.549999,9099600,31.859245
"90",31.940001,32.779999,31.35,32.73,10577800,32.035425
"91",32.549999,33.889999,31.940001,33.5,12782100,32.789085
"92",33.950001,34.490002,33.66,33.93,9648000,33.20996
"93",33.799999,34.450001,33.610001,34.259998,5146600,33.532955
"94",34.549999,34.990002,34.32,34.880001,5679900,34.139801
"95",34.970001,35.169998,34.02,34.029999,7197100,33.307837
"96",34.450001,35.099998,34.349998,34.73,6567000,33.992982
"97",34.630001,34.720001,34.130001,34.5,3704000,33.767864
"98",33.900002,33.93,32.990002,33,8299900,32.299696
"99",33.349998,34.32,33.189999,34.27,7575800,33.542745
"100",34.560001,34.860001,34.060001,34.380001,4793300,33.650411
"101",34.23,34.360001,33.889999,34.110001,4738900,33.386141
"102",34.200001,35.5,33.669998,35.400002,8286400,34.648766
"103",35.560001,35.779999,34.450001,34.57,8408100,33.836378
"104",34.09,34.259998,32.880001,33.360001,9431800,32.652057
"105",33.610001,34.369999,33.419998,33.57,8342300,32.857599
"106",33.599998,34.349998,33.209999,34.34,8648000,33.611259
"107",34.470001,35.02,34.27,34.389999,9862900,33.660198
"108",34.66,34.970001,33.099998,33.25,12915600,32.54439
"109",33.380001,33.610001,32.900002,33.130001,6345600,32.426938
"110",32.990002,33.360001,32.580002,32.650002,7131300,31.957125
"111",32.619999,32.619999,31.610001,31.950001,8212800,31.271979
"112",32.07,32.509998,31.889999,32.360001,6098600,31.673278
"113",31.889999,32.169998,31.52,31.82,6127800,31.34817
"114",31.73,32.240002,31.68,32.060001,5513100,31.584613
"115",32.07,32.939999,31.9,32.77,7552300,32.284084
"116",32.810001,33.389999,32.740002,33.279999,5938300,32.78652
"117",33.91,34.16,33.57,33.830002,7244000,33.328368
"118",33.669998,33.889999,33.360001,33.57,5734600,33.072221
"119",33.59,33.740002,32.880001,33.110001,6013800,32.619043
"120",33.09,33.16,32.48,32.5,5356600,32.018087
"121",30.809999,30.82,28.549999,28.92,8542600,28.491172
"122",28.52,29.040001,28.219999,28.99,11985700,28.560134
"123",28.9,30.129999,28.74,29.73,12965800,29.289161
"124",30.1,31.01,29.82,30.530001,9051500,30.077299
"125",30.24,30.299999,29.809999,29.84,8876400,29.39753
"126",29.77,29.870001,29.120001,29.23,8508900,28.796575
"127",28.969999,29.17,27.16,27.25,12535100,26.845935
"128",27.15,27.969999,27.049999,27.780001,11294800,27.368076
"129",27.139999,27.18,26.32,26.43,10365000,26.038094
"130",26.450001,26.950001,26.15,26.25,8571300,25.860763
"131",25.74,26.33,25.299999,25.450001,11410700,25.072626
"132",25.790001,25.879999,24.65,24.799999,9969600,24.432263
"133",24.389999,26.02,24.280001,25.309999,13011400,24.934701
"134",25.41,27.17,25.280001,26.67,15846500,26.274535
"135",28.459999,28.49,26.809999,27.559999,19714300,27.151337
"136",27.76,28.35,27.26,28.23,17719400,27.811403
"137",28.18,28.700001,27.85,28.27,10711300,27.85081
"138",28.52,28.799999,28.23,28.700001,8044000,28.274435
"139",28.5,28.59,27.92,28.360001,3238000,27.939476
"140",28.530001,28.67,28.129999,28.26,3279400,27.840959
"141",28.5,28.950001,28.360001,28.58,4900400,28.156213
"142",28.309999,28.709999,28.08,28.42,4477400,27.998586
"143",28.15,28.799999,27.940001,28.290001,6082700,27.870514
"144",28.059999,28.799999,27.85,28.6,5279400,28.175917
"145",28.040001,28.040001,26.91,27.27,7905100,26.865639
