"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"1",100.000007,100.269999,99.680011,99.980013,2851100,92.661883
"2",99.680011,100.130003,99.670002,99.890005,3160500,92.578463
"3",100.390002,101.650002,100.290001,101.250007,5228900,93.838917
"4",101.640009,103.250001,101.440008,103.230007,4527500,95.67399
"5",103.350002,103.80001,103.030005,103.350002,4437700,95.785201
"6",102.72001,102.890001,102.050006,102.740003,3492200,95.219853
"7",102.640003,103.370012,101.98,103.250001,2903200,95.69252
"8",103.340001,103.640004,102.980009,103.350002,3290200,95.785201
"9",103.589999,104.140008,103.220006,104.000004,7610600,96.387626
"10",104.150009,105.640006,104.140008,105.190014,5206100,97.490532
"11",105.370006,105.379999,101.130004,101.450001,5774900,94.024273
"12",101.460001,102.770006,101.319997,102.620009,4933000,95.108641
"13",102.839996,102.839996,101.290002,102.640003,2653700,95.127171
"14",102.300012,102.580005,100.950004,102.210004,4396300,94.728647
"15",101.890008,103.15,101.890008,102.630002,4267500,95.117902
"16",103.770007,104.040007,102.72001,102.800009,3453500,95.275466
"17",102.740003,102.930004,101.280009,102.240007,5570800,94.756454
"18",102.330015,102.750012,101.769997,102.170001,2516100,94.691572
"19",102.270002,102.320006,101.290002,101.590005,3001500,94.154029
"20",101.480011,102.390012,101.319997,101.880007,2656100,94.422804
"21",102.07,102.290011,101.450001,101.950005,2352600,94.487679
"22",101.11001,101.550009,99.890005,100.410012,5027700,93.060407
"23",100.550008,100.720007,99.730015,100.48001,3247000,93.125281
"24",100.950004,101.390003,100.760011,101.220012,2721500,93.811118
"25",101.300003,101.530008,99.269998,99.519997,3962000,92.235537
"26",99.83,101.910009,99.83,101.730009,3231700,94.283786
"27",101.880007,102.170001,99.83,99.950003,2898700,92.634069
"28",100.030002,101.010009,99.500003,100.930002,3530900,93.542336
"29",101.160015,101.160015,100.030002,100.580003,2715800,93.217955
"30",100.959997,102.010002,100.740001,101.270008,2677500,93.857455
"31",101.250007,101.730009,100.730008,101.600006,1764500,94.163298
"32",101.530008,101.590005,100.350006,100.880006,2451400,93.495999
"33",100.380001,100.930002,100.000007,100.089999,2698800,92.763818
"34",100.200009,100.599997,99.500003,99.819999,2439600,92.513581
"35",99.550007,99.94001,99.260005,99.330012,2351200,92.059458
"36",99.76001,100.310003,98.080004,98.110007,4426900,90.928753
"37",98.830007,99.090006,97.480015,97.710003,5673000,90.558028
"38",97.639997,98.930008,96.820012,97.890011,5405500,90.72486
"39",98.760001,101.230013,98.620012,100.750002,5339200,93.375511
"40",100.239997,100.260006,98.41001,99.11,4913100,91.855551
"41",98.920007,100.550008,98.720005,99.410003,3029900,92.133594
"42",99.550007,99.750009,97.770001,98.290007,3400000,91.095578
"43",98.650015,99.850002,98.360005,99.800005,3132000,92.49505
"44",100.200009,101.050005,99.519997,99.770003,2575400,92.467244
"45",99.40001,100.380001,99.050003,99.810006,3106000,92.504319
"46",99.989998,100.959997,99.190007,99.989998,2561100,92.671137
"47",100.290001,100.820008,99.740008,99.970005,3607200,92.652606
"48",100.030002,100.610006,99.330012,100.460008,4457800,93.106744
"49",100.780005,100.910008,99.490002,100.599997,3094400,93.236486
"50",101.080007,102.110003,100.650001,101.800008,3294700,94.348661
"51",101.36,101.900009,100.920009,101.740002,1999700,94.293047
"52",101.760004,102.500006,101.540008,102.270002,2777800,94.784253
"53",102.240007,102.820003,101.950005,102.440009,3189800,94.941816
"54",102.890001,103.550004,102.670005,103.280004,3322300,95.720327
"55",103.570005,103.700001,103.100011,103.15,2383400,95.599839
"56",103.410015,103.680007,102.949998,103.380004,2327400,95.813008
"57",103.24,104.480014,103.090003,104.010005,2927600,96.396895
"58",103.020004,104.070002,103.020004,103.730012,2590200,96.137396
"59",103.430009,103.690008,102.080001,102.36001,2827600,94.867673
"60",103.170002,103.570005,102.390012,102.450002,3104000,94.951078
"61",102.650011,103.470012,101.910009,102.370002,3945600,94.876934
"62",102.340008,102.580005,100.770004,101.310004,4964100,93.894523
"63",100.250006,100.320004,98.110007,98.550014,5179800,91.990319
"64",98.520003,99.269998,97.79001,98.350012,4330100,91.80363
"65",98.460006,98.600003,97.590008,98.540005,3694600,91.980976
"66",97.860009,98.430003,97.339994,98.350012,3277100,91.80363
"67",97.999997,98.130001,97.050008,97.400008,3025700,90.91686
"68",97.100005,98.550014,96.340001,98.290007,4564000,91.747619
"69",97.430002,99.210001,97.400008,98.560007,3966600,91.999647
"70",98.449997,99.169997,97.870009,98.170004,3839500,91.635604
"71",98.500002,98.690003,97.590008,97.870009,2454800,91.355577
"72",98.350012,98.640006,97.690009,97.710003,4114200,91.206221
"73",97.550013,97.620003,96.160009,96.910004,3589700,90.459472
"74",96.780008,97.170003,96.190004,96.460012,3859400,90.039432
"75",97.520002,99.150004,96.300006,98.41001,5880200,91.859634
"76",97.860009,98.360005,96.370012,96.769999,5578200,90.328786
"77",96.640004,98.520003,96.589999,98.350012,4641600,91.80363
"78",97.000004,97.460005,96.010012,97.230008,5378200,90.758176
"79",97.430002,97.480015,95.700008,96.15,5295700,89.750055
"80",96.010012,97.040007,94.170008,94.290002,6372700,88.013863
"81",93.830009,95.820003,93.239997,95.220005,5837100,88.881963
"82",96.160009,96.280004,94.650003,95.960007,5412300,89.572709
"83",96.280004,97.140008,95.750012,97.080011,5197300,90.618163
"84",95.500006,96.51,94.870006,94.870006,5582800,88.55526
"85",94.62,95.660012,92.83,95.560004,5640500,89.19933
"86",95.059999,95.140006,91.990005,92.529998,5706700,86.371008
"87",92.570001,93.150005,90.610003,91.559999,6261800,85.465574
"88",91.330003,92.250005,87.699999,87.900009,6808100,82.049201
"89",88.470004,89.070009,86.100009,86.550001,6893700,80.789052
"90",84.670009,85.980006,82.300006,85.250005,9675300,79.575586
"91",83.550005,87.150006,83.279997,86.440007,9147600,80.686379
"92",87.339999,90.590009,87.339999,88.36001,9205100,82.478583
"93",88.140006,88.88,87.62,88.740004,3951000,82.833284
"94",90.560006,91.379999,89.600001,91.070003,4238900,85.008194
"95",90.330002,91.700004,89.59,89.700001,4434300,83.729382
"96",90.230001,91.600003,89.209998,91.010006,4490500,84.95219
"97",90.950009,90.999997,89.360011,89.520009,4912300,83.56137
"98",88.089994,88.250008,85.56,86.47001,10257400,80.714385
"99",86.9,88.200004,86.780005,88.140006,6050900,82.273223
"100",89.010012,90.000004,88.310006,88.849998,4859700,82.935956
"101",88.419999,88.800009,86.780005,87.930012,4664400,82.077206
"102",88.550011,88.980009,87.250007,88.930005,5544800,83.010638
"103",88.990002,89.380005,86.9,87.140005,5592900,81.339784
"104",85.770003,86.110009,84.500002,85.320003,6065000,79.640925
"105",86.160006,86.919994,85.080006,86.47001,4427100,80.714385
"106",84.920007,86.63,84.910014,86.400011,8039800,80.649046
"107",86.48001,88.449994,86.239997,88.040005,5664200,82.179879
"108",88.570005,89.190004,87.440008,87.930012,4772700,82.077206
"109",87.790007,89.309999,87.059998,89.109997,5468900,83.178649
"110",88.280003,89.130007,87.940013,88.589999,5747900,82.693263
"111",87.679997,88.250008,85.080006,86.290002,8261700,80.546359
"112",86.810008,87.519999,86.260007,86.66001,5695400,80.891739
"113",86.500012,86.500012,85.720007,85.900007,7414900,80.182323
"114",86.150005,87.050005,85.690012,86.66001,5178200,80.891739
"115",86.430006,86.720008,85.390009,86.040011,4537600,80.313008
"116",86.040011,86.980007,86.000008,86.870005,3900800,81.087756
"117",88.040005,88.320006,86.930003,87.600006,7061900,81.769167
"118",88.550011,88.770007,87.720001,88.260009,5872200,82.385238
"119",88.230014,88.370003,86.140012,86.360008,7121700,80.611705
"120",86.620007,86.800015,85.700005,86.130003,5878200,80.39701
"121",82.250002,82.410016,78.510004,79.770005,9135900,74.460346
"122",77.339996,80.050003,76.360001,79.449997,16706700,77.276428
"123",78.970001,81.43,78.800003,80.690002,11037100,78.48251
"124",81.339996,83.190002,80.669998,83.099998,9073100,80.826574
"125",82.150002,82.970001,81.860001,82.540001,6847700,80.281897
"126",82.050003,82.480003,81.199997,81.480003,7164600,79.250898
"127",79.300003,79.5,75.790001,76.110001,9369900,74.687787
"128",75.940002,77.970001,75.800003,77.449997,7587400,76.002743
"129",75.650002,76.239998,74.360001,75.139999,7767400,73.735911
"130",74.68,76.739998,74.660004,75.080002,6034300,73.677035
"131",73.959999,75.709999,73.349998,74.220001,7160300,72.833104
"132",75.07,75.800003,72.900002,73.160004,6563400,71.792914
"133",72.470001,76.510002,72.32,74.410004,8883700,73.019556
"134",74.769997,78.279999,74.720001,77.800003,8763300,76.346209
"135",79.620003,79.989998,77.080002,79.169998,8062100,77.690604
"136",78.940002,81.519997,78.349998,81.519997,10499100,79.99669
"137",81.190002,81.480003,79.209999,80.790001,7211900,79.280335
"138",81.269997,83.25,80.949997,82.900002,7762500,81.350908
"139",82.169998,82.5,81.019997,82.239998,3094700,80.703237
"140",82.480003,82.669998,81.489998,82.050003,2665900,80.516793
"141",82.57,83.099998,81.230003,81.709999,4192900,80.183142
"142",81.669998,81.690002,80.410004,81.400002,4135200,79.878937
"143",80.629997,81.32,79.809998,80.610001,3555800,79.103698
"144",80.010002,81.099998,79.279999,80.650002,3634600,79.142952
"145",79.379997,79.379997,76.910004,77.660004,6104700,76.208826
"146",77.07,78.230003,76.059998,77,6038100,75.561155
"147",77.940002,78.279999,76,77.010002,5475300,75.570971
"148",77.809998,78.760002,77.480003,77.690002,6734700,76.238264
"149",78.150002,78.199997,76.07,77.540001,5203800,76.091066
"150",76.32,76.510002,74.620003,74.949997,7118000,73.549459
"151",74.989998,76.07,74.25,74.970001,7084500,73.56909
"152",73.82,75.779999,73.150002,75.480003,7109800,74.069562
"153",76.599998,76.870003,74.940002,75.989998,7271500,74.570026
"154",76.470001,78.260002,76.400002,78.059998,6564100,76.601345
"155",77.75,78.010002,75.919998,78.010002,5610800,76.552284
"156",78.43,79.550003,78.139999,79.239998,4491700,77.759296
"157",80,80,77.720001,78.860001,5221600,77.386399
"158",78.699997,79.879997,78.160004,78.849998,4870100,77.376584
"159",78.879997,80.349998,78.300003,80.32,3871400,78.819117
"160",79.919998,80.489998,79.019997,79.410004,4468000,77.926125
"161",79.089996,79.410004,76.279999,76.5,6174800,75.070498
