"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"162",78.290001,78.410004,75.550003,78.309998,6297600,76.846674
"163",77.82,81.360001,77.32,80,9218100,78.505096
"164",81.779999,82.18,78.559998,80.160004,7964100,78.66211
"165",81.290001,82.290001,80.599998,82.150002,7136800,80.614922
"166",80.970001,81.669998,79.800003,80.849998,6871300,79.339212
"167",81.860001,82.900002,81.449997,82.120003,5247000,80.585484
"168",82.989998,83.25,81.639999,81.75,4655200,80.222395
"169",82.239998,83.220001,81.059998,81.260002,6582500,79.741554
"170",81.220001,81.510002,79.459999,81.309998,5630800,79.790615
"171",79.910004,80.730003,79.059998,79.980003,4827800,78.485473
"172",80.93,82.230003,80.559998,82.040001,6010500,80.506977
"173",83.160004,83.739998,82.550003,83.110001,4523000,81.556983
"174",82.519997,83.080002,82.050003,82.529999,4490800,80.987819
"175",82.529999,82.529999,81.25,81.370003,5191200,79.849499
"176",79.07,81.370003,79.010002,80.610001,4521500,79.103698
"177",80.82,81.110001,79.75,80.099998,3783100,78.603226
"178",79.370003,80.559998,79.099998,79.800003,3162300,78.308837
"179",80.480003,80.57,79.330002,79.75,2710900,78.259768
"180",79.910004,80.519997,79.580002,80.209999,2892400,78.711171
"181",79.339996,79.610001,77.849998,78.32,4696400,76.856489
"182",78.629997,78.839996,77.68,77.879997,5123800,76.424709
"183",77.860001,77.860001,76.650002,77.739998,4456100,76.287325
"184",77.800003,78.800003,77.470001,78.010002,4275300,76.552284
"185",77.879997,78.379997,77.230003,78.330002,3216800,76.866304
"186",78.129997,78.199997,77.18,77.489998,3614600,76.041997
"187",76.389999,76.860001,74.510002,74.769997,5085400,74.060963
"188",74.790001,75.779999,74.589996,74.800003,3399900,74.090685
"189",73.870003,74.519997,73.550003,73.82,4199400,73.119975
"190",73.620003,74.669998,73.559998,74.260002,3457800,73.555805
"191",74.709999,75.050003,74.230003,74.580002,4268800,73.87277
"192",73.800003,73.959999,72.400002,72.839996,6199700,72.149265
"193",72.379997,73.169998,72.099998,73.110001,5442600,72.416709
"194",72.989998,73.239998,72.18,72.360001,3941500,71.673821
"195",72.059998,74.599998,71.75,74.010002,4181500,73.308176
"196",72.809998,73.129997,71.699997,71.870003,5466400,71.18847
"197",72.459999,73.889999,72.279999,72.720001,13407500,72.030408
"198",73.110001,73.769997,72.839996,72.860001,3767500,72.169079
"199",72.900002,73.239998,72.410004,72.449997,2861900,71.762964
"200",72.980003,74.239998,72.709999,73.720001,4783400,73.020925
"201",74.610001,74.699997,73.120003,73.730003,4952500,73.030832
"202",73.040001,73.629997,72.550003,72.720001,3599000,72.030408
"203",73.440002,74.32,73.349998,73.980003,3907000,73.278461
"204",73,73.720001,72.690002,73,4892900,72.307751
"205",74.220001,74.580002,73.470001,74.239998,4428100,73.53599
"206",73.639999,74.769997,73.349998,74.550003,5277600,73.843056
"207",74.949997,77.010002,74.5,76.510002,6997500,75.784468
"208",76.589996,77.120003,76.019997,76.809998,4482100,76.081619
"209",77.019997,77.209999,76.480003,76.599998,5089700,75.873611
"210",76.639999,78.050003,76.599998,77.830002,4100900,77.091951
"211",78.120003,78.519997,77.610001,78.449997,3338200,77.706067
"212",78.849998,79.040001,77.690002,77.739998,2655000,77.0028
"213",78.349998,79.580002,78.230003,79.300003,4573400,78.548012
"214",80.190002,82.059998,79.739998,81.510002,6766500,80.737054
"215",81.169998,81.739998,80.349998,81.370003,5510800,80.598382
"216",80.839996,81.120003,79.709999,80.529999,6579300,79.766344
"217",80.620003,81.440002,80.260002,80.370003,3881100,79.607865
"218",80.370003,80.470001,79.230003,79.449997,2982300,78.696584
"219",79.68,79.940002,78.75,79.589996,3466200,78.835256
"220",79.849998,80.75,79.639999,80.040001,3425400,79.280993
"221",79.690002,80,79.199997,79.769997,3432000,79.013549
"222",80.139999,80.440002,79.410004,79.43,4671100,78.676777
"223",79.220001,79.82,78.809998,79.699997,2747600,78.944213
"224",79.510002,80.279999,79.300003,80.110001,3929700,79.350329
"225",80.400002,80.639999,79.400002,80.099998,3855200,79.340421
"226",79.959999,80.599998,79.650002,80.5,3351700,79.73663
"227",80.589996,80.690002,79.410004,80.029999,2778400,79.271085
"228",80.620003,81.080002,78.489998,78.620003,4876600,77.87446
"229",81.989998,82.019997,78.980003,79.419998,6801000,78.666869
"230",78.610001,78.959999,77.169998,77.610001,6703300,76.874036
"231",78.339996,78.379997,76.720001,77.900002,6213100,77.161287
"232",78.07,78.18,76.610001,76.68,4985600,75.952855
"233",76.720001,76.970001,76.010002,76.68,4100900,75.952855
"234",77.059998,77.330002,75.690002,76.169998,3524800,75.447689
"235",76.279999,77.18,76.190002,76.290001,2457500,75.566553
"236",76.099998,77.110001,75.599998,76.839996,2724700,76.111333
"237",76.419998,77.360001,76.25,77.239998,3209100,76.507542
"238",76.510002,76.790001,75.809998,75.839996,5170800,75.120816
"239",76.230003,77.040001,75.809998,76.620003,3627600,75.893426
"240",76.93,77.43,76.510002,76.949997,3459000,76.220291
"241",76.32,77.290001,75.849998,77.010002,3740900,76.279727
"242",76.330002,77,76.019997,76.720001,5200600,75.992476
"243",76.629997,77.459999,76.110001,76.82,4090300,76.091526
"244",76.669998,78.040001,76.309998,77.730003,4787800,76.992901
"245",77.959999,78.339996,77.019997,78.190002,6049100,77.448538
"246",78.889999,79.349998,77.910004,78.889999,5066500,78.141897
"247",79.110001,79.889999,78.019997,79.440002,5438400,78.686684
"248",78.660004,79.010002,78.32,78.370003,4171000,77.626831
"249",77.839996,78.279999,77.239998,77.300003,4749200,76.566978
"250",76.919998,79.559998,76.900002,79.089996,5369600,78.339997
"251",78.010002,78.160004,77.089996,77.230003,4815500,77.230003
"252",77.830002,78.18,77.400002,77.480003,4066900,77.480003
"253",78.559998,78.93,78.18,78.830002,4643600,78.830002
