"","BIG.Open","BIG.High","BIG.Low","BIG.Close","BIG.Volume","BIG.Adjusted"
"181",48.139999,48.59,47.41,47.73,493000,47.351686
"182",47.77,48.139999,47.419998,47.709999,630500,47.331845
"183",47.740002,49.400002,47.740002,48.880001,1723900,48.492573
"184",49.119999,49.419998,47.610001,47.689999,1032500,47.312003
"185",47.650002,48,47.369999,47.41,977100,47.034223
"186",47.400002,47.889999,47.049999,47.82,1296600,47.440973
"187",49.200001,49.900002,48.360001,48.52,3653900,48.135426
"188",49.040001,51.110001,48.950001,50.959999,2254200,50.556085
"189",49.75,50.25,48.419998,49.130001,1476500,48.740591
"190",49.630001,50.459999,49.470001,49.950001,1483500,49.554092
"191",50.389999,50.77,50.009998,50.439999,1029100,50.040206
"192",50.240002,50.68,50,50.060001,794800,49.66322
"193",50.259998,50.560001,49.959999,50.169998,992200,49.772345
"194",49.970001,50.25,49.59,49.849998,676600,49.454882
"195",49.75,50.52,49.459999,50.27,748800,50.062364
"196",50.07,50.290001,49.860001,50.040001,483200,49.833315
"197",50.110001,50.689999,49.700001,50.139999,945600,49.9329
"198",50.130001,50.810001,49.919998,50.41,661300,50.201785
"199",50.400002,50.509998,49.75,49.849998,895000,49.644097
"200",49.849998,50.450001,49.080002,49.080002,916400,48.877281
"201",49.209999,49.630001,48.709999,48.73,385900,48.528724
"202",48.759998,49.400002,48.759998,48.990002,522100,48.787652
"203",49.25,49.66,49.02,49.040001,531300,48.837445
"204",48.91,49.310001,48.02,48.029999,831000,47.831615
"205",47.959999,48.810001,47.200001,48.389999,925900,48.190128
"206",48.59,49.220001,48.330002,49,739800,48.797609
"207",48.869999,49.490002,48.68,49.380001,728500,49.176041
"208",49.259998,49.610001,48.439999,48.5,449000,48.299674
"209",48.349998,48.82,48.18,48.450001,633800,48.249882
"210",47.939999,48.279999,47.330002,47.470001,613200,47.27393
"211",47.669998,47.959999,47.290001,47.93,523900,47.732029
"212",47.700001,47.830002,46.990002,47.029999,448600,46.835745
"213",47.130001,47.130001,46.150002,46.68,772100,46.487192
"214",46.75,47.459999,46.470001,46.549999,664100,46.357728
"215",46.459999,46.889999,46.23,46.700001,505900,46.50711
"216",46.549999,46.799999,45.93,45.950001,703100,45.760208
"217",46.130001,46.990002,45.970001,46.720001,722100,46.527028
"218",47.099998,47.259998,46.689999,47.040001,574300,46.845706
"219",47,47.23,46.509998,47.150002,585100,46.955252
"220",47,48.029999,46.77,47.73,791000,47.532854
"221",47.75,48.09,47.380001,47.57,885500,47.373515
"222",47.799999,47.849998,46.470001,46.619999,718800,46.427439
"223",46.57,47.380001,46.150002,46.700001,705500,46.50711
"224",46.150002,46.5,44.950001,45.330002,847800,45.14277
"225",45.209999,45.849998,45.139999,45.57,1042000,45.381776
"226",45.740002,46.529999,45.529999,46.130001,737300,45.939465
"227",46.110001,46.810001,45.799999,46.68,660100,46.487192
"228",46.68,47.540001,46.509998,46.959999,1239600,46.766034
"229",47.18,47.18,45.970001,46.52,796500,46.327853
"230",46.52,47.349998,46.34,47.310001,675300,47.114591
"231",47.610001,48.130001,47.470001,47.990002,857900,47.791783
"232",48.150002,48.470001,48.119999,48.150002,624300,47.951122
"233",47.91,48.259998,47.400002,48,850700,47.80174
"234",48.130001,48.529999,47.349998,47.790001,796800,47.592608
"235",47.669998,47.669998,45.990002,46.060001,1206300,45.869754
"236",46.169998,46.43,45.919998,46.32,701300,46.128678
"237",46.400002,46.73,45.849998,46.07,849700,45.879711
"238",46,46.119999,45.130001,45.18,1317800,44.993388
"239",45.279999,45.360001,44.52,45.119999,976600,44.933634
"240",44.93,46.049999,44.709999,45.959999,1121200,45.770165
"241",45.740002,46.009998,45.439999,45.650002,846000,45.461448
"242",45.709999,46.349998,45.450001,45.959999,1207200,45.770165
"243",46.040001,46.369999,45.25,45.299999,1221700,45.112891
"244",45.450001,45.669998,44.330002,45.080002,2310100,44.893802
"245",44.990002,45.950001,43.75,43.900002,3589300,43.718676
"246",44.099998,45.189999,43.959999,44.889999,1878000,44.704585
"247",45.77,46.639999,45.73,46.32,1465500,46.128678
"248",46.669998,46.669998,46.299999,46.330002,1021000,46.138639
"249",46.259998,46.630001,45.82,45.91,980700,45.720372
"250",46.029999,46.110001,45.25,45.259998,870300,45.073055
"251",45.400002,46.189999,45.25,45.799999,679500,45.610826
"252",45.919998,46.279999,45.529999,46,1157400,45.810001
"253",45.709999,46.740002,45.669998,46.68,947600,46.68
