"","XLNX.Open","XLNX.High","XLNX.Low","XLNX.Close","XLNX.Volume","XLNX.Adjusted"
"33",41.139999,41.91,40.700001,41.459999,7462900,40.308663
"34",41.41,41.700001,40.939999,41.330002,4967900,40.182276
"35",41.380001,41.700001,41.009998,41.060001,4813600,39.919773
"36",41.34,41.68,41.119999,41.610001,5226900,40.454499
"37",41.41,41.560001,40.91,41.130001,7078100,39.987829
"38",41.099998,41.790001,41.080002,41.349998,5620300,40.201717
"39",41.25,41.43,41.049999,41.32,3842600,40.456283
"40",41.09,41.669998,41.07,41.349998,5521800,40.485655
"41",41.150002,41.689999,41.150002,41.259998,2401000,40.397536
"42",41.599998,41.619999,40.970001,41.049999,3694600,40.191927
"43",41.119999,41.290001,40.950001,41.040001,3324500,40.182137
"44",41.23,41.59,41.16,41.169998,1854500,40.309417
"45",41.119999,41.32,40.91,41.110001,1773700,40.250674
"46",41.029999,41.380001,41.029999,41.299999,2336800,40.436701
"47",41.279999,41.700001,41.169998,41.689999,3487200,40.818548
"48",41.990002,42.5,41.639999,42.130001,3695000,41.249353
"49",42.139999,42.380001,41.740002,41.950001,1890100,41.073115
"50",41.93,42.540001,41.889999,42.5,3486600,41.611618
"51",42.41,42.68,42.330002,42.619999,1638500,41.729108
"52",42.540001,42.799999,42.360001,42.669998,2565600,41.778062
"53",42.740002,42.830002,42.330002,42.389999,2266800,41.503917
"54",42.619999,42.66,41.700001,41.799999,2852100,40.926249
"55",41.830002,42.130001,41.66,41.779999,3283400,40.906667
"56",41.91,42.139999,41.529999,41.709999,2243300,40.83813
"57",41.689999,41.880001,41.529999,41.759998,2340700,40.887084
"58",41.93,42.279999,41.75,42.25,2077600,41.366844
"59",42.400002,42.41,41.84,42,2114800,41.122069
"60",42.439999,43.099998,42.279999,43.049999,4723200,42.15012
"61",43.049999,43.389999,43,43.389999,5176500,42.483013
"62",43.150002,43.290001,42.689999,43.060001,3084100,42.159913
"63",43,43.169998,42.52,42.880001,3234300,41.983676
"64",42.790001,42.860001,42.209999,42.639999,2582600,41.748691
"65",42.549999,42.830002,42.310001,42.689999,2670300,41.797645
"66",42.709999,42.919998,42.310001,42.720001,2424100,41.82702
"67",42.810001,42.810001,42.200001,42.450001,2368400,41.562664
"68",42.509998,42.57,41.860001,41.970001,2321300,41.092698
"69",42.139999,43.5,42.130001,43.23,4458600,42.326358
"70",43.279999,44.18,43.18,43.919998,3631700,43.001934
"71",43.82,44.509998,43.689999,44.470001,2911100,43.54044
"72",44.560001,44.82,43.880001,44.09,3791000,43.168382
"73",44.139999,44.139999,43.52,43.59,2492700,42.678834
"74",43.189999,43.790001,43.099998,43.23,2707700,42.326358
"75",43.34,43.860001,43.209999,43.82,2436600,42.904025
"76",43.790001,43.799999,42.560001,42.779999,3809400,41.885764
"77",43.009998,43.290001,42.849998,43.169998,2114400,42.267611
"78",42.580002,43.150002,42.490002,42.990002,1922800,42.091377
"79",43.099998,43.220001,42.139999,42.349998,3204500,41.464752
"80",42.43,42.470001,41.639999,41.810001,4498100,40.936042
"81",41.84,41.84,40.889999,41.419998,3906800,40.554191
"82",41.57,41.66,41.040001,41.130001,4751700,40.270256
"83",41.169998,41.470001,40.790001,41.169998,3028800,40.309417
"84",40.810001,41.02,40.5,40.560001,3401700,39.712171
"85",40.610001,41.619999,40.32,41.490002,2682700,40.622732
"86",41.330002,41.450001,40.130001,40.189999,3377800,39.349903
"87",39.32,39.5,36.580002,36.830002,12130300,36.06014
"88",36.950001,37.16,36.240002,36.27,7502100,35.511845
"89",36.880001,37.610001,36.5,36.900002,5514400,36.128677
"90",36.369999,37.849998,36.27,37.580002,6296400,36.794463
"91",37.099998,38.869999,37.009998,38.490002,6429100,37.685441
"92",40.5,42.689999,40.470001,41.049999,15812100,40.191927
"93",40.970001,41.810001,40.610001,41.66,4991400,40.789176
"94",42.139999,43.400002,41.82,43.209999,6442900,42.306776
"95",43.23,43.639999,41.66,41.720001,6007800,40.847923
"96",42.189999,42.82,41.91,42.540001,4267300,41.650783
"97",42.75,43.290001,42.34,43.200001,3802600,42.296986
"98",43.009998,43.5,42.91,43.119999,3872900,42.218657
"99",43.450001,43.450001,42.630001,43.290001,4334400,42.385105
"100",43.450001,43.73,42.959999,43.599998,3743600,42.688623
"101",43.349998,43.580002,42.130001,43.220001,3825700,42.316569
"102",44.080002,45.34,44,44.48,4521200,43.550229
"103",44.419998,44.630001,44.16,44.220001,2859000,43.579796
"104",44.080002,44.209999,43.439999,43.77,2090600,43.13631
"105",44,44.279999,43.400002,44.189999,1953700,43.550228
"106",44.290001,44.549999,43.98,44,2017500,43.36298
"107",43.98,43.98,43.27,43.610001,2839800,42.978627
"108",43.360001,43.91,43.23,43.669998,2234800,43.037756
"109",43.790001,43.799999,43.27,43.400002,1418300,42.771668
"110",43.419998,43.52,43.16,43.360001,1703100,42.732246
"111",43.52,43.619999,42.790001,42.830002,2894400,42.209921
"112",42.970001,43.66,42.669998,43.610001,2895300,42.978627
"113",43.73,43.790001,43.049999,43.41,1612600,42.781522
"114",44.09,44.52,43.57,44.32,2697000,43.678347
"115",44.240002,44.400002,43.830002,44.240002,2435300,43.599507
"116",43.799999,44.369999,43.77,44.25,1736100,43.60936
"117",44.82,44.849998,44.290001,44.779999,2699500,44.131686
"118",44.810001,45,44.470001,44.669998,1699300,44.023278
"119",44.860001,44.869999,44.360001,44.389999,1612900,43.747333
"120",44.32,45.549999,44.32,45.490002,2356500,44.83141
"121",45.599998,45.669998,44.939999,45.439999,1423100,44.782131
"122",45.330002,45.580002,45,45.290001,2638100,44.634305
"123",45.189999,45.84,45.049999,45.810001,1773700,45.146777
"124",45.5,46.93,45.169998,46.849998,5606100,46.171717
"125",46.720001,47.029999,46.360001,46.91,4042600,46.23085
"126",47,47.299999,46.700001,47.16,2144000,46.47723
"127",47.060001,47.18,46.73,46.900002,3243000,46.220996
"128",46.490002,47.220001,46.32,47.200001,1958400,46.516652
"129",46.98,47.169998,46.290001,46.400002,3377500,45.728235
"130",46.810001,46.82,45.91,46.040001,3158400,45.373446
"131",45.779999,45.98,45.130001,45.16,2515800,44.506186
"132",45.57,45.68,44.080002,44.16,4404600,43.520663
"133",44.169998,44.66,43.669998,43.709999,5930500,43.077178
"134",43.849998,43.990002,42.720001,43.419998,12579700,42.791375
"135",44.23,44.240002,43.310001,43.709999,6461700,43.077178
"136",43.41,43.799999,42.34,43.009998,7023800,42.387311
"137",43.27,43.91,43.27,43.869999,2508000,43.234861
"138",44.290001,44.540001,43.900002,43.91,1830300,43.274283
"139",43.98,44.330002,43.860001,44.09,703700,43.451677
"140",44.200001,44.349998,43.880001,43.919998,1244100,43.284136
"141",43.919998,43.959999,43.59,43.790001,1868700,43.156021
"142",43.48,43.830002,43.369999,43.549999,2805400,42.919494
"143",43.810001,44,43.27,43.290001,2827400,42.66326
"144",43.509998,43.93,43.110001,43.599998,2402400,42.968769
"145",43.48,43.57,42.759998,42.799999,2611100,42.180352
"146",42.830002,42.919998,41.970001,42.18,3430500,41.56933
"147",42.490002,42.619999,42.07,42.200001,2110600,41.589041
"148",42.5,43.34,42.450001,43.139999,2824200,42.51543
"149",43.150002,43.349998,42.720001,43.099998,1452100,42.476008
"150",43.099998,43.18,42.25,42.470001,2560400,41.855132
"151",42.860001,43.27,41.389999,41.849998,4836200,41.244106
"152",40.259998,41.580002,40.040001,41.369999,6150600,40.771055
"153",41.400002,41.939999,40.959999,41.040001,4180600,40.445835
"154",40.740002,41.369999,40.48,41.220001,4244800,40.623229
"155",41.450001,41.860001,40.98,41.060001,3823400,40.465546
"156",40.810001,41.630001,40.779999,41.509998,5524900,40.909028
"157",38.110001,39.84,37.200001,38.959999,20467400,38.395947
"158",38.900002,39.41,38.790001,39.279999,4296200,38.711314
"159",38.369999,39.259998,38.369999,38.990002,4154500,38.425515
"160",38.57,39.57,38.57,39.450001,4732400,38.878854
"161",39.549999,40.040001,38.759998,38.77,4501100,38.208699
"162",38.75,39.369999,38.509998,38.990002,3015400,38.425515
"163",38.57,39.060001,38.529999,38.580002,4492900,38.021451
"164",38.330002,38.91,38.07,38.830002,4665900,38.557665
"165",38.639999,39.529999,38.639999,39.310001,2861400,39.034298
"166",39.259998,40.130001,38.990002,39.84,3895000,39.56058
"167",39.869999,39.990002,39.139999,39.57,3578400,39.292473
"168",39.759998,40,39.290001,39.400002,2790500,39.123667
"169",39.349998,39.639999,39.23,39.509998,2769500,39.232893
"170",39.810001,40.189999,39.470001,40.16,2013100,39.878335
"171",40.009998,40.150002,39.740002,39.93,2229700,39.649949
"172",40.060001,41.02,39.970001,41,3353600,40.712444
"173",40.98,41.57,40.849998,41.509998,3406200,41.218865
"174",41.490002,41.93,41.290001,41.93,3332000,41.635922
"175",41.779999,41.869999,41.439999,41.66,2574400,41.367815
"176",41.709999,41.709999,41.490002,41.610001,1670000,41.318166
"177",41.439999,41.77,41.189999,41.68,2106200,41.387675
"178",41.68,41.720001,41.07,41.290001,1501300,41.000411
"179",41.330002,42.529999,41.169998,42.48,3632500,42.182064
"180",42.209999,42.389999,41.93,42.049999,1694100,41.755079
"181",42.220001,42.349998,41.73,41.830002,2157700,41.536625
"182",41.93,42.450001,41.830002,42.369999,2808800,42.072834
"183",42.299999,42.759998,41.869999,42.110001,4204800,41.81466
"184",41.790001,42.110001,41.5,41.610001,3436700,41.318166
"185",41.470001,41.84,40.779999,41.049999,5350700,40.762093
"186",41.119999,41.720001,41.049999,41.380001,3522000,41.08978
"187",41.060001,41.240002,40.470001,40.580002,3072400,40.295392
"188",40.639999,41.189999,40.580002,40.650002,3724400,40.3649
"189",40.560001,40.740002,39.639999,39.669998,5100200,39.39177
"190",39.889999,40.049999,39.349998,39.709999,4768200,39.431491
"191",39.84,40.330002,39.5,40.299999,3198100,40.017353
"192",40.110001,40.400002,39.48,39.759998,3848600,39.481139
"193",40.330002,41.509998,40.330002,41.41,5226600,41.119568
"194",41.23,41.290001,40.630001,40.98,3054500,40.692584
"195",40.790001,41.73,40.57,41.599998,2952000,41.308234
"196",41.310001,41.830002,41.209999,41.799999,3519900,41.506832
"197",42.080002,42.349998,41.84,42.27,5646300,41.973537
"198",42.25,42.25,41.450001,41.459999,2713700,41.169217
"199",41.439999,41.610001,41.060001,41.110001,2495400,40.821673
"200",41.110001,41.150002,39.77,39.830002,4379800,39.550652
"201",39.310001,40.200001,39.27,39.98,3866700,39.699597
"202",40.169998,42.669998,39.610001,42.32,8547100,42.023186
"203",41.560001,43.389999,40.990002,42.68,12965000,42.380662
"204",42.560001,42.560001,41.82,42.299999,5002600,42.003326
"205",42.419998,42.5,41.630001,41.849998,3714000,41.556481
"206",41.98,42.389999,41.720001,42.060001,3459400,41.765011
"207",41.689999,42.389999,41.5,41.990002,3107000,41.695502
"208",42.02,42.560001,41.810001,42.330002,2116700,42.033118
"209",42.400002,42.830002,42.25,42.549999,1746500,42.251572
"210",42.169998,43.380001,41.790001,43.330002,4355000,43.026104
"211",43.009998,43.919998,42.970001,43.830002,3546600,43.522598
"212",43.900002,44.279999,43.689999,43.73,3090300,43.423297
"213",43.369999,43.57,42.77,43.139999,2612300,42.837434
"214",43.18,44.23,43.139999,43.900002,3545700,43.592106
"215",43.119999,45.259998,43.099998,44.330002,4941600,44.019091
"216",43.880001,43.98,43.209999,43.59,2274800,43.284279
"217",43.880001,44.119999,43.599998,43.759998,1925000,43.453085
"218",44.279999,44.73,43.990002,44.23,3140000,43.91979
"219",44.25,44.599998,43.740002,44.369999,3927600,44.058807
"220",43.82,44.18,43.049999,43.759998,4848300,43.453085
"221",43.889999,43.889999,42.59,42.889999,3310100,42.589188
"222",43.029999,43.66,42.869999,43.25,2776000,42.946664
"223",43.220001,43.580002,42.700001,43.330002,2336400,43.026104
"224",43.009998,43.630001,42.830002,43.34,1999400,43.036032
"225",43.200001,43.810001,42.990002,43.360001,2629200,43.055893
"226",43.740002,44.110001,43.66,43.98,3441600,43.671543
"227",44.029999,44.41,43.970001,44.259998,2003300,43.949578
"228",43.830002,43.970001,43.470001,43.549999,2132100,43.244559
"229",43.52,43.98,42.82,43.169998,1920100,42.867223
"230",43.220001,43.900002,43.07,43.43,2220500,43.125401
"231",43.82,44.299999,43.639999,44.200001,2965600,43.890001
"232",44,44.080002,43.689999,43.880001,1345900,43.880001
"233",43.639999,43.939999,43.200001,43.619999,1790100,43.619999
"234",43.599998,44.150002,43.43,43.73,1521000,43.73
"235",44.060001,46.830002,44.040001,44.990002,6312600,44.990002
"236",45.040001,45.740002,44.98,45.700001,5140700,45.700001
"237",45.779999,46.689999,45.700001,46.610001,4024900,46.610001
"238",47.27,47.299999,46.580002,46.68,3236300,46.68
"239",46.630001,47.450001,46.59,46.970001,2530100,46.970001
"240",46.880001,47.25,46.529999,46.830002,4066400,46.830002
"241",46.689999,47.130001,46.639999,46.939999,1887400,46.939999
"242",46.84,46.84,46.27,46.549999,2684700,46.549999
"243",46.509998,47.950001,46.5,47.669998,3881800,47.669998
"244",47.68,48.73,47.509998,47.799999,3996800,47.799999
"245",48.02,48.439999,47.32,47.419998,5350500,47.419998
"246",48.080002,48.529999,47.919998,48.330002,6440100,48.330002
"247",48.060001,48.279999,47.57,47.779999,3555700,47.779999
"248",48,48.119999,47.290001,47.369999,3009000,47.369999
"249",46.700001,47.23,46.59,47.209999,4326400,47.209999
"250",47.029999,47.41,46.799999,47.290001,2549400,47.290001
"251",47.23,47.490002,46.290001,46.330002,2880400,46.330002
"252",46.119999,46.759998,46.119999,46.450001,3348500,46.450001
"253",46.599998,47.139999,46.41,47,1908100,47
