"","GPC.Open","GPC.High","GPC.Low","GPC.Close","GPC.Volume","GPC.Adjusted"
"66",87.110001,87.519997,86.980003,87.269997,344700,85.634635
"67",88.169998,88.709999,87.870003,88.620003,658600,86.959343
"68",88.760002,88.839996,88.199997,88.400002,430500,86.743465
"69",88.400002,89.290001,88.010002,89.080002,577300,87.410722
"70",89.419998,89.559998,88.339996,88.980003,563400,87.312598
"71",89.169998,89.489998,88.769997,89.440002,340000,87.763977
"72",90.019997,90.199997,88.889999,89.230003,716800,87.557913
"73",88.889999,89.160004,88.379997,88.690002,444400,87.028031
"74",88.529999,88.660004,87.699997,87.720001,479900,86.076207
"75",87.639999,88.93,87.639999,88.720001,441900,87.057468
"76",88.32,88.449997,87.300003,87.410004,359300,85.772018
"77",87.709999,88.410004,87.230003,88.169998,399500,86.517771
"78",87.230003,88.269997,87.230003,88.07,463300,86.419647
"79",87.980003,88.260002,87.510002,87.709999,763100,86.066392
"80",86,87.309998,86,86.580002,859600,84.95757
"81",86.470001,87.349998,86.169998,87.089996,510000,85.458008
"82",87.720001,88.849998,87.699997,88.220001,858800,86.566837
"83",88.57,88.800003,87.57,87.830002,332100,86.184146
"84",87.330002,87.529999,86.470001,86.5,421400,84.879067
"85",86.629997,88.309998,86.389999,88.290001,552100,86.635525
"86",88.089996,88.199997,86.370003,86.519997,596200,84.898689
"87",87.589996,88.230003,86.900002,87.110001,602900,85.477637
"88",87.099998,87.75,85.860001,85.980003,637300,84.368815
"89",86.220001,87.870003,86.220001,86.889999,651800,85.261759
"90",85.730003,87.709999,84.989998,87.25,1112100,85.615013
"91",85.57,88.360001,85.57,88.050003,818000,86.400025
"92",89.169998,89.690002,88.220001,88.550003,1141200,86.890655
"93",87.959999,89.5,87.059998,89.440002,900300,87.763977
"94",90.269997,92.949997,89.730003,92.720001,1074300,90.982511
"95",92.900002,93.610001,92.43,92.730003,688300,90.992326
"96",93.839996,94.360001,92.660004,92.800003,900900,91.061014
"97",92.709999,93.269997,92.260002,93.190002,602100,91.443705
"98",93.019997,93.449997,92.68,93.220001,516500,91.473142
"99",93.639999,94.360001,93.330002,94.360001,458100,92.591779
"100",94.290001,94.519997,93.080002,94.059998,607800,92.297397
"101",93.760002,95.470001,93.440002,95.360001,573000,93.57304
"102",96.550003,97.129997,95.989998,97.080002,943700,95.26081
"103",96.959999,97.669998,96.349998,97.139999,677900,95.319683
"104",97.300003,98.089996,96.830002,97.830002,924400,95.996755
"105",98.019997,99.440002,98.019997,98.790001,987700,96.938765
"106",98.379997,99,97.839996,98.589996,999400,96.742508
"107",98.629997,99.129997,98.290001,99.129997,521300,97.27239
"108",99.349998,100.120003,99.059998,99.589996,533900,97.723769
"109",99.800003,100.25,99.269997,99.660004,437300,97.792464
"110",99.300003,100.690002,99.059998,100.589996,562900,98.70503
"111",100.589996,101.07,100.25,100.540001,818100,98.655971
"112",100.25,100.470001,99.5,99.68,377300,97.812086
"113",99.489998,100.169998,99.32,99.919998,345500,98.047587
"114",99.629997,100.529999,99.410004,100.120003,375600,98.243844
"115",100.120003,100.410004,99.699997,100.199997,325900,98.322339
"116",99.720001,100.769997,99.57,100.660004,380800,98.773725
"117",101.849998,101.900002,100.82,101.419998,670100,99.519478
"118",101.57,102.400002,101.379997,102.150002,434200,100.235802
"119",102.519997,102.739998,101.349998,101.519997,696400,99.617603
"120",101.639999,101.980003,101.169998,101.839996,474600,99.931606
"121",102.139999,103.540001,102.059998,102.779999,327200,100.853994
"122",102.620003,102.889999,101.730003,101.760002,665700,99.853111
"123",101.919998,102.519997,101.779999,102.489998,532000,100.569427
"124",102.099998,103.480003,102.099998,103.449997,676300,102.084156
"125",103.440002,103.790001,102.82,103.650002,857700,102.28152
"126",103.75,104.059998,102.919998,103.25,394800,101.8868
"127",103.129997,103.75,102.349998,102.779999,379100,101.423004
"128",102.059998,103,101.879997,102.790001,546500,101.432874
"129",102.800003,103.720001,101.839996,101.93,569100,100.584228
"130",102.699997,104.43,102.470001,103.269997,542200,101.906533
"131",102.709999,103.669998,102.389999,102.459999,545100,101.107229
"132",102.18,103.150002,101.650002,101.650002,968100,100.307926
"133",101.720001,103.949997,101.379997,102.309998,641300,100.959208
"134",102.860001,104.099998,102.010002,103.900002,510900,102.52822
"135",105.120003,105.470001,104.309998,105.470001,764300,104.077491
"136",106.120003,106.800003,105.75,105.879997,1030700,104.482074
"137",106.239998,106.75,105.75,106.459999,384800,105.054418
"138",106.75,108.029999,106.610001,107.830002,402500,106.406332
"139",107.949997,108.110001,107.309998,107.620003,187500,106.199106
"140",107.889999,108.5,107.739998,107.860001,244400,106.435935
"141",107.629997,109,107.220001,108.309998,435100,106.879991
"142",107.889999,108.290001,107.480003,107.75,399200,106.327387
"143",107.730003,108.599998,106.57,106.57,592900,105.162966
"144",107.400002,108.07,105.510002,106.519997,580400,105.113623
"145",106.330002,106.769997,105.440002,105.839996,1171600,104.442601
"146",100.910004,104.110001,100.25,101.5,2292400,100.159905
"147",102.5,103.269997,102.110001,103.050003,1083800,101.689444
"148",103.709999,104.230003,102.580002,103.269997,1218800,101.906533
"149",103.209999,103.220001,100.980003,101.370003,1103900,100.031624
"150",101.370003,101.400002,97.029999,97.519997,1815700,96.232449
"151",98.510002,99.480003,96.400002,97.080002,1373800,95.798264
"152",96.580002,97.059998,94.120003,95.279999,1542300,94.022026
"153",95.279999,95.970001,94.910004,95.080002,1470800,93.82467
"154",95.099998,97.150002,94.800003,97.099998,991600,95.817996
"155",97.150002,97.519997,95.949997,97.470001,1150100,96.183114
"156",97.160004,98.029999,96.620003,97.760002,799600,96.469286
"157",98.239998,99.010002,97.300003,98.580002,777100,97.278459
"158",98.720001,98.910004,97.879997,98.400002,993700,97.100836
"159",98.57,99.029999,97.879997,98.650002,870800,97.347535
"160",97.629997,98.190002,96.959999,97.519997,783900,96.232449
"161",98,98,95.269997,95.419998,1060600,94.160177
"162",95.669998,95.769997,94.519997,95.419998,1363100,94.160177
"163",94.339996,94.620003,92.830002,92.940002,2806000,91.712924
"164",93.339996,93.860001,91.839996,93.440002,2076900,92.206323
"165",93.419998,98.360001,92.949997,97.919998,6016300,96.62717
"166",97.629997,97.989998,95.07,95.5,1573700,94.239123
"167",95.970001,97.019997,95.300003,95.949997,1330300,94.683178
"168",96.050003,97.199997,95.879997,96.589996,877400,95.314728
"169",95.940002,97.029999,95.940002,96.080002,575100,94.811467
"170",96.519997,97.059998,95.849998,96.519997,761400,95.245652
"171",96.489998,97.040001,96,96.419998,528700,95.146974
"172",96.290001,96.959999,95.919998,96.790001,655800,95.512092
"173",96.879997,97.480003,96.529999,97.010002,1088100,95.729188
"174",98,98.480003,96.160004,96.610001,1435800,95.334468
"175",96.279999,96.309998,94.75,95.550003,916800,94.288465
"176",95.650002,96.489998,95.370003,95.709999,583100,94.446349
"177",95.589996,96.360001,95.059998,96.279999,676500,95.008823
"178",96.190002,96.440002,95.959999,96.419998,350600,95.146974
"179",96.25,96.870003,96.25,96.379997,370600,95.107501
"180",95.940002,97.129997,95.940002,96.779999,714200,95.502222
"181",96.440002,96.790001,96.160004,96.529999,440200,95.255522
"182",96.639999,96.889999,95.870003,96.080002,542200,94.811467
"183",96.150002,97.290001,95.879997,96.940002,687900,95.660113
"184",96.510002,96.910004,94.5,95.510002,811600,94.248993
"185",94.57,94.870003,93.849998,94.040001,654900,93.399812
"186",94.220001,94.639999,93.970001,94.230003,435300,93.588521
"187",94.040001,94.040001,92.550003,92.910004,749300,92.277507
"188",93.18,94.050003,93.150002,93.889999,829700,93.250831
"189",93.110001,93.550003,92.360001,92.360001,664000,91.731248
"190",92.300003,92.800003,91.959999,92.330002,599200,91.701454
"191",92.889999,94.82,92.889999,94.720001,774100,94.075183
"192",94.720001,94.720001,93.349998,94.470001,943800,93.826885
"193",95.129997,96.260002,94.830002,96,707900,95.346468
"194",95.330002,95.739998,94.349998,94.650002,509900,94.00566
"195",94.540001,95.620003,93.410004,95.239998,951300,94.59164
"196",95.139999,95.809998,94.720001,95.529999,577300,94.879666
"197",95.889999,96.190002,95.699997,95.93,926700,95.276945
"198",95.959999,96.660004,95.589996,95.589996,428300,94.939255
"199",95.129997,95.620003,94.529999,94.57,372900,93.926203
"200",94.760002,94.900002,92.790001,92.849998,449400,92.21791
"201",92.459999,92.730003,91.739998,92.330002,472900,91.701454
"202",92.199997,93.209999,92,92.93,432600,92.297368
"203",93.349998,94.269997,93.239998,93.860001,341400,93.221037
"204",92.790001,94.580002,92.769997,93.190002,959500,92.5556
"205",92.82,92.980003,90.709999,91.75,740600,91.1254
"206",91.760002,92.959999,91.510002,92.730003,714600,92.098732
"207",92.800003,94.190002,92.709999,93.269997,1054100,92.635049
"208",93.169998,93.599998,92.839996,93.32,618500,92.684712
"209",93.559998,93.599998,92.309998,92.849998,896200,92.21791
"210",92.919998,93.309998,92.419998,92.910004,353900,92.277507
"211",92.779999,93.599998,92.779999,93.269997,397500,92.635049
"212",93.349998,93.639999,92.800003,92.830002,599400,92.19805
"213",92.68,93.129997,92,92.669998,650900,92.039136
"214",92.980003,93.589996,92.5,92.540001,600500,91.910023
"215",92.470001,92.669998,91.650002,92.110001,355000,91.48295
"216",91.379997,92.089996,90.82,91.669998,673600,91.045943
"217",92.260002,92.93,92.25,92.57,780500,91.939818
"218",92.75,94.410004,91.730003,92.449997,1031100,91.820632
"219",92.75,93.290001,91.419998,93.019997,929300,92.386751
"220",92.959999,93.709999,92.339996,93.129997,587400,92.496003
"221",93.120003,93.25,91.620003,91.989998,462400,91.363764
"222",92.349998,92.660004,91.260002,91.459999,613400,90.837374
"223",91.239998,91.669998,90.809998,91.339996,586400,90.718188
"224",91.279999,91.379997,90.389999,90.940002,746200,90.320917
"225",90.599998,91.230003,89.470001,89.849998,1054300,89.238333
"226",90.589996,91.559998,90.110001,91.470001,692300,90.847308
"227",92.57,92.980003,92.220001,92.830002,720000,92.19805
"228",92.690002,93.160004,91.720001,91.809998,508300,91.184989
"229",92.029999,92.32,91.099998,91.639999,404800,91.016149
"230",92.019997,92.980003,91.739998,92.589996,454600,91.959678
"231",93.470001,94.309998,93.220001,94.080002,764500,93.43954
"232",93.830002,94.739998,93.529999,94.209999,1230900,93.568653
"233",93.75,94.260002,93.209999,94.010002,696400,93.370017
"234",94.040001,94.470001,92.550003,92.690002,943600,92.059004
"235",93.209999,94.099998,92.5,94.040001,690300,93.399812
"236",94.010002,94.18,93.5,93.839996,1251300,93.201169
"237",93.779999,94.360001,93.360001,93.760002,387600,93.121719
"238",93.949997,94.209999,93.360001,93.699997,389100,93.062122
"239",93.910004,94.18,93.040001,93.739998,562700,93.101851
"240",93.419998,93.82,92.989998,93.57,420500,92.93301
"241",93.650002,94.059998,93.209999,93.540001,407800,92.903216
"242",93.169998,93.75,92.300003,92.580002,630900,91.949752
"243",92.900002,93.059998,92.120003,92.870003,413300,92.237779
"244",92.940002,93.099998,91.949997,92.410004,398400,91.780911
"245",92.220001,92.220001,90.309998,90.470001,1243300,89.854115
"246",90.540001,90.910004,89.900002,90.230003,742300,89.615751
"247",90.010002,90.720001,89.709999,90.339996,506200,89.724995
"248",90.25,90.839996,89.75,90.75,495700,90.75
"249",91.839996,91.870003,90.629997,91,689300,91
"250",91.019997,91.589996,90.589996,91.529999,661300,91.529999
"251",91.089996,91.440002,90.790001,90.839996,575600,90.839996
"252",90.730003,90.980003,90.160004,90.230003,563500,90.230003
"253",90.769997,91.839996,90.660004,91.43,481900,91.43
