"","PX.Open","PX.High","PX.Low","PX.Close","PX.Volume","PX.Adjusted"
"55",131.910004,131.979996,131.300003,131.360001,719800,128.577635
"56",131.399994,131.740005,130.860001,131.139999,503900,128.362293
"57",130.539993,131.720001,130.110001,131.440002,553300,128.655942
"58",131.919998,131.919998,131.050003,131.550003,570000,128.763613
"59",131.820007,131.979996,131.139999,131.660004,768800,128.871283
"60",131.559998,132.610001,131.419998,132.229996,874700,129.429202
"61",130.899994,131.949997,130.899994,131.880005,1160800,129.724305
"62",131.699997,132.559998,131.470001,132.559998,748900,130.393183
"63",132.240005,133.119995,132.009995,132.529999,900400,130.363674
"64",132.25,132.369995,131.820007,132.110001,1213700,129.950541
"65",131.880005,132.820007,131.5,132.800003,1139400,130.629265
"66",132.110001,132.949997,130.919998,131.160004,1782600,129.016073
"67",131.289993,132.210007,131.089996,131.630005,1014200,129.478392
"68",131.520004,131.899994,130.919998,131.550003,810000,129.399697
"69",131.610001,132.690002,130.910004,132.190002,866900,130.029235
"70",132.669998,133.089996,131.850006,132.490005,1069200,130.324335
"71",132.830002,134,132.570007,133.460007,1250800,131.27848
"72",134.059998,134.059998,133.110001,133.520004,1756900,131.337497
"73",133.479996,133.860001,132.949997,133.169998,1402100,130.993212
"74",133.029999,133.059998,132.009995,132.039993,1094700,129.881678
"75",132.399994,133.770004,132.020004,133.75,1233300,131.563733
"76",133.490005,133.509995,131.75,131.759995,1403500,129.606256
"77",131.740005,132.619995,131.710007,132.559998,1160800,130.393183
"78",131.149994,132.160004,130.339996,130.880005,1587300,128.740651
"79",130.479996,131.089996,128.990005,129,1603800,126.891377
"80",128.809998,129.289993,125.589996,125.830002,2243100,123.773195
"81",125.449997,125.760002,124.410004,125.300003,1887900,123.251859
"82",125.650002,126.089996,125.010002,125.519997,1179200,123.468257
"83",126,126.540001,125.220001,125.620003,1973800,123.566628
"84",125.190002,125.360001,123.449997,123.470001,1083800,121.451771
"85",123.849998,125.07,122.199997,124.940002,1348800,122.897743
"86",124.860001,125.099998,121.669998,121.980003,1413700,119.986128
"87",121.75,122.260002,120.400002,120.769997,2291200,118.7959
"88",121,121.559998,118.709999,118.809998,1448200,116.867939
"89",119.300003,121.279999,118.959999,120.190002,1360200,118.225386
"90",118.82,121.559998,117.32,121.389999,2352800,119.405768
"91",120.139999,123.160004,120.099998,122.360001,1444000,120.359914
"92",122.870003,124.660004,122.830002,124.110001,1438400,122.081309
"93",123.360001,125.629997,123.32,125.510002,1003000,123.458426
"94",126.43,128.149994,125.529999,127.57,1623500,125.484751
"95",128.330002,128.669998,126.980003,127.010002,1366700,124.933907
"96",128.169998,128.339996,126.339996,126.580002,1606800,124.510935
"97",126.510002,128,126.419998,127.720001,868100,125.632301
"98",126.239998,126.879997,124.949997,125.510002,1802700,123.458426
"99",126.339996,126.980003,125.239998,125.699997,2932700,123.645315
"100",122.339996,124.989998,121.980003,122.610001,5268800,120.605828
"101",122.349998,123.669998,121.650002,122.669998,1881700,120.664844
"102",124.220001,126.010002,123.290001,125.989998,2752200,123.930576
"103",126.199997,126.300003,123.800003,124.419998,1870400,122.386239
"104",124.419998,124.949997,123.599998,124.269997,1076100,122.238689
"105",124.980003,125.870003,124.410004,125.769997,1240600,123.714171
"106",125.559998,126.660004,125.239998,126.57,894400,124.501097
"107",126.910004,126.970001,125.959999,126.669998,868500,124.599461
"108",126.690002,126.720001,125.459999,126.370003,1222700,124.304369
"109",126.440002,127,126.25,126.699997,721600,124.628969
"110",126.029999,126.989998,125.709999,126.230003,979200,124.166658
"111",126.639999,126.910004,125.940002,126.730003,816200,124.658485
"112",127.019997,127.019997,125.610001,125.860001,886100,123.802703
"113",126.019997,126.769997,125.779999,126.260002,757400,124.196166
"114",126.559998,128.229996,126.07,127.830002,1291600,125.740503
"115",127.970001,128.470001,127.5,128.259995,1007600,126.163467
"116",127.690002,129.119995,127.529999,128.820007,991800,126.714326
"117",129.850006,131.179993,129.839996,130.550003,1342300,128.416043
"118",130.720001,130.779999,129.350006,129.479996,974800,127.363526
"119",129.490005,129.929993,128.570007,128.649994,1230600,126.547092
"120",128.580002,129.910004,128.300003,129.880005,965500,127.756997
"121",130.449997,130.740005,128.139999,128.380005,633100,126.281516
"122",127.910004,128.309998,126.940002,127.559998,1093300,125.474912
"123",127.82,128.490005,127.489998,128.449997,889600,126.350364
"124",127.769997,129.910004,127.25,129.699997,1240800,128.22881
"125",129.649994,129.860001,128.800003,129.509995,729900,128.040962
"126",129.339996,129.839996,129.149994,129.529999,749500,128.06074
"127",129.289993,129.320007,127.860001,128.070007,1045100,126.617309
"128",127.849998,128.080002,126.919998,127.699997,1137900,126.251496
"129",127.690002,127.709999,125.32,125.599998,1234000,124.175317
"130",125.790001,127.260002,125.769997,126.260002,1169000,124.827835
"131",124.970001,125.57,123.720001,123.720001,1257500,122.316645
"132",124.440002,124.779999,123.339996,123.910004,1540400,122.504492
"133",122.400002,126.199997,121.959999,123.269997,1284300,121.871745
"134",124.150002,126.760002,123.860001,126.480003,1119500,125.04534
"135",127.25,130.470001,127.050003,130.449997,1656900,128.970302
"136",130.570007,130.800003,129.460007,130.050003,2038700,128.574846
"137",129.910004,131.350006,129.600006,131.339996,932400,129.850206
"138",131.699997,132.5,131.429993,132.089996,1026300,130.591699
"139",132.25,132.350006,131.669998,131.740005,422900,130.245678
"140",132.199997,132.949997,131.669998,132.229996,444000,130.730111
"141",131.869995,132.649994,131.699997,132.320007,520500,130.819101
"142",131.899994,132.259995,131.210007,131.339996,640700,129.850206
"143",131.529999,131.699997,129.559998,129.559998,764900,128.090398
"144",129.639999,130.220001,128.850006,129.949997,683700,128.475974
"145",128.820007,129.059998,126.110001,126.519997,1165700,125.08488
"146",126.199997,127.019997,124.82,124.900002,1349800,123.483261
"147",125.870003,126.650002,125.25,126.300003,861300,124.867382
"148",127.889999,128.860001,127.230003,128.380005,1089700,126.92379
"149",128.850006,128.850006,126.5,126.650002,986800,125.21341
"150",126.769997,127.309998,125.360001,126.370003,1022600,124.936588
"151",126.900002,127.489998,124.599998,125.5,1235000,124.076453
"152",123.279999,125,123.199997,124.589996,1231700,123.176772
"153",124.589996,126.220001,124.400002,124.470001,787600,123.058138
"154",124.470001,124.68,122.519997,123.529999,1990600,122.128798
"155",123.870003,125.339996,123.660004,124.910004,1563400,123.493149
"156",124.57,125.949997,124.080002,125.669998,1030200,124.244523
"157",126.650002,127.690002,125.669998,127.459999,1170600,126.01422
"158",127.43,127.540001,126.290001,126.339996,1066700,124.906921
"159",123.550003,125.57,123.550003,124.519997,1408300,123.107566
"160",122.900002,124.629997,122.5,123.199997,1831900,121.802539
"161",124.190002,127.330002,122.599998,122.629997,2334800,121.239005
"162",123.029999,123.230003,120.169998,121.449997,1981000,120.072389
"163",119.919998,122.019997,119.919998,120.589996,2048800,119.222144
"164",121.080002,122.529999,119.879997,122.220001,2307000,120.833659
"165",123.550003,123.779999,122.32,123.480003,1520600,122.079369
"166",122.620003,123.720001,122.459999,122.709999,1394400,121.318099
"167",123.639999,124.660004,122.650002,124.610001,1330900,123.196549
"168",124.150002,125.879997,123.949997,125.25,1431100,123.829289
"169",125,125.690002,124.599998,125.040001,1262800,123.621672
"170",125.239998,125.559998,124.489998,124.910004,1188700,123.493149
"171",124.910004,125.059998,123.900002,124.349998,1226800,122.939496
"172",125,125.550003,124.769997,125.360001,1289800,123.938042
"173",125.5,126.980003,125.339996,126.889999,770200,125.450686
"174",126.669998,128,126.169998,127.449997,759500,126.004331
"175",127.440002,127.769997,126.510002,127.629997,728400,126.18229
"176",127.620003,129.240005,126.959999,128.860001,1082400,127.398341
"177",128.850006,129.5,127.43,129.309998,1075800,127.843234
"178",128.960007,129.449997,128.139999,128.389999,872400,126.933671
"179",128.580002,128.869995,127.980003,128.380005,830400,126.92379
"180",128.330002,129,128.259995,128.589996,719500,127.1314
"181",128.309998,128.940002,127.660004,127.900002,1462500,126.449232
"182",127.980003,128.619995,127.730003,127.900002,1249000,126.449232
"183",127.900002,130.380005,127.610001,130.279999,1376400,128.802232
"184",129.820007,129.869995,128.919998,129.050003,1223800,127.586189
"185",128.190002,128.419998,126.57,127.720001,1996900,126.974778
"186",127.919998,128.080002,127,127.739998,2209100,126.994658
"187",126.470001,127.050003,126.160004,126.290001,1849200,125.553122
"188",126.32,126.809998,125.940002,126.25,1934500,125.513354
"189",125.199997,125.589996,124.019997,124.360001,1703800,123.634383
"190",124.360001,125.32,124.110001,124.220001,1429000,123.4952
"191",124.650002,125.730003,124.43,125.629997,1544000,124.896969
"192",125.300003,125.400002,123.089996,123.800003,1332300,123.077653
"193",125.540001,125.550003,123.260002,124.239998,1437600,123.51508
"194",123.900002,123.989998,122.019997,122.82,1374400,122.103367
"195",122.150002,125.5,121.379997,124.809998,1277800,124.081754
"196",123.839996,124.220001,122,122.010002,1394400,121.298096
"197",120.830002,123.18,119.690002,121.919998,3025100,121.208617
"198",121.919998,122.400002,121.629997,121.980003,1100400,121.268272
"199",121.660004,122.849998,121.540001,121.550003,1301700,120.840781
"200",121.769997,122.160004,120.290001,120.300003,1008100,119.598074
"201",120.190002,120.879997,120.059998,120.510002,1040100,119.806848
"202",120.279999,120.940002,120.050003,120.160004,1071700,119.458892
"203",121.029999,121.949997,120.650002,121.519997,846900,120.81095
"204",121.220001,121.669998,120.68,120.739998,997500,120.035502
"205",120.580002,121.169998,119.75,121.010002,1231700,120.303931
"206",120.650002,122.559998,120.309998,122.269997,1334700,121.556573
"207",122.309998,122.989998,121.739998,122.260002,1085500,121.546637
"208",122.080002,123.339996,122.080002,122.769997,922400,122.053656
"209",122.739998,123.220001,122.019997,122.360001,1012400,121.646052
"210",122.610001,123,122.169998,122.57,1327300,121.854826
"211",123,123,121.489998,122.360001,1690400,121.646052
"212",122.489998,122.720001,121.129997,121.220001,1380000,120.512705
"213",121.300003,121.690002,120.43,121,1566100,120.293987
"214",121.580002,122.330002,121.199997,121.5,1429400,120.79107
"215",121.470001,121.879997,120.660004,121.239998,1060100,120.532585
"216",120.389999,120.93,120.059998,120.449997,1048900,119.747193
"217",121.519997,122.190002,120.919998,122,1644200,121.288152
"218",122.129997,122.419998,121.07,121.230003,1703500,120.522648
"219",121.309998,121.589996,120.309998,121.260002,965100,120.552472
"220",121.459999,122.419998,121,121.860001,979700,121.14897
"221",121.980003,122.5,121.449997,122.459999,1042500,121.745467
"222",122.5,123.730003,121.970001,123.589996,1804400,122.868871
"223",123.160004,123.940002,122.25,122.790001,1563300,122.073544
"224",120,124.989998,119.809998,124.690002,2635200,123.962459
"225",124.18,124.300003,121.239998,121.93,3068600,121.218561
"226",122.25,123.660004,122.080002,122.75,1204300,122.033776
"227",123.010002,123.349998,122.040001,122.269997,826100,121.556573
"228",122.480003,122.830002,120.529999,120.910004,796500,120.204516
"229",121.760002,121.959999,119.440002,119.849998,1453000,119.150696
"230",119.43,121.029999,119.139999,120.769997,1039000,120.065326
"231",122.07,122.239998,120.910004,121.019997,1408700,120.313867
"232",120.709999,121.099998,118.970001,119.150002,1696000,118.454783
"233",118.839996,118.839996,117.459999,117.839996,1810800,117.152421
"234",117.82,118.239998,117.190002,117.809998,1509900,117.122598
"235",118.760002,120.699997,118.32,120.610001,1515300,119.906263
"236",120.269997,123.07,120.269997,122.400002,1920100,121.68582
"237",122.019997,122.230003,121.139999,121.849998,938700,121.139026
"238",121.879997,121.879997,120.739998,121.330002,887700,120.622063
"239",121.779999,122.349998,121,121.480003,1083900,120.77119
"240",121.330002,121.870003,121.07,121.860001,830200,121.14897
"241",121.699997,122.300003,121.160004,122.010002,1430900,121.298096
"242",121.220001,121.68,120.870003,121.669998,1429900,120.960076
"243",121.230003,121.639999,120.669998,121.529999,1229500,120.820893
"244",121.290001,122.760002,121.150002,122.75,1354800,122.033776
"245",122.559998,123.330002,122.239998,122.860001,2269000,122.143135
"246",123.010002,123.089996,121.800003,122.459999,1448400,121.745467
"247",122.379997,122.68,121.699997,122.540001,1212900,121.825002
"248",121.900002,122.82,121.900002,122.82,1319600,122.82
"249",120.900002,122.139999,120.900002,121.379997,1691700,121.379997
"250",120.900002,121.739998,120.57,121.379997,1220600,121.379997
"251",121.379997,121.980003,121.099998,121.790001,2319300,121.790001
"252",121.93,122.300003,121.599998,121.959999,1617000,121.959999
"253",122.650002,123.059998,122.029999,123.010002,1007600,123.010002
