"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"38",84.239998,84.629997,83.720001,83.940002,1251000,83.201708
"39",84.269997,84.519997,83.5,84.389999,1181100,83.647747
"40",84.129997,84.18,83.110001,83.209999,1716500,82.478126
"41",83.059998,84.220001,83.059998,83.559998,1763100,82.825046
"42",83.769997,83.839996,83.110001,83.480003,1102900,82.745755
"43",83.690002,84.699997,83.660004,84.559998,1030600,83.81625
"44",84.68,85.089996,84.330002,84.870003,1076500,84.123529
"45",84.610001,85.379997,84.610001,84.980003,936900,84.232562
"46",85.589996,86.230003,85.449997,85.870003,928800,85.114733
"47",85.800003,85.919998,85.169998,85.239998,1651500,84.490269
"48",85.489998,85.870003,84.129997,84.589996,2070600,83.845985
"49",84.980003,85.779999,84.900002,85.510002,1512900,84.757899
"50",85.720001,86.410004,85.480003,86.019997,2151900,85.263408
"51",85.629997,86.589996,85.629997,86.290001,1905400,85.531037
"52",86.309998,87.18,86.139999,86.93,1607400,86.165408
"53",87.050003,87.400002,86.480003,86.690002,1293900,85.927521
"54",87.010002,87.68,86.82,87.400002,1163600,86.631275
"55",87.419998,87.720001,87.059998,87.080002,1100400,86.31409
"56",87.120003,87.519997,86.690002,86.830002,827400,86.066289
"57",86.43,87.190002,86.349998,86.910004,756900,86.145587
"58",87.209999,87.449997,86.760002,87.160004,898500,86.393388
"59",87.389999,88.349998,87.220001,87.699997,1179000,86.928632
"60",87.989998,88.139999,87.709999,87.790001,1118800,87.017844
"61",87.870003,88.610001,87.519997,87.980003,1292900,87.206175
"62",87.760002,87.779999,87.089996,87.529999,1129100,86.760129
"63",87.230003,88,87.120003,87.480003,751200,86.710573
"64",87.239998,87.489998,86.389999,86.470001,1125900,85.709454
"65",86.68,87.120003,86.410004,86.709999,685900,85.947341
"66",86.239998,87.139999,86.209999,86.839996,708400,86.076195
"67",86.910004,87.300003,86.68,87.080002,1057900,86.31409
"68",87.099998,87.660004,86.769997,87.300003,1028100,86.532156
"69",87.089996,87.400002,86.650002,87.010002,860500,86.244706
"70",87.389999,87.660004,86.68,86.989998,1384200,86.224877
"71",87.419998,88,87.139999,87.900002,1280900,87.126877
"72",87.800003,87.82,86.809998,86.919998,2513600,86.155493
"73",86.730003,86.809998,86.239998,86.5,885900,85.739189
"74",86.190002,86.580002,86.080002,86.269997,2053600,85.511209
"75",86.209999,87.440002,86.160004,87.290001,802800,86.522242
"76",86.940002,87.029999,86.18,86.300003,1336800,85.540951
"77",86.470001,87.470001,86.269997,87.190002,935900,86.423123
"78",86.410004,87.620003,86.339996,87.510002,1163100,86.740308
"79",87.400002,87.879997,87.230003,87.669998,1779200,86.898897
"80",87.489998,87.639999,86.370003,86.650002,1760500,85.887871
"81",86.730003,87.239998,86.230003,86.860001,945700,86.096023
"82",87.330002,88.010002,86.949997,87.580002,1079700,86.809692
"83",87.790001,87.959999,87.029999,87.269997,1207900,86.502413
"84",86.650002,86.980003,85.419998,85.43,1762500,84.678601
"85",84.879997,84.879997,82.5,83.480003,4533500,82.745755
"86",83.43,84.160004,81.260002,81.269997,2929600,80.555186
"87",81.75,82.589996,80.419998,80.449997,2630800,79.742399
"88",80.629997,80.949997,79.510002,79.550003,2030000,78.850321
"89",79.830002,80.739998,79.669998,80.050003,2011800,79.345923
"90",79.290001,80.330002,78.260002,80,3116500,79.29636
"91",79.239998,80.510002,79.239998,79.93,1863300,79.226976
"92",80.610001,81.480003,79.93,80.970001,1674600,80.25783
"93",80.419998,81.330002,80.050003,80.199997,2597200,79.494598
"94",80.910004,81.959999,80.760002,81.93,3093500,81.209385
"95",82.18,82.379997,81.639999,81.68,1558100,80.961584
"96",82.480003,82.839996,81.339996,81.580002,1288000,80.862465
"97",81.5,82.410004,81.339996,82.379997,852900,81.655424
"98",82.449997,82.839996,82.110001,82.480003,818200,81.754551
"99",82.919998,83.5,82.739998,83.489998,971200,82.755662
"100",83.900002,83.900002,82.459999,82.849998,1368100,82.121291
"101",82.559998,83.779999,82.360001,83.089996,1780000,82.60845
"102",83.529999,86.059998,83.529999,86,2073100,85.501589
"103",86.190002,87.32,85.879997,87.18,1470900,86.67475
"104",87.260002,88.529999,86.800003,88.449997,1575200,87.937387
"105",88.800003,88.839996,88.169998,88.669998,927900,88.156113
"106",88.510002,89.18,88.349998,89.18,1389700,88.66316
"107",89,89.879997,88.809998,89.82,1495300,89.29945
"108",89.480003,90.709999,89.449997,90.709999,1090700,90.184291
"109",90.5,91,89.800003,90.18,1039300,89.657364
"110",90.150002,90.599998,89.610001,90.379997,874000,89.856202
"111",90.260002,90.93,89.839996,89.910004,1017000,89.388932
"112",89.809998,90.690002,89.559998,89.849998,881000,89.329275
"113",90.449997,90.730003,90.160004,90.470001,988400,89.945684
"114",90.440002,90.949997,90.169998,90.589996,945400,90.064984
"115",90.290001,90.75,90.040001,90.389999,1032100,89.866146
"116",89.760002,90.949997,89.760002,90.32,1126500,89.796552
"117",91.220001,91.519997,90.410004,91.389999,1636800,90.860351
"118",91.639999,92.400002,91.400002,92.309998,1038900,91.775017
"119",92.5,92.5,91.900002,91.93,1338800,91.397222
"120",92.139999,92.139999,91.269997,91.800003,734600,91.267978
"121",91.800003,92.699997,91.480003,92.489998,678900,91.953974
"122",92.279999,92.730003,91.839996,92.419998,1243100,91.88438
"123",92.25,92.720001,92.18,92.620003,910500,92.083225
"124",92.529999,93.849998,92.110001,93.760002,1422700,93.216618
"125",93.489998,95.419998,93.489998,94.639999,3012200,94.091515
"126",94.870003,95.809998,94.540001,95.099998,1601200,94.548848
"127",95.099998,97.730003,94.830002,97.599998,3190100,97.03436
"128",96.739998,98.099998,96.660004,97.190002,2591500,96.62674
"129",97.019997,97.779999,96.129997,96.32,2447700,95.761779
"130",96.529999,97.5,96.120003,96.290001,1989600,95.731954
"131",95.559998,96.360001,94.989998,95.010002,1436200,94.459374
"132",96.220001,96.559998,94.440002,94.860001,1867300,94.310241
"133",94.529999,95.970001,94.480003,94.510002,1815700,93.962271
"134",95.010002,96.07,94.309998,95.650002,1724900,95.095664
"135",96.620003,96.949997,95.830002,96.699997,2547900,96.139574
"136",97.230003,97.360001,96.589996,96.690002,2574800,96.129638
"137",97,97.25,96.580002,97.040001,1013700,96.477608
"138",97.160004,97.400002,96.620003,96.669998,1742800,96.109749
"139",96.779999,97,96.300003,96.519997,657300,95.960617
"140",96.849998,96.849998,96,96.260002,683800,95.702129
"141",96.019997,96.529999,95.639999,95.93,782600,95.37404
"142",95.940002,96.5,95.730003,96.230003,834400,95.672304
"143",96.349998,96.650002,94.790001,94.830002,997200,94.280417
"144",95.489998,96.050003,93.599998,94.330002,933900,93.783314
"145",93.879997,94.309998,93.029999,93.419998,1107600,92.878585
"146",93.970001,94.93,92.639999,92.860001,1793200,92.321832
"147",92.709999,93.980003,92.300003,93.919998,1190100,93.375687
"148",94.540001,95.860001,94.459999,95.300003,1444100,94.747694
"149",95.269997,95.489998,94.470001,94.779999,911000,94.230703
"150",94.660004,95.230003,93.400002,93.440002,962800,92.898473
"151",94.199997,95.639999,93.230003,93.830002,951300,93.286212
"152",92.639999,93.730003,92.160004,93.690002,1529500,93.147024
"153",93.75,94.57,93.040001,93.550003,1072600,93.007836
"154",93.730003,95.620003,93.629997,95.559998,1402700,95.006182
"155",95.919998,96.160004,94.099998,94.669998,948800,94.12134
"156",94.290001,95.400002,93.349998,94.550003,960000,94.002041
"157",94.889999,96.040001,94.129997,95.699997,1261200,95.14537
"158",95.980003,96.300003,94.349998,94.419998,865500,93.872789
"159",94.239998,94.599998,93.739998,94.169998,755400,93.624238
"160",93.589996,94.169998,92.82,93.339996,866900,92.799046
"161",93.839996,94.050003,91.040001,91.089996,1425200,90.562086
"162",90.830002,91.43,90.339996,91.18,1249500,90.901051
"163",90.220001,90.940002,89.349998,90.050003,2157300,89.774511
"164",90.360001,91.879997,89.650002,91.849998,1254500,91.568999
"165",92.209999,92.809998,91.989998,92.769997,1105100,92.486183
"166",92.599998,93.690002,92.489998,93.120003,1387100,92.835118
"167",93.199997,93.989998,92.879997,93.720001,1304400,93.433281
"168",94.989998,97,94.959999,96.419998,2784800,96.125018
"169",96.18,96.959999,95.760002,96.639999,1292000,96.344346
"170",97,98.339996,96.959999,98.190002,1673900,97.889607
"171",98.269997,100.25,98.010002,100.080002,1687100,99.773824
"172",100.019997,100.989998,99.889999,100.739998,1627300,100.431801
"173",100.580002,101.300003,100.300003,100.559998,1476300,100.252352
"174",100.300003,101.18,100.300003,100.709999,1369700,100.401894
"175",100.690002,101.220001,99.769997,100.559998,1251900,100.252352
"176",100.32,100.660004,99.949997,100.279999,810300,99.973209
"177",100,100.489998,99.230003,100.339996,1264800,100.033023
"178",99.980003,100.709999,99.410004,100.510002,1300700,100.202509
"179",100.300003,100.949997,100.099998,100.589996,947000,100.282259
"180",100.239998,101,100.209999,100.449997,968600,100.142687
"181",100.239998,100.449997,99.449997,100.220001,1255800,99.913395
"182",100.349998,107.080002,99.650002,100.360001,1295900,100.052966
"183",100.32,100.32,99.779999,100.239998,1169700,99.933331
"184",99.949997,100.57,99.410004,99.919998,1040800,99.61431
"185",99.809998,99.970001,99.120003,99.629997,1109000,99.325196
"186",99.690002,100.300003,99.339996,100.230003,756900,99.923367
"187",100.059998,101,98.580002,98.790001,889800,98.48777
"188",98.779999,99.160004,98.059998,98.93,810000,98.627341
"189",97.959999,98.410004,96,96.019997,1623800,95.72624
"190",95.959999,96.660004,95.559998,96.43,729800,96.134989
"191",97.099998,98.309998,96.550003,98.279999,1016300,97.979328
"192",98.18,98.290001,96.349998,96.879997,924300,96.58361
"193",96.400002,98.849998,96.400002,98.75,1109300,98.447891
"194",98.269997,98.730003,97.32,98.5,863900,98.198656
"195",98.230003,100,97.370003,99.529999,1011700,99.225504
"196",99.209999,99.209999,97.82,98.910004,793400,98.607406
"197",99.169998,99.940002,98.410004,99.300003,1949000,98.996212
"198",99.849998,99.849998,99.07,99.089996,869800,98.786848
"199",98.82,99.290001,98.160004,98.18,703400,97.879636
"200",98.239998,98.5,95.940002,95.949997,980100,95.656454
"201",95.519997,96.279999,95.290001,96.029999,1147500,95.736212
"202",95.940002,96.699997,95.510002,95.870003,1345200,95.576705
"203",96.57,98.25,96.370003,98.099998,1092700,97.799878
"204",97.400002,97.559998,95.959999,96.120003,1799900,95.82594
"205",95.839996,96.949997,95.32,96.230003,1374000,95.935604
"206",96.220001,96.760002,95.75,96.629997,874300,96.334374
"207",96.169998,98.440002,95.830002,97.830002,1109700,97.530708
"208",97.839996,98,97.300003,97.32,711100,97.022266
"209",97.540001,98.720001,97.330002,98.639999,870100,98.338227
"210",98.410004,98.940002,97.610001,98.419998,763900,98.118899
"211",98.300003,98.690002,97.93,98.25,553400,97.949421
"212",98.269997,98.989998,98.07,98.620003,569300,98.318292
"213",98.43,98.790001,97.440002,98.580002,832600,98.278413
"214",98.940002,99.029999,98.400002,98.480003,821100,98.178721
"215",97.800003,98.019997,97.199997,97.620003,1060000,97.321351
"216",97.110001,97.139999,95.690002,96.169998,2058800,95.875783
"217",96.730003,97.470001,96.580002,97.400002,1037600,97.102023
"218",97.5,97.82,96.730003,97.099998,1228500,96.802938
"219",96.449997,97.459999,96.260002,97.199997,1269600,96.90263
"220",96.800003,97.830002,96.5,97.410004,742500,97.111995
"221",97.300003,98.150002,96.669998,97.839996,818700,97.540672
"222",98.510002,98.629997,97.660004,97.919998,1313600,97.620429
"223",97.589996,98.120003,96.980003,98.059998,824600,97.76
"224",97.760002,98.410004,97.239998,97.879997,845400,97.879997
"225",97.349998,98.150002,95.870003,96.230003,1889700,96.230003
"226",96.879997,99.260002,96.720001,98.419998,1314400,98.419998
"227",98.5,98.959999,97.989998,98.800003,786400,98.800003
"228",98.790001,99.309998,97.650002,97.690002,5807900,97.690002
"229",97.870003,98,96.669998,97.379997,1037100,97.379997
"230",97.550003,98.139999,96.830002,97.910004,1293800,97.910004
"231",98.980003,100,98.660004,99.889999,1650200,99.889999
"232",99.629997,100.849998,99.629997,100.190002,1540100,100.190002
"233",99.540001,99.940002,98.720001,99.110001,860400,99.110001
"234",99.029999,99.5,98.199997,98.629997,1301400,98.629997
"235",99.400002,100.040001,98.730003,99.980003,1381800,99.980003
"236",99.959999,100.300003,99,99.550003,1592200,99.550003
"237",99.629997,101.110001,99.400002,101.050003,1098300,101.050003
"238",101.279999,101.830002,100.919998,101.43,1362000,101.43
"239",101.489998,102.360001,101.059998,102.209999,1164400,102.209999
"240",101.800003,102.419998,101.699997,102.360001,1248900,102.360001
"241",101.870003,103.330002,101.870003,102.889999,1844500,102.889999
"242",102.379997,102.889999,101.599998,102.150002,1343400,102.150002
"243",102.519997,103.400002,102.019997,102.970001,1205300,102.970001
"244",102.550003,102.970001,102.139999,102.900002,774100,102.900002
"245",102.980003,102.980003,101.18,101.220001,1785200,101.220001
"246",101.470001,101.809998,100.860001,100.910004,1124400,100.910004
"247",100.75,101.57,100.089996,101.199997,1008900,101.199997
"248",101.629997,102.199997,101.199997,101.910004,774900,101.910004
"249",101.290001,102.099998,100.620003,100.809998,852800,100.809998
"250",101.139999,101.790001,100.580002,100.970001,710200,100.970001
"251",100.720001,101.190002,100.43,100.470001,639900,100.470001
"252",100.5,101.07,100.379997,100.610001,634200,100.610001
"253",100.790001,102.599998,100.620003,102.389999,832700,102.389999
