"","AON.Open","AON.High","AON.Low","AON.Close","AON.Volume","AON.Adjusted"
"1",90.260002,90.620003,90.129997,90.400002,1023300,89.344829
"2",90.25,90.559998,90.120003,90.339996,1612100,89.285525
"3",90.349998,90.349998,89.220001,89.529999,1050000,88.484982
"4",89.809998,90.269997,89.559998,89.93,1225200,88.880314
"5",89.860001,90,89.410004,89.760002,971100,88.7123
"6",89.559998,90.099998,89.269997,89.980003,1162200,88.929734
"7",90.199997,91.07,89.800003,90.900002,2576900,89.838993
"8",91.019997,91.07,90.260002,90.639999,883500,89.582026
"9",90.959999,90.980003,90.459999,90.690002,2417100,89.631445
"10",90.940002,91.050003,90.400002,90.870003,1046300,89.809345
"11",90.480003,90.720001,89.839996,89.879997,1216700,88.830895
"12",89.510002,90.760002,89.510002,90.629997,1097300,89.572141
"13",90.709999,90.709999,89.739998,89.970001,936100,88.919848
"14",89.800003,90.470001,89.459999,90.389999,1379600,89.334944
"15",90.449997,90.559998,89.860001,90.089996,942900,89.038443
"16",90.190002,91.07,90.089996,90.800003,954700,89.740162
"17",90.5,91.029999,90.099998,90.239998,834400,89.186693
"18",90.580002,90.610001,89.93,90.300003,655600,89.245998
"19",90.139999,90.620003,89.849998,90.529999,779600,89.473309
"20",90.470001,90.470001,89.82,90.080002,787500,89.028565
"21",90,90.18,89.650002,89.980003,654900,88.929734
"22",89.559998,90.290001,89.029999,89.959999,1183800,88.909963
"23",89.75,90.25,89.480003,90.089996,713700,89.038443
"24",90.269997,90.860001,89.970001,90.019997,1031600,88.96926
"25",90.230003,90.300003,89.349998,89.489998,1257600,88.445447
"26",89.949997,89.959999,89.470001,89.610001,843700,88.56405
"27",89.330002,89.900002,89.040001,89.059998,1028600,88.020466
"28",89.309998,89.720001,88.900002,89.690002,759900,88.643118
"29",89.199997,89.800003,88.699997,89.699997,1175200,88.652995
"30",89.940002,91.160004,89.709999,91.050003,1376200,89.987244
"31",91.230003,91.279999,90.870003,91.080002,1295400,90.016893
"32",91.25,91.25,90.769997,90.970001,1422200,89.908176
"33",90.089996,90.089996,85.809998,86.32,2810400,85.31245
"34",85.550003,87.550003,85.550003,87.400002,1611900,86.379846
"35",87.419998,87.629997,86.139999,86.139999,1529000,85.134551
"36",86.089996,86.220001,84.959999,86.089996,1587300,85.332792
"37",85.589996,85.900002,84.32,84.360001,1595100,83.618012
