"","PG.Open","PG.High","PG.Low","PG.Close","PG.Volume","PG.Adjusted"
"1",80.029999,80.300003,80,80.150002,5658400,77.727111
"2",80.050003,80.300003,79.879997,80.059998,7453700,77.639828
"3",79.82,80.029999,79.690002,79.760002,6526800,77.348901
"4",79.730003,79.940002,79.5,79.639999,5214000,77.232526
"5",79.519997,79.940002,79.110001,79.690002,5334600,77.281018
"6",79.610001,79.790001,79.349998,79.580002,5337300,77.174342
"7",79.440002,79.940002,79.129997,79.790001,9614200,77.377993
"8",79.849998,80.57,79.800003,80.239998,12485100,77.814387
"9",80.440002,80.5,79.830002,79.93,11659900,77.51376
"10",80.059998,80.059998,79.360001,79.519997,6938900,77.116151
"11",79.419998,79.440002,78.919998,79.010002,8157300,76.621573
"12",79.040001,79.360001,78.650002,79.32,12569300,76.9222
"13",79.239998,79.290001,78.589996,78.620003,7258800,76.243363
"14",78.599998,79.190002,78.519997,79.019997,8974900,76.631266
"15",79.010002,79.459999,78.43,78.589996,10297700,76.214264
"16",78.870003,79.410004,78.510002,79.279999,8421200,76.883408
"17",79.559998,79.860001,79.440002,79.559998,6276600,77.154943
"18",79.93,80.139999,79.639999,79.980003,5501100,77.562252
"19",79.75,80.199997,79.660004,80.190002,6673600,77.765903
"20",80.029999,80.849998,79.910004,80.559998,9150200,78.124713
"21",80.660004,81.800003,80.5,81.669998,12113100,79.201159
"22",81.269997,81.910004,81.190002,81.610001,8786500,79.142975
"23",81.059998,81.57,81,81.160004,7519300,78.706581
"24",81.360001,81.739998,81.300003,81.32,6802000,78.861741
"25",81.510002,81.519997,81.089996,81.260002,9637600,78.803557
"26",80.900002,81.199997,80.75,80.940002,8940500,79.120272
"27",80.989998,81.220001,80.389999,80.400002,5844700,78.592412
"28",80.550003,80.75,80.160004,80.550003,6502400,78.739041
"29",80.330002,80.400002,79.949997,80.279999,4434300,78.475107
"30",80.290001,80.580002,79.769997,80.099998,6073200,78.299154
"31",80.330002,80.5,79.82,79.989998,5891200,78.191626
"32",80.120003,80.32,79.849998,80.260002,6273100,78.45556
"33",80.019997,80.160004,79.370003,79.559998,6293400,77.771294
"34",79.410004,79.620003,78.849998,79.260002,6757300,77.478043
"35",79.089996,79.5,78.650002,78.650002,6419600,76.881756
"36",78.699997,79.010002,78.139999,78.160004,8296500,76.402775
"37",77.760002,78.010002,77.290001,77.32,11235600,75.581656
"38",79.25,80.669998,78.830002,79.650002,18110700,77.859274
"39",79.459999,79.459999,78.660004,79.220001,12075300,77.438941
"40",78.989998,79.739998,78.980003,79.410004,7995900,77.624672
"41",79.400002,81.300003,79.269997,81.089996,12839000,79.266894
"42",81.019997,81.18,80.010002,80.139999,7904000,78.338255
"43",80.050003,81.029999,80.040001,80.949997,6215600,79.130042
"44",81.230003,81.870003,81.029999,81.480003,8188000,79.648133
"45",81.5,81.860001,81.209999,81.419998,6591200,79.589477
"46",81.639999,81.800003,81.110001,81.480003,5472200,79.648133
"47",81.589996,82.040001,81.440002,81.949997,5930700,80.10756
"48",82.230003,82.230003,81.18,81.779999,7418400,79.941384
"49",81.989998,82.849998,81.809998,82.440002,8450500,80.586549
"50",82.349998,82.870003,82.120003,82.690002,6867700,80.830928
"51",82.459999,82.940002,82.459999,82.809998,4581800,80.948226
"52",82.800003,83.470001,82.690002,83.279999,7099800,81.40766
"53",83.160004,83.660004,83.139999,83.389999,6978500,81.515187
"54",83.739998,83.82,83.309998,83.540001,5586800,81.661817
"55",83.610001,83.830002,83.330002,83.379997,5188400,81.50541
"56",83.43,83.599998,83.160004,83.309998,4248300,81.436984
"57",83.019997,83.220001,82.760002,83.029999,4278700,81.163281
"58",83.089996,83.129997,82.599998,83.110001,4901300,81.241484
"59",83.209999,83.489998,82.709999,82.980003,5528900,81.114409
"60",83.260002,83.480003,82.769997,82.900002,5851800,81.036206
"61",82.919998,83.75,82.779999,83.699997,7444200,81.818216
"62",83.440002,83.800003,83.07,83.769997,5888900,81.886641
"63",83.57,83.599998,83.129997,83.32,4899600,81.446762
"64",83.050003,83.290001,82.830002,82.989998,5202900,81.124179
"65",83.199997,83.959999,83.150002,83.639999,6715300,81.759567
