"","MSI.Open","MSI.High","MSI.Low","MSI.Close","MSI.Volume","MSI.Adjusted"
"75",61.459999,61.869999,61.220001,61.799999,1765300,60.79384
"76",61.73,62.419998,61.459999,62.240002,2384200,61.226679
"77",62.27,63.450001,62.259998,63.419998,3410400,62.387464
"78",62.959999,63.32,62.52,63.18,2216600,62.151374
"79",63.18,63.419998,63,63.279999,1635500,62.249744
"80",63.380001,63.380001,62.27,62.34,3382100,61.325049
"81",62.060001,62.200001,60.860001,61.029999,2723200,60.036376
"82",61.080002,61.48,60.639999,61.299999,1798400,60.301981
"83",61.299999,61.709999,61.139999,61.5,1399500,60.498725
"84",61.23,61.540001,60.470001,60.470001,1467300,59.485496
"85",60.41,61.639999,60.130001,61.580002,1810200,60.577425
"86",61.349998,61.700001,60.380001,60.459999,1427200,59.475657
"87",60.34,60.560001,59.029999,59.049999,2057400,58.088613
"88",59.07,59.23,58.330002,58.5,2072000,57.547568
"89",58.880001,59.43,58.509998,58.73,1719200,57.773823
"90",58.259998,59.459999,57.790001,59.32,2551700,58.354217
"91",58.349998,59.5,58.349998,59.18,1579500,58.216497
"92",59.599998,60.93,59.599998,60.790001,2226800,59.800286
"93",60.560001,61.259998,60.330002,61.25,1428800,60.252796
"94",61.75,62.459999,61.419998,62.389999,1351200,61.374235
"95",62.369999,62.610001,61.560001,61.630001,1451300,60.62661
"96",62.310001,62.5,62.119999,62.25,2149800,61.236515
"97",62.25,62.66,62.119999,62.57,1600400,61.551304
"98",62.560001,62.970001,62.130001,62.799999,1788000,61.777559
"99",62.84,64.059998,62.48,64.059998,2645600,63.017044
"100",64,64.510002,63.740002,63.939999,2370400,62.898999
"101",63.919998,64.32,62.380001,64.080002,2456700,63.036722
"102",64.410004,65.150002,64.410004,64.5,3633700,63.449883
"103",64.510002,64.970001,64.099998,64.68,2593200,63.626952
"104",64.690002,66.989998,64.610001,66.760002,4057100,65.67309
"105",66.5,66.699997,63.57,64.459999,4288400,63.410533
"106",64.459999,64.459999,63.299999,63.419998,2683600,62.387464
"107",63.439999,64.160004,62.610001,64.139999,3142700,63.095743
"108",64.129997,64.400002,63.709999,63.939999,2450000,62.898999
"109",63.970001,64,63.43,63.549999,1929200,62.515349
"110",63.419998,63.939999,63.349998,63.700001,1569400,62.662908
"111",63.860001,64.510002,63.860001,64.43,1655800,63.381023
"112",64.379997,65.269997,64.110001,65.25,1314900,64.187672
"113",65,65.400002,64.900002,65.400002,1921300,64.335231
"114",65.400002,66.230003,65.269997,66,1394300,64.925461
"115",65.989998,66.139999,65.610001,65.940002,1175200,64.866441
"116",65.860001,66.110001,65.580002,65.660004,1958800,64.591
"117",66.260002,66.470001,65.220001,65.269997,2656600,64.207343
"118",65.379997,65.970001,65.239998,65.809998,1601000,64.738552
"119",65.800003,65.870003,65.559998,65.599998,1043000,64.531972
"120",65.589996,65.879997,65.529999,65.559998,842600,64.492622
"121",65.199997,66.080002,65.199997,65.720001,728900,64.650021
"122",65.589996,65.760002,65.419998,65.440002,1250300,64.374581
"123",65.440002,65.690002,65.269997,65.510002,1129100,64.443441
"124",65.510002,65.760002,65.239998,65.32,1865200,64.256532
"125",65.400002,65.669998,65.089996,65.199997,1407200,64.138483
"126",65.290001,65.339996,64.730003,65,1495300,63.941742
"127",65.110001,65.790001,65.040001,65.269997,1168600,64.207343
"128",64.839996,65.309998,64.410004,65.290001,767200,64.227022
"129",65.32,65.32,63.48,63.52,1191900,62.485838
"130",63.290001,64.339996,63.200001,63.290001,1506600,62.594631
"131",62.950001,63.279999,62.310001,62.310001,2087100,61.625399
"132",62.700001,62.98,61.639999,61.91,1520200,61.229792
"133",61.82,63.029999,61.630001,61.73,1843000,61.051769
"134",62.439999,64.120003,62.419998,63.990002,1913600,63.286941
"135",64.739998,65.120003,64.400002,65.110001,1844700,64.394634
"136",65.43,65.830002,64.980003,65.5,3263600,64.780349
"137",65.470001,66.529999,65.470001,66.529999,1354600,65.799031
"138",66.639999,67.110001,66.540001,66.93,1210600,66.194637
"139",66.940002,67.699997,66.940002,67.339996,705800,66.600129
"140",67.43,67.75,67.330002,67.489998,733200,66.748482
"141",67.239998,67.870003,67.139999,67.870003,949900,67.124312
"142",67.610001,67.980003,67.510002,67.529999,980800,66.788044
"143",67.540001,67.75,67.029999,67.080002,972800,66.342991
"144",67.540001,67.730003,66.360001,66.510002,1077900,65.779254
"145",66.239998,66.470001,64.959999,65.059998,1628800,64.345181
"146",65,65.220001,64.110001,64.510002,1738500,63.801228
"147",65,65,63.93,64.43,1567600,63.722105
"148",64.910004,65.629997,64.879997,65.43,1234800,64.711118
"149",65.669998,65.870003,65.099998,65.110001,902000,64.394634
"150",65.110001,65.25,62.82,64.349998,5705400,63.642982
"151",65.010002,65.68,63.799999,64.110001,3206800,63.405621
"152",63.709999,64.07,63.169998,63.759998,1554500,63.059464
"153",63.98,64.339996,63.349998,63.41,1471100,62.713311
"154",63.16,64.080002,63.080002,64.050003,1668100,63.346283
"155",64.419998,64.639999,63.66,64.019997,1635400,63.316606
"156",63.759998,64.419998,63.580002,64.309998,1171600,63.603421
"157",64.559998,65.559998,64.190002,65.360001,970400,64.641887
"158",65.400002,66.089996,65.400002,65.480003,771200,64.760572
"159",65.32,65.940002,65.129997,65.709999,815900,64.98804
"160",65.010002,65.379997,64.489998,64.940002,974600,64.226504
"161",65.459999,65.580002,63.830002,63.84,1003500,63.138587
"162",63.75,63.990002,62.939999,63.830002,1459600,63.128699
"163",63.529999,63.68,62.32,62.41,2298600,61.724298
"164",62.740002,62.810001,61.889999,62.810001,2801000,62.119905
"165",63.139999,64.07,63.139999,64.010002,2474600,63.306721
"166",64.150002,65.690002,62.91,63.939999,3794200,63.237487
"167",63.849998,64.099998,63.16,64,2375800,63.296829
"168",64.010002,65.089996,63.869999,64.660004,1569600,63.949581
"169",70.110001,70.260002,67.010002,67.779999,7313900,67.035297
"170",67.620003,68.379997,67.220001,68.220001,2444300,67.470465
"171",68.18,68.779999,68.18,68.57,1592100,67.816618
"172",68.870003,70.019997,68.870003,70,2193800,69.230907
"173",69.989998,70.059998,69.559998,69.910004,2294000,69.141899
"174",69.669998,70.150002,69.300003,69.790001,1880400,69.023215
"175",69.639999,69.779999,69.010002,69.120003,1587600,68.360578
"176",69.379997,69.660004,68.949997,69.029999,1893800,68.271563
"177",68.940002,69.870003,68.790001,69.830002,2353900,69.062777
"178",69.849998,69.849998,68.480003,68.629997,1415400,67.875956
"179",68.540001,68.800003,68.209999,68.529999,1138300,67.777057
"180",68.480003,68.480003,67.93,68.019997,1416100,67.272658
"181",68.110001,68.57,67.75,68.470001,1554700,67.717718
"182",68.290001,68.5,67.610001,67.940002,5007200,67.193543
"183",68,69.160004,68,68.889999,1490900,68.133102
"184",68.660004,69,68.099998,68.139999,1197500,67.391342
"185",67.790001,67.910004,66.970001,67.639999,1351400,66.896836
"186",67.910004,68.139999,67.720001,67.93,1053200,67.18365
"187",67.57,67.800003,66.650002,66.82,1313400,66.085845
"188",66.82,67.059998,66.449997,66.57,1295800,65.838592
"189",66.239998,66.349998,65.019997,65.330002,1971400,64.612218
"190",65.330002,65.800003,65.209999,65.309998,1330300,64.930354
"191",64.720001,65.339996,64.669998,64.959999,1657400,64.58239
"192",65.010002,65.379997,64.18,64.800003,1557700,64.423324
"193",64.959999,66,64.889999,65.860001,1032900,65.47716
"194",65.449997,65.519997,64.900002,65.32,1226700,64.940298
"195",65.080002,67.07,65.07,66.650002,1437500,66.262569
"196",66.449997,67.010002,66.050003,66.339996,1383500,65.954366
"197",66.540001,67.290001,66.449997,66.830002,2748700,66.441523
"198",66.760002,67,66.519997,66.519997,904800,66.13332
"199",66.610001,66.879997,66.220001,66.230003,843500,65.845012
"200",66.209999,66.220001,65.25,65.349998,1219000,64.970123
"201",64.93,65.559998,64.529999,65.419998,957100,65.039715
"202",65.389999,65.629997,64.580002,65.379997,1213000,64.999947
"203",65.849998,66.459999,65.720001,66.389999,969000,66.004078
"204",66.25,66.900002,66.139999,66.669998,1722900,66.282449
"205",66.660004,66.75,66.07,66.669998,1109400,66.282449
"206",66.669998,67.459999,61.150002,62.509998,8069900,62.146631
"207",62.09,62.240002,61.459999,61.48,3462600,61.12262
"208",61.48,62.389999,61.279999,61.990002,1358000,61.629657
"209",61.900002,62.459999,61.5,62.419998,1488300,62.057154
"210",62.27,62.439999,61.799999,62.32,923900,61.957737
"211",62.25,62.59,62.110001,62.529999,900400,62.166515
"212",62.529999,62.990002,61.900002,61.970001,1257000,61.609773
"213",62.009998,62.139999,61.650002,61.91,1286100,61.550121
"214",61.959999,62.330002,61.759998,61.82,1273300,61.460644
"215",61.709999,62.130001,61.709999,61.860001,1936400,61.500412
"216",61.509998,61.610001,60.470001,60.68,2097700,60.327271
"217",61.02,61.459999,61.009998,61.16,1424600,60.80448
"218",61.34,61.709999,61.259998,61.43,1273200,61.072911
"219",61.610001,61.810001,61.41,61.59,993900,61.231981
"220",61.18,61.459999,60.84,60.84,1380600,60.486341
"221",61.110001,61.110001,60.18,60.57,1823400,60.21791
"222",60.849998,61.16,60.470001,60.98,1456300,60.625526
"223",60.970001,61.139999,60.380001,60.689999,993200,60.337211
"224",60.5,60.689999,59.720001,59.740002,1366800,59.392736
"225",59.450001,59.84,59.32,59.75,1890000,59.402677
"226",60.119999,60.369999,60.040001,60.279999,1526400,59.929595
"227",60.369999,60.77,60.34,60.68,993700,60.327271
"228",59.619999,60.150002,58.200001,58.59,2343800,58.24942
"229",60.34,60.490002,58.200001,58.75,2316200,58.40849
"230",59.290001,60.400002,59.119999,60.009998,1862800,59.661164
"231",60.560001,61,60.41,60.59,1040200,60.237794
"232",60.470001,60.619999,59.759998,59.799999,1216100,59.452385
"233",59.43,59.689999,59.099998,59.419998,769100,59.074593
"234",59.450001,59.720001,59.220001,59.25,825400,58.905583
"235",59.619999,59.900002,59.419998,59.790001,906800,59.442445
"236",59.790001,59.93,59.240002,59.299999,1300000,58.955292
"237",59.220001,60.169998,59.220001,60.119999,1630000,59.770525
"238",60.349998,60.349998,59.73,59.799999,760500,59.452385
"239",59.900002,60.029999,59.610001,59.799999,563600,59.452385
"240",59.650002,59.939999,59.59,59.790001,650100,59.442445
"241",59.490002,59.740002,59.279999,59.66,1049900,59.3132
"242",59.400002,59.400002,58.709999,59.110001,1095400,58.766398
"243",59.349998,59.349998,58.700001,59.060001,1571100,58.716689
"244",58.959999,59.869999,58.849998,59.630001,854600,59.283375
"245",59.57,59.73,59,59,1769300,58.657036
"246",59.09,59.990002,58.860001,59.650002,1196000,59.303259
"247",59.419998,59.740002,58.950001,59.189999,1159000,58.845931
"248",59.439999,59.639999,59.119999,59.48,815600,59.134246
"249",59.240002,59.580002,58.740002,58.799999,677500,58.458198
"250",58.869999,58.869999,58.389999,58.610001,533400,58.269304
"251",58.540001,58.549999,57.889999,58.080002,887900,57.742386
"252",58.169998,58.290001,57.759998,57.900002,852600,57.563432
"253",58.060001,58.700001,57.880001,58.490002,830700,58.150003
