"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"38",86.559998,87.260002,85.459999,85.849998,3335400,83.57412
"39",86.010002,86.410004,85.260002,86.089996,2648200,83.807756
"40",85.980003,86.110001,85,85.75,3016700,83.476773
"41",85.32,86.82,84.669998,86.57,2573400,84.275034
"42",87.610001,90.360001,86.059998,86.410004,3554800,84.11928
"43",86.269997,87.599998,85.580002,87.519997,2483200,85.199847
"44",88.07,88.07,87.040001,87.190002,1609800,84.878601
"45",87.019997,87.879997,86.93,87.449997,1490200,85.131703
"46",87.800003,88.220001,87.510002,87.82,1577500,85.491897
"47",87.589996,88.5,87.589996,88.459999,1337300,86.11493
"48",88.980003,89,86.879997,87.860001,1690900,85.530837
"49",88.290001,89.879997,88.290001,89.550003,2646500,87.176038
"50",89.68,89.889999,89.220001,89.260002,1713000,86.893725
"51",89.199997,89.790001,89,89.290001,2924200,86.922928
"52",89.370003,90.400002,88.82,90.120003,2991100,87.730927
"53",89.32,89.720001,88.57,88.650002,1457000,86.810431
"54",89.139999,90.269997,89.139999,89.75,1454900,87.887603
"55",89.629997,90.360001,89.629997,90.07,2345700,88.200963
"56",90.230003,90.699997,90.07,90.470001,1889600,88.592664
"57",89.800003,89.879997,88.769997,89.059998,2134000,87.211919
"58",89.550003,90.040001,89.400002,89.699997,1580700,87.838638
"59",90.019997,90.459999,89.099998,89.779999,2444500,87.916979
"60",90.410004,90.489998,89.379997,89.660004,1853200,87.799474
"61",89.919998,90.279999,89.07,89.290001,1701700,87.437149
"62",89.050003,89.589996,88.389999,89.239998,2033500,87.388184
"63",88.940002,89.650002,88.5,89.139999,1524000,87.290261
"64",88.919998,88.919998,88.07,88.25,1892400,86.41873
"65",88.599998,89.510002,88.349998,89.370003,1854600,87.515491
"66",88.639999,89.599998,88.629997,89.440002,1433100,87.584038
"67",89.580002,91.029999,89.400002,90.940002,2821000,89.052912
"68",90.620003,90.809998,89.970001,90.360001,2042800,88.484946
"69",89.970001,91.489998,89.970001,90.93,1866700,89.043117
"70",91.18,91.650002,90.370003,90.82,3279500,88.935399
"71",91.080002,93.489998,91.010002,92.949997,3279800,91.021197
"72",93.43,94.300003,92.699997,93.160004,3659400,91.226846
"73",92.529999,92.879997,91.709999,91.879997,2046100,89.973401
"74",91.779999,92.379997,90.800003,90.949997,2112400,89.062699
"75",91.150002,91.699997,90.769997,91.480003,2306300,89.581707
"76",91.309998,91.519997,89.5,89.639999,2249800,87.779885
"77",90,90.489998,89.190002,90.050003,1948300,88.181381
"78",88.879997,89.519997,88.449997,89.099998,1550500,87.25109
"79",89.150002,89.580002,87.940002,87.940002,2411000,86.115165
"80",87.660004,87.889999,85.629997,85.690002,3286300,83.911854
"81",85.68,86.459999,85.010002,86.139999,2014100,84.352513
"82",87.019997,87.669998,86.510002,87.040001,2407600,85.233839
"83",87.440002,87.489998,86.239998,86.760002,1762300,84.959651
"84",86.290001,86.589996,84.699997,84.739998,2342300,82.981563
"85",85,85.860001,83.739998,85.75,2316500,83.970607
"86",85.610001,85.650002,82.919998,83.379997,4286700,81.649784
"87",83.279999,83.68,81.93,82.150002,2776400,80.445312
"88",82.540001,82.900002,80.099998,80.209999,2985300,78.545566
"89",80.449997,81.300003,80.010002,80.25,2870300,78.584737
"90",78.889999,78.980003,75.889999,77.860001,5080800,76.244332
"91",76.160004,79.459999,76.019997,78.82,3805600,77.184411
"92",79.739998,81.540001,79.629997,81.059998,3523900,79.377926
"93",80.709999,81.07,79.919998,81,2177100,79.319174
"94",81.75,83.620003,81.589996,83.620003,2642000,81.884809
"95",83.589996,83.800003,82.370003,82.379997,2105700,80.670535
"96",83.510002,84.160004,82.949997,83.25,2722000,81.522484
"97",83.199997,84.620003,82.940002,84.580002,2231300,82.824887
"98",84.139999,85.160004,83.68,84.800003,2491800,83.040323
"99",85.239998,86.940002,85.150002,86.790001,2658000,84.989027
"100",86.889999,87.480003,85.779999,86.699997,1958600,84.900891
"101",86.550003,87.739998,86.120003,87.489998,1661800,85.674498
"102",88.739998,89.260002,88.120003,88.540001,3404100,86.702713
"103",88.550003,89.099998,87.720001,87.879997,2069700,86.056405
"104",87.879997,88.480003,87.510002,88.040001,2240000,86.213088
"105",89.07,89.169998,88.25,88.910004,2245600,87.065038
"106",85.970001,86.400002,84.040001,85.029999,4873400,83.265546
"107",84.889999,85.440002,84.239998,85.330002,2883400,83.559324
"108",85.519997,86.540001,85.25,86.540001,2657600,84.744215
"109",86.650002,86.82,86.029999,86.110001,1741000,84.323137
"110",85.459999,86,85.199997,85.260002,3417300,83.490777
"111",85.089996,85.550003,83.809998,84.529999,3122200,82.775922
"112",84.529999,85.050003,83.82,83.980003,2840600,82.237339
"113",83.519997,84.099998,83.050003,83.809998,2081900,82.070861
"114",83.879997,84.690002,83.809998,84,1965300,82.256921
"115",84.169998,84.349998,83.610001,84.150002,1769000,82.40381
"116",83.360001,84.25,83.129997,84.050003,1960200,82.305886
"117",84.690002,84.860001,84.169998,84.580002,2837800,83.400404
"118",84.870003,85.93,84.709999,85.910004,3077400,84.711857
"119",85.839996,86.290001,85.269997,85.489998,3500100,84.297709
"120",85.739998,85.910004,85.029999,85.779999,1827900,84.583665
"121",85.900002,86.449997,84.830002,84.980003,961300,83.794827
"122",84.870003,84.870003,83.620003,83.709999,3561900,82.542535
"123",84.260002,85.279999,84.25,85.279999,2746200,84.090638
"124",86.019997,86.82,85.129997,86.650002,2861000,85.441534
"125",86.410004,86.980003,85.730003,86.900002,2436800,85.688048
"126",87.730003,89.860001,87.620003,88.339996,4755800,87.10796
"127",88.260002,89.290001,87.849998,88.260002,2396300,87.029081
"128",87.040001,88.260002,86.43,88.169998,2499300,86.940332
"129",88.110001,88.449997,86.089996,86.379997,3151700,85.175296
"130",86.540001,90.949997,86.540001,89.790001,7259700,88.537742
"131",89.379997,89.379997,86.57,86.660004,4528700,85.451397
"132",87.620003,87.970001,85.5,85.620003,3251800,84.425901
"133",85.050003,87.120003,84.339996,84.739998,3062500,83.558169
"134",85.269997,86.760002,84.720001,86.75,3247100,85.540138
"135",87.75,89.940002,87.75,89.93,3417200,88.675789
"136",89.589996,90.5,88.629997,89.800003,5481400,88.547604
"137",90,90.309998,89.610001,90.279999,1820600,89.020906
"138",90.589996,92.139999,90.5,91.480003,2056500,90.204174
"139",91.730003,91.93,91.07,91.449997,751000,90.174587
"140",91.5,91.699997,91.010002,91.230003,917300,89.957661
"141",90.849998,92.099998,90.739998,91.669998,1611700,90.391519
"142",91.07,92.110001,90.900002,91.580002,1306300,90.302778
"143",92.040001,92.25,90.389999,90.459999,1367800,89.198396
"144",91.010002,91.349998,89.199997,90.110001,1696100,88.853278
"145",89.699997,89.699997,86.730003,87.25,2665400,86.033165
"146",87.010002,87.279999,84.690002,85.440002,3957500,84.248411
"147",86.300003,86.870003,85.110001,85.489998,2585600,84.297709
"148",86.389999,87.550003,86.32,86.860001,2172500,85.648605
"149",86.989998,87.160004,85.099998,85.32,1923100,84.130081
"150",85.5,85.739998,83.800003,84.209999,2397000,83.035562
"151",85.190002,85.970001,82.57,83.379997,2815500,82.217135
"152",81.660004,82.300003,80.25,81.18,3378200,80.047821
"153",81.32,81.849998,79.760002,79.779999,2814400,78.667344
"154",79.589996,81.099998,79.18,81,2093700,79.870331
"155",81.059998,81.449997,79.550003,80.510002,3176500,79.387167
"156",80.010002,80.839996,79.510002,80.599998,3002400,79.475908
"157",81,82.330002,80.169998,82.220001,3303500,81.073317
"158",81.919998,82.059998,80.650002,80.690002,2403200,79.564657
"159",80.269997,80.970001,79.900002,80.75,3760300,79.623817
"160",79.449997,80.059998,79.160004,79.470001,2504600,78.36167
"161",80.099998,80.099998,76.93,76.989998,3260400,75.916254
"162",77.230003,77.889999,76.260002,76.959999,4348700,75.886674
"163",75.93,77.440002,75.75,75.879997,4938500,74.821734
"164",76.379997,78.459999,75.919998,78.120003,5278200,77.0305
"165",78.529999,80.169998,78.529999,80.089996,3701300,78.973019
"166",79.879997,80.919998,79.760002,79.889999,3333700,78.775811
"167",75.050003,77.480003,74.510002,75.32,9818900,74.269547
"168",76.889999,79.269997,76.360001,77.800003,5743600,76.714963
"169",77.029999,77.730003,76.849998,77.260002,3375100,76.182493
"170",78.260002,78.379997,77.019997,78.080002,2898800,76.991056
"171",77.919998,79.690002,77.5,79.190002,3138100,78.085576
"172",79.010002,79.75,78.410004,78.699997,3507300,77.602405
"173",78.639999,80.57,78.510002,80.330002,4656500,79.209677
"174",80.129997,81.269997,80.019997,80.949997,3767600,79.821025
"175",80.5,81.040001,79.309998,79.559998,2447500,78.450411
"176",79.089996,80.419998,78.75,80.300003,2657800,79.180096
"177",79.239998,80.849998,78.860001,80.809998,4257800,80.26271
"178",80.25,80.489998,79.800003,80.419998,3219400,79.875352
"179",80.419998,82.010002,80.389999,81.529999,3061800,80.977835
"180",81.5,81.779999,80.709999,80.870003,1913100,80.322309
"181",81.029999,81.489998,80.510002,81.110001,1965400,80.560682
"182",81.68,82.220001,80.800003,80.849998,2240900,80.30244
"183",80.849998,82.199997,80.660004,82.150002,2404800,81.593639
"184",81.489998,82.199997,80.970001,81.5,2072900,80.94804
"185",80.919998,81.18,79.889999,80.599998,1852400,80.054134
"186",80.75,81.25,80.019997,81.010002,2189900,80.46136
"187",81.389999,83.839996,81.32,82.599998,4721800,82.040588
"188",82.379997,83.040001,81.910004,82.639999,2275800,82.080318
"189",80.959999,81.059998,79.839996,79.870003,3372200,79.329082
"190",80.459999,80.839996,79.809998,80.459999,1871700,79.915082
"191",80.900002,82.389999,80.849998,82.330002,1875800,81.77242
"192",82.129997,82.449997,80.300003,81.139999,2000700,80.590477
"193",81.709999,83.120003,81.519997,83.07,2527900,82.507407
"194",82.599998,82.809998,81.68,82.32,2335100,81.762486
"195",81.949997,82.730003,80.760002,81.830002,2944600,81.275807
"196",81.830002,81.949997,79.290001,80.209999,3191300,79.666775
"197",80.269997,82.75,80.010002,82.68,7124700,82.120049
"198",82.68,83.989998,81.739998,81.769997,4462800,81.216208
"199",81.769997,81.769997,80.519997,80.580002,2296800,80.034272
"200",80.669998,80.800003,79.379997,79.379997,2247700,78.842395
"201",79.010002,80.599998,78.510002,80.040001,3038700,79.497929
"202",79.75,79.93,78.779999,79.139999,1908900,78.604022
"203",79.790001,80.830002,79.790001,80.370003,1630700,79.825695
"204",79.830002,80.580002,79.349998,80.309998,2291600,79.766097
"205",80.239998,80.239998,79.230003,79.449997,2282200,78.91192
"206",79.449997,80.629997,79.169998,80.529999,2179400,79.984608
"207",79.419998,80.669998,78.919998,80.120003,2143300,79.577389
"208",80.150002,80.580002,79.57,79.669998,1806600,79.130432
"209",79.959999,80.529999,79.790001,80.230003,1636300,79.686644
"210",79.800003,81.400002,79.75,81.129997,1621800,80.580543
"211",81.010002,81.139999,80.239998,80.339996,1809500,79.795892
"212",80.43,81.25,80.209999,80.970001,1561800,80.42163
"213",80.309998,81.150002,79.519997,79.910004,2422200,79.368812
"214",80.25,80.580002,79.910004,80.080002,3205700,79.537659
"215",80.099998,80.580002,79.419998,80.160004,1733000,79.617119
"216",79.629997,79.769997,78.519997,79.129997,2766500,78.594088
"217",79.699997,80.239998,79.540001,79.93,1617800,79.388673
"218",80.139999,80.43,79.339996,79.709999,1511700,79.170162
"219",79.910004,81.309998,79.459999,81.120003,2587800,80.570616
"220",81.040001,81.720001,80.739998,81.309998,1687800,80.759324
"221",81.080002,81.360001,80.349998,80.790001,1359600,80.242849
"222",81,81.660004,80.160004,80.220001,1770900,79.67671
"223",80.360001,81.25,79.790001,81.150002,2089400,80.600412
"224",81.279999,82.959999,81.220001,82.519997,2922100,81.961128
"225",82.160004,82.889999,81.32,81.599998,3291800,81.047361
"226",82.400002,83.419998,81.989998,83.360001,2588500,82.795443
"227",83.370003,84.440002,83.199997,84.190002,2439800,83.619824
"228",84.260002,84.860001,83.309998,83.400002,2557200,82.835174
"229",84.699997,84.699997,82.790001,83.699997,2521500,83.133137
"230",85,85.580002,82.980003,85.169998,3464700,84.593183
"231",85.470001,85.870003,84.389999,85.580002,2153800,85.00041
"232",85.709999,87.260002,85.449997,86.769997,3336900,86.182345
"233",86.449997,86.889999,85.860001,86.230003,2274600,85.646009
"234",86.449997,86.779999,85.75,86.080002,2485600,85.497023
"235",86.57,86.809998,85.959999,86.300003,1865100,85.715535
"236",86.160004,86.279999,84.879997,85.459999,2382100,84.88122
"237",85.370003,86.720001,85.370003,86.43,2250600,85.844652
"238",86.760002,87.120003,85.959999,86.279999,2130600,85.695666
"239",86.199997,86.279999,85.339996,85.639999,2111200,85.060001
"240",85.199997,86.029999,84.959999,85.629997,1825000,85.629997
"241",85.459999,85.889999,85.040001,85.120003,1481600,85.120003
"242",85,85.120003,83.739998,83.970001,2320300,83.970001
"243",84.150002,85.489998,84.120003,85.199997,1748000,85.199997
"244",84.739998,85.169998,84.199997,85.07,1548300,85.07
"245",85.169998,85.169998,83.730003,84.610001,2632300,84.610001
"246",84.860001,85.209999,83.660004,84.32,1766800,84.32
"247",84.370003,85.919998,84.239998,85.519997,2376500,85.519997
"248",86.010002,87.449997,85.949997,86.989998,2955200,86.989998
"249",86.279999,87.339996,86.230003,86.599998,2702900,86.599998
"250",88.110001,89.220001,87.419998,88.239998,3527800,88.239998
"251",88,88.620003,87.400002,87.580002,2019000,87.580002
"252",87.589996,88.57,87.150002,87.970001,1919500,87.970001
"253",89.690002,90.980003,88.860001,90.550003,4093400,90.550003
