"","ABT.Open","ABT.High","ABT.Low","ABT.Close","ABT.Volume","ABT.Adjusted"
"91",39.34,40.310001,39.279999,39.990002,8828700,39.576952
"92",40.349998,41.040001,40.169998,40.860001,7215400,40.437965
"93",40.849998,41.509998,40.669998,41.459999,5014400,41.031766
"94",41.91,42.43,41.75,42.389999,5352600,41.95216
"95",42.5,43.029999,41.48,41.59,6986500,41.160424
"96",42,42.77,41.950001,42.43,4599300,41.991748
"97",42.34,42.669998,42.119999,42.459999,4676900,42.021437
"98",42.43,42.48,42.040001,42.240002,3943900,41.803712
"99",42.220001,42.509998,41.950001,42.5,6106200,42.061025
"100",42.810001,43.560001,42.400002,42.740002,4253200,42.298547
"101",42.700001,43.52,42.529999,43.490002,3828800,43.040801
"102",44.049999,44.060001,43.439999,43.59,6124900,43.139766
"103",43.560001,43.689999,43.060001,43.290001,4404100,42.842866
"104",43.02,43.639999,43.02,43.610001,4187100,43.15956
"105",43.93,43.990002,43.34,43.66,4193200,43.209043
"106",43.599998,43.84,43.439999,43.689999,3770600,43.238732
"107",43.77,43.810001,43.169998,43.369999,3992700,42.922038
"108",43.349998,44.099998,43.169998,44.09,5318900,43.634602
"109",44.119999,44.630001,44.099998,44.25,3192600,43.792949
"110",44.189999,44.299999,43.939999,44.23,3486000,43.773155
"111",44.279999,44.77,44.209999,44.59,3488800,44.129438
"112",44.59,44.59,43.68,43.810001,4206000,43.357495
"113",43.709999,43.950001,43.610001,43.709999,3871700,43.258526
"114",43.799999,43.880001,43.43,43.700001,6724900,43.248631
"115",43.790001,43.790001,43.349998,43.43,3768000,42.981419
"116",43.299999,43.84,43.049999,43.779999,4862100,43.327803
"117",44.150002,44.189999,43.709999,43.810001,6495800,43.357495
"118",43.59,44.400002,43.59,44.32,3798700,43.862226
"119",44.310001,44.380001,43.970001,44.16,4651800,43.703879
"120",44.16,44.43,43.990002,44.25,2876700,43.792949
"121",44.450001,44.759998,44.41,44.509998,2440100,44.050262
"122",44.27,44.57,44.200001,44.32,5340400,43.862226
"123",44.68,45.619999,44.68,45.220001,10935500,44.752932
"124",45.220001,45.810001,45.099998,45.68,4993000,45.208179
"125",45.66,45.950001,45.25,45.490002,6377200,45.020143
"126",45.43,45.529999,45.200001,45.299999,4179500,44.832103
"127",45.349998,46.099998,45.34,45.709999,4220000,45.237868
"128",45.330002,45.470001,44.880001,45.439999,3554000,44.970657
"129",45.330002,45.459999,44.330002,44.369999,5489800,43.911709
"130",44.509998,45.119999,44.299999,44.459999,3954300,44.000779
"131",44.119999,44.549999,43.669998,43.689999,5191400,43.238732
"132",44.16,44.360001,43.349998,43.459999,4993800,43.011108
"133",43.23,44.419998,43.099998,43.400002,6186500,42.95173
"134",43.470001,44.360001,43.41,44.259998,5045700,43.802844
"135",44.709999,45.790001,44.439999,45.77,6703700,45.29725
"136",45.91,46.450001,45.779999,46.049999,11329200,45.574357
"137",45.93,46.5,45.91,46.369999,4831400,45.891051
"138",46.130001,46.5,45.470001,45.720001,4078900,45.247767
"139",45.740002,45.950001,45.639999,45.700001,2527200,45.227973
"140",45.810001,46.18,45.709999,45.849998,2057700,45.376422
"141",45.59,45.82,45.450001,45.599998,2580900,45.129004
"142",45.610001,45.919998,45.610001,45.689999,2950400,45.218074
"143",45.700001,46.049999,44.990002,45.02,3418600,44.554997
"144",45.25,45.450001,44.639999,44.900002,3216600,44.436237
"145",44.799999,45.400002,44.630001,44.91,5735900,44.446132
"146",44.990002,45.110001,43.93,44.400002,6584300,43.941401
"147",44.73,44.939999,44.380001,44.759998,4609500,44.29768
"148",45.189999,45.790001,45.009998,45.68,4883000,45.208179
"149",45.75,45.869999,45.110001,45.200001,4742200,44.733138
"150",45.380001,45.759998,44.939999,45.580002,6175600,45.109214
"151",45.34,45.529999,44.25,44.610001,6736900,44.38293
"152",44.290001,44.66,43.93,44.279999,5865900,44.054608
"153",44.279999,44.669998,43.900002,43.950001,3916200,43.72629
"154",43.799999,44.549999,43.720001,44.490002,4564200,44.263542
"155",44.669998,44.75,43.889999,44.220001,5159900,43.994916
"156",43.959999,44.25,43.619999,44.060001,5328200,43.835731
"157",44.34,44.57,43.799999,44.490002,5329100,44.263542
"158",44.48,44.48,43.82,43.860001,6664000,43.636748
"159",43.740002,44.200001,43.419998,44.150002,4376200,43.925273
"160",43.880001,44.02,43.43,43.68,4847400,43.457664
"161",43.939999,44.200001,43.360001,43.41,7641000,43.189038
"162",43.790001,45.41,43.700001,45.259998,10054600,45.02962
"163",45.400002,45.630001,44.700001,44.759998,9613300,44.532165
"164",44.93,45.240002,44.279999,45.23,7312900,44.999774
"165",45.41,45.880001,45.34,45.830002,8380300,45.596722
"166",45.549999,45.990002,45.049999,45.169998,8231200,44.940078
"167",45.259998,45.869999,45.259998,45.650002,6374400,45.417638
"168",45.59,46.209999,45.330002,45.5,5550600,45.2684
"169",45.209999,45.209999,44.299999,44.52,6585900,44.293388
"170",44.68,45.009998,44.400002,44.919998,5210500,44.69135
"171",44.880001,45.200001,44.560001,44.93,4302900,44.701301
"172",45.040001,45.25,44.799999,45.220001,4683700,44.989826
"173",45.049999,46.169998,45.02,46.09,6524900,45.855397
"174",46.049999,46.529999,46,46.41,6366400,46.173767
"175",46.259998,46.529999,46.150002,46.41,4051400,46.173767
"176",46.360001,46.669998,46.09,46.610001,6590300,46.37275
"177",46.529999,47.57,46.400002,47.48,6512400,47.238321
"178",47.330002,47.5,47.02,47.32,5608100,47.079135
"179",47.27,47.59,47.130001,47.470001,4789000,47.228373
"180",47.549999,47.740002,47.240002,47.400002,4777400,47.15873
"181",47.32,47.709999,47.099998,47.610001,5112300,47.36766
"182",47.48,47.880001,47.369999,47.369999,5805800,47.12888
"183",47.34,47.630001,47.130001,47.220001,7016300,46.979646
"184",47.139999,47.139999,46.669998,47.09,6018900,46.850307
"185",46.869999,47.48,46.82,47.009998,5558500,46.770712
"186",46.880001,47.5,46.82,47.439999,4842600,47.198523
"187",47.18,47.259998,46.349998,46.5,7264900,46.26331
"188",46.5,46.98,46.400002,46.830002,4465200,46.591632
"189",46.419998,46.610001,46.16,46.169998,5106100,45.934987
"190",46.389999,46.650002,46.209999,46.299999,5030800,46.064327
"191",46.470001,47.310001,46.349998,47.25,5209700,47.009492
"192",47.209999,47.23,46.610001,46.880001,4744100,46.641376
"193",47.119999,47.849998,47.119999,47.830002,4763600,47.586542
"194",47.43,47.799999,47.07,47.09,5609100,46.850307
"195",46.869999,47.650002,46.389999,47.389999,6656700,47.148779
"196",47.459999,47.540001,47.130001,47.439999,4013600,47.198523
"197",47.66,47.77,47.330002,47.470001,7563000,47.228373
"198",47.470001,47.73,47.220001,47.470001,3931100,47.228373
"199",47.310001,47.630001,46.990002,47,4595800,46.760764
"200",47.040001,47.5,46.5,46.529999,5061100,46.293156
"201",46.41,46.790001,46.099998,46.5,4367400,46.26331
"202",46.610001,47.029999,46.419998,46.779999,3444400,46.541883
"203",47,47.209999,46.889999,47.080002,2967200,46.840359
"204",46.830002,46.98,46.330002,46.330002,5358100,46.094177
"205",46.330002,46.369999,45.549999,45.889999,6369000,45.656414
"206",46.110001,46.389999,45.73,46.130001,3974000,45.895194
"207",45.799999,46.57,45.650002,46.299999,4083500,46.064327
"208",46.299999,46.599998,46.16,46.189999,3161100,45.954886
"209",46.209999,46.75,45.900002,46.610001,6011800,46.37275
"210",46.5,47.119999,46.450001,47,4337300,46.760764
"211",46.98,47.200001,46.700001,47.150002,3759900,46.910002
"212",46.779999,47.110001,46.5,46.529999,3064500,46.529999
"213",46.509998,46.75,46.34,46.700001,3244000,46.700001
"214",46.810001,46.950001,46.59,46.830002,4046600,46.830002
"215",46.610001,46.889999,46.380001,46.52,3769000,46.52
"216",46.290001,46.450001,45.810001,46.25,4312000,46.25
"217",46.419998,46.709999,46.369999,46.630001,3371900,46.630001
"218",46.939999,47.279999,46.720001,47.119999,8616000,47.119999
"219",47.25,48.400002,47.119999,48.349998,7638400,48.349998
"220",48.349998,48.619999,47.830002,48.459999,6401900,48.459999
"221",48.360001,48.52,48.09,48.32,3451000,48.32
"222",48.279999,48.400002,47.380001,47.490002,5254500,47.490002
"223",47.619999,47.73,47.009998,47.59,3788400,47.59
"224",47.279999,47.639999,46.880001,47.169998,3566600,47.169998
"225",46.93,47.200001,46.259998,46.419998,5963600,46.419998
"226",46.709999,46.93,46.400002,46.689999,3380000,46.689999
"227",46.779999,47.34,46.779999,47,3065000,47
"228",47.02,47.209999,46.779999,46.849998,4353100,46.849998
"229",46.849998,46.98,46.23,46.540001,3780500,46.540001
"230",46.439999,46.720001,46.369999,46.5,4480400,46.5
"231",47.099998,47.700001,47.029999,47.57,4040900,47.57
"232",47.279999,47.740002,47.23,47.330002,3494000,47.330002
"233",47.029999,47.290001,46.889999,47.130001,3486100,47.130001
"234",47.200001,47.369999,46.880001,47.029999,2635100,47.029999
"235",47.380001,48.790001,47.290001,48.669998,8225900,48.669998
"236",48.560001,48.84,48.470001,48.709999,5140900,48.709999
"237",48.779999,49.09,48.77,48.84,4204800,48.84
"238",48.779999,49.150002,48.669998,49.009998,4101300,49.009998
"239",49.080002,49.360001,48.93,49.139999,3676900,49.139999
"240",49.060001,49.43,48.900002,49.34,4164400,49.34
"241",49.099998,49.43,48.91,49.029999,3332600,49.029999
"242",49.099998,49.23,48.389999,48.599998,3797000,48.599998
"243",48.869999,49.060001,48.59,49.009998,4264000,49.009998
"244",48.880001,49.380001,48.84,49.259998,5967900,49.259998
"245",49.18,49.259998,48.529999,48.599998,8123300,48.599998
"246",48.77,49.200001,48.57,48.939999,5028100,48.939999
"247",48.650002,49.189999,48.32,48.939999,4887100,48.939999
"248",48.959999,49.130001,48.740002,48.860001,3280400,48.860001
"249",48.98,49.169998,48.529999,48.68,4641200,48.68
"250",48.59,48.630001,48.009998,48.450001,3523100,48.450001
"251",48.369999,48.57,48.200001,48.439999,4349300,48.439999
"252",48.52,48.529999,48.009998,48.18,3331000,48.18
"253",48.360001,48.689999,48.299999,48.5,5409200,48.5
