"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"87",139.330002,139.600006,133.820007,133.830002,7366500,131.461384
"88",134.259995,135.350006,131.009995,132.899994,4583400,130.547836
"89",133.649994,135.940002,133.210007,134.179993,3644300,131.805181
"90",132.559998,134.639999,130.600006,134.220001,4794700,131.844481
"91",133.419998,135.970001,132.75,135.050003,3497200,132.659793
"92",135.75,137.850006,135.75,137.399994,3746400,134.968192
"93",137.149994,137.75,136.759995,137.600006,2782500,135.164664
"94",138.399994,141.100006,138.339996,140.929993,3078400,138.435714
"95",140.899994,141.089996,138.699997,138.949997,4294300,136.490762
"96",141.919998,147.919998,141.919998,145.050003,7424400,142.482806
"97",145,148.789993,144.809998,148.589996,4480900,145.960146
"98",148.089996,149.710007,147.339996,149.559998,2840000,146.912979
"99",149.830002,151.130005,149.559998,151.059998,2358800,148.386431
"100",151.389999,151.729996,150.199997,151.009995,2060600,148.337313
"101",150.490005,152.399994,150,152.100006,1836500,149.408033
"102",153.830002,154.440002,153.089996,153.770004,3016300,151.048474
"103",153.139999,154.389999,152.979996,153.300003,2367500,150.586791
"104",153.919998,155.229996,153.240005,155.050003,3128600,152.305819
"105",155.679993,156.240005,154.139999,155.690002,2770400,152.934491
"106",155.690002,156.679993,155.210007,156.050003,2067200,153.28812
"107",156.149994,156.619995,155.479996,156.550003,1882800,153.779271
"108",156.25,157.710007,156.050003,157.660004,1463500,154.869626
"109",157.949997,158,156.649994,157.110001,1806600,154.329357
"110",156.649994,157.869995,156.5,157.679993,1500700,154.889261
"111",158,159.070007,157.479996,158.350006,2375000,155.547416
"112",158.529999,158.880005,157.710007,158.850006,1786300,156.038567
"113",158.089996,159.160004,158.089996,158.690002,1674300,155.881395
"114",158.880005,160.460007,158.850006,160.149994,2311400,157.315546
"115",159.330002,159.410004,157.970001,158.830002,2314300,156.856339
"116",158.190002,159.550003,157.839996,159.360001,1749000,157.379752
"117",160.309998,160.860001,159.589996,160.160004,2472000,158.169814
"118",160.160004,160.559998,159.410004,159.880005,2358000,157.893295
"119",159,159.679993,158.059998,158.059998,3644300,156.095903
"120",157.970001,158.449997,157.5,158.309998,1823200,156.342797
"121",159.580002,160.820007,158.800003,160.089996,1565500,158.100677
"122",158.350006,159.509995,157.860001,158.160004,2502100,156.194667
"123",158.779999,160.779999,158.539993,160.600006,2500400,158.604349
"124",161.100006,162.440002,160.169998,162.259995,3038800,160.24371
"125",162,162.919998,160.899994,162.259995,2164200,160.24371
"126",162.399994,162.899994,161.880005,162.270004,1722600,160.253595
"127",162.100006,162.800003,160.100006,160.929993,1898300,158.930235
"128",159.889999,161.100006,159.110001,160.830002,2043100,158.831487
"129",160.710007,160.809998,157.699997,158.240005,3243700,156.273674
"130",159.179993,160.220001,158.419998,159.149994,2437300,157.172355
"131",158.559998,158.990005,157.119995,157.119995,2820600,155.167582
"132",158.119995,158.440002,155.589996,156.850006,2609300,154.900948
"133",157.259995,161.440002,157.080002,159.050003,3380800,157.073607
"134",159.289993,160.889999,157.779999,160.600006,3942600,158.604349
"135",162.399994,165.300003,162,165.300003,3359800,163.245943
"136",164.779999,166.089996,164.360001,165.479996,4891300,163.423699
"137",166.220001,167.309998,166.139999,167.270004,2081600,165.191464
"138",168.020004,168.160004,166.869995,166.869995,2190200,164.796426
"139",166.169998,167.610001,166.169998,166.960007,981600,164.885319
"140",167.339996,167.809998,166.149994,166.259995,1607400,164.194005
"141",166.300003,167.119995,165.809998,166.710007,1215700,164.638425
"142",166.550003,166.740005,165.279999,165.839996,1180700,163.779226
"143",166,167.169998,164.199997,164.320007,1623700,162.278125
"144",164.710007,165.080002,162.729996,164.059998,2116400,162.021346
"145",163,163.639999,160.080002,160.360001,3692900,158.367326
"146",160.820007,161.369995,157.740005,158.649994,3532000,156.678568
"147",159.899994,160.279999,158.940002,159.800003,3081300,157.814287
"148",160.649994,163.690002,160.520004,163.630005,3142900,161.596696
"149",163.850006,164,161.270004,161.619995,2373800,159.611663
"150",162.389999,162.389999,160.020004,160.740005,2149200,158.742609
"151",162.229996,164.380005,159.449997,160.619995,2703000,158.62409
"152",159.039993,160.529999,158.5,159.839996,1983500,157.853783
"153",159.839996,161.440002,159.369995,159.660004,1876800,157.676027
"154",159.860001,162.179993,159.089996,162,2349700,159.986946
"155",162.720001,163.399994,160.059998,161.940002,2091800,159.927694
"156",161.660004,163.369995,161.020004,162.539993,1597700,160.52023
"157",163.259995,165.990005,162.130005,165.889999,2225800,163.828608
"158",165.75,165.979996,163.910004,164.020004,2245600,161.98185
"159",163.619995,164.279999,161.800003,164.240005,3556300,162.199117
"160",162.309998,165.139999,160.940002,163.630005,4190700,161.596696
"161",164.610001,166.570007,163.759995,163.940002,3574600,161.902842
"162",164.070007,166.160004,162.880005,166.130005,2674600,164.065631
"163",164.75,165.220001,162.300003,162.300003,3561900,160.283221
"164",162.119995,164.619995,160.889999,164.419998,2379700,162.376873
"165",165.169998,166.190002,164.710007,165.940002,2604800,163.877989
"166",165.779999,165.830002,164.240005,164.809998,2363600,162.762026
"167",165.309998,166.589996,164.75,166.550003,2050500,164.48041
"168",166.229996,167.679993,165.559998,166.070007,1789000,164.006379
"169",164.380005,165.539993,163.839996,164.839996,2073000,162.791652
"170",165.399994,166.139999,164.600006,165.820007,1885100,163.759485
"171",164.520004,164.970001,163.470001,164.479996,1695100,163.446453
"172",164.929993,165.949997,164.850006,165.910004,1615700,164.867475
"173",165.899994,166.619995,165.330002,165.940002,1792000,164.897285
"174",165.940002,166.919998,165.089996,166.919998,2100900,165.871123
"175",166.919998,167.509995,166.009995,167.399994,1552000,166.348102
"176",167.399994,167.550003,166.580002,167.089996,1648800,166.040053
"177",166.740005,168.270004,165.130005,168.119995,2416600,167.063579
"178",168.139999,168.869995,167.699997,168.809998,1836000,167.749246
"179",168.270004,169.25,168.070007,169.119995,1770300,168.057296
"180",168.970001,169.660004,168.619995,168.889999,2019100,167.828745
"181",168.850006,169.979996,168.639999,169.610001,1789400,168.544222
"182",169.660004,169.75,168.559998,168.649994,1946000,167.590248
"183",168.160004,170.5,168.119995,170.5,2223100,169.428629
"184",169.570007,169.600006,167.360001,168.270004,2232400,167.212646
"185",168.259995,168.259995,166.460007,167.160004,1575700,166.10962
"186",167.210007,167.699997,166.690002,167.570007,1547200,166.517048
"187",166.5,166.770004,164.009995,164.360001,2114400,163.327212
"188",164.720001,166.779999,164.509995,166.369995,1608100,165.324576
"189",164.809998,164.860001,162.25,162.259995,2564600,161.240401
"190",162.699997,163.220001,161.660004,161.729996,1894300,160.713733
"191",162.589996,164.520004,162.570007,164.470001,1715000,163.436521
"192",164.020004,164.389999,161.779999,162.740005,2284700,161.717396
"193",163.580002,166.270004,163.580002,166.210007,2111200,165.165593
"194",165.520004,165.529999,163.380005,164.229996,2557900,163.198024
"195",163.160004,166.949997,162.050003,166.470001,3062400,165.423954
"196",166.160004,166.210007,164.850006,165.660004,1953500,164.619046
"197",166.089996,167.130005,165.389999,166.490005,4371800,165.443832
"198",166.830002,166.910004,165.830002,166.130005,2157300,165.086094
"199",165.580002,167.649994,165.529999,166.320007,2091000,165.274902
"200",166.240005,166.520004,162.660004,162.699997,2540900,161.677639
"201",162,163.369995,161.210007,162.589996,2050700,161.56833
"202",162.360001,163.899994,162.020004,163.5,1722600,162.472615
"203",164.199997,166.770004,164.199997,166.050003,1684000,165.006595
"204",165.410004,166,164.619995,164.949997,2081300,163.913501
"205",164.289993,164.539993,161.899994,162.520004,2148100,161.498777
"206",163.380005,163.970001,162.119995,162.800003,1852600,161.777017
"207",161.660004,165.990005,161.399994,165.479996,2560300,164.440169
"208",165.399994,167.570007,165.279999,166.210007,2479500,165.165593
"209",166.210007,167.220001,165.210007,166.270004,1754400,165.225213
"210",166.25,167.179993,165.080002,166.789993,1680100,165.741935
"211",167.5,167.699997,166.220001,167.070007,1501900,166.020189
"212",166.759995,167.360001,165.600006,165.839996,1860400,164.797907
"213",165.320007,166.479996,164.169998,165.990005,1914300,164.946974
"214",166.720001,167.339996,165.860001,166.440002,1995800,165.394143
"215",165.729996,166.649994,165.100006,165.889999,1662800,164.847596
"216",164.529999,164.539993,161.130005,161.710007,3063500,160.693869
"217",163,165.389999,162.729996,164.509995,2394200,163.476263
"218",165.649994,165.699997,163.619995,164,1970500,162.969473
"219",163.809998,164.889999,162.570007,164.669998,2228800,163.635261
"220",159.539993,161.449997,158.610001,159.660004,5704500,158.656748
"221",159.809998,159.809998,157.850006,158.990005,3043500,157.99096
"222",159.479996,160.070007,157.809998,157.979996,3448800,156.987297
"223",157.690002,158.360001,156.179993,158.330002,3387900,157.335104
"224",157.419998,157.929993,156.179993,156.970001,3078600,155.983649
"225",156.820007,157.919998,156.009995,156.389999,3510200,155.407291
"226",156.789993,158.089996,156.789993,157.679993,2160100,156.689179
"227",158.399994,159.850006,157.880005,159.020004,2240300,158.02077
"228",158.860001,159.449997,157.410004,157.910004,1947700,156.917744
"229",157.919998,159.080002,156.550003,157.639999,2203100,156.649437
"230",157.229996,159.199997,157.229996,158.610001,2112900,157.613343
"231",160.25,161.399994,160.059998,160.600006,2025500,159.590844
"232",160.259995,161,159.800003,159.899994,1708700,158.89523
"233",158.710007,160.399994,158.009995,160.070007,1864800,159.064175
"234",160.429993,161.740005,160.360001,161.309998,2587900,160.296374
"235",162.089996,163.300003,161.800003,163.149994,2462500,162.124808
"236",163.149994,163.770004,162.649994,163.300003,1923800,162.273875
"237",163,163.589996,162.309998,162.869995,1747800,161.846569
"238",163.070007,163.589996,162.550003,163.119995,2075100,162.094998
"239",162.419998,163.070007,161.839996,161.899994,1978100,161.899994
"240",161.899994,162.350006,161.800003,162.059998,2400800,162.059998
"241",161.990005,162.330002,160.660004,160.979996,1822700,160.979996
"242",160.979996,161.320007,159.039993,159.589996,2471100,159.589996
"243",159.820007,161.309998,159.529999,161.020004,2625900,161.020004
"244",160.350006,160.889999,159.610001,160.869995,1578100,160.869995
"245",160.440002,160.789993,158.740005,159.080002,2875400,159.080002
"246",159.100006,159.759995,158.570007,158.979996,1906100,158.979996
"247",158.279999,159.880005,157.949997,159.080002,2481100,159.080002
"248",159.610001,160.5,158.979996,160.160004,2074500,160.160004
"249",159.509995,160.380005,158.089996,158.350006,2230400,158.350006
"250",157.5,157.970001,156.970001,157.080002,2309300,157.080002
"251",156.5,157.410004,156.300003,156.589996,1589400,156.589996
"252",156.850006,158.259995,156.600006,156.979996,1789600,156.979996
"253",156.949997,159.570007,156.949997,159.039993,1755700,159.039993
