"","TGT.Open","TGT.High","TGT.Low","TGT.Close","TGT.Volume","TGT.Adjusted"
"164",73.190002,74.389999,71.900002,74.25,4926500,73.25939
"165",74.720001,75.889999,74.129997,75.870003,4920000,74.85778
"166",75.610001,76.660004,75.459999,75.610001,5670200,74.601246
"167",75.940002,76.389999,75.82,75.949997,3111300,74.936707
"168",76,76.699997,75.559998,76.360001,4079800,75.34124
"169",76.050003,76.580002,75.110001,75.389999,3112700,74.38418
"170",75.599998,76.699997,75.57,76.650002,2810100,75.627372
"171",76.419998,76.699997,75.889999,76.419998,2760400,75.400437
"172",76.400002,76.940002,75.849998,76.870003,3751000,75.844438
"173",76.489998,76.699997,75.690002,76.120003,2381100,75.615962
"174",75.800003,76.800003,74.940002,76.639999,4037200,76.132515
"175",76.75,77.389999,76.43,77.349998,4545200,76.837813
"176",77.230003,77.260002,76.269997,76.68,5613100,76.172252
"177",76.550003,76.870003,76,76.870003,4477600,76.360996
"178",76.870003,77.25,76.290001,76.690002,4264100,76.182187
"179",76.830002,77.010002,76.07,76.949997,4810000,76.44046
"180",78.080002,78.400002,75.970001,77.150002,9410300,76.639141
"181",77.139999,77.400002,76.269997,76.900002,5283000,76.390796
"182",77.029999,77.300003,76.709999,76.830002,4741000,76.32126
"183",76.830002,78.160004,76.730003,77.68,6116300,77.16563
"184",77.279999,78.139999,75.080002,78,12906900,77.483511
"185",77.940002,79,77.589996,77.720001,8019500,77.205366
"186",77.790001,78.239998,77.790001,78.199997,6622300,77.682183
"187",77.82,77.82,76.849998,77.209999,3927900,76.698741
"188",77.110001,78.660004,76.949997,78.57,4418000,78.049736
"189",78.269997,78.349998,77.419998,77.669998,4807000,77.155694
"190",78.370003,78.459999,77.220001,77.779999,3829900,77.264966
"191",78.099998,79.459999,78,79.300003,4190900,78.774905
"192",79.290001,79.699997,78.639999,79.18,5401500,78.655697
"193",79.660004,80.809998,79.610001,80.489998,4452100,79.957021
"194",80.470001,81.349998,80.199997,81.029999,5042400,80.493446
"195",80.970001,81.379997,79.919998,81.059998,4906600,80.523246
"196",80.459999,80.809998,80.370003,80.599998,3991700,80.066293
"197",80.790001,81.839996,80.599998,81.309998,5534900,80.77159
"198",81.43,82.239998,81.199997,81.230003,3372500,80.692126
"199",81.099998,82.190002,80.910004,82,5686000,81.457024
"200",82.080002,82.099998,81.349998,81.620003,5617100,81.079543
"201",81.360001,81.360001,80.32,80.440002,4795000,79.907356
"202",80.389999,81.860001,80.330002,81.559998,3752700,81.019935
"203",81.910004,82.75,81.910004,82.139999,3854700,81.596096
"204",82.220001,82.809998,82,82.07,5368000,81.52656
"205",81.830002,82.230003,81.260002,82.089996,4961700,81.546424
"206",82.010002,82.830002,81.599998,82.669998,3002000,82.122586
"207",82.870003,83.620003,82.410004,83.339996,3825800,82.788147
"208",83.25,83.68,82.540001,82.610001,3021300,82.062985
"209",82.779999,83.620003,82.730003,83.139999,3272200,82.589475
"210",83,83.610001,82.68,83.290001,3369900,82.738483
"211",83.330002,83.739998,82.959999,83.57,2811500,83.016628
"212",83.459999,83.980003,82.910004,82.959999,2429700,82.410666
"213",82.790001,83.389999,82.290001,83.059998,2861100,82.510003
"214",83.330002,83.82,81.879997,81.959999,3841700,81.417288
"215",81.93,82.290001,81.529999,81.919998,4219700,81.377552
"216",81.410004,81.489998,79.910004,80.019997,6089800,79.490132
"217",80.910004,81.279999,80.389999,80.93,3898100,80.394109
"218",81.57,81.779999,81.07,81.25,2929400,80.71199
"219",81.330002,81.68,81.010002,81.339996,4212600,80.801391
"220",81.279999,82.260002,81.220001,81.93,4628700,81.387488
"221",82.970001,83,82.440002,82.699997,3611700,82.152386
"222",82.849998,82.940002,81.169998,81.379997,4778900,80.841127
"223",81.279999,81.809998,80.870003,81.510002,3233300,80.970271
"224",81.199997,81.290001,78.739998,78.870003,6637200,78.347752
"225",78.779999,79.379997,78.389999,78.830002,5376700,78.308016
"226",78.699997,79.699997,78.589996,79.650002,3066500,79.122586
"227",79.739998,80.779999,79.650002,80.18,2946400,79.649076
"228",80.019997,80.190002,78.919998,78.970001,3172100,78.447089
"229",79.43,79.43,78.5,79.120003,3907000,78.596097
"230",79.349998,80.290001,79.160004,80.110001,3964700,79.57954
"231",80.800003,81.330002,80.580002,80.739998,4021200,80.205365
"232",80.800003,81.370003,80.529999,80.610001,2778000,80.076229
"233",80.209999,81.309998,80.139999,80.809998,2760900,80.274901
"234",80.559998,80.93,79.730003,79.809998,4881200,79.281523
"235",77.360001,78.099998,76.459999,77.260002,9895600,76.748413
"236",77.639999,78.540001,77.239998,78.529999,6851300,78.01
"237",78.279999,78.529999,77.660004,78.360001,4754100,78.360001
"238",77.989998,78.459999,77.389999,77.919998,8702700,77.919998
"239",77.919998,79.400002,77.57,78.18,10683400,78.18
"240",78.300003,79.970001,78,79.389999,6725000,79.389999
"241",79.589996,79.589996,78.93,79.290001,3847300,79.290001
"242",79.440002,79.589996,78.949997,79.080002,4691200,79.080002
"243",79.489998,80.489998,79.32,80.300003,4792200,80.300003
"244",80.419998,80.699997,79.639999,80.050003,2968300,80.050003
"245",79.959999,80.010002,79,79.32,3547600,79.32
"246",79.5,79.919998,79.110001,79.510002,3178600,79.510002
"247",79.199997,80.139999,78.910004,80,3453000,80
"248",80.349998,80.75,79.889999,80.339996,3437700,80.339996
"249",79.980003,80.5,79.57,79.959999,5671400,79.959999
"250",80.139999,80.260002,79.089996,79.199997,3919400,79.199997
"251",79.25,79.25,78.629997,78.889999,3122500,78.889999
"252",78.690002,79.260002,78.25,78.900002,5433000,78.900002
"253",79.669998,79.800003,79.050003,79.669998,4650300,79.669998
