"","TEG.Open","TEG.High","TEG.Low","TEG.Close","TEG.Volume","TEG.Adjusted"
"1",57.919998,58.110001,57.66,57.82,194600,55.678502
"2",57.68,57.799999,57.139999,57.16,270600,55.042947
"3",57.16,57.599998,56.459999,57.529999,254700,55.399242
"4",57.549999,57.810001,57.130001,57.700001,293700,55.562948
"5",57.68,58.779999,57.57,58.650002,611300,56.477763
"6",58.610001,58.810001,58.279999,58.509998,403800,56.342945
"7",58.650002,60.23,58.650002,60.209999,399200,57.979983
"8",60.200001,61,60.16,60.799999,508100,58.548131
"9",60.759998,61.040001,60.48,60.950001,946000,58.692577
"10",68.010002,70.610001,67.919998,68.349998,7842500,65.818498
"11",68.400002,69.489998,67.93,69.269997,2366800,66.704422
"12",69.029999,69.580002,68.830002,69.330002,1334400,66.762205
"13",69.5,70.230003,69.330002,70.230003,1265500,67.628873
"14",70,70.940002,69.870003,70.919998,816700,68.293312
"15",70.68,71.349998,70.550003,71.129997,968500,68.495533
"16",71,71.099998,70.279999,70.330002,455100,67.725168
"17",70.080002,70.260002,68.75,69.099998,712400,66.54072
"18",69.029999,69.059998,68.349998,68.5,860900,65.962944
"19",68.129997,69.139999,68.129997,68.959999,656100,66.405906
"20",68.769997,69.650002,68.769997,69.559998,524300,66.983682
"21",69.870003,69.900002,69,69.279999,477800,66.714054
"22",68.809998,69.849998,68.639999,69.739998,279600,67.157016
"23",69.459999,69.860001,69.099998,69.230003,267800,66.66591
"24",69.239998,69.389999,68.620003,68.699997,274000,66.155534
"25",68.43,69.110001,68.43,68.889999,276600,66.338499
"26",68.980003,69.239998,68.599998,69.139999,190300,66.57924
"27",68.980003,69.370003,68.550003,68.580002,328600,66.039983
"28",68.839996,69.349998,68.5,69.139999,346000,66.57924
"29",69.059998,69.360001,68.839996,69.07,224600,66.511832
"30",69.309998,69.440002,68.980003,69.07,316900,66.511832
"31",69,69.290001,68.910004,69.169998,299500,66.608127
"32",69.209999,69.599998,69.019997,69.489998,237400,66.916275
"33",69.459999,69.639999,68.739998,68.849998,183000,66.29998
"34",68.629997,70.059998,68.629997,69.980003,263000,67.388132
"35",69.860001,70.089996,69.029999,69.029999,287900,66.473313
"36",68.949997,69.239998,67.260002,67.540001,486700,65.038501
"37",67.040001,67.389999,65.510002,65.559998,1160100,63.131831
"38",65.599998,66.660004,65.599998,66.139999,599800,63.690352
"39",66.099998,66.129997,64.540001,65.190002,814200,62.77554
"40",64.830002,65.410004,64.410004,64.589996,458000,62.197756
"41",64.18,64.370003,63.59,63.790001,829500,61.427391
"42",65.050003,65.599998,64.230003,64.400002,603700,62.014799
"43",64.610001,65.599998,64.449997,65.57,347100,63.141463
"44",65.550003,65.889999,65.279999,65.580002,314400,63.151095
"45",65.410004,65.830002,65.129997,65.209999,221400,62.794796
"46",65.190002,66.199997,65.190002,65.980003,242300,63.536281
"47",66.040001,66.480003,65.550003,66.379997,366500,63.921461
"48",66.43,66.889999,65.989998,66.300003,2157000,63.844429
"49",66.260002,66.5,65.919998,65.970001,265500,63.52665
"50",66.300003,67.199997,66.099998,67.019997,321900,64.537756
"51",66.93,67.269997,66.760002,67.110001,208200,64.624427
"52",67.160004,67.589996,66.970001,67.150002,372800,64.662946
"53",67.110001,67.370003,66.510002,66.82,238400,64.345166
"54",67.089996,67.629997,66.830002,67.360001,216600,64.865167
"55",67.349998,67.57,66.690002,66.699997,388500,64.229608
"56",66.300003,66.860001,66.07,66.739998,301000,64.930085
"57",66.660004,67.599998,66.610001,67.470001,263200,65.640292
"58",67.220001,67.93,67.220001,67.889999,211900,66.0489
"59",67.809998,67.980003,66.830002,66.970001,319700,65.153851
"60",66.989998,67.629997,66.989998,67.519997,282900,65.688931
"61",67.400002,67.790001,67.099998,67.790001,320600,65.951613
"62",67.860001,68.510002,67.82,68.5,267200,66.642358
"63",68.25,68.550003,67.669998,68.269997,385000,66.418592
"64",67.949997,67.949997,67.269997,67.290001,188700,65.465173
"65",67.18,67.849998,66.889999,67.309998,159300,65.484627
"66",67.269997,68,66.989998,67.959999,113700,66.117001
"67",67.669998,67.669998,66.410004,66.589996,206400,64.784151
