"","TEG.Open","TEG.High","TEG.Low","TEG.Close","TEG.Volume","TEG.Adjusted"
"68",66.599998,67.339996,66.599998,67.239998,246800,65.416526
"69",67.019997,68.150002,67,67.690002,245500,65.854327
"70",68.019997,68.129997,67.169998,67.470001,163400,65.640292
"71",67.419998,67.550003,66.510002,66.709999,155400,64.9009
"72",67.010002,67.269997,66.68,66.769997,653000,64.95927
"73",66.769997,66.980003,66.129997,66.620003,462100,64.813344
"74",66.629997,66.629997,65.75,65.779999,325500,63.99612
"75",65.760002,65.949997,65.209999,65.239998,428900,63.470763
"76",65.07,65.639999,64.870003,64.879997,259200,63.120526
"77",64.839996,65.169998,64.480003,64.910004,274500,63.149718
"78",64.629997,64.900002,64.489998,64.809998,173100,63.052424
"79",64.879997,65.480003,64.650002,64.82,360800,63.062155
"80",64.629997,65.610001,64.629997,65.040001,368300,63.27619
"81",64.839996,65.599998,64.839996,65.160004,233100,63.392939
"82",65.599998,65.830002,64.970001,65.620003,351300,63.840463
"83",65.760002,66.099998,65.339996,65.379997,300700,63.606966
"84",65.059998,65.949997,65.059998,65.449997,397400,63.675068
"85",65.410004,67.400002,65.410004,66.699997,442300,64.891169
"86",66.730003,67.400002,65.940002,66.019997,358500,64.229609
"87",66.309998,67.599998,66.309998,67.019997,301300,65.202491
"88",67.019997,68.339996,66.980003,67.620003,286300,65.786225
"89",67.650002,69.400002,67.470001,68.75,457000,66.885578
"90",68.419998,69.529999,68.389999,69.25,930500,67.372019
"91",68.480003,68.839996,67.540001,68.510002,804900,66.652089
"92",68.849998,69,67.830002,68.720001,422000,66.856393
"93",68.68,69.510002,68.410004,69.449997,319500,67.566592
"94",69.459999,69.5,68.82,68.940002,584100,67.070428
"95",68.910004,69.739998,68.839996,69.370003,559100,67.488767
"96",69.75,69.900002,69.199997,69.669998,429300,67.780627
"97",69.669998,70.150002,69.519997,70.050003,561500,68.150327
"98",70.080002,70.519997,69.860001,70.470001,383200,68.558935
"99",70.400002,70.879997,69.940002,70.779999,409900,68.860526
"100",70.599998,71.029999,69.559998,70.43,354400,68.520019
"101",70.510002,72.949997,70.5,72.93,507300,70.952222
"102",73.120003,73.120003,72.209999,72.68,420300,70.709001
"103",72.809998,73.07,72.370003,72.82,286900,70.845204
"104",72.519997,73.18,72.050003,72.339996,327900,70.378218
"105",72.669998,74.120003,72.059998,74.019997,529300,72.012659
"106",72.790001,73.419998,71.379997,72.339996,640700,70.378218
"107",71.660004,72.230003,71.239998,72,487800,70.047442
"108",71.989998,72.839996,71.82,72.650002,610000,70.679816
"109",72.43,72.919998,71.989998,72.849998,389400,70.874389
"110",72.25,72.629997,71.129997,71.800003,507500,69.852869
"111",71.879997,72,71.099998,71.300003,331500,69.366428
"112",70.949997,71.830002,70.75,71.580002,475800,69.638834
"113",71.279999,72.889999,71.279999,72.540001,333500,70.572799
"114",72.370003,73.040001,72.339996,73,486500,71.020323
"115",72.550003,73.139999,72.209999,73.129997,650100,71.146795
"116",72.639999,73.209999,72.639999,73.129997,459100,71.146795
"117",73.260002,73.449997,72.540001,73.110001,613200,71.127341
"118",72.370003,72.599998,71.690002,72,389300,70.705072
"119",71.980003,72.080002,71.510002,71.779999,359200,70.489028
"120",71.779999,72.370003,71.760002,71.870003,215600,70.577413
"121",71.980003,73.190002,71.980003,72.839996,151800,71.529961
"122",72.860001,74.089996,72.470001,73.57,573000,72.246835
"123",73.230003,74.099998,72.940002,74.010002,511700,72.678924
"124",73.839996,74.339996,73.540001,74.239998,413900,72.904784
"125",74.230003,75.269997,73.830002,75.139999,475800,73.788599
"126",74.5,75.010002,74.279999,74.870003,531900,73.523458
"127",74.919998,76.199997,74.919998,75.550003,325500,74.191228
"128",75.120003,76.080002,75.099998,76.029999,374200,74.662591
"129",76.18,76.470001,75.5,75.580002,330900,74.220688
"130",75.599998,76.360001,75.599998,75.839996,419300,74.476006
"131",75.480003,76.019997,74.220001,74.260002,496900,72.924428
"132",74.260002,74.889999,73.739998,74.339996,397200,73.002984
"133",74.260002,75.43,73.879997,74.910004,322300,73.562739
"134",75,75.870003,74.639999,75.68,370400,74.318888
"135",76,76.720001,75.650002,76.68,407600,75.300902
"136",77.019997,77.839996,76.580002,76.580002,995000,75.202702
"137",76.519997,77.459999,76.18,77.199997,383900,75.811547
"138",76.82,77.239998,76.68,76.790001,214800,75.408925
"139",76.790001,78.510002,76.790001,78.300003,208100,76.891769
"140",78.059998,79.879997,78.019997,79.830002,286300,78.394251
"141",79.730003,80.879997,79.730003,80.620003,452700,79.170043
"142",80.459999,80.459999,78.82,79.18,620400,77.75594
"143",79.300003,79.629997,77.769997,77.849998,278400,76.449858
"144",78,78.220001,77.110001,78.160004,379400,76.754288
"145",78,78.25,76.839996,77.089996,277600,75.703525
"146",77,78.580002,77,77.339996,384300,75.949028
"147",77.529999,78.620003,77.239998,78.330002,233800,76.921228
"148",78.379997,79.190002,78.379997,78.720001,484900,77.304214
"149",78.75,78.75,77.739998,78.029999,241100,76.626621
"150",78.029999,78.400002,77.389999,77.5,413000,76.106154
"151",77.620003,79.129997,77.32,77.730003,243300,76.332021
"152",77.349998,79.050003,77.309998,79.019997,253600,77.598814
"153",78.93,79.739998,78.93,79.57,163700,78.138925
"154",79.25,80.709999,79.089996,80.589996,200400,79.140577
"155",80.68,81.160004,80.25,81.089996,351600,79.631584
"156",80.82,82.019997,80.25,81.980003,215800,80.505584
"157",82.040001,82.470001,81.379997,81.870003,171400,80.397562
"158",81.889999,82.690002,81.889999,82.330002,167700,80.849288
"159",82.370003,82.599998,81.589996,82.559998,185300,81.075147
"160",82.199997,82.940002,82.089996,82.57,214000,81.08497
"161",82.5,83.720001,82.099998,82.269997,221700,80.790362
"162",82.349998,83.25,81.690002,83.129997,180000,81.634895
"163",82.779999,83.029999,80.980003,81.099998,343100,79.641406
"164",81.400002,81.809998,80.379997,81.519997,229700,80.053851
"165",81.129997,81.559998,80.769997,81.269997,287000,79.808347
"166",81.160004,81.449997,80.339996,80.540001,259400,79.091481
"167",80.720001,81.5,80.32,81.32,270200,79.857451
"168",80.970001,81.080002,77.699997,78.209999,293600,76.803384
"169",78.07,78.339996,76.849998,77.330002,197200,75.939214
"170",77.199997,78.849998,77.199997,78.800003,232600,77.382777
"171",78.550003,78.650002,76.400002,76.660004,324400,75.281265
"172",76.760002,77.25,76.160004,77.169998,426000,75.782088
"173",76.870003,77.099998,75.040001,75.559998,339400,74.201043
"174",75.269997,76.349998,74.599998,75.830002,618500,74.466191
"175",75.529999,77.440002,75.360001,77.419998,319600,76.027591
"176",77.139999,77.459999,76.440002,76.709999,196800,75.330362
"177",76.739998,77.239998,75.970001,77.18,199200,75.79191
"178",77.169998,77.800003,77.07,77.779999,183200,76.381117
"179",77.639999,78.330002,77.489998,77.779999,301800,76.381117
"180",77.099998,77.300003,75.559998,75.559998,310700,74.855475
"181",75.550003,75.699997,74.529999,74.589996,286700,73.894518
"182",74.559998,75.059998,74.279999,74.730003,309400,74.03322
"183",74.43,74.470001,72.769997,73.489998,455000,72.804776
"184",73.269997,74.160004,72.449997,73.900002,536200,73.210957
"185",73.510002,73.739998,72.050003,72.459999,364300,71.784381
"186",72.470001,73.599998,72.440002,73.43,370600,72.745338
"187",72.330002,72.330002,70.970001,71.290001,543000,70.625292
"188",71.379997,72.010002,71.290001,71.830002,332800,71.160258
"189",71.470001,72.540001,71.290001,71.300003,431700,70.635201
"190",71.309998,71.82,70.489998,70.580002,377000,69.921913
"191",70.860001,71.82,70.790001,71.529999,277800,70.863052
"192",71.349998,71.419998,70.339996,71.230003,338500,70.565854
"193",71.25,73.480003,71.25,72.550003,407500,71.873546
"194",72.550003,73,71.970001,72.040001,290900,71.368299
"195",72.050003,74.190002,71.75,73.730003,395300,73.042544
"196",73.599998,74.540001,73.309998,73.669998,368000,72.983098
"197",73.720001,74.830002,73.349998,74.330002,1970400,73.636948
"198",74.43,74.690002,73.970001,74.010002,382100,73.319932
"199",73.720001,74.239998,73.010002,73.019997,297000,72.339157
"200",73.019997,73.599998,72.129997,72.129997,304900,71.457456
"201",71.809998,72.690002,71.550003,71.57,443400,70.90268
"202",71.760002,72.68,71.699997,71.949997,280300,71.279134
"203",72.160004,72.949997,71.839996,72.099998,227200,71.427737
"204",71.809998,73.120003,71.739998,72.019997,385000,71.348481
"205",71.970001,72.849998,71.279999,72.660004,257000,71.982521
"206",72.610001,73.029999,72.43,72.57,214000,71.893356
"207",72.68,73.629997,72.68,73.029999,231100,72.349066
"208",72.970001,72.989998,72.199997,72.260002,267500,71.586249
"209",72.260002,72.410004,71.709999,72.07,463600,71.398018
"210",72.07,72.07,71.360001,71.68,245700,71.011655
"211",71.889999,72.919998,71.75,72.709999,207900,72.03205
"212",72.5,72.970001,72.160004,72.260002,164900,71.586249
"213",72.199997,72.970001,72.160004,72.440002,351600,71.764571
"214",72.379997,73.279999,72.379997,72.669998,302800,71.992422
"215",72.480003,72.580002,71.519997,72.370003,203100,71.695224
"216",71.860001,72.830002,71.830002,72.279999,182200,71.606059
"217",72.489998,73.959999,72.489998,73.440002,202600,72.755247
"218",73.489998,73.989998,72.68,73.050003,223300,72.368884
"219",73.110001,73.459999,72.510002,73.230003,218300,72.547206
"220",73.25,74,73.150002,73.830002,188700,73.14161
"221",73.830002,74.970001,73.580002,74.449997,209000,73.755824
"222",74.599998,74.599998,73.419998,73.82,324100,73.131701
"223",73.440002,74.239998,73.139999,74.139999,222200,73.448717
"224",73.660004,73.800003,72.800003,73.589996,172300,72.903842
"225",73.309998,73.68,72.120003,73.099998,391400,72.418413
"226",73.25,73.68,72.68,73.629997,199100,72.94347
"227",73.589996,74.5,73.449997,74.019997,290000,73.329833
"228",73.5,73.870003,71.82,71.900002,289000,71.229605
"229",71.559998,72.339996,70.739998,71.330002,588100,70.66492
"230",71.519997,72.199997,71.459999,71.93,255300,71.259324
"231",72.830002,73.330002,71.919998,72.080002,269700,71.407927
"232",71.940002,72.599998,71.519997,71.610001,219400,70.942308
"233",71.18,71.839996,70.949997,71.32,295400,70.655011
"234",71.529999,71.889999,70.349998,70.589996,181900,69.931814
"235",70.839996,71.589996,70.839996,71.480003,224900,70.813523
"236",71.709999,72.419998,71.559998,72.230003,215900,71.55653
"237",71.980003,72.779999,71.980003,72.529999,179800,71.853728
"238",72.309998,73.360001,72.089996,73.230003,334500,72.547206
"239",73.269997,74.099998,73.029999,73.650002,182600,72.963288
"240",73.669998,73.779999,73.18,73.519997,214500,72.834495
"241",73.169998,73.379997,72.800003,73.139999,161700,72.458041
"242",73.199997,73.25,72.57,72.93,242600,72.25
"243",72.370003,72.800003,71.949997,71.989998,507300,71.989998
"244",71.790001,72.379997,71.790001,71.940002,518300,71.940002
"245",71.830002,72.160004,71.650002,71.910004,446300,71.910004
"246",71.75,72.410004,71.639999,72.040001,240800,72.040001
"247",71.580002,71.620003,70.559998,71.269997,196600,71.269997
"248",71.260002,71.260002,70.139999,70.400002,278700,70.400002
"249",70.169998,70.660004,69.660004,69.720001,295200,69.720001
"250",69.239998,69.300003,68,69.019997,404000,69.019997
"251",69.050003,69.050003,68.620003,68.839996,195000,68.839996
"252",68.830002,69.32,68.779999,68.879997,192000,68.879997
"253",69.059998,69.349998,68.800003,69.150002,209600,69.150002
