"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"37",141.710007,142.399994,139.309998,139.389999,2102300,136.356227
"38",139.220001,139.860001,137.089996,138.990005,1929100,135.964939
"39",139.240005,140.580002,138.070007,140.110001,1725300,137.060557
"40",143.130005,143.929993,138.940002,140,2548100,136.952951
"41",139.350006,140.779999,138.679993,139.369995,1828600,136.336658
"42",140.75,141.630005,139,139.369995,1582500,136.336658
"43",139.740005,141.559998,139,141.389999,1134200,138.312698
"44",142.479996,143.259995,141.479996,141.800003,1078400,138.713778
"45",141.800003,142.610001,140.759995,141.039993,825600,137.970309
"46",141.169998,142.339996,140.919998,141.970001,639200,138.880076
"47",142,142.320007,141.419998,141.949997,745700,138.860507
"48",142.660004,142.779999,140.399994,140.929993,1108700,137.862703
"49",142.130005,142.990005,141.460007,142.169998,2509700,139.07572
"50",142.389999,144.509995,142.229996,144.399994,1600000,141.257181
"51",144.190002,148.039993,144.190002,147.279999,2307300,144.856972
"52",147.360001,147.5,145.75,146.210007,1508300,143.804584
"53",145.630005,146.279999,144.429993,145.220001,1475800,142.830866
"54",146.110001,146.470001,145.020004,145.089996,711100,142.703
"55",145.270004,145.490005,144.059998,144.169998,927400,141.798137
"56",144.679993,145.369995,144.399994,145.190002,864000,142.80136
"57",144.220001,145.449997,143.270004,144.75,848500,142.368597
"58",145.029999,145.130005,143.889999,145.110001,736500,142.722675
"59",145.369995,145.630005,143.800003,144.350006,1216700,141.975184
"60",145.449997,145.490005,143.350006,144.139999,833200,141.768632
"61",144.199997,144.960007,143.050003,143.580002,1133200,141.217847
"62",143.259995,143.5,141.5,142.619995,1854500,140.273634
"63",142.5,142.570007,141.5,141.979996,1009100,139.644164
"64",141.809998,142.639999,141.169998,141.440002,1076000,139.113055
"65",140.630005,141.330002,140.110001,140.399994,1385600,138.090156
"66",140,140.380005,139.039993,140,1478200,137.696743
"67",140.059998,140.089996,138.059998,138.570007,1591300,136.290276
"68",138.160004,138.5,136.75,137.910004,1220700,135.641131
"69",136.369995,138.029999,134.770004,137.460007,2443500,135.198537
"70",137.809998,138.169998,136.800003,137.300003,1402500,135.041166
"71",137.350006,138.940002,136.960007,138.710007,1036500,136.427972
"72",139.949997,140.149994,136.850006,137.889999,2158200,135.621456
"73",137.429993,137.610001,135.600006,136.039993,1632100,133.801886
"74",135.419998,135.710007,134.570007,134.589996,1576100,132.375744
"75",134.839996,134.860001,133.429993,134.210007,1626800,132.002006
"76",134,134,132.800003,133.039993,1277100,130.851241
"77",133.679993,134.119995,132.630005,133.779999,1158800,131.579072
"78",132.5,133.460007,131.539993,132.850006,1131900,130.66438
"79",132.889999,133.149994,131.240005,131.979996,1472500,129.808683
"80",131.399994,131.550003,129.899994,131.059998,1895700,128.90382
"81",134.759995,134.869995,131.100006,132.979996,5184700,130.792231
"82",134.460007,135.669998,133.559998,135.100006,2882500,132.877363
"83",136.25,136.759995,135.410004,136.130005,1801800,133.890416
"84",134.330002,134.330002,129.5,129.570007,4072000,127.438343
"85",130.130005,134.240005,129.580002,133.940002,3083600,131.736444
"86",133.910004,134.289993,130.190002,130.860001,1969400,128.707113
"87",130.839996,131.130005,127.360001,127.370003,2587500,125.274532
"88",127.610001,128.529999,124.739998,124.949997,2130000,122.89434
"89",126.010002,129.410004,125.690002,127.489998,1820500,125.392553
"90",126.040001,129.229996,124.300003,128.460007,2271000,126.346604
"91",126.190002,131.979996,125.910004,130.570007,2215700,128.421891
"92",132.009995,132.990005,130.070007,130.529999,2133700,128.382541
"93",129.970001,130.899994,129.580002,130.880005,1220100,128.726789
"94",132.490005,134.949997,132.460007,134.800003,1269000,132.582296
"95",134.690002,134.919998,131.850006,132,1556000,129.828358
"96",134.210007,137.330002,134.210007,136.360001,1380600,134.116628
"97",136.339996,137.520004,135.279999,137.25,1232600,134.991986
"98",136.029999,136.389999,134.309998,135.369995,1787500,133.14291
"99",140.929993,145.149994,139.779999,144.589996,3787400,142.211225
"100",144.25,145.179993,143.139999,144.509995,1854600,142.13254
"101",144.039993,145.990005,143.130005,144.619995,1731000,142.240731
"102",146.809998,147.139999,145.509995,146.179993,2090800,143.775063
"103",146.020004,146.25,144.479996,145.089996,1720000,142.703
"104",143.490005,144.399994,141.259995,141.770004,4094100,139.437627
"105",144.529999,144.850006,141.570007,144.119995,2785900,141.748957
"106",144.990005,146.720001,144.220001,146.639999,1666600,144.227502
"107",146.529999,147.429993,145.490005,146.039993,1346500,143.637367
"108",146.389999,147.25,145.729996,146.5,1358000,144.089806
"109",146.179993,147.25,145.660004,146.600006,1024900,144.188167
"110",146.419998,147.220001,145.520004,146.490005,958400,144.079976
"111",146.470001,146.610001,143.880005,144.520004,1252100,142.142385
"112",144.729996,145.270004,143.800003,145.059998,701200,142.673494
"113",145.089996,145.199997,143.860001,144.779999,1001800,142.398102
"114",144.270004,145.619995,144.270004,144.839996,1185800,143.228751
"115",144.800003,144.800003,142.970001,143.139999,1219900,141.547665
"116",142.179993,144.360001,142,143.960007,869800,142.358551
"117",146.990005,149.710007,146.5,148.449997,2400900,146.798593
"118",148.300003,149.300003,147.559998,147.990005,1481000,146.343718
"119",148.610001,149.479996,147.75,149.220001,1400800,147.560031
"120",148.979996,149.399994,147.75,148.919998,1438100,147.263366
"121",148.020004,148.059998,145.080002,145.619995,1106100,144.000073
"122",145.639999,146.220001,144.369995,145.339996,1563600,143.723189
"123",145.279999,146.330002,144.699997,146.190002,1342500,144.563739
"124",148.679993,151.25,147.309998,150.600006,2060900,148.924685
"125",149.949997,150.600006,149.100006,149.960007,1240700,148.291805
"126",149.970001,150.919998,149.429993,150.860001,1248400,149.181787
"127",150.699997,150.809998,146.160004,147.619995,1735800,145.977824
"128",145.720001,149.330002,145.490005,149.220001,1334100,147.560031
"129",148.399994,148.399994,143.199997,143.970001,1636900,142.368434
"130",144.529999,145.520004,143.820007,144.199997,1121200,142.595871
"131",143,143.389999,140.899994,140.899994,1537300,139.332578
"132",141.860001,142.050003,140.169998,140.300003,1639900,138.739262
"133",139.210007,142.509995,138.380005,138.470001,1920200,136.929618
"134",138.580002,140.960007,137.970001,140.419998,2147800,138.857922
"135",143.830002,144.039993,141.199997,144,2397200,142.398099
"136",144.710007,144.770004,143.059998,143.059998,2100400,141.468553
"137",143.339996,145.639999,142.610001,145.300003,1238100,143.68364
"138",146.259995,147.229996,145.630005,145.729996,761100,144.10885
"139",145.899994,146.279999,145.149994,145.820007,409100,144.19786
"140",146.199997,147.210007,146.059998,146.529999,445700,144.899953
"141",146.240005,147.309998,145.660004,146.889999,916300,145.255949
"142",146.740005,147.210007,145.240005,146.160004,773100,144.534074
"143",146.160004,146.820007,144.130005,144.169998,751100,142.566206
"144",145.220001,146.949997,143.600006,146.419998,1248300,144.791176
"145",145.210007,145.440002,140.869995,141.460007,2443200,139.886361
"146",141.889999,143.619995,139.699997,142.25,2927000,140.667566
"147",143.649994,144.020004,140.860001,142.929993,1698200,141.339995
"148",145.399994,146.759995,144.009995,145.820007,1555800,144.19786
"149",146.429993,146.619995,143.279999,143.600006,1169100,142.002555
"150",143.279999,143.279999,141.029999,142.559998,953600,140.974116
"151",143.720001,144.440002,140.25,141.339996,1346100,139.767686
"152",139.220001,142.449997,139.220001,142.399994,2239800,140.815892
"153",142.399994,144.199997,141.360001,141.520004,1733100,139.945691
"154",141.699997,142.210007,139.759995,140.860001,2251500,139.29303
"155",141.559998,142.5,140.520004,142.029999,1694600,140.450013
"156",141.270004,145.089996,141.240005,144.729996,1726800,143.119974
"157",146.470001,148.039993,144.729996,147.330002,1605700,145.691057
"158",146.479996,147.029999,144.699997,145.850006,1240300,144.227525
"159",146.580002,147.990005,145.550003,147.850006,1265400,146.205276
"160",143.330002,143.759995,140.029999,142.270004,3628100,140.687348
"161",143.279999,144.179993,141.479996,141.619995,1797600,140.04457
"162",141.990005,142.789993,139.889999,142.699997,1630400,141.112558
"163",141.100006,141.610001,139.309998,139.460007,2456500,137.90861
"164",139.860001,143.339996,138.899994,143.009995,1886500,141.419107
"165",143.75,145.589996,143.740005,145.550003,2136400,143.930859
"166",145.050003,145.429993,143.570007,144.160004,1990200,142.556323
"167",138.410004,139.880005,135.350006,138.110001,4435300,136.573622
"168",138.210007,138.399994,135.559998,135.860001,2964500,134.348651
"169",135.089996,136.350006,134.070007,134.399994,3246300,132.904886
"170",134.899994,135.240005,133.5,134.960007,2189900,133.458669
"171",134.990005,135.410004,134.240005,135.119995,1804600,133.616878
"172",135.479996,136.779999,135.350006,136.630005,1752600,135.11009
"173",136.75,139.360001,136.649994,139.039993,1938800,138.282705
"174",139.119995,139.479996,137.960007,138.979996,1241500,138.223034
"175",138.610001,141.089996,138.449997,140.179993,1263400,139.416495
"176",139.940002,141.679993,139.619995,140.800003,1595600,140.033128
"177",140.630005,142.880005,139.619995,142.550003,1934700,141.773597
"178",142.020004,142.5,140.729996,141.559998,1315600,140.788983
"179",141.559998,142.490005,141.429993,141.789993,1117100,141.017727
"180",142.119995,142.800003,141.699997,142.179993,1260600,141.405602
"181",142.550003,143.020004,141.800003,142.229996,1723500,141.455332
"182",142.229996,142.820007,141.029999,142.229996,1906100,141.455332
"183",142.229996,143.460007,141.699997,143.429993,1894600,142.648794
"184",144.600006,146.130005,144.259995,145.360001,6469800,144.56829
"185",145.050003,145.330002,142.580002,143.949997,2853800,143.165966
"186",143.520004,143.919998,142.199997,142.270004,2104900,141.495123
"187",141.199997,142.509995,139.919998,140.419998,1736900,139.655193
"188",140.300003,141.179993,139.800003,140.949997,1193200,140.182305
"189",139.199997,139.360001,138.070007,138.259995,1453800,137.506954
"190",138.619995,138.639999,136.880005,137.369995,996000,136.621802
"191",138.759995,140.130005,137.850006,140.039993,1547000,139.277258
"192",139.550003,139.580002,137.100006,139.270004,1390300,138.511463
"193",140.25,141.020004,139.880005,140.5,1251300,139.734759
"194",139.5,139.740005,138.5,138.699997,1339900,137.94456
"195",137.899994,140.160004,136.550003,139.830002,1767000,139.06841
"196",139.039993,139.039993,136.850006,137.449997,1239300,136.701368
"197",137.899994,138.820007,137.570007,138.399994,1535000,137.646191
"198",138.770004,139.449997,137.960007,138.380005,873900,137.626311
"199",139.610001,140.059998,138.559998,138.940002,948300,138.183258
"200",139.179993,139.429993,136.720001,136.759995,1072400,136.015124
"201",136.460007,137.830002,136.190002,136.779999,1191600,136.035019
"202",137.110001,137.679993,136.029999,137.460007,807400,136.711323
"203",137.880005,140.490005,137.880005,140.139999,916100,139.376719
"204",139,139.119995,138.089996,138.639999,1099600,137.884889
"205",138.429993,138.460007,136.820007,137.020004,1043500,136.273718
"206",137.520004,139.419998,136.300003,136.820007,2380400,136.07481
"207",136.75,138.600006,136.089996,137.880005,1291100,137.129034
"208",138.160004,138.360001,136.529999,136.759995,1427200,136.015124
"209",135.800003,136.479996,134.550003,135,2099500,134.264715
"210",134.619995,135.600006,133.610001,134.179993,3031000,133.449174
"211",134.779999,136.669998,134.679993,136.550003,1874100,135.806276
"212",136.419998,137.119995,135.529999,136,894000,135.259269
"213",135.75,136.839996,134.509995,136.440002,1265200,135.696875
"214",134.960007,137.759995,134.960007,137.240005,1369200,136.49252
"215",136.710007,137.240005,135.770004,136.339996,1475700,135.597413
"216",135.149994,135.5,133.380005,133.839996,1729200,133.11103
"217",134.770004,136,134.669998,135.149994,1653700,134.413892
"218",135.850006,136.570007,134.699997,136.029999,1210200,135.289104
"219",136.460007,137.179993,135.169998,136.929993,1152000,136.184196
"220",137.119995,137.779999,135.589996,136.449997,1461000,135.706815
"221",136.399994,137,135.210007,136.5,1612100,135.756545
"222",136.770004,139.380005,136.770004,139.25,2156600,138.491567
"223",136.509995,137.5,135.119995,137.25,2977700,136.502461
"224",136.779999,138.619995,135.850006,138.029999,1837200,137.278211
"225",137.570007,138.929993,136.649994,138.259995,1838000,137.506954
"226",139.320007,141.690002,139,141.130005,2364400,140.361333
"227",141.059998,142.270004,140.759995,141.089996,1950200,140.321542
"228",140.830002,141.839996,139.220001,139.270004,2341900,138.511463
"229",140.009995,140.380005,138.720001,139.320007,1616400,138.561193
"230",138.919998,140.25,138.389999,139.910004,1047400,139.147976
"231",140.910004,141.5,140.149994,140.660004,1302000,139.893891
"232",140.75,142.279999,140.470001,141.759995,1187900,140.987891
"233",141.309998,142.100006,140.619995,141.229996,1108100,140.460779
"234",141.860001,142.860001,141.630005,142.309998,1250400,141.534899
"235",142.990005,143.399994,142.399994,143.220001,1054700,142.439946
"236",143.139999,143.210007,141.479996,142.770004,1088800,141.9924
"237",142.860001,143.320007,142.089996,143.210007,908900,142.430006
"238",142.25,142.350006,139.600006,140.550003,1404000,140.550003
"239",140.649994,141.440002,140.229996,140.970001,826800,140.970001
"240",141,142.389999,140.800003,141.929993,846700,141.929993
"241",141.740005,142.460007,141.300003,141.880005,811200,141.880005
"242",141.470001,141.940002,139.649994,140.419998,1495300,140.419998
"243",141,141.619995,140.350006,140.479996,1446900,140.479996
"244",140,140.289993,138.740005,139.25,1163500,139.25
"245",138.979996,139,135.490005,135.550003,2217500,135.550003
"246",136.139999,136.229996,134.630005,135.220001,1418800,135.220001
"247",135.009995,136.850006,134.970001,135.759995,1370300,135.759995
"248",136.350006,136.470001,134.75,135.570007,1425900,135.570007
"249",134.580002,136.169998,134.089996,136.169998,2734800,136.169998
"250",136.149994,136.820007,135.550003,136.190002,1555400,136.190002
"251",135.869995,136.25,135.410004,135.470001,1283400,135.470001
"252",135.580002,136.580002,135.330002,135.910004,1034900,135.910004
"253",136.779999,137.710007,135.880005,137.160004,955800,137.160004
