"","EQR.Open","EQR.High","EQR.Low","EQR.Close","EQR.Volume","EQR.Adjusted"
"85",62.82,63.799999,62.810001,63.57,3202600,62.227249
"86",63.709999,64.620003,63.66,64.099998,2538400,62.746053
"87",64.279999,65.610001,64.150002,65.110001,3352100,63.734721
"88",65.089996,65.970001,64.93,65.559998,2920300,64.175213
"89",65.809998,67.410004,65.559998,66.720001,4567500,65.310715
"90",66.349998,67.400002,65.709999,67.029999,4291500,65.614165
"91",66.510002,66.910004,65.269997,66.279999,3237200,64.880006
"92",66.699997,66.699997,65.290001,65.900002,2990500,64.508036
"93",65.919998,67.199997,65.790001,67.190002,1934300,65.770789
"94",67.260002,67.529999,66.75,67.510002,1947500,66.084029
"95",67.629997,67.949997,67.230003,67.510002,1978300,66.084029
"96",67.760002,68.300003,67.43,68.07,2303500,66.632198
"97",67.940002,68.290001,67.25,67.739998,1678700,66.309167
"98",67.839996,68.150002,67.5,67.839996,1840300,66.407053
"99",67.690002,67.830002,67.019997,67.459999,2411000,66.035082
"100",67.650002,68.360001,67.169998,67.75,2662900,66.318958
"101",67.260002,67.989998,66.82,67.970001,2270100,66.534312
"102",68.580002,69.57,67.970001,69.559998,3161700,68.090724
"103",69.68,70.360001,69.32,70.309998,2202900,68.824882
"104",70.110001,70.300003,69.330002,69.910004,1767700,68.433337
"105",70.059998,70.300003,69.239998,70.059998,2132400,68.580163
"106",70.059998,70.419998,69.300003,69.489998,1835100,68.022203
"107",69.480003,69.760002,69.019997,69.290001,2021400,67.82643
"108",68.989998,70.459999,68.989998,70.459999,2287500,68.971715
"109",70.660004,70.660004,69.669998,69.959999,1603600,68.482276
"110",69.800003,70.010002,69.099998,69.309998,1846400,67.846004
"111",69.5,70.25,69.279999,69.980003,1590800,68.501858
"112",70.089996,70.18,69.040001,69.260002,1068200,67.797065
"113",69.040001,69.949997,69.040001,69.699997,1586300,68.227766
"114",69.5,70.370003,69.25,70.18,1943000,68.697631
"115",69.900002,70.150002,69.209999,69.230003,1405100,67.7677
"116",69.230003,69.589996,68.940002,69.559998,1122000,68.090724
"117",69.919998,70.360001,69.68,70.309998,1843900,68.824882
"118",70.199997,70.800003,69.860001,70.059998,1748500,68.580163
"119",70.199997,70.349998,69.919998,70.040001,1727600,68.560588
"120",70.199997,71.160004,70.040001,71.040001,1164200,69.539466
"121",70.870003,71.919998,70.650002,70.839996,1700100,69.343686
"122",70.93,71.470001,70.57,70.639999,1761600,69.147913
"123",70.769997,71.25,70.230003,71.089996,2647900,69.588405
"124",71.040001,71.209999,70.650002,70.970001,1054200,69.470945
"125",70.970001,71.440002,70.75,71.290001,1220800,69.784185
"126",70.809998,70.940002,69.980003,70.290001,2096000,68.805308
"127",70.580002,71.739998,70.510002,71.57,1576600,70.05827
"128",71.32,72.510002,71.169998,72.230003,1063400,70.704333
"129",72.160004,72.970001,71.970001,72.470001,1823400,70.939261
"130",72.900002,72.949997,72.150002,72.279999,1411800,70.753272
"131",72.089996,72.260002,71.059998,71.080002,1824000,69.578622
"132",71.099998,71.389999,70.129997,70.349998,1440000,68.864038
"133",70.730003,70.949997,69.779999,70.379997,1575200,68.893403
"134",70.629997,72.610001,70.339996,72.269997,2408500,70.743481
"135",72.580002,72.980003,72.209999,72.970001,1346100,71.4287
"136",73.279999,73.980003,72.75,73.360001,3722300,71.810462
"137",73.5,74.599998,73.139999,74.550003,1937200,72.975328
"138",74.290001,74.720001,73.449997,73.720001,1737300,72.650115
"139",73.690002,74.160004,73.120003,73.220001,661500,72.157371
"140",73.220001,73.889999,73.220001,73.589996,696100,72.521997
"141",73.510002,74.230003,73.230003,73.739998,1049400,72.669821
"142",73.610001,73.949997,72.669998,72.889999,1301500,71.832159
"143",73.050003,73.449997,71.779999,71.839996,1472400,70.797394
"144",72.279999,73.690002,72.059998,73.410004,1408400,72.344616
"145",73.239998,74.32,72.940002,74.059998,1801800,72.985177
"146",74.309998,74.980003,74.110001,74.480003,2043200,73.399087
"147",74.779999,75.82,74.559998,75.580002,1719400,74.483122
"148",75.760002,76.480003,75.010002,76.43,2122400,75.320784
"149",76.470001,77.360001,75.959999,77,1909700,75.882512
"150",77.269997,78.050003,77.160004,77.889999,1801000,76.759595
"151",77.970001,78.029999,76.790001,77.089996,2067900,75.971202
"152",76.669998,78.190002,76.669998,78.080002,1460900,76.946839
"153",78.419998,78.68,77.790001,78.529999,1387300,77.390306
"154",78.68,79.620003,78.220001,79.389999,2204300,78.237825
"155",79.940002,80.080002,77.440002,77.980003,3457200,76.848292
"156",77.529999,77.919998,76.769997,77.730003,2149700,76.60192
"157",77.779999,79.32,77.699997,79.309998,1805100,78.158984
"158",79.580002,80.099998,78.989998,79.800003,2128000,78.641879
"159",79.669998,80.279999,79.269997,80.099998,1792800,78.93752
"160",79.900002,80.629997,79.800003,80.239998,1373400,79.075488
"161",80.769997,81.029999,79.580002,79.629997,1641700,78.47434
"162",79.349998,79.800003,78.639999,79.339996,1768400,78.188548
"163",78.970001,79.269997,77.540001,77.610001,2333100,76.483659
"164",77.720001,77.779999,75.949997,77.099998,2397700,75.981059
"165",77.129997,77.989998,76.419998,77.989998,2193600,76.858142
"166",80.449997,80.459999,77.639999,78.940002,2702200,77.794359
"167",79.019997,80.519997,78.980003,80.269997,2177700,79.105051
"168",79.879997,80,77.760002,78.120003,2980200,76.98626
"169",78.209999,78.489998,77.790001,77.870003,1346700,76.739888
"170",78.25,78.559998,77.209999,77.699997,3666900,76.57235
"171",77.849998,78.410004,77.290001,77.970001,2092600,76.838435
"172",78.080002,80.080002,77.970001,79.860001,1950700,78.701005
"173",79.720001,79.760002,78.349998,78.75,1885000,77.607114
"174",78.419998,79.389999,78.379997,79.010002,2024500,77.863343
"175",79.040001,80.089996,78.580002,79.989998,1674700,78.829116
"176",79.790001,79.809998,77.349998,77.580002,1671200,76.454096
"177",77.709999,78.739998,77.290001,78.650002,1835800,77.508567
"178",79.010002,79.970001,78.709999,79.949997,2038800,78.789696
"179",79.650002,79.650002,77.739998,77.980003,2011300,76.848292
"180",78.010002,79.199997,77.690002,77.699997,2130900,76.57235
"181",77.849998,77.959999,76.800003,76.839996,1994800,75.72483
"182",77.050003,77.339996,76.529999,77.029999,2717800,75.912075
"183",77.279999,78.239998,77.080002,77.580002,1735800,76.454096
"184",77.370003,77.610001,76.779999,77.260002,1583500,76.13874
"185",77.290001,77.449997,76.529999,76.839996,1139700,75.72483
"186",77.709999,78.360001,77.309998,77.330002,1670400,76.207724
"187",75.970001,76.290001,74.82,75.029999,1905000,73.941101
"188",75.57,76.230003,75.410004,75.809998,1017300,74.709779
"189",75.779999,76.589996,75.489998,75.949997,1547700,74.847747
"190",75.860001,76.199997,75.650002,75.760002,1033200,74.66051
"191",76.279999,77.32,76.050003,77.129997,2554500,76.010622
"192",77.360001,77.709999,76.639999,77.019997,1503400,75.902218
"193",77.360001,78.970001,77.25,78.900002,1480300,77.754939
"194",78.660004,78.910004,77.980003,78.620003,1649200,77.479003
"195",78.669998,80.739998,78.129997,80.410004,1926100,79.243026
"196",79.620003,80.610001,79.440002,79.730003,1574800,79.116014
"197",79.709999,81.970001,79.639999,81.730003,3097600,81.100612
"198",81.879997,82.529999,81.400002,81.459999,1295900,80.832687
"199",81.269997,81.790001,80.800003,80.830002,2217600,80.207541
"200",80.760002,81.190002,78.629997,78.809998,2605800,78.203093
"201",79.010002,79.330002,78.279999,78.5,2742800,77.895482
"202",78.449997,79.199997,78.010002,78.449997,1861400,77.845864
"203",78.779999,79.209999,78.300003,78.900002,4373000,78.292404
"204",78.860001,79.019997,77.849998,77.860001,3194300,77.260412
"205",77.940002,78.190002,77.25,77.559998,1849600,76.962719
"206",77.68,78.650002,77.510002,78.309998,1461700,77.706943
"207",78.610001,79.230003,78.400002,79.080002,1045800,78.471018
"208",78.970001,79.160004,77.699997,77.699997,1632400,77.10164
"209",77.800003,78.43,77.720001,78.040001,2342000,77.439026
"210",77.860001,77.879997,75.709999,75.870003,1453800,75.285738
"211",76.059998,76.650002,75.389999,75.620003,1331300,75.037664
"212",75.379997,75.959999,75.32,75.32,1185800,74.739971
"213",76.080002,76.18,75.510002,76.099998,1394500,75.513963
"214",76.07,76.18,75.169998,75.309998,1247900,74.730046
"215",75.32,76.080002,74.830002,75.769997,1010000,75.186502
"216",75.519997,75.82,74.959999,75.32,1303300,74.739971
"217",75.400002,75.709999,75.010002,75.269997,1112300,74.690353
"218",75.529999,76.230003,75.389999,75.769997,1668300,75.186502
"219",76,76.82,75.860001,76.25,2104100,75.662809
"220",76.059998,76.709999,76.029999,76.489998,946300,75.900959
"221",76.489998,77.220001,76.32,76.550003,835500,75.960502
"222",76.690002,77.279999,76.449997,76.690002,1397000,76.099423
"223",76.419998,76.800003,75.809998,76.529999,1754000,75.940652
"224",75.760002,76.550003,74.760002,75.419998,1894700,74.839199
"225",74.949997,75.519997,73.330002,73.860001,2344800,73.291215
"226",74.120003,75.470001,73.860001,74.769997,1602100,74.194203
"227",75.139999,75.949997,74.970001,75.199997,1267000,74.620892
"228",74.959999,74.959999,72.870003,73.029999,1525300,72.467605
"229",73.110001,73.239998,72.019997,72.459999,2342200,71.901995
"230",72.650002,74.5,72.650002,74.18,1491800,73.60875
"231",75.510002,75.790001,74.730003,74.839996,1512800,74.263664
"232",74.639999,75.050003,73.269997,73.370003,1476800,72.804991
"233",72.910004,74.389999,72.68,73.809998,1444700,73.241597
"234",74.080002,74.959999,73.209999,73.400002,1565800,72.834758
"235",73.730003,74.980003,73.529999,74.940002,986100,74.3629
"236",75.190002,75.440002,75.019997,75.18,1973900,74.60105
"237",74.889999,75.269997,74.68,74.800003,1125400,74.223979
"238",74.57,75.269997,74.120003,74.620003,1066000,74.045365
"239",74.5,75.349998,74.360001,74.839996,1392900,74.263664
"240",74.919998,75.050003,74.239998,74.540001,976700,73.965979
"241",74.32,75.110001,73.959999,74.620003,921500,74.045365
"242",74.410004,74.529999,73.660004,73.949997,997900,73.380518
"243",74.139999,75.269997,73.760002,75.080002,1615300,74.501821
"244",75.019997,75.370003,74.480003,74.889999,1158700,74.313282
"245",75.019997,75.169998,74.18,74.32,2989400,73.747672
"246",74.639999,75.279999,73.93,75.019997,1311200,74.442278
"247",74.690002,74.790001,73.459999,73.790001,1140000,73.221754
"248",73.790001,74.169998,71.620003,71.910004,2297400,71.356235
"249",71.720001,72.25,71.480003,71.889999,1451800,71.336385
"250",71.199997,72.419998,70.709999,71.489998,2034000,70.939463
"251",71.540001,71.690002,70.949997,71.139999,2785300,70.59216
"252",70.980003,71.290001,70.470001,70.739998,1432900,70.195239
"253",70.400002,71.330002,70.050003,70.889999,1895500,70.344085
