"","BMY.Open","BMY.High","BMY.Low","BMY.Close","BMY.Volume","BMY.Adjusted"
"111",58.220001,58.32,57.43,57.799999,7531100,56.795339
"112",57.540001,58.02,57.349998,57.950001,5014900,56.942733
"113",57.73,58.57,57.720001,58.43,4704100,57.414389
"114",58.299999,58.98,58.16,58.700001,6699600,57.679697
"115",58.580002,58.830002,58.220001,58.810001,6554200,57.787785
"116",58.419998,58.77,58.290001,58.610001,5233600,57.591261
"117",59.470001,59.5,58.66,58.799999,5924500,57.777957
"118",58.919998,59,58.5,58.869999,3260700,57.84674
"119",58.82,58.860001,58.09,58.52,5774800,57.502825
"120",58.689999,58.900002,58.360001,58.860001,3746700,57.836916
"121",58.790001,59.720001,58.790001,59.049999,3236100,58.023612
"122",59.209999,60.43,58.849998,59.049999,7134600,58.023612
"123",59.18,59.509998,58.880001,59.240002,4496000,58.210312
"124",59.259998,59.759998,58.919998,59.029999,4643500,58.003959
"125",59.060001,59.43,58.599998,58.889999,4422200,57.866393
"126",58.959999,60.869999,58.790001,60.650002,11459900,59.595803
"127",60.799999,61.200001,60.549999,60.669998,6698200,59.615452
"128",59.889999,60.009998,59.119999,59.970001,4781600,58.927623
"129",60.18,60.259998,59.189999,59.279999,4220600,58.249614
"130",59.360001,60.52,59.360001,59.68,5559100,58.642662
"131",59.5,59.950001,58.740002,58.75,6515800,57.728827
"132",58.849998,59.07,57.610001,58.549999,6944500,57.532303
"133",58.299999,58.950001,57.669998,57.689999,7603900,56.68725
"134",57.869999,59.380001,57.599998,59.189999,7137000,58.161178
"135",59.959999,60.790001,59.57,60.790001,6976000,59.733369
"136",60.84,61.639999,60.599998,61.299999,10975100,60.234503
"137",60.919998,61.400002,60.5,61.060001,5572600,59.998677
"138",61.77,61.77,58.700001,59.16,8482300,58.1317
"139",59.169998,59.5,59.119999,59.150002,2302300,58.121876
"140",59.369999,60,59.330002,59.580002,2862700,58.544402
"141",59.360001,59.900002,59.360001,59.810001,3589300,58.770404
"142",59.41,59.720001,59.189999,59.389999,3458900,58.720965
"143",59.299999,60.139999,58.959999,59.029999,4352300,58.36502
"144",59.43,59.93,59.299999,59.509998,4887700,58.839612
"145",59.360001,59.400002,58.040001,58.580002,5928800,57.920092
"146",58.869999,59.5,58.110001,58.48,6039900,57.821217
"147",59.150002,59.540001,58.82,59.240002,6278400,58.572657
"148",59.830002,61.07,59.830002,60.720001,8405100,60.035984
"149",60.869999,60.919998,60.09,60.32,3894900,59.640489
"150",64.230003,64.440002,61.98,62.18,14166500,61.479536
"151",62.560001,63.540001,62.310001,63.119999,12824300,62.408946
"152",62.040001,63.150002,61.740002,62.950001,5500300,62.240863
"153",63,63.299999,61.48,61.630001,9095600,60.935733
"154",61.389999,62.400002,61.25,62.310001,6846800,61.608073
"155",62.549999,63.099998,62.009998,62.450001,7137800,61.746495
"156",62.189999,62.52,61.77,61.950001,4942200,61.252128
"157",62.189999,62.490002,61.369999,62.09,9247500,61.39055
"158",62.150002,62.490002,61.759998,62.07,3741300,61.370775
"159",61.830002,62.650002,61.669998,62.459999,4908400,61.756381
"160",61.860001,62.990002,61,61.990002,7767500,61.291678
"161",62.419998,62.849998,61.169998,61.330002,6294900,60.639113
"162",61.200001,61.310001,60.27,61.139999,6394600,60.451251
"163",60.77,61.34,60.169998,60.27,8227100,59.591053
"164",60.709999,60.740002,59.240002,60.23,6929000,59.551503
"165",60.599998,60.77,59.189999,59.860001,7309100,59.185672
"166",59.509998,59.75,58.759998,59.240002,7261900,58.572657
"167",59.41,60.330002,59.279999,60.23,3895200,59.551503
"168",59.98,60.279999,59.439999,59.669998,4300500,58.99781
"169",59.32,59.75,58.650002,58.849998,3965600,58.187047
"170",59.169998,59.91,59.130001,59.830002,5403300,59.156011
"171",59.619999,59.959999,58.849998,59.310001,4103800,58.641868
"172",59.650002,59.759998,59.23,59.48,4557700,58.809951
"173",59.709999,60.049999,59.459999,60.040001,5163200,59.363644
"174",60.080002,60.450001,59.779999,60.099998,4479400,59.422966
"175",60.060001,60.060001,58.84,60.009998,6787700,59.33398
"176",59.650002,59.990002,58.970001,59.549999,4252400,58.879163
"177",59.32,60.560001,59.279999,60.52,6660500,59.838237
"178",60.48,61.490002,60.34,61.290001,5763200,60.599563
"179",61.150002,61.5,60.639999,61.450001,4622700,60.75776
"180",61.369999,61.48,60.700001,61.220001,4937400,60.530352
"181",61.189999,61.610001,60.75,61.459999,3981500,60.767646
"182",61.240002,61.549999,60.869999,60.919998,3990300,60.233728
"183",61.119999,62.459999,61.040001,62.299999,6553300,61.598184
"184",62.25,62.25,61.34,61.919998,4236200,61.222463
"185",61.75,65.919998,61.18,65.669998,17454500,64.930219
"186",65.989998,67.18,65.690002,66.050003,12553700,65.305943
"187",66.209999,66.209999,64.870003,65.120003,6529100,64.386419
"188",65.25,66.550003,65.07,66.360001,7412200,65.612449
"189",65.779999,66.5,64.949997,65.529999,6378000,64.791797
"190",66.110001,66.300003,65.43,65.599998,4816000,64.861008
"191",65.790001,67.379997,65.730003,66.650002,7556600,65.899183
"192",66.43,67.459999,66.370003,66.870003,5223600,66.116706
"193",67.110001,68.199997,67.080002,68.029999,6416200,67.263634
"194",67.610001,67.839996,67.260002,67.620003,5292700,66.858257
"195",67.269997,68.690002,66.779999,68.470001,6642000,67.69868
"196",68.370003,68.68,68.089996,68.32,4078400,67.550368
"197",69,69.199997,67.739998,67.760002,10018100,66.996679
"198",67.720001,68.120003,67.290001,67.580002,4523300,66.818706
"199",66.82,67.260002,65.540001,65.690002,10532600,64.949998
"200",65.699997,66.400002,64.650002,64.699997,7001000,63.971145
"201",64.559998,65.519997,64.150002,65,5799700,64.267769
"202",65.190002,66.110001,65,65.260002,4964400,64.524842
"203",65.57,66.120003,65.290001,65.760002,4159200,65.019209
"204",65.480003,65.739998,64.5,64.5,7823600,63.773401
"205",64.199997,64.199997,62.880001,63.560001,8836600,63.206571
"206",63.720001,63.939999,63.060001,63.23,5025700,62.878404
"207",62.740002,63.560001,62.66,63,5185800,62.649684
"208",63.400002,63.900002,62.98,63,4318000,62.649684
"209",63.080002,63.849998,62.889999,63.52,4179500,63.166793
"210",63.529999,64.099998,62.959999,63.459999,4107600,63.107125
"211",63.349998,64.889999,63.189999,64.639999,4958400,64.280564
"212",64.230003,65.5,63.939999,63.950001,6215000,63.594402
"213",64.18,64.410004,63.560001,64.029999,4484200,63.673955
"214",64.389999,64.830002,63.43,63.43,7056300,63.077293
"215",63.299999,63.84,62.93,63.68,4107400,63.325903
"216",66.080002,66.260002,64.82,65.349998,14386000,64.986615
"217",65.730003,66.25,65.239998,65.860001,9362400,65.493781
"218",67.110001,67.529999,66.089996,66.809998,6746500,66.438495
"219",66.809998,66.970001,66.349998,66.599998,5351700,66.229664
"220",66.290001,66.400002,65.690002,66,4442000,65.633002
"221",65.82,66.120003,65.199997,65.800003,5393500,65.434117
"222",66.050003,66.160004,64.730003,65.160004,7510100,64.797676
"223",64.709999,64.860001,63.400002,64.540001,8777400,64.181121
"224",64.389999,64.980003,63.580002,64.290001,4987100,63.932511
"225",64.260002,64.660004,63.419998,63.73,6815200,63.375624
"226",64.279999,64.739998,64.150002,64.660004,4421800,64.300457
"227",64.75,65.529999,64.720001,65.32,4645200,64.956783
"228",64.699997,65.339996,64.699997,65.029999,6069700,64.668394
"229",65.150002,65.150002,64.43,64.669998,6448600,64.310396
"230",64.57,65.25,64.510002,65.050003,4339800,64.688288
"231",65.599998,66.959999,65.599998,66.93,5464300,66.557831
"232",66.989998,68.43,66.949997,68.110001,7212700,67.73127
"233",67.550003,67.68,67.080002,67.5,5027600,67.124661
"234",67.540001,68.010002,67.029999,67.400002,4583800,67.025219
"235",66.900002,67.879997,66.370003,67.449997,6516400,67.074936
"236",67.610001,68.129997,67.07,67.639999,6700600,67.263882
"237",67.639999,68.129997,67.589996,68,4286900,67.621881
"238",68.040001,68.489998,67.910004,68.269997,3937700,67.890376
"239",68.410004,69.860001,68.290001,69.080002,7379800,68.695877
"240",68.940002,69.010002,68.459999,68.889999,3987100,68.506931
"241",68.730003,68.730003,68.199997,68.300003,4419000,67.920216
"242",68.019997,68.239998,67.220001,67.5,5696300,67.124661
"243",67.650002,68.660004,67.440002,68.400002,6611400,68.019658
"244",68.279999,69.230003,68.190002,69.150002,4633700,68.765488
"245",69.160004,69.440002,63.16,64.599998,28412600,64.240785
"246",66.629997,67.309998,66.010002,66.480003,17656700,66.110336
"247",66.550003,66.550003,65.269997,65.800003,9919000,65.434117
"248",65.650002,66.230003,65.419998,65.699997,5683400,65.334667
"249",65.349998,66.769997,65.18,65.769997,10707800,65.404278
"250",65.559998,66.260002,65.029999,66.199997,7697600,65.831887
"251",65.849998,66.040001,65.150002,65.32,6939700,64.956783
"252",65.260002,65.419998,64.900002,65.080002,7134300,64.718119
"253",65.32,65.889999,65.050003,65.529999,8057000,65.165614
