"","CMCSA.Open","CMCSA.High","CMCSA.Low","CMCSA.Close","CMCSA.Volume","CMCSA.Adjusted"
"84",53.18,53.52,52.630001,53.220001,12404500,52.558958
"85",53.389999,55.209999,53.130001,54.77,22685800,54.089705
"86",54.77,54.779999,53.290001,53.32,18968500,52.657715
"87",53.43,53.860001,52.59,52.619999,27577400,51.966408
"88",52.330002,53.029999,51.57,51.639999,22121700,50.998581
"89",52.049999,52.349998,51.360001,51.470001,26904300,50.830695
"90",50.759998,51.279999,49.330002,50.849998,41247500,50.218393
"91",50.099998,50.259998,49.529999,49.59,44782400,48.974045
"92",49.98,51.5,49.98,50.68,29237900,50.050506
"93",50.68,51.459999,50.23,51.299999,14195500,50.662804
"94",51.68,52.779999,51.619999,52.189999,28118500,51.541749
"95",52.189999,52.599998,51.349998,51.490002,22382100,50.850447
"96",52.18,53.52,51.91,53.220001,21880200,52.558958
"97",53.689999,54.669998,53.43,54.259998,22404900,53.586037
"98",54.209999,54.540001,53.82,54.049999,13283200,53.378647
"99",54.150002,55.049999,54.150002,54.73,14529600,54.050201
"100",54.59,54.93,54.349998,54.900002,16643700,54.218091
"101",54.419998,54.900002,54.080002,54.349998,13216700,53.67492
"102",55.689999,55.689999,54.759998,55.349998,17692900,54.662499
"103",55.259998,55.810001,55.259998,55.599998,11794800,54.909394
"104",55.619999,55.73,54.200001,54.630001,13622000,53.951444
"105",54.869999,55.240002,54.459999,55.09,9417900,54.40573
"106",55.27,55.450001,54.599998,55.380001,10014600,54.692129
"107",55.450001,55.450001,54.400002,55.150002,17522200,54.464986
"108",55.240002,55.25,51.790001,52.950001,66127000,52.292311
"109",52.880001,53.09,51.560001,52.959999,38985300,52.302185
"110",53,53.990002,52.880001,53.599998,28902800,52.934235
"111",53.700001,54.610001,53.41,54.299999,20752800,53.625542
"112",54.48,54.48,53.77,54.099998,10018600,53.428025
"113",54.009998,54.349998,53.689999,54.150002,13055700,53.477407
"114",54.200001,54.580002,53.77,54.419998,13817800,53.74405
"115",54.330002,54.41,53.91,54.380001,16690500,53.70455
"116",54.369999,54.470001,54.049999,54.380001,9240400,53.70455
"117",54.849998,55.189999,53.860001,54.080002,18891900,53.408277
"118",54.32,55.040001,54.259998,55.02,12912900,54.3366
"119",55.639999,56.689999,55.400002,56.619999,17547400,55.916725
"120",56.77,56.91,56.450001,56.860001,9200800,56.153745
"121",57.279999,57.279999,56.779999,57.040001,5535500,56.33151
"122",56.970001,56.970001,56.279999,56.599998,11586100,55.896973
"123",56.490002,57.16,56.299999,57.02,9929100,56.311758
"124",57.060001,57.25,56.52,57.139999,10377100,56.430266
"125",56.849998,57.23,56.099998,56.380001,15036200,55.679708
"126",56.310001,56.73,56.169998,56.34,8003700,55.640204
"127",56.279999,56.689999,56.02,56.360001,9571300,55.659956
"128",55.939999,56.549999,55.650002,56.189999,10190800,55.492065
"129",56.02,56.34,55.32,55.57,12192000,54.879767
"130",55.73,56.450001,55.48,55.900002,10482700,55.20567
"131",55,55.98,54.98,55.349998,11362800,54.662499
"132",55.68,55.75,54.830002,54.939999,12934800,54.257592
"133",54.810001,55.84,54.740002,54.810001,15777900,54.129209
"134",54.740002,55.490002,54.740002,55.34,12804600,54.652625
"135",55.400002,56.540001,54.98,56.290001,17456000,55.590825
"136",56.16,57.34,56.16,57.169998,21304200,56.459892
"137",57.220001,57.810001,57.060001,57.220001,19176400,56.509274
"138",57.490002,58.200001,57.32,57.900002,11321400,57.180828
"139",57.970001,58.220001,57.720001,58.07,4800800,57.348715
"140",58.049999,58.549999,57.830002,58.389999,5690900,57.66474
"141",58.130001,59.049999,58.099998,58.880001,7170000,58.148655
"142",58.560001,59.200001,58.509998,58.869999,8189000,58.138777
"143",58.810001,59.299999,57.830002,58.009998,12342700,57.289459
"144",58,58.349998,56.84,57.349998,10585000,56.637657
"145",56.849998,57.099998,55.66,55.959999,16500700,55.482596
"146",55.880001,55.939999,54.860001,55.23,16986600,54.758824
"147",55.470001,55.650002,54.77,55.18,11061900,54.709251
"148",55.75,57.049999,55.599998,56.380001,15766200,55.899015
"149",56.610001,56.77,56.080002,56.290001,11112900,55.809782
"150",56.240002,56.709999,55.77,56.169998,11232700,55.690803
"151",56.84,57.959999,56.43,56.84,17428900,56.355089
"152",55.84,56.279999,55,55.82,24404100,55.343791
"153",56.009998,56.43,55.439999,56,16229900,55.522255
"154",55.810001,56.970001,55.630001,56.77,15517000,56.285687
"155",56.75,56.75,55.459999,55.810001,13776900,55.333878
"156",55.419998,56.029999,55.169998,55.77,13923300,55.294218
"157",55.950001,56.68,55.66,56.57,13445200,56.087392
"158",56.59,56.650002,56.099998,56.310001,10851900,55.829612
"159",56.310001,56.849998,56.080002,56.689999,8653900,56.206368
"160",56.240002,56.830002,56.02,56.360001,9523300,55.879185
"161",56.490002,56.639999,54.529999,54.59,19889200,54.124284
"162",54.860001,55.060001,53.52,53.869999,20841800,53.410426
"163",53.27,53.900002,53.02,53.150002,28190400,52.696571
"164",53.150002,53.939999,52.450001,53.810001,18455900,53.35094
"165",53.880001,55.560001,53.860001,55.41,18233100,54.937289
"166",55.450001,57.98,54.830002,56.900002,40057900,56.414579
"167",56.790001,57.400002,56.639999,56.970001,12801600,56.483981
"168",57.110001,57.43,56.759998,56.919998,10503400,56.434405
"169",56.82,57.23,56.57,57.09,8600400,56.602957
"170",57.139999,57.470001,56.700001,57.41,9005700,56.920226
"171",57.369999,57.93,57.060001,57.779999,11198200,57.287069
"172",57.869999,58.41,57.709999,58.380001,11694800,57.881952
"173",58.5,59.509998,58.419998,59.470001,14520000,58.962654
"174",59.18,59.25,58.380001,58.799999,15756900,58.298367
"175",58.73,58.73,58.060001,58.220001,12053700,57.723317
"176",58.18,58.18,57.68,57.849998,10319600,57.356471
"177",57.939999,58.580002,57.52,58.5,13517800,58.000928
"178",58.259998,58.709999,58,58.209999,17545000,57.713401
"179",58.400002,59.369999,58.27,59.169998,20129000,58.66521
"180",58.950001,59.889999,58.950001,59.619999,16965700,59.111372
"181",59.360001,59.5,58.849998,59.150002,11792000,58.645384
"182",59.32,59.48,58.959999,59.380001,9760000,58.873421
"183",59.509998,60.09,59.5,59.869999,11674600,59.359239
"184",59.73,60.009998,59.439999,59.959999,11917500,59.448471
"185",59.799999,60.439999,59.5,60.43,12251300,59.914463
"186",60.310001,60.43,59.779999,60.330002,11080500,59.815317
"187",60.139999,60.619999,59.939999,60.369999,17727300,59.854973
"188",60.360001,60.700001,60.34,60.57,8181100,60.053268
"189",60.16,60.23,58.630001,58.700001,15858200,58.199222
"190",58.610001,58.790001,57.93,58.060001,12797800,57.564683
"191",58.43,59.43,58.360001,59.330002,12016200,58.823848
"192",59.080002,59.290001,58.709999,59.049999,12242800,58.546235
"193",59.369999,59.880001,59.220001,59.75,9296200,59.240264
"194",58.560001,59.419998,58.25,59.130001,14936400,58.625554
"195",59,59.259998,58.150002,58.990002,19027000,58.486749
"196",59.040001,59.189999,58.439999,58.75,10609600,58.248795
"197",59.110001,59.52,58.869999,59.450001,21557600,58.942824
"198",59.16,59.529999,59.119999,59.119999,8456000,58.615637
"199",58.630001,58.759998,57.34,57.57,19892800,57.078861
"200",57.07,57.68,56.450001,56.529999,18686000,56.047733
"201",56.049999,56.459999,55.669998,55.91,17971800,55.433023
"202",55.830002,56.52,55.790001,55.939999,14865000,55.462766
"203",56.009998,56.98,56.009998,56.610001,13455700,56.379015
"204",56.209999,56.919998,55.779999,56.470001,17541300,56.239587
"205",56.790001,57.080002,56.049999,57.060001,15784500,56.82718
"206",57.09,58.18,56.599998,57.939999,20563800,57.703586
"207",57.639999,58.639999,57.5,58.209999,10666500,57.972485
"208",58.169998,58.68,57.82,58.32,12389800,58.082037
"209",58.560001,59.189999,58.23,59.18,14556700,58.938528
"210",59.189999,59.68,59.060001,59.59,11699600,59.346855
"211",59.799999,60.169998,59.459999,59.810001,15903900,59.565959
"212",59.700001,59.799999,58.73,58.779999,11943200,58.540159
"213",58.700001,59.330002,58.57,58.98,9954700,58.739344
"214",59.32,60.290001,59.099998,59.91,14210600,59.665549
"215",59.720001,60.049999,59.57,59.669998,11000300,59.426527
"216",59.099998,59.279999,57.150002,58.419998,42488400,58.181627
"217",58.599998,58.939999,58.099998,58.470001,19429500,58.231426
"218",58.799999,59.57,58.34,58.84,18837200,58.599916
"219",58.959999,58.959999,58.450001,58.759998,12575600,58.52024
"220",58.59,60.849998,58.470001,59.23,61914200,58.988324
"221",59.880001,60,58.869999,59.639999,44353900,59.396651
"222",59.860001,60.32,58.700001,58.880001,26344000,58.639753
"223",58.990002,59.07,58.389999,59,16773900,58.759263
"224",58.77,59.02,58.220001,58.34,14676900,58.101956
"225",58.360001,58.950001,57.310001,57.759998,23070100,57.52432
"226",57.799999,58.490002,57.32,58.41,15578200,58.17167
"227",60.049999,60.099998,58.630001,58.779999,21390500,58.540159
"228",58.810001,59.040001,57.91,57.98,16124000,57.743424
"229",58.09,58.299999,57.32,57.66,16763200,57.42473
"230",57.5,58.23,57.349998,57.919998,13412700,57.683667
"231",58.5,58.75,58.150002,58.41,14914500,58.17167
"232",58.630001,58.790001,57.740002,57.77,12123700,57.534282
"233",57.490002,57.709999,57.220001,57.330002,12769000,57.096078
"234",57.450001,57.59,56.200001,56.279999,25651300,56.05036
"235",56.709999,57.040001,56.279999,56.540001,13985500,56.309301
"236",56.77,56.880001,56.310001,56.639999,17299600,56.408891
"237",56.689999,57.18,56.650002,56.970001,13958400,56.737547
"238",57.009998,57.419998,56.880001,57.23,12139900,56.996484
"239",57.689999,58.150002,57.299999,57.57,15305000,57.335097
"240",57.560001,58.200001,57.439999,57.540001,18899600,57.305221
"241",57.540001,58.119999,57.41,57.869999,12042800,57.633872
"242",57.919998,59.220001,57.84,58.59,26240000,58.350936
"243",58.599998,59.580002,58.439999,59.34,14534600,59.097875
"244",59.119999,59.290001,58.689999,59.029999,11548000,58.789139
"245",59.09,59.27,58.310001,58.459999,13155000,58.221465
"246",58.709999,59,58.419998,58.779999,12827200,58.540159
"247",58.360001,59.18,58.330002,58.82,11357200,58.579997
"248",59.080002,59.459999,58.950001,59.32,13794600,59.077957
"249",59.009998,59.68,58.77,58.950001,13371600,58.709467
"250",58.790001,58.919998,58.040001,58.689999,11150400,58.450526
"251",58.68,58.810001,57.720001,57.869999,17607500,57.633872
"252",57.689999,58.049999,57.080002,57.849998,11337100,57.613953
"253",58,58.5,57.860001,58.23,10313200,57.992404
