"","TYC.Open","TYC.High","TYC.Low","TYC.Close","TYC.Volume","TYC.Adjusted"
"130",42.470001,42.630001,42.049999,42.18,2200400,41.797532
"131",41.709999,42.049999,41.509998,41.549999,2332400,41.173243
"132",41.849998,42.02,41.450001,41.599998,3220700,41.222789
"133",41.529999,42.599998,41.52,41.599998,3372400,41.222789
"134",41.580002,41.939999,41.209999,41.849998,2852200,41.470522
"135",42.630001,43.009998,42.34,43.009998,2318600,42.620004
"136",43.240002,43.48,43.139999,43.16,4278000,42.768645
"137",43.240002,43.720001,43.139999,43.709999,1612400,43.313657
"138",43.889999,44.630001,43.810001,44.369999,1507200,43.967672
"139",44.450001,44.84,44.450001,44.700001,972200,44.294682
"140",44.720001,44.830002,44.34,44.389999,1174300,43.987491
"141",44.299999,44.740002,44.25,44.57,1001300,44.16586
"142",44.380001,44.5,44.09,44.220001,917700,43.819035
"143",44.389999,44.450001,43.830002,43.860001,1334900,43.462299
"144",43.990002,44.119999,43.299999,43.610001,1743800,43.214565
"145",43.240002,43.509998,42.889999,42.950001,1697400,42.56055
"146",42.869999,42.919998,41.970001,42.48,2211300,42.094811
"147",42.759998,43.18,42.669998,43.16,2729300,42.768645
"148",43.43,43.990002,43.41,43.990002,2685400,43.591121
"149",44.07,44.23,43.560001,43.720001,2691600,43.323569
"150",43.77,43.799999,43.150002,43.27,2518400,42.877648
"151",43.490002,43.900002,43.040001,43.360001,3361300,42.966832
"152",42.84,42.93,42.189999,42.860001,2273900,42.471366
"153",42.900002,43,42.52,42.650002,3067700,42.263271
"154",42.369999,42.549999,41.900002,42.5,2969600,42.11463
"155",42.27,42.59,41.810001,42.130001,3084900,41.747986
"156",41.84,42.349998,41.830002,42.130001,2358700,41.927121
"157",42.049999,42.59,41.509998,42.580002,2696400,42.374954
"158",42.470001,42.580002,42.259998,42.389999,1806700,42.185867
"159",42.279999,42.400002,41.990002,42.200001,2327300,41.996783
"160",41.700001,41.849998,41.220001,41.599998,3369800,41.39967
"161",41.869999,42.130001,41.200001,41.23,2363000,41.031453
"162",41.07,41.84,40.959999,41.709999,3504700,41.509141
"163",40.099998,41.459999,39.889999,40.810001,5731300,40.613478
"164",40.77,41.59,40.459999,41.439999,4470100,41.240441
"165",41.610001,42.169998,41.43,41.849998,3356000,41.648467
"166",41.529999,41.959999,41.299999,41.41,3213500,41.210587
"167",41.549999,42.09,41.43,42.040001,2102000,41.837554
"168",42.099998,42.220001,41.360001,41.57,4648800,41.369816
"169",41.450001,42,41.380001,41.759998,5102300,41.5589
"170",41.98,42.099998,41.810001,41.959999,4850300,41.757937
"171",41.959999,42.209999,41.759998,41.939999,4124500,41.738033
"172",42,43.040001,42,42.919998,4855700,42.713314
"173",42.849998,43.299999,42.82,43.189999,3859800,42.982014
"174",43.16,43.34,42.959999,43.119999,1492500,42.912351
"175",43.130001,43.41,42.630001,42.77,3704100,42.564038
"176",42.759998,43.02,42.630001,42.740002,1455300,42.534184
"177",42.560001,42.740002,42,42.700001,2690200,42.494376
"178",42.689999,42.700001,42.209999,42.490002,2050400,42.285388
"179",42.419998,42.700001,42.209999,42.610001,1401600,42.404809
"180",42.619999,43.200001,42.43,42.900002,2990400,42.693413
"181",42.84,42.919998,42.580002,42.689999,1683400,42.484422
"182",42.700001,42.82,42.130001,42.220001,3017200,42.016687
"183",42.220001,43.259998,42.18,43.259998,3356000,43.051676
"184",42.959999,43.150002,42.720001,43.119999,2111500,42.912351
"185",43,43,42.450001,42.799999,2805100,42.593892
"186",42.82,42.889999,42.580002,42.669998,1116900,42.464517
"187",42.369999,42.560001,42.009998,42.099998,1885700,41.897263
"188",41.939999,42.700001,41.91,42.52,1592300,42.315242
"189",42.099998,42.099998,41.639999,41.639999,1831100,41.439479
"190",41.630001,41.75,41.470001,41.560001,1484200,41.359866
"191",41.799999,42.459999,41.720001,42.380001,1283000,42.175917
"192",42.380001,42.470001,41.57,42.080002,2135000,41.877362
"193",42.25,42.490002,42.09,42.32,1669200,42.116204
"194",42.16,42.400002,42.119999,42.279999,1600600,42.076396
"195",42.150002,43.150002,41.950001,42.919998,1810500,42.713314
"196",42.740002,42.810001,42.349998,42.66,1160800,42.454567
"197",43.029999,43.189999,42.73,43.139999,3112800,42.932255
"198",43.950001,44,43.32,43.459999,2802600,43.250714
"199",43.349998,43.669998,43.23,43.32,2230300,43.111389
"200",43.34,43.48,43.02,43.130001,3355400,42.922305
"201",43,43,42.599998,42.689999,1757400,42.484422
"202",42.540001,42.810001,42.330002,42.790001,1415600,42.583942
"203",42.919998,43.709999,42.889999,43.459999,1655000,43.250714
"204",43.32,43.419998,42.990002,43.060001,1794700,42.852643
"205",42.98,43.380001,42.43,43.080002,2707700,42.872547
"206",42.990002,43.52,42.810001,43.330002,1888900,43.121343
"207",42.950001,43.41,42.779999,43.189999,1668800,42.982014
"208",43.150002,43.259998,42.77,42.799999,1570400,42.593892
"209",42.799999,43.119999,42.709999,43.009998,2464200,42.80288
"210",43.009998,43.529999,42.939999,43.459999,1838300,43.250714
"211",43.459999,43.689999,43.25,43.450001,989900,43.240764
"212",43.34,43.349998,43.040001,43.150002,1181400,42.942209
"213",43.060001,43.290001,42.790001,43.220001,1601500,43.011872
"214",43.259998,43.57,43.209999,43.369999,1341600,43.161147
"215",43.240002,43.5,43.029999,43.310001,1066100,43.101439
"216",42.939999,42.98,42.290001,42.43,3142400,42.225675
"217",42.599998,42.869999,42.509998,42.740002,1424300,42.534184
"218",42.98,43.299999,42.459999,42.57,1803600,42.365001
"219",42.400002,42.68,42.119999,42.599998,1551300,42.599998
"220",42.470001,42.970001,42.380001,42.59,2960200,42.59
"221",39.84,41.5,39.720001,40.040001,12659500,40.040001
"222",40.18,40.419998,39.900002,40.009998,5835900,40.009998
"223",40.040001,40.080002,39.57,39.970001,2646700,39.970001
"224",40,40.259998,39.82,40.009998,4245700,40.009998
"225",39.84,39.950001,39.259998,39.380001,4846800,39.380001
"226",39.43,39.759998,39.400002,39.630001,2806300,39.630001
"227",39.650002,40.040001,39.650002,39.869999,2327400,39.869999
"228",39.900002,40.049999,39.389999,39.5,2433700,39.5
"229",39.779999,39.900002,39.299999,39.59,2571500,39.59
"230",39.669998,39.869999,39.389999,39.580002,1428200,39.580002
"231",39.82,40.110001,39.610001,39.77,2821700,39.77
"232",39.740002,39.970001,39.490002,39.509998,1801100,39.509998
"233",39.41,39.509998,39.029999,39.049999,3018400,39.049999
"234",39.130001,39.5,39.130001,39.279999,2916000,39.279999
"235",39.5,39.689999,39.16,39.610001,3445900,39.610001
"236",39.57,39.75,39.349998,39.470001,2434500,39.470001
"237",39.349998,39.900002,39.310001,39.75,2358500,39.75
"238",39.950001,40.490002,39.91,40.189999,5975500,40.189999
"239",39.93,40.869999,39.93,40.830002,8423800,40.830002
"240",40.720001,41.139999,40.560001,40.889999,4062200,40.889999
"241",40.799999,41.060001,40.66,40.93,2414800,40.93
"242",40.799999,40.869999,40.389999,40.419998,3009400,40.419998
"243",40.389999,40.799999,40.369999,40.77,1659200,40.77
"244",40.639999,40.759998,40.48,40.75,1840700,40.75
"245",40.779999,40.779999,40.290001,40.360001,3186700,40.360001
"246",40.389999,40.459999,40.16,40.27,2202500,40.27
"247",40.220001,40.419998,40.049999,40.360001,3151700,40.360001
"248",40.540001,40.709999,40.380001,40.549999,1194700,40.549999
"249",40.240002,40.439999,40.060001,40.119999,1326700,40.119999
"250",40.009998,40.25,39.939999,40.220001,1357400,40.220001
"251",40.130001,40.27,40.029999,40.080002,2096700,40.080002
"252",40.119999,40.360001,40.029999,40.23,1842900,40.23
"253",40.32,40.669998,40.27,40.470001,1341800,40.470001
