"","FSLR.Open","FSLR.High","FSLR.Low","FSLR.Close","FSLR.Volume","FSLR.Adjusted"
"123",45.57,46.91,45.52,46.419998,1721400,46.419998
"124",46.599998,47.560001,46.509998,47.119999,2582200,47.119999
"125",47.110001,47.23,46.139999,46.720001,1643100,46.720001
"126",46.880001,47.549999,46.650002,46.91,1331400,46.91
"127",46.75,47.040001,44.41,44.650002,2571400,44.650002
"128",44,45.200001,42.68,45.060001,2675700,45.060001
"129",44.889999,45.200001,42.919998,43.07,2820000,43.07
"130",43.400002,44.27,42.84,43.040001,1373600,43.040001
"131",42.580002,43.110001,42.029999,42.119999,1827500,42.119999
"132",42.360001,42.990002,41.439999,41.66,1720300,41.66
"133",41.259998,42.700001,40.779999,40.900002,4958600,40.900002
"134",41.23,42.41,40.540001,42.349998,2393000,42.349998
"135",43.360001,45.700001,43.360001,45.209999,4563300,45.209999
"136",45.439999,45.59,44.299999,45.029999,3501300,45.029999
"137",45.049999,45.23,43.84,43.84,2204900,43.84
"138",43.84,44.75,43.75,44.060001,1997600,44.060001
"139",43.990002,44.240002,43.27,43.669998,862500,43.669998
"140",43.970001,45.43,43.799999,44.34,1510100,44.34
"141",44.259998,45,44.16,44.419998,1202400,44.419998
"142",43.939999,44.650002,43.630001,44.52,1458600,44.52
"143",44.52,45.389999,43.470001,44.599998,1990900,44.599998
"144",44.720001,45.34,43.720001,44.549999,1873800,44.549999
"145",43.880001,43.98,41.509998,41.830002,3668000,41.830002
"146",42.009998,42.009998,39.880001,40.860001,3712200,40.860001
"147",42,42.470001,41.400002,41.75,2869800,41.75
"148",42.389999,43.68,42.029999,43.630001,3205400,43.630001
"149",43.91,44.439999,42.830002,44.200001,1965600,44.200001
"150",43.810001,43.889999,42.150002,42.830002,2358900,42.830002
"151",43.200001,44.490002,42.330002,42.709999,2445700,42.709999
"152",42.040001,42.82,41.389999,42.279999,2131100,42.279999
"153",42.75,43.09,40.119999,40.16,2499000,40.16
"154",40.18,41.060001,39.810001,40.720001,2787600,40.720001
"155",40.669998,40.720001,39.18,39.830002,2071000,39.830002
"156",39.77,41.900002,39.689999,41.400002,2434700,41.400002
"157",41.740002,42,40.57,41.900002,1740300,41.900002
"158",41.740002,43.099998,41.5,42.540001,1797400,42.540001
"159",42.349998,44.380001,42.029999,44.169998,1745100,44.169998
"160",43.299999,44.040001,42.689999,43.720001,1915900,43.720001
"161",43.66,44.48,42.529999,42.700001,2192600,42.700001
"162",42.880001,42.990002,41.150002,42.360001,1604800,42.360001
"163",41.919998,43.220001,41.82,42.32,1944500,42.32
"164",42.68,45.639999,42.59,45.48,3311200,45.48
"165",46.189999,48.619999,46.150002,48.16,4290400,48.16
"166",47.459999,47.950001,46.220001,46.98,2236800,46.98
"167",47.240002,47.650002,46.290001,46.900002,1766500,46.900002
"168",46.990002,47.869999,46.75,46.900002,1398200,46.900002
"169",46.779999,47.68,46.060001,46.330002,2359600,46.330002
"170",46.700001,48.689999,44.619999,48.540001,9140400,48.540001
"171",49.849998,50.290001,48.119999,48.77,12070000,48.77
"172",49.27,49.849998,48.709999,49.419998,3267500,49.419998
"173",49.639999,49.990002,48.619999,48.84,2695900,48.84
"174",49.16,49.849998,48.330002,49.619999,2467800,49.619999
"175",49.599998,50.790001,48.59,48.84,3780900,48.84
"176",48.07,48.98,47.349998,48.41,1971700,48.41
"177",48.66,49.619999,48.200001,49.02,2091000,49.02
"178",49.049999,49.970001,48.5,49.639999,3228100,49.639999
"179",56.84,57.889999,54.630001,54.700001,18453700,54.700001
"180",56.150002,59.240002,56.119999,58.540001,15704700,58.540001
"181",57.799999,59.560001,56.700001,58.68,6521100,58.68
"182",58.900002,60.209999,58.220001,59.75,4014600,59.75
"183",59.41,61.209999,59.029999,61.110001,3994600,61.110001
"184",60.93,61.419998,60.119999,60.689999,3146800,60.689999
"185",60.52,61.310001,60.049999,61.200001,2505200,61.200001
"186",61.400002,61.900002,60.919998,61.66,2339600,61.66
"187",61.110001,62.27,60.310001,60.610001,2342100,60.610001
"188",60.82,61.990002,60.299999,61.060001,2701400,61.060001
"189",60.310001,60.509998,59.5,59.860001,2159400,59.860001
"190",60.139999,60.330002,59.27,59.290001,1897400,59.290001
"191",59.48,60.75,59.389999,60.610001,2075600,60.610001
"192",60.220001,60.779999,59.759998,60.599998,1570200,60.599998
"193",60.27,60.98,59.130001,60.220001,1964500,60.220001
"194",59.889999,61.380001,59.700001,60.490002,2311800,60.490002
"195",60.080002,61.869999,59.849998,61.43,2026300,61.43
"196",61.119999,61.580002,60.119999,60.299999,1776500,60.299999
"197",60.669998,60.990002,59.700001,60.259998,2893400,60.259998
"198",60.060001,61.150002,59.740002,60.580002,2197900,60.580002
"199",60.360001,63.099998,60.360001,62.52,2890300,62.52
"200",62.700001,62.790001,60.049999,60.09,2662200,60.09
"201",59.529999,60.389999,58.610001,59.619999,2022700,59.619999
"202",59.400002,60.09,58.790001,59.610001,1321400,59.610001
"203",59.720001,61.049999,59.720001,60.689999,1535400,60.689999
"204",60.029999,60.689999,59.419998,59.790001,1797300,59.790001
"205",59.84,61.310001,59.009998,60.830002,1759000,60.830002
"206",61,61.950001,60.779999,61.189999,1228100,61.189999
"207",60.720001,62,60.5,61.509998,1224300,61.509998
"208",61.560001,62.650002,61.240002,61.27,1456000,61.27
"209",61.580002,61.77,60.009998,60.650002,1893900,60.650002
"210",60.5,61.490002,60.5,61.18,968200,61.18
"211",61.360001,61.700001,61.02,61.299999,774000,61.299999
"212",61.400002,61.700001,61.09,61.41,823500,61.41
"213",61.540001,61.700001,60.52,61.07,918300,61.07
"214",61.459999,64.089996,60.900002,63.740002,3716800,63.740002
"215",63.709999,63.709999,62.130001,62.889999,1939300,62.889999
"216",62.34,62.84,61.279999,61.939999,1798100,61.939999
"217",62.259998,62.57,61.52,62.25,1077500,62.25
"218",62.450001,63.119999,61.799999,63.110001,1453900,63.110001
"219",63.439999,64.400002,63,63.889999,1934600,63.889999
"220",64,65.089996,63.299999,64.75,1584100,64.75
"221",65.419998,65.5,63.16,63.43,1507300,63.43
"222",63.860001,64.25,62.709999,62.919998,1332500,62.919998
"223",62.869999,63.709999,62.099998,63.57,1585300,63.57
"224",63.130001,63.470001,61.689999,61.939999,1979700,61.939999
"225",61.73,62.360001,59.360001,59.669998,3440700,59.669998
"226",57.5,59.970001,56.599998,57.34,6196800,57.34
"227",57.130001,57.82,56.32,56.779999,2823300,56.779999
"228",56.830002,57.779999,56.5,56.810001,2466400,56.810001
"229",57.029999,57.220001,55.150002,55.66,2186000,55.66
"230",55.290001,56.57,54.57,56.32,2771100,56.32
"231",56.91,56.970001,56.099998,56.369999,1669600,56.369999
"232",56.41,56.93,56.299999,56.380001,1296700,56.380001
"233",56.189999,56.470001,55.369999,56.049999,1258500,56.049999
"234",56.139999,57.150002,56.009998,56.77,1037400,56.77
"235",57.049999,57.09,56.23,56.560001,1131600,56.560001
"236",56.349998,56.970001,56.150002,56.720001,836600,56.720001
"237",56.82,56.830002,56.029999,56.18,1119400,56.18
"238",56.18,56.540001,55,55.279999,1317500,55.279999
"239",55.41,55.73,54.700001,54.919998,1297000,54.919998
"240",55.200001,56.66,55.150002,55.889999,1481500,55.889999
"241",55.75,56.029999,54.900002,55.07,1185400,55.07
"242",53.029999,53.029999,50.709999,51.060001,5147100,51.060001
"243",51.049999,51.599998,50.560001,51.279999,2282600,51.279999
"244",51.240002,51.52,50.450001,50.75,1643300,50.75
"245",50.52,50.700001,49.700001,49.709999,1840200,49.709999
"246",49.759998,50.529999,49.259998,49.900002,1991100,49.900002
"247",49.799999,51.599998,49.400002,50.950001,1997200,50.950001
"248",50.970001,51.740002,50.610001,50.830002,1569800,50.830002
"249",50.599998,50.790001,49.5,49.669998,2102700,49.669998
"250",49.869999,51.470001,49.380001,51.299999,2658800,51.299999
"251",51.049999,51.490002,49.610001,49.849998,1811100,49.849998
"252",49.950001,50.240002,49.009998,49.169998,1405900,49.169998
"253",49.48,51.369999,49.220001,50.290001,2445500,50.290001
