"","CCI.Open","CCI.High","CCI.Low","CCI.Close","CCI.Volume","CCI.Adjusted"
"84",81.099998,81.440002,80.660004,80.690002,2280500,78.26639
"85",81,81.669998,80.489998,81.5,3698200,79.052059
"86",81.580002,81.760002,79.980003,80.519997,4145600,78.101491
"87",80.550003,80.959999,79.25,79.330002,2346300,76.947239
"88",79.370003,79.730003,78.440002,78.470001,2057400,76.113069
"89",79.760002,82.029999,79.75,80.800003,4050900,78.373087
"90",80.18,80.779999,77.879997,79.540001,5851100,77.15093
"91",78.760002,79.629997,78.290001,79.25,2425400,76.86964
"92",79.790001,81.129997,79.739998,80.839996,2202700,78.411879
"93",80.580002,82.510002,80.449997,82.459999,1966700,79.983223
"94",83.110001,84.919998,82.940002,84.519997,7060100,81.981346
"95",84.529999,84.900002,83.519997,83.57,3538200,81.059884
"96",83.949997,84.650002,83.389999,84.290001,4482400,81.758259
"97",84.309998,84.940002,84.089996,84.75,1587300,82.204441
"98",84.82,84.82,83.970001,84.410004,2052600,81.874657
"99",84.910004,84.970001,83.199997,83.540001,3509700,81.030786
"100",83.540001,84.279999,82.440002,82.5,3540900,80.022022
"101",82.089996,83.5,82.089996,83.239998,3886200,80.739794
"102",81.489998,82.389999,76.160004,78.120003,27304700,75.773583
"103",78.709999,79.82,78.279999,78.989998,5068400,76.617447
"104",78.949997,79.169998,77.690002,78.160004,4830700,75.812383
"105",79.150002,79.410004,78.269997,79.339996,8780700,76.956933
"106",79.43,80.040001,79.349998,79.860001,4319700,77.461318
"107",79.800003,80,79.059998,79.800003,2793100,77.403123
"108",79.209999,80.010002,78.949997,79.910004,3299300,77.509819
"109",80.089996,80.089996,79.400002,79.610001,2158600,77.218827
"110",79.209999,80.629997,78.879997,80.510002,4824800,78.091796
"111",80.57,81.239998,80.139999,80.209999,3152900,77.800804
"112",80.169998,80.449997,79.919998,80.389999,1615600,77.975398
"113",80.050003,80.300003,79.860001,80.120003,1537800,77.713511
"114",80.190002,80.730003,79.339996,80.519997,1640500,78.101491
"115",80.419998,81,80.269997,80.769997,1961000,78.343982
"116",80.970001,81.330002,80.599998,80.980003,3473800,78.547681
"117",81.760002,81.849998,81.209999,81.699997,2810800,79.246048
"118",81.910004,82.360001,81.730003,82.169998,5980900,79.701933
"119",82.169998,82.559998,81.769997,82.379997,2860000,79.905624
"120",82.559998,82.839996,82.139999,82.510002,2255800,80.031724
"121",82.459999,83.580002,82.459999,83.089996,1355000,80.594298
"122",82.809998,83.190002,82.150002,82.25,3145100,79.779531
"123",80.709999,81.209999,79.589996,80.059998,5063600,77.655308
"124",80.120003,80.410004,79.639999,79.900002,1951100,77.500118
"125",79.980003,80.139999,79.730003,79.949997,1784500,77.548612
"126",79.93,80.080002,79.050003,79.269997,3138000,76.889036
"127",79.540001,80.059998,78.970001,79.150002,2230200,76.772645
"128",78.610001,79.269997,78.209999,78.970001,2606800,76.598051
"129",78.209999,78.43,77.239998,77.459999,2967100,75.133403
"130",77.489998,77.559998,76.599998,76.82,3434500,74.512627
"131",76.57,76.790001,75.800003,75.849998,4770100,73.571761
"132",76.139999,76.379997,75.300003,75.720001,3566100,73.445668
"133",75.589996,76.800003,74.879997,75.470001,2591200,73.203177
"134",75,75.849998,74.449997,75.110001,4307600,73.654259
"135",75.620003,76.949997,75.510002,76.529999,5421000,75.046735
"136",76.93,77.5,76.5,77.300003,5889500,75.801816
"137",77.5,78.669998,77.260002,78.290001,3296000,76.772626
"138",78.690002,79.480003,78.419998,79.18,2430300,77.645376
"139",79.279999,79.639999,79.010002,79.050003,753200,77.517898
"140",79.110001,79.360001,78.980003,79.050003,726400,77.517898
"141",78.910004,79.68,78.739998,79.059998,1225300,77.527699
"142",79.139999,79.169998,78.440002,78.919998,1369500,77.390413
"143",79.190002,79.449997,78.559998,78.699997,1548900,77.174676
"144",78.860001,79.93,78.720001,79.510002,2133900,77.968982
"145",79.089996,79.32,78.75,79,2962900,77.468864
"146",79.260002,79.919998,78.57,78.849998,4014400,77.32177
"147",79.349998,80.669998,79.07,80.5,4292400,78.939792
"148",80.919998,82.32,80.699997,81.769997,5096600,80.185174
"149",81.949997,82.120003,81.449997,81.620003,1933800,80.038088
"150",81.919998,82.110001,81.300003,81.519997,2512500,79.94002
"151",82.099998,82.220001,79.989998,81.330002,4029500,79.753707
"152",80.940002,81.800003,80.480003,81.650002,4040100,80.067505
"153",81.860001,82.209999,81.550003,81.629997,2609800,80.047888
"154",81.720001,82.75,81.68,82.629997,4539200,81.028507
"155",82.879997,83.07,81.699997,82.010002,3330800,80.420528
"156",81.650002,81.849998,81.160004,81.360001,3801700,79.783125
"157",83.760002,85.459999,83.349998,85.25,6469200,83.59773
"158",85.459999,87.809998,85.459999,86.830002,5424000,85.147109
"159",86.940002,88.220001,86.279999,88.050003,4765200,86.343465
"160",87.589996,88.349998,87.300003,87.800003,2777100,86.09831
"161",88.449997,88.790001,87.129997,87.160004,3545200,85.470715
"162",87.150002,87.18,85.650002,86.760002,3046600,85.078466
"163",86.580002,87.57,86.169998,86.510002,3608500,84.833312
"164",86.589996,86.709999,85.019997,86.360001,4003000,84.686217
"165",86.290001,87.839996,85.650002,87.239998,3468600,85.549159
"166",86.779999,87.5,85.919998,86.269997,3071900,84.597958
"167",86.529999,87.18,86.209999,86.730003,4424200,85.049049
"168",87.220001,88.860001,86.209999,86.660004,6451800,84.980406
"169",86.239998,86.949997,85.730003,86.190002,3888600,84.519514
"170",86.580002,87.349998,86.32,87.169998,5152400,85.480516
"171",87.32,87.449997,86.260002,87.18,2239300,85.490324
"172",87.300003,87.739998,86.82,87.589996,1873100,85.892374
"173",87.589996,88.010002,87.029999,88,2788600,86.294431
"174",88.449997,89.440002,87.57,87.599998,4077300,85.902182
"175",87.879997,88.239998,87.400002,88.199997,4116300,86.490552
"176",87.989998,88.300003,87.57,87.790001,2800100,86.088502
"177",87.720001,89.010002,87.660004,88.709999,3217600,86.990669
"178",88.919998,89.040001,87.269997,87.900002,3377300,86.196371
"179",87.709999,87.910004,85.790001,86.809998,3752200,85.127493
"180",86.809998,87.949997,86.440002,86.580002,3061300,84.901955
"181",86.540001,86.540001,85.220001,86.089996,2773100,84.421446
"182",86.32,86.459999,85.709999,86.309998,2590700,84.637183
"183",86.599998,87.510002,86.150002,86.389999,3098200,84.715635
"184",86.150002,86.559998,85.989998,86.300003,2192700,84.627383
"185",86.199997,86.260002,85.580002,85.82,1896900,84.156683
"186",86.230003,86.459999,85.910004,86.260002,1181700,84.588157
"187",85.699997,85.900002,84.910004,85.040001,2772400,83.391801
"188",85.269997,85.699997,84.860001,85.5,1412600,83.842885
"189",85.209999,85.419998,84.559998,84.57,1689300,82.930909
"190",84.470001,85.269997,84.209999,84.919998,1688900,83.274124
"191",85.379997,86,84.970001,85.949997,1225800,84.28416
"192",85.660004,85.660004,84.379997,84.910004,1410300,83.264324
"193",85.169998,85.959999,84.919998,85.800003,1448600,84.137073
"194",85.410004,85.769997,85.129997,85.519997,1462200,83.862494
"195",84.800003,86.989998,84.470001,86.440002,3416200,85.585295
"196",85.849998,86.389999,85.480003,85.849998,2232800,85.001124
"197",86.290001,87.309998,86.010002,86.800003,2907500,85.941736
"198",86.830002,86.830002,86.25,86.25,1720100,85.397171
"199",86.260002,86.769997,85.809998,85.839996,1865400,84.991221
"200",85.830002,86.110001,84.599998,84.639999,1451100,83.80309
"201",84.25,85.089996,83.910004,84.610001,2320300,83.773388
"202",84.610001,85.07,83.860001,84.809998,2903600,83.971407
"203",84.849998,85.139999,84.269997,84.389999,1548100,83.555562
"204",84.010002,84.459999,82.540001,82.540001,3336100,81.723856
"205",82.879997,83.919998,82.849998,83.720001,2067900,82.892188
"206",83.760002,84.370003,83.550003,84.150002,1164700,83.317937
"207",83.989998,85.059998,83.879997,84.940002,1294600,84.100126
"208",85.839996,86.18,85.419998,85.669998,1951200,84.822904
"209",85.599998,85.860001,84.790001,85.370003,1952700,84.525875
"210",85.260002,85.43,84.580002,85.139999,2270400,84.298146
"211",85.25,85.699997,84.449997,84.690002,1022300,83.852598
"212",84.660004,87.139999,84.389999,85,2511200,84.159531
"213",84.919998,85.580002,84.610001,85.389999,2251900,84.545674
"214",85.82,86.099998,85.589996,85.849998,1737100,85.001124
"215",85.43,86.129997,84.790001,86,1799900,85.149643
"216",85.599998,86.089996,84.660004,85.839996,3756600,84.991221
"217",86.18,86.529999,85.779999,86.43,1883300,85.575391
"218",86.540001,86.550003,85.580002,85.790001,2419200,84.94172
"219",86.07,86.089996,85.269997,86.019997,2795200,85.169442
"220",85.599998,86.940002,85.220001,86.639999,3877600,85.783314
"221",87.279999,87.459999,85.93,85.980003,1878400,85.129844
"222",86,86.129997,84.760002,85,1843400,84.159531
"223",84.809998,85.839996,84.760002,85.690002,1986100,84.84271
"224",85,85.459999,84.349998,84.589996,1526000,83.753581
"225",84.169998,84.169998,83.230003,83.529999,2754300,82.704065
"226",83.589996,84.150002,83.019997,83.169998,1789400,82.347624
"227",83.440002,83.519997,82.949997,83.120003,1731600,82.298123
"228",83.110001,83.440002,81.5,81.620003,2439900,80.812954
"229",82,82.339996,81.620003,82.059998,2192900,81.248599
"230",82.260002,83.029999,81.980003,82.610001,1568700,81.793163
"231",83.160004,83.910004,83.150002,83.669998,1426500,82.84268
"232",83.199997,83.559998,82.440002,82.699997,1645600,81.88227
"233",82.25,83.120003,81.290001,82.949997,1294100,82.129798
"234",83.239998,83.519997,82.010002,82.339996,1907600,81.525829
"235",82.900002,83.25,82.410004,82.779999,2691700,81.961481
"236",82.839996,83.830002,82.760002,83.800003,2449300,82.971399
"237",83.580002,83.889999,83.360001,83.589996,1593500,82.763469
"238",83.389999,84.779999,83.32,83.980003,2740900,83.14962
"239",83.82,84.040001,82.870003,82.889999,2049100,82.070394
"240",82.82,83.089996,81.959999,82.080002,3049600,81.268405
"241",82.080002,82.480003,81.720001,82.059998,1604600,81.248599
"242",82.050003,82.18,81.300003,81.919998,2192500,81.109984
"243",82.040001,82.230003,81.589996,81.949997,2060600,81.139686
"244",81.68,82.470001,81.610001,82.269997,1641400,81.456521
"245",82.360001,82.449997,81.449997,81.550003,3116000,80.743647
"246",81.599998,82.610001,81.57,82.260002,1659800,81.446626
"247",81.93,82.75,81.580002,82.349998,1458700,81.535732
"248",82.209999,82.5,81.389999,81.970001,2251600,81.159492
"249",82.209999,85.790001,82.019997,83.669998,4943100,82.84268
"250",83.290001,83.410004,82.580002,82.779999,2092200,81.961481
"251",82.860001,83.150002,82.489998,82.589996,1448000,81.773357
"252",82.370003,82.870003,81.860001,81.980003,1731300,81.169395
"253",82.239998,82.660004,81.669998,82.260002,2226500,81.446626
