"","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"66",91.690002,91.949997,91.480003,91.650002,3670600,89.783954
"67",91.599998,91.800003,90.580002,90.870003,3587700,89.019836
"68",91.07,91.309998,90.779999,91.199997,3770700,89.343111
"69",91.139999,93.089996,90.949997,92.57,5155400,90.68522
"70",92.669998,93.309998,92.050003,92.849998,4997200,90.959518
"71",92.970001,93.5,92.699997,93.370003,4753300,91.468934
"72",93.860001,94.209999,93.419998,93.790001,6259500,91.880381
"73",93.419998,93.779999,93.290001,93.580002,3790600,91.674658
"74",93.550003,93.580002,92.839996,92.93,3386300,91.037891
"75",93.110001,94.040001,93.080002,93.5,4227300,91.596285
"76",93.400002,93.43,92.480003,92.669998,4372400,90.783182
"77",92.5,93.330002,92.440002,93.129997,3536300,91.233816
"78",92.510002,93.389999,92.510002,93.150002,2973500,91.253413
"79",92.949997,93.43,92.919998,93.089996,4219300,91.194629
"80",92.669998,93.220001,92.419998,92.650002,4842800,90.763593
"81",92.809998,92.919998,92.330002,92.580002,3513800,90.695018
"82",93.010002,93.529999,92.650002,93.5,4084400,91.596285
"83",93.5,93.650002,92.790001,93.370003,3733100,91.468934
"84",93.290001,93.540001,92.900002,93.099998,6799900,91.204428
"85",92.949997,93.940002,92.760002,93.940002,5715200,92.027329
"86",95.349998,96.220001,93.559998,93.57,9094000,91.664859
"87",93.660004,95.900002,93.660004,94.650002,8350900,92.722872
"88",94.709999,95.449997,93.830002,93.940002,5194500,92.027329
"89",94.459999,94.519997,92.589996,93.010002,5869000,91.116264
"90",91.839996,92.559998,90.760002,91.769997,8580700,89.901505
"91",90.269997,91.029999,89.82,90.790001,7226400,88.941463
"92",91.089996,92,90.550003,91.510002,6260100,89.646805
"93",91.660004,93.720001,91.589996,93.550003,6883100,91.64527
"94",93.260002,93.959999,92.169998,93.730003,6982200,91.821605
"95",93.849998,95.019997,93.639999,94.459999,5148200,92.536738
"96",94.940002,95.32,93.5,93.760002,5805000,91.850993
"97",93.760002,94.790001,93.550003,94.599998,4005800,92.673887
"98",94.480003,95.239998,94.309998,94.620003,3135500,92.693484
"99",94.690002,95.260002,94.300003,95.260002,3368300,93.320452
"100",95.5,95.5,94.07,94.690002,3274300,92.762058
"101",94.449997,96.099998,94.150002,95.650002,3560200,93.702511
"102",96.410004,96.739998,95.580002,96.169998,5259300,94.21192
"103",95.940002,96.43,95.610001,95.830002,4330400,93.878847
"104",96.139999,96.839996,95.989998,96.730003,3944500,94.760524
"105",97.519997,97.860001,96.370003,96.889999,3804100,94.917262
"106",96.959999,97.199997,96.510002,96.809998,4198500,94.838889
"107",96.809998,96.809998,95.5,96.800003,5273400,94.829098
"108",96.400002,96.989998,96.160004,96.970001,3345500,94.995635
"109",96.959999,97.379997,96.639999,96.699997,3263600,94.731128
"110",96.699997,97.389999,96.220001,97.160004,3247500,95.181769
"111",96.529999,98.959999,96.529999,98.540001,6257700,96.533668
"112",98.489998,98.550003,97.360001,97.720001,4335200,95.730364
"113",96.849998,98.550003,96.849998,98.419998,3745200,96.416109
"114",98.419998,98.5,97.860001,97.940002,3908600,95.945886
"115",97.940002,98.440002,97.75,98.410004,3396800,96.406318
"116",98.010002,98.620003,97.870003,98.059998,3727100,96.063438
"117",99.029999,99.129997,98.239998,98.889999,5259800,96.876541
"118",98.879997,99.25,98.489998,98.68,4540700,96.670817
"119",98.510002,99.190002,98.5,98.93,3637200,96.915727
"120",99.25,99.639999,99.010002,99.349998,2685600,97.327174
"121",99.720001,100.699997,99.519997,100.099998,2504300,98.061904
"122",98.559998,100.150002,98.489998,99.669998,3658500,97.640658
"123",99.980003,100.57,99.610001,100.389999,3884900,98.346
"124",99.699997,99.699997,98.18,98.32,4943800,96.95071
"125",98.040001,98.279999,97.400002,97.75,4582600,96.388649
"126",97.620003,97.93,97.199997,97.760002,5308200,96.398512
"127",97.870003,98.110001,97.5,97.779999,4233800,96.41823
"128",97.220001,97.75,96.209999,97.129997,3459700,95.777281
"129",97.230003,97.599998,96.07,96.18,3972300,94.840515
"130",96.300003,97,96.010002,96.290001,4784700,94.948983
"131",95.660004,96.769997,94.709999,94.739998,3935900,93.420567
"132",95.129997,95.720001,93.860001,94.139999,4555200,92.828924
"133",93.540001,94.970001,92.529999,92.589996,6962800,91.300508
"134",92.790001,94.099998,92.43,93.720001,6189200,92.414776
"135",94.709999,95.410004,93.739998,95.360001,8122800,94.031935
"136",95.300003,96.199997,95.209999,95.440002,7678700,94.110823
"137",95.790001,96.660004,95.470001,96.620003,3623000,95.274389
"138",97.239998,97.5,96.860001,97.360001,3065800,96.004081
"139",97.5,97.889999,97.050003,97.089996,1604100,95.737837
"140",97.120003,97.57,96.970001,97.050003,1492700,95.698401
"141",96.620003,97.099998,96.019997,96.730003,2453800,95.382858
"142",96.209999,96.779999,95.919998,95.959999,2134400,94.623577
"143",95.669998,95.980003,94.540001,94.559998,3727400,93.243073
"144",94.93,95.339996,94.050003,94.440002,3545700,93.124749
"145",94.449997,95.050003,93.720001,93.730003,6441000,92.424638
"146",94.080002,94.620003,92.940002,93.019997,6195000,91.72452
"147",95.129997,96.230003,94.43,95.739998,6526300,94.40664
"148",96.739998,97.910004,96.68,97.480003,7131600,96.122413
"149",97.550003,97.669998,96.589996,96.82,4061500,95.471601
"150",96.949997,97.339996,96.190002,96.419998,4187600,95.07717
"151",96.669998,97.489998,95.82,96.349998,5371300,95.008145
"152",95.459999,96.800003,95.459999,96.669998,5127800,95.323688
"153",96.669998,97.32,96.379997,96.669998,4416800,95.323688
"154",96.660004,97.43,96.339996,97.290001,4404400,95.935056
"155",98.330002,98.330002,96.830002,97.510002,7029500,96.151994
"156",97.019997,98.220001,96.599998,97.400002,5031100,96.043525
"157",97.480003,99,97.040001,98.900002,7620400,97.522635
"158",98.360001,98.989998,98.099998,98.529999,4857700,97.157785
"159",98.190002,98.949997,97.669998,98.690002,4298700,97.31556
"160",97.650002,98.050003,95.25,96.720001,7365300,95.372995
"161",97.209999,97.769997,95.660004,95.720001,6280100,94.386922
"162",95.720001,96.480003,94.870003,96.029999,4600300,94.692602
"163",95.110001,95.330002,93.559998,93.779999,7741500,92.473938
"164",93.860001,95.440002,93.599998,95.330002,6889500,94.002354
"165",96.019997,96.559998,95.580002,96.199997,5090400,94.860233
"166",96.029999,97.269997,96.029999,96.599998,5064700,95.254663
"167",97.230003,97.230003,96.410004,96.610001,4466200,95.264526
"168",96.68,97.059998,96.349998,96.709999,4572000,95.363132
"169",96.580002,96.910004,95.589996,95.970001,4217100,94.63344
"170",96.730003,98.099998,96.379997,97.989998,6797400,96.625305
"171",100.050003,100.760002,99.199997,100.400002,9736400,99.001744
"172",100.050003,100.5,99.379997,100.269997,9062300,98.87355
"173",100.150002,100.150002,98.940002,99.129997,5643000,97.749427
"174",98.449997,98.709999,98,98.360001,5877800,96.990154
"175",98.239998,99.489998,98.160004,99.330002,3472500,97.946646
"176",99.300003,99.599998,98.529999,98.720001,4186300,97.345141
"177",98.220001,99.07,97.830002,99.059998,3945500,97.680402
"178",99.160004,99.480003,98.739998,99.449997,3075700,98.06497
"179",99.449997,99.970001,99.139999,99.580002,3389900,98.193165
"180",99.68,99.82,98.910004,99.5,3366100,98.114277
"181",99.150002,99.360001,98.980003,99.07,5722000,97.690265
"182",99.220001,99.370003,98.970001,98.980003,6461700,97.601522
"183",98.980003,99.300003,98.730003,99,3613600,97.62124
"184",98.82,98.949997,98.120003,98.400002,4148100,97.029598
"185",97.720001,97.849998,97.120003,97.360001,3884200,96.647414
"186",97.699997,97.830002,97.209999,97.230003,3537200,96.518368
"187",97,97.150002,95.940002,96.169998,6466100,95.466121
"188",96,96.5,95.970001,96.040001,4810500,95.337075
"189",95.379997,95.599998,94.43,94.43,5390300,93.738858
"190",94.459999,94.629997,93.449997,93.629997,4637300,92.944711
"191",93.959999,95.760002,93.839996,95.709999,4455000,95.009489
"192",94.889999,95.589996,93.940002,94.32,4703800,93.629663
"193",94.559998,95.529999,94.480003,95.449997,4687400,94.75139
"194",94.940002,95.290001,94.059998,94.129997,4507400,93.441051
"195",93.989998,95.050003,92.239998,94.639999,7692100,93.94732
"196",94.43,94.580002,93.699997,94.099998,4386400,93.411272
"197",94.199997,95.480003,94.099998,95.339996,8810400,94.642194
"198",95.470001,96.120003,95.339996,95.849998,4739400,95.148463
"199",96.709999,97.160004,95.809998,95.860001,7118600,95.158392
"200",96.43,96.440002,95.230003,95.260002,4965600,94.562785
"201",95.25,95.980003,94.790001,95.629997,5077700,94.930072
"202",95.279999,96.160004,95.18,95.949997,4245600,95.24773
"203",96.279999,96.68,95.550003,96.519997,5021200,95.813558
"204",96.220001,96.589996,95.620003,95.620003,4397600,94.920151
"205",95.160004,95.279999,94.169998,95.089996,4241200,94.394024
"206",94.779999,95.93,94.779999,95.690002,3586200,94.989638
"207",95.529999,97.089996,95.529999,96.480003,4861800,95.773857
"208",96.669998,96.870003,96.190002,96.209999,3376600,95.505829
"209",96.099998,96.599998,95.690002,96.029999,3879100,95.327146
"210",95.830002,96.629997,95.639999,96.349998,3487000,95.644804
"211",96.279999,96.519997,96.150002,96.199997,2704900,95.4959
"212",96.010002,96.279999,95.480003,95.529999,3772900,94.830806
"213",95.669998,96.800003,95.389999,96.489998,4501700,95.783779
"214",96.739998,97.300003,96.5,96.629997,3508700,95.922753
"215",96.529999,96.919998,96.209999,96.449997,3699000,95.74407
"216",95.839996,96.120003,95.360001,95.809998,4991600,95.108755
"217",96.260002,96.940002,96.239998,96.5,4468600,95.793708
"218",97.199997,97.559998,96.540001,96.779999,4184300,96.071657
"219",97.25,97.639999,96.68,97.279999,5293600,96.567997
"220",96.669998,97.440002,95.449997,95.730003,7827700,95.029347
"221",95.709999,95.709999,94.510002,95.169998,5381700,94.47344
"222",95.169998,95.269997,94.459999,94.489998,5348500,93.798417
"223",94.739998,94.769997,94.019997,94.419998,5065900,93.728929
"224",94.220001,94.470001,93.260002,94.379997,4963600,93.689221
"225",94.160004,95.330002,93.760002,95.120003,6714400,94.423811
"226",95.160004,95.620003,94.760002,95.559998,4622300,94.860585
"227",95.449997,96.25,95.260002,95.949997,3729400,95.24773
"228",96.019997,96.169998,95.239998,95.419998,3502800,94.72161
"229",95.919998,95.970001,94.949997,95.480003,3376400,94.781176
"230",95.150002,95.669998,94.949997,95.150002,3157400,94.45359
"231",95.910004,96.610001,95.550003,96.550003,5231600,95.843345
"232",96.269997,97.099998,96.120003,96.349998,3070300,95.644804
"233",96,96.379997,95,96.199997,4229900,95.4959
"234",96.269997,96.959999,96.169998,96.410004,3739800,95.70437
"235",96.839996,98,96.739998,98,4018500,97.282729
"236",97.830002,98.440002,97.75,98.220001,3809500,97.50112
"237",98.010002,98.330002,97.669998,98.050003,3328300,97.332366
"238",97.940002,98.339996,97.57,97.949997,3323900,97.233092
"239",98,98.330002,97.68,97.690002,2789800,96.975
"240",97.400002,97.790001,96.900002,97.199997,3406100,96.488581
"241",97.209999,97.209999,96.230003,96.260002,3311100,95.555466
"242",96.059998,96.279999,95.5,95.790001,3806200,95.088905
"243",95.989998,96.580002,95.709999,96.379997,4028200,95.674583
"244",96.550003,97.389999,95.93,97.059998,5321700,96.349606
"245",97.209999,97.239998,95.940002,96.43,5731700,95.72422
"246",96.589996,96.589996,95.639999,95.970001,4407000,95.267588
"247",95.629997,96.349998,95.370003,96.050003,3959800,95.347004
"248",95.82,96,95.150002,95.300003,3248800,95.300003
"249",95.010002,95.620003,94.120003,94.139999,4793700,94.139999
"250",93.870003,93.980003,92.900002,93.050003,4729900,93.050003
"251",93.300003,93.410004,92.739998,92.839996,4442500,92.839996
"252",92.800003,93.32,92.720001,93.07,3366600,93.07
"253",93.370003,94.080002,93.129997,93.690002,3878800,93.690002
