"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"180",89.599998,89.989998,89.459999,89.760002,1037600,88.972589
"181",89.860001,90.139999,88.510002,88.699997,1264900,87.921882
"182",88.860001,89.32,88,88.220001,1026900,87.446097
"183",88.449997,90.830002,88.010002,90.599998,1044400,89.805216
"184",89.550003,90.029999,88.25,88.940002,1208300,88.159782
"185",89.410004,89.410004,86.43,86.790001,2700100,86.028641
"186",87,87.410004,86.5,86.980003,1985000,86.216977
"187",86.769997,87.489998,84.900002,85.169998,3302800,84.42285
"188",85.290001,85.5,83.720001,84.410004,3736300,83.669523
"189",83.75,84.410004,82.75,83.440002,2020300,82.708031
"190",84.699997,85.400002,83.300003,84.199997,2024000,83.461358
"191",84.900002,87,84.870003,86.300003,1813400,85.542942
"192",86.209999,86.410004,84.760002,85.790001,1283400,85.037414
"193",86.220001,86.860001,85.379997,85.769997,1814700,85.017585
"194",85.68,85.790001,84.580002,84.980003,1996500,84.234522
"195",84.690002,85.540001,83.870003,85.449997,2895900,85.080841
"196",85.449997,86.68,84.720001,86.370003,2552200,85.996872
"197",83.169998,85.830002,82.75,82.93,7938700,82.571731
"198",82.690002,88.550003,82.639999,87.739998,5050400,87.360948
"199",87.739998,88.68,87.260002,88.050003,1901200,87.669614
"200",88.080002,89.440002,87.949997,88.059998,2298000,87.679566
"201",87.830002,87.93,86.139999,86.290001,1643000,85.917216
"202",86.739998,86.839996,85.830002,86.480003,1075500,86.106397
"203",86.720001,89.160004,86.57,88.589996,1441200,88.207275
"204",88.959999,89.360001,87.919998,88.010002,1756000,87.629786
"205",87.599998,87.650002,85.849998,86.129997,1710100,85.757903
"206",86.260002,87.32,86.160004,86.809998,1181600,86.434966
"207",87.559998,88.809998,87.190002,88.459999,1455300,88.077839
"208",88.300003,89.290001,87.959999,88.019997,844600,87.639738
"209",88.209999,89.419998,88.209999,89.410004,1013500,89.02374
"210",89.199997,89.769997,88.660004,89.279999,860200,88.894296
"211",89.279999,89.970001,89.150002,89.449997,726200,89.06356
"212",89.760002,90.519997,88.989998,89.080002,944800,88.695163
"213",88.709999,89.059998,87.220001,87.400002,884800,87.022421
"214",87.209999,88.129997,87.010002,87.419998,672000,87.042331
"215",87.099998,87.260002,85.57,85.739998,1445600,85.369589
"216",85.160004,85.309998,84.389999,84.589996,1274200,84.224555
"217",84.949997,85.5,84.610001,84.870003,974400,84.503352
"218",84.93,85.370003,83.629997,84.150002,1277500,83.786461
"219",84.389999,85.239998,84.220001,85.099998,1656600,84.732354
"220",85.239998,86.779999,85.239998,86.510002,831500,86.136266
"221",86.559998,87.300003,86.190002,87.120003,683700,86.743632
"222",87.190002,87.5,85.830002,85.970001,1133300,85.598598
"223",85.68,86.519997,85.209999,86.419998,878200,86.046651
"224",85.940002,88.040001,85.699997,86.940002,2094400,86.564409
"225",86.860001,87.800003,86.760002,87.480003,1567500,87.102077
"226",87.660004,89.370003,87.43,89.169998,1272300,88.784771
"227",89.230003,89.489998,88.610001,88.800003,795700,88.416374
"228",88.809998,89.360001,88.540001,88.809998,1278100,88.426326
"229",88.889999,88.959999,86.660004,86.980003,1301900,86.604237
"230",87.540001,88.160004,87.050003,87.980003,873700,87.599917
"231",88.470001,88.980003,88.379997,88.650002,830600,88.267021
"232",88.410004,88.68,87.330002,87.470001,1018300,87.092118
"233",86.989998,88.419998,86.970001,88.019997,994800,87.639738
"234",87.959999,87.989998,86.760002,86.93,1024500,86.55445
"235",87.220001,87.220001,84.849998,85.540001,2028300,85.170456
"236",85.620003,87.099998,85.459999,86.519997,1429000,86.146218
"237",86.489998,86.860001,85.949997,86.639999,747800,86.265702
"238",87.029999,87.239998,85.589996,86.410004,791300,86.0367
"239",86.709999,87.129997,86.239998,86.410004,823300,86.0367
"240",86.239998,87.370003,85.93,86.900002,1859900,86.524581
"241",87.169998,87.519997,86.809998,86.910004,1396100,86.53454
"242",87.110001,87.629997,84.830002,85.529999,2388200,85.160497
"243",92.389999,96.330002,92.32,94.540001,7246700,94.131574
"244",94.300003,94.800003,93.720001,94.629997,2500700,94.221182
"245",94.629997,94.800003,93.580002,93.730003,1665900,93.325076
"246",94,94.370003,93.059998,93.779999,979600,93.374856
"247",93.410004,94.519997,93.07,94.019997,661800,93.613817
"248",94.389999,94.559998,93.639999,93.919998,1317500,93.51425
"249",93.5,93.989998,92.599998,92.860001,1337400,92.458832
"250",92.849998,93.360001,92.300003,92.870003,893800,92.468791
"251",92.959999,93.290001,92.169998,92.190002,839400,91.791728
"252",92,92.370003,91.449997,92.07,744400,91.672244
"253",92.57,93.5,92.059998,93.110001,814800,92.707752
