"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"1",100.120003,100.919998,99.919998,100.580002,632900,98.580694
"2",100.099998,100.220001,99.5,99.879997,493300,97.894604
"3",99.900002,99.959999,98.57,98.949997,745100,96.98309
"4",98.940002,99.199997,98.580002,99.029999,541900,97.061501
"5",99.019997,99.57,98.519997,99.330002,546900,97.355541
"6",99.110001,100.099998,98.879997,99.809998,552200,97.825995
"7",99.139999,99.959999,98.660004,99.900002,640500,98.288421
"8",99.849998,100.010002,98.900002,99.279999,677800,97.67842
"9",99.970001,99.970001,99.379997,99.650002,1125600,98.042454
"10",99.489998,100,99.470001,99.870003,484200,98.258906
"11",99.580002,99.730003,98.949997,99.32,641500,97.717776
"12",99.199997,100.099998,99,99.830002,912700,98.21955
"13",99.93,100,99.199997,99.980003,794700,98.367132
"14",99.800003,100.650002,99.690002,100.510002,710300,98.888581
"15",100.389999,100.610001,99.849998,100.25,530300,98.632773
"16",100.419998,102.470001,100.419998,101.980003,982800,100.334868
"17",101.75,102.5,101.550003,102.050003,991500,100.403739
"18",102.25,103.379997,102.040001,102.830002,626200,101.171155
"19",102.370003,102.370003,101.839996,102.18,700200,100.531639
"20",101.980003,101.980003,100.68,101.010002,671400,99.380515
"21",101.269997,102.620003,101.110001,102.57,675800,100.915347
"22",100.919998,101.650002,100.730003,101.5,652700,99.862608
"23",101.449997,101.449997,100.690002,101.239998,388500,99.606801
"24",101.75,101.75,100.779999,101.029999,396200,99.400189
"25",100.669998,101.25,100.220001,101.110001,680100,99.4789
"26",101.449997,101.5,99.790001,100.139999,611400,98.524547
"27",99.839996,99.959999,98.400002,98.550003,572600,96.960201
"28",98.730003,99.769997,98.129997,99.68,511900,98.071969
"29",99.050003,99.889999,98.610001,99.089996,462600,97.491483
"30",99.25,99.720001,98.910004,99.519997,579500,97.914546
"31",99.739998,99.739998,98.989998,99.279999,413100,97.67842
"32",99.400002,100.589996,99.349998,100.25,969300,98.632773
"33",99.75,100.459999,99.050003,99.330002,865600,97.727616
"34",99.349998,99.779999,98.040001,98.25,888700,96.665037
"35",98.269997,98.470001,97.57,97.599998,1033600,96.025521
"36",98.099998,99.809998,97.730003,99.669998,1593500,98.062128
"37",98.510002,99.110001,97.470001,97.610001,1066100,96.035362
"38",97.43,98.019997,96.440002,96.82,903700,95.258106
"39",97.059998,97.93,96.389999,97.489998,680500,95.917295
"40",97.050003,98.080002,96.959999,97.150002,476500,95.582784
"41",96.540001,98.230003,96.510002,97.790001,580900,96.212459
"42",98.199997,98.349998,96.839996,97.059998,511100,95.494232
"43",97.379997,99.150002,97.050003,99,548900,97.402938
"44",99.419998,99.669998,98.68,99.32,396100,97.717776
"45",99.110001,99.889999,98.75,99.550003,662700,97.944069
"46",98.769997,98.849998,95.379997,96.980003,2708500,95.415528
"47",97.279999,97.360001,96.809998,96.989998,641700,95.425361
"48",97.089996,97.419998,95.720001,96.510002,914400,94.953109
"49",97.230003,98.25,97,98.110001,698900,96.527296
"50",98.010002,99.169998,98.010002,99.089996,608000,97.491483
"51",98.709999,99.610001,98.419998,99.470001,466600,97.865357
"52",99.760002,100.639999,99.199997,99.220001,868700,97.61939
"53",99.410004,100.589996,99.07,100.540001,707000,98.918096
"54",100.959999,101.739998,100.07,100.230003,777200,98.613099
"55",100.510002,101.620003,99.779999,100.769997,1837900,99.144381
"56",104.610001,105.660004,101.139999,101.75,4638500,100.108575
"57",101.25,102.199997,100.400002,101.639999,1155300,100.000349
"58",101.620003,101.910004,100.830002,100.940002,760500,99.311645
"59",101.330002,102.150002,101.120003,101.68,887400,100.039705
"60",102.139999,102.379997,100.510002,100.860001,1117200,99.232933
"61",101.110001,103.220001,101.040001,102.639999,1394300,100.984217
"62",102.370003,103.580002,101.18,103.470001,906600,101.80083
"63",103.129997,103.459999,102.230003,102.540001,1164700,100.885832
"64",102.199997,102.5,101.57,101.599998,662300,99.960994
"65",100.410004,101.290001,100.290001,101.089996,794000,99.459219
"66",100.68,101.220001,100.440002,101.18,611500,99.547771
"67",101.470001,101.599998,100.620003,101.150002,690500,99.518256
"68",100.919998,100.970001,100.010002,100.709999,985000,99.085352
"69",100.440002,101.879997,100.010002,101.410004,927600,99.774064
"70",101.389999,101.459999,100.089996,100.230003,1510200,98.613099
"71",100.339996,100.339996,99.709999,99.989998,852200,98.751358
"72",100.529999,100.639999,99.330002,99.550003,1057300,98.316814
"73",98.82,98.900002,96.440002,97.019997,1293400,95.818148
"74",97,97.25,95.879997,95.989998,940100,94.800909
"75",96,98.580002,95.949997,98.5,1256300,97.279818
"76",98.43,98.900002,97.400002,97.489998,996300,96.282328
"77",97.690002,98.720001,97.650002,98.139999,549300,96.924277
"78",96.709999,97.970001,96.699997,97.360001,716100,96.153941
"79",97.589996,97.720001,95.650002,96.309998,1313300,95.116945
"80",96.209999,96.290001,94.089996,94.330002,1967400,93.161476
"81",94.709999,95.559998,93.110001,95.050003,1378700,93.872558
"82",95.550003,95.669998,94.800003,95.150002,1048400,93.971318
"83",95.360001,96.57,95,95.150002,1000900,93.971318
"84",94.400002,94.550003,93.169998,93.589996,1565700,92.430638
"85",93.839996,95.129997,93.099998,94.989998,1021900,93.813297
"86",94.860001,95.279999,91.870003,92.629997,1357400,91.482531
"87",92.580002,92.940002,91.470001,91.489998,1376000,90.356653
"88",91.5,91.510002,89.07,89.209999,1192500,88.104898
"89",89.5,89.989998,88.629997,88.860001,1193300,87.759236
"90",87.669998,88.68,85.690002,87.769997,1750600,86.682734
"91",87.589996,91.43,86.410004,90.720001,1926400,89.596195
"92",91.5,91.709999,88.650002,88.839996,1908300,87.739479
"93",88.82,91.139999,88.330002,91.029999,1391300,89.902353
"94",91.889999,93.25,91.519997,93.209999,770800,92.055348
"95",93.5,94.379997,92.690002,93,1085500,91.84795
"96",93.900002,95.169998,93.629997,94.400002,1532100,93.230609
"97",94.199997,94.849998,93.099998,94.440002,807600,93.270114
"98",94.239998,94.629997,93.720001,94.43,388900,93.260236
"99",94.440002,94.809998,93.43,94.739998,770500,93.566394
"100",94.639999,95.540001,94.019997,94.760002,602700,93.58615
"101",94.669998,95.940002,94.040001,95.260002,505100,94.079956
"102",96.639999,96.970001,95.610001,96.120003,761400,94.929303
"103",96.279999,96.93,95.720001,96.339996,656600,95.146572
"104",95.059998,95.730003,94,94.339996,1131600,93.171347
"105",95.110001,95.75,94.830002,95.720001,672700,94.534257
"106",96.010002,98.150002,96.010002,98,1112900,96.786012
"107",97.800003,99.5,97.620003,98.860001,1128000,97.635359
"108",98.75,99.900002,98.459999,99.580002,783100,98.346441
"109",99.879997,100.300003,99.519997,99.940002,524500,98.701982
"110",99.660004,103,99.309998,102.889999,1404800,101.615436
"111",102.730003,103.800003,101.660004,103.309998,1274300,102.030231
"112",103.300003,103.709999,102.18,102.389999,781800,101.12163
"113",102.18,102.639999,101.410004,101.779999,667100,100.519185
"114",101.519997,102.650002,101.239998,102.019997,660200,100.75621
"115",101.699997,102.849998,101.330002,102.690002,949000,101.417916
"116",102.360001,104.330002,102.010002,104.279999,672800,102.988216
"117",104.949997,105.239998,102.940002,103.910004,1300200,102.622805
"118",104,105.209999,103.349998,105.010002,2826900,103.709177
"119",109.18,110.599998,106.220001,107.599998,3736500,106.267089
"120",107.599998,107.800003,105.75,106.209999,1560600,104.894309
"121",106.540001,108.379997,106.339996,107.919998,823700,106.583125
"122",107.279999,107.360001,106.300003,106.800003,1389400,105.477004
"123",106.849998,107.669998,106.669998,107.400002,1196700,106.06957
"124",106.980003,107.550003,106.510002,107.190002,1502400,105.862172
"125",106.879997,107.809998,106.68,107.330002,838600,106.000437
"126",107.269997,107.480003,106.349998,107.459999,634000,106.128824
"127",107.389999,107.699997,105.93,106.300003,772100,104.983198
"128",105.199997,106.260002,103.709999,106.209999,816100,104.894309
"129",106.160004,106.449997,103.760002,103.919998,879800,102.632675
"130",104.25,106.449997,104.129997,104.709999,781100,103.41289
"131",104.309998,105.589996,103.620003,104.07,688600,102.780819
"132",104.550003,105.809998,102.550003,104.129997,1167200,102.840073
"133",104.040001,104.080002,101.769997,101.830002,1252000,100.568569
"134",102.330002,104.400002,101.18,104.190002,1346100,102.899335
"135",102.970001,105.510002,102.970001,103.620003,1665800,102.711003
"136",104.279999,104.279999,102.900002,103.57,1563700,102.661439
"137",104.07,104.779999,103.400002,103.900002,1613300,102.988546
"138",104.389999,107.349998,104,106.989998,1308200,106.051435
"139",107.18,108.050003,107.029999,107.269997,430700,106.328978
"140",107.279999,108.190002,107.019997,107.57,1024100,106.626349
"141",107.360001,109,107,108.669998,752000,107.716698
"142",108.089996,108.580002,106.980003,107.419998,694400,106.477663
"143",107.830002,108.220001,106.739998,106.860001,518200,105.922578
"144",106.629997,107.879997,104.690002,105.5,641000,104.574508
"145",103.769997,104.620003,102.980003,103.75,1421200,102.83986
"146",103.769997,103.790001,100.769997,102.169998,1076700,101.273719
"147",103.739998,105.239998,103.010002,105.18,940000,104.257316
"148",105.68,106.519997,104.330002,105.139999,1001000,104.217666
"149",104.949997,104.959999,102.720001,103.449997,1082000,102.542489
"150",92.699997,93.730003,87.5,89.010002,9989200,88.229168
"151",89.709999,90.379997,85.5,86.300003,5277500,85.542942
"152",85.480003,86.809998,85.150002,86.739998,2400500,85.979077
"153",86.940002,87.470001,85.639999,85.699997,1817000,84.948199
"154",85.800003,88.470001,85.699997,88.400002,2211600,87.624518
"155",89.900002,90.540001,88.900002,89.940002,2358700,89.15101
"156",89.870003,91.080002,89.470001,89.980003,1261400,89.19066
"157",90.25,91.129997,89.860001,90.970001,1029500,90.171973
"158",91.139999,91.400002,90.43,91.080002,1137300,90.281009
"159",90.730003,91.470001,90.5,91.050003,1183600,90.251273
"160",90.199997,90.849998,89.949997,90.290001,1183900,89.497938
"161",90.68,90.889999,88.599998,88.690002,1074600,87.911975
"162",88.699997,89.379997,87.610001,89.110001,948600,88.328289
"163",88.209999,88.370003,86.120003,86.639999,1859800,85.879956
"164",86.620003,87.279999,85.599998,87.120003,1541200,86.355748
"165",88.279999,90.07,88.080002,90,1064800,89.210481
"166",89.379997,89.480003,88.18,88.419998,1189700,87.64434
"167",88.669998,89.470001,87.839996,87.980003,1440500,87.208205
"168",88.379997,88.629997,86.190002,86.620003,1488200,85.860135
"169",86.620003,87.809998,86.620003,87.629997,926800,86.861269
"170",88.029999,89.75,87.800003,89.669998,1061800,88.883374
"171",89.690002,89.919998,87.529999,87.690002,1195900,86.920748
"172",87.989998,88.5,87.32,88.099998,1181500,87.327147
"173",88.580002,90.18,88.370003,89.050003,1087300,88.268818
"174",89.260002,89.860001,88.879997,89.349998,738700,88.566182
"175",88.879997,89.989998,88.800003,89.300003,875000,88.516625
"176",89.339996,89.599998,88.410004,88.650002,1122900,87.872325
"177",88.599998,90.43,88.510002,90.199997,1604600,89.408724
"178",90.220001,90.650002,89.169998,89.989998,858000,89.200567
"179",90.139999,90.400002,88.959999,89.519997,618400,88.734688
