"","ROST.Open","ROST.High","ROST.Low","ROST.Close","ROST.Volume","ROST.Adjusted"
"79",75.57,75.739998,74.889999,75.580002,6060000,37.532022
"80",75.440002,75.540001,74.800003,74.989998,5015200,37.239034
"81",75.019997,75.970001,74.720001,75.809998,6146800,37.646235
"82",76.029999,77.349998,75.809998,76.970001,7328000,38.222277
"83",77.120003,77.199997,75.529999,75.790001,5961200,37.636305
"84",75.410004,75.68,74.75,75.099998,7472800,37.293659
"85",75.25,76.690002,75.110001,76.440002,7354400,37.959087
"86",76.540001,76.910004,75.730003,76.169998,10355600,37.825007
"87",76.330002,78.239998,76.169998,77.529999,10569200,38.500365
"88",77.18,78.300003,76.650002,76.870003,7400400,38.172619
"89",77.459999,78.110001,76.940002,77.839996,7559200,38.654305
"90",76.919998,77.629997,75.639999,76.459999,10458000,37.969017
"91",75.18,76.940002,75.18,76.720001,7176000,38.098131
"92",77.059998,77.529999,76.010002,77.190002,7680800,38.331527
"93",76.540001,78.480003,76.489998,78.400002,4840800,38.932397
"94",77.010002,80.18,77.010002,79.580002,7201600,39.518369
"95",79.739998,80.360001,79.290001,79.389999,6746400,39.424016
"96",79.410004,81.110001,79.410004,80.080002,6638400,39.766662
"97",80.300003,80.529999,79.580002,80.5,5634400,39.975228
"98",80.489998,80.75,80.050003,80.620003,6739600,40.03482
"99",80.470001,80.610001,79.389999,80.32,5472000,39.885842
"100",80.300003,80.690002,79.639999,80.07,4064400,39.761695
"101",79.879997,81.050003,79.540001,80.830002,3373200,40.139102
"102",81.989998,82,80.239998,80.720001,4462400,40.084477
"103",80.739998,81.419998,80.470001,81.239998,3899200,40.342701
"104",81.139999,81.239998,80.209999,80.440002,8206000,39.945434
"105",80.68,81.089996,80.120003,80.769997,3132000,40.109305
"106",79.650002,82.010002,79.650002,81.879997,4994800,40.660516
"107",81.980003,81.980003,81.160004,81.410004,4806000,40.427123
"108",81.309998,82.379997,81.25,82.309998,5748000,40.874048
"109",82.389999,82.730003,81.68,81.93,5090000,40.685347
"110",81.709999,83.029999,81.589996,82.790001,6880400,41.112412
"111",82.989998,83.099998,81.910004,82.559998,5215200,40.998195
"112",81.82,81.82,80.849998,81.379997,7495600,40.412223
"113",81.360001,81.93,80.989998,81.339996,5211200,40.392359
"114",80,81.57,79.470001,81.279999,6833600,40.362565
"115",81.239998,82.309998,81.239998,82.160004,6812000,40.799563
"116",82.360001,83.540001,82.050003,83.209999,9435200,41.320977
"117",89.290001,89.559998,87.669998,89.300003,25188400,44.345192
"118",89.760002,90.25,88.169998,89.040001,10853200,44.216078
"119",89.400002,90.169998,88.940002,89.290001,8734400,44.340225
"120",89.559998,90,89.309998,89.769997,4698000,44.578585
"121",90.150002,91.989998,89.5,91.480003,3968800,45.427751
"122",91.25,91.349998,89.970001,90.160004,5534800,44.772257
"123",90.459999,90.989998,89.309998,90.279999,4916800,44.831845
"124",89.470001,91.07,89.290001,90.849998,4664400,45.114899
"125",90.760002,91.419998,90.470001,91.050003,4398000,45.214219
"126",91.389999,91.82,90.279999,90.690002,3824400,45.035447
"127",90.199997,91.099998,89.980003,90.209999,2883200,44.896092
"128",89.389999,90.18,88.940002,89.860001,3886400,44.721903
"129",89.739998,90.870003,89.019997,89.300003,3733200,44.443202
"130",91.029999,92.080002,89.300003,90.82,4915600,45.19968
"131",90.019997,91.830002,90.019997,90.580002,5277200,45.080237
"132",91.43,92.370003,90.720001,92.050003,5731600,45.811833
"133",91.910004,92.75,89.959999,89.970001,6422000,44.776649
"134",90.089996,90.889999,89.150002,90.769997,7150800,45.174794
"135",92.120003,92.709999,90.830002,92.709999,5695600,46.140303
"136",92.620003,93.290001,90.709999,91.019997,9686400,45.299215
"137",91.519997,93.25,90.790001,93.160004,4414400,46.364263
"138",94.5,94.580002,93.239998,93.32,3675200,46.44389
"139",93.639999,93.790001,92.639999,92.720001,2031200,46.145281
"140",93.190002,93.879997,92.949997,93.410004,2006400,46.488684
"141",93.040001,94.690002,93.029999,94.099998,3410400,46.832083
"142",93.459999,94.309998,93.099998,93.93,3282800,46.747478
"143",94.410004,96.190002,94.239998,94.260002,5024400,46.911715
"144",94.839996,95.32,93.129997,93.730003,3630400,46.647943
"145",93.739998,94.239998,93.010002,93.660004,6100800,46.613105
"146",93.870003,95.07,92.879997,93.839996,7038800,46.702684
"147",94.260002,95.699997,94.089996,95.669998,5210800,47.613448
"148",95.910004,96.959999,95.550003,96.940002,6636400,48.245509
"149",97.019997,97.029999,94.769997,95.199997,6036800,47.379535
"150",95.459999,96.110001,94.68,95.830002,4183600,47.693079
"151",96.82,97.779999,94.440002,94.860001,6070000,47.210325
"152",91.809998,93.330002,91.370003,92.629997,8951200,46.100487
"153",92.010002,93.82,91.059998,91.139999,6870000,45.358939
"154",90.809998,93.019997,89.75,92.900002,8198400,46.234864
"155",93.129997,93.300003,91.059998,91.809998,5733200,45.692386
"156",91.730003,92.349998,91.129997,92.169998,5022000,45.871553
"157",92.18,94.779999,91.519997,94.260002,6402000,46.911715
"158",94.5,95.169998,94.010002,94.669998,4231600,47.115763
"159",94.639999,95.379997,94.050003,95.230003,3607600,47.394469
"160",92.769997,94.730003,92,94.330002,5861200,46.946552
"161",94.889999,95.989998,93.620003,93.660004,4196800,46.613105
"162",93.550003,94.610001,92.839996,93.629997,5798400,46.598171
"163",93.43,93.919998,91.279999,91.709999,12338800,45.642618
"164",92.010002,92.150002,89.449997,91.849998,5131600,45.712294
"165",92.379997,94.620003,91.940002,94.589996,5441200,47.075948
"166",93.849998,95.370003,93.779999,94.739998,6614800,47.150601
"167",94.370003,95.839996,94.279999,94.93,4084000,47.245162
"168",95.389999,95.639999,94.620003,94.980003,3202800,47.270048
"169",94.5,95.199997,94.019997,94.620003,2749200,47.090881
"170",95.379997,95.699997,94.830002,95.339996,2798400,47.449211
"171",95.68,96.169998,94.68,94.82,2939600,47.190417
"172",95.010002,95.739998,94.459999,95.669998,3305200,47.613448
"173",95.660004,96.300003,95,96.18,2984800,47.867268
"174",95.720001,97.269997,95.639999,96.849998,4581600,48.200715
"175",96.889999,97.199997,95.900002,96.699997,2938400,48.126062
"176",96.669998,97.330002,96.040001,96.919998,3297600,48.235553
"177",97.129997,98,96.5,97.919998,4124400,48.733237
"178",98.129997,98.860001,97.709999,98.839996,5125200,49.191106
"179",99,99.949997,98,98.07,5921600,48.80789
"180",96.989998,98.690002,96.849998,98.459999,10019200,49.001987
"181",98.199997,99.699997,98.050003,99.050003,6315600,49.295623
"182",104.730003,106.230003,103.459999,105.809998,17556000,52.659965
"183",105.410004,106.980003,105.389999,105.989998,11246400,52.749548
"184",106.059998,106.239998,104.769997,105.540001,7238400,52.525592
"185",105.589996,105.959999,104.43,105.120003,4916400,52.316566
"186",105.160004,105.93,104.910004,104.949997,6568400,52.348984
"187",104.519997,105.720001,104.18,104.400002,3707600,52.074647
"188",104.790001,105.459999,104.580002,105.449997,4598400,52.598384
"189",104.510002,105.410004,104.07,104.919998,3488000,52.334021
"190",104.830002,105.900002,104.790001,105.050003,3503600,52.398867
"191",105.550003,106.410004,105.089996,106.279999,5154400,53.012388
"192",106.480003,106.970001,105.209999,106.040001,3603600,52.892678
"193",106.730003,107.360001,106.540001,106.849998,3810000,53.296704
"194",105.970001,106.699997,105.699997,106.379997,3070000,53.062268
"195",106.099998,106.279999,104.300003,105.779999,5538000,52.762989
"196",105.599998,106.82,105.580002,106.739998,3902400,53.241836
"197",107.309998,108.169998,106.760002,107.459999,8361200,53.600972
"198",107.849998,108.110001,106.349998,106.379997,6721200,53.062268
"199",108.910004,108.910004,106.620003,106.639999,4907200,53.191956
"200",106.440002,106.650002,104.709999,104.839996,5442000,52.294116
"201",104.470001,104.75,103.5,103.769997,5011200,51.760401
"202",103.559998,104.910004,103.510002,104.129997,3475200,51.939969
"203",104.650002,106.18,104.18,105.739998,3338400,52.743036
"204",105.589996,106.940002,105.339996,105.360001,3952800,52.553494
"205",105,105.279999,103.300003,104.019997,5936800,51.885101
"206",104.300003,104.57,103.43,103.919998,4238400,51.835222
"207",103.510002,104.830002,103.339996,103.949997,3148000,51.850185
"208",103.580002,104.349998,102.809998,102.82,3932800,51.286543
"209",103.410004,104.75,102.980003,104,4609600,51.875127
"210",104.25,104.75,102.790001,103.68,4193200,51.715511
"211",103.940002,104.029999,103,103.459999,4359200,51.605775
"212",103.580002,105.339996,103.410004,104.190002,3922400,51.9699
"213",103.779999,104.900002,103.589996,103.800003,5769600,51.775368
"214",103.980003,104.760002,103.330002,103.360001,5289600,51.555895
"215",103.730003,103.970001,103.190002,103.459999,4276400,51.605775
"216",102.629997,102.919998,99.980003,100.400002,6578400,50.07945
"217",101.129997,102.57,100.489998,102.290001,4176000,51.02218
"218",103.400002,103.989998,102.669998,103.620003,4695200,51.685584
"219",103.510002,104.150002,102.809998,103.910004,4788800,51.830236
"220",103.389999,105.059998,103.260002,104.510002,3362400,52.129515
"221",104.379997,104.989998,104.220001,104.379997,3303200,52.064669
"222",104.410004,104.589996,102.459999,102.480003,4244800,51.116953
"223",102.169998,103.040001,101.260002,101.830002,4762800,50.792733
"224",101.419998,101.550003,98.830002,99.760002,5947200,49.760219
"225",99.760002,100.57,98.440002,98.879997,5779200,49.321273
"226",99.139999,101.879997,99.139999,101.699997,4682000,50.727887
"227",101.610001,102.029999,100.860001,101.279999,3322800,50.518392
"228",100.790001,101.589996,99.93,100.540001,3845200,50.149281
"229",100.529999,101.370003,100.120003,101.199997,4249200,50.478487
"230",101.309998,101.849998,100.559998,100.830002,4836000,50.293934
"231",101.550003,103.400002,101.550003,102.550003,3969600,51.151869
"232",102.790001,103.400002,101.970001,102.010002,3967600,50.882517
"233",101.870003,102.790001,101.139999,102.07,3495600,50.912444
"234",102.199997,102.82,100.980003,101.239998,4213600,50.498439
"235",101.739998,102.339996,98.989998,99.360001,10133600,49.560698
"236",99.650002,100.709999,99.080002,100.480003,7496800,50.119355
"237",100.629997,102.489998,99.879997,102.349998,5308000,51.052107
"238",104.260002,104.760002,102.610001,102.980003,7034000,51.366353
"239",102.620003,102.769997,100.910004,100.93,5301600,50.343813
"240",100.669998,102.010002,100.199997,101.550003,8506400,50.65307
"241",102.919998,102.919998,96.330002,97.029999,14838800,48.398495
"242",97.25,97.519997,95.220001,95.57,8228000,47.670248
"243",95.830002,97.169998,95.410004,96.550003,5530800,48.159073
"244",96.480003,97.260002,96.290001,96.940002,5194800,48.353605
"245",97.07,97.230003,96.239998,96.669998,7697200,48.218927
"246",96.809998,97.230003,95.760002,96.519997,5138800,48.144106
"247",96.540001,97.739998,96.220001,96.980003,4094400,48.373557
"248",97.470001,98.290001,96.760002,98.18,3716000,48.972115
"249",97.449997,98.550003,97.449997,97.860001,5354000,48.812499
"250",97.300003,98.300003,97.010002,97.599998,4824000,48.799999
"251",97.529999,98.529999,97.279999,97.580002,5324000,48.790001
"252",97.470001,98.059998,96.949997,97.5,5540800,48.75
"253",97.660004,98.160004,97.160004,97.830002,3905200,48.915001
