"","CLX.Open","CLX.High","CLX.Low","CLX.Close","CLX.Volume","CLX.Adjusted"
"52",89.029999,89.550003,88.839996,89.419998,586300,87.551855
"53",89.419998,89.709999,89.07,89.209999,516800,87.346243
"54",89.489998,89.489998,88.889999,89.059998,614400,87.199375
"55",89.059998,89.339996,88.889999,88.940002,528800,87.081887
"56",88.940002,89.209999,88.720001,88.879997,815400,87.023135
"57",88.849998,88.940002,88.309998,88.650002,737500,86.797945
"58",88.809998,88.900002,88.18,88.599998,803600,86.748986
"59",88.650002,89.07,88.230003,88.660004,770300,86.807738
"60",88.660004,89.190002,88.629997,88.739998,682000,86.886061
"61",88.739998,89.400002,88.650002,88.809998,994200,86.954598
"62",88.970001,89.809998,88.610001,89.809998,866600,87.933706
"63",89.43,89.779999,89.089996,89.290001,631100,87.424573
"64",89.050003,89.550003,88.690002,89.5,849000,87.630185
"65",89.5,90.080002,89.160004,89.940002,777300,88.060995
"66",89.940002,90.260002,89.620003,90.080002,749800,88.19807
"67",89.730003,89.989998,88.709999,88.980003,1075900,87.121052
"68",89.110001,89.639999,88.989998,89.489998,480400,87.620392
"69",89.769997,90.620003,89.010002,90.18,685100,88.295979
"70",90.040001,90.269997,89.400002,89.82,690700,87.9435
"71",89.959999,90.220001,89.370003,89.900002,545900,88.02183
"72",90.440002,90.690002,90,90.57,1090500,88.677831
"73",94.800003,98.309998,94.129997,97.230003,8863700,95.198695
"74",94.510002,95.910004,94.160004,94.849998,3522900,92.868413
"75",94.629997,95.900002,94.599998,95.540001,1411700,93.544
"76",95.160004,95.730003,94.769997,95.139999,1210800,93.152355
"77",95.199997,95.900002,94.980003,95.639999,932800,93.641909
"78",94.970001,96.339996,94.790001,96.269997,1330200,94.258745
"79",95.989998,96.300003,95.75,96.040001,1144400,94.033554
"80",96,96,95.190002,95.459999,1297400,93.465669
"81",95.809998,96.209999,95.279999,95.959999,1013800,93.955223
"82",96.379997,96.709999,96.199997,96.470001,1375900,94.454571
"83",97,97.029999,95.980003,96.379997,644900,94.366447
"84",96.300003,97.459999,96.160004,96.660004,1397900,94.640604
"85",96.970001,98.889999,96.75,98.760002,1342600,96.696729
"86",98.5,99.089996,97.32,97.459999,810800,95.423886
"87",97.769997,98.139999,97.059998,97.089996,883600,95.061613
"88",97.089996,97.300003,95.860001,95.919998,880100,93.916058
"89",96.040001,97.18,95.279999,97.029999,1145500,95.002869
"90",96.589996,97.540001,95.489998,97.239998,1435400,95.208481
"91",96.089996,96.93,95.57,96.129997,1154900,94.12167
"92",96.529999,96.660004,95.699997,96.300003,1392900,94.288124
"93",96.199997,97.779999,96.199997,97.730003,1140600,95.688249
"94",97.980003,99.599998,97.150002,98.800003,907200,96.735895
"95",98.690002,99.529999,98.690002,99.050003,822300,96.980672
"96",99.57,99.57,98.370003,98.43,1091000,96.373622
"97",98.849998,99.809998,98.610001,99.470001,651700,97.391895
"98",99.059998,99.5,98.330002,98.370003,829300,97.03678
"99",98.650002,98.900002,97.510002,97.800003,1230200,96.474506
"100",97.860001,98.230003,97.010002,97.730003,1362400,96.405455
"101",98.080002,98.629997,97.339996,98.599998,898100,97.263659
"102",100,100,98.400002,99.5,1092400,98.151462
"103",99.980003,100.470001,98.860001,99.830002,1205100,98.476992
"104",99.589996,102.18,99.589996,100.93,1241800,99.562082
"105",101.5,101.669998,100.370003,100.730003,880500,99.364795
"106",101,101.209999,100.129997,100.360001,1180400,98.999807
"107",100.269997,101,99.910004,100.790001,826000,99.42398
"108",101,101.690002,100.580002,101.669998,906500,100.29205
"109",101.419998,101.980003,100.900002,101.349998,968000,99.976387
"110",101.43,101.639999,101.110001,101.519997,812400,100.144082
"111",101.900002,102.239998,101.589996,101.910004,938200,100.528803
"112",101.629997,101.760002,99.730003,100.120003,1291800,98.763062
"113",100.059998,101.129997,99.830002,101.019997,1000400,99.650858
"114",101.019997,101.220001,100.129997,100.769997,953400,99.404247
"115",101,101,100.199997,100.800003,941000,99.433846
"116",100.849998,100.959999,100.150002,100.239998,797400,98.881431
"117",100.709999,100.849998,99.5,99.709999,1302500,98.358615
"118",99.989998,100.010002,99.160004,99.339996,1234100,97.993627
"119",99.339996,99.919998,99.129997,99.779999,1581700,98.427666
"120",99.5,99.949997,99.300003,99.900002,782300,98.546043
"121",100.470001,102.290001,100.400002,101.620003,651600,100.242732
"122",100.279999,102.199997,100.279999,101.300003,1100500,99.92707
"123",101.120003,101.419998,100.309998,100.529999,1456900,99.167501
"124",100.379997,100.419998,97.849998,99.18,2701500,97.8358
"125",99.540001,99.910004,98.290001,99.610001,2177500,98.259972
"126",99.599998,99.720001,98.300003,98.860001,1629400,97.520137
"127",99,99.879997,98.699997,99.459999,1246100,98.112004
"128",99.010002,99.580002,98.709999,99.120003,981600,97.776615
"129",99.459999,100.190002,99.029999,99.489998,1091800,98.141596
"130",99.650002,101.349998,99.650002,100.919998,968200,99.552215
"131",100.239998,101.309998,99.43,99.470001,1111100,98.12187
"132",99.610001,100.309998,99.099998,99.620003,704400,98.269839
"133",99.629997,101.040001,98.800003,100.120003,1187200,98.763062
"134",100.559998,102.110001,100.120003,102,1161400,100.617579
"135",102.800003,103.830002,102.120003,103.82,1040800,102.412912
"136",104.160004,104.599998,103.650002,104.410004,1352500,102.99492
"137",104.25,104.720001,103.699997,104.279999,917300,102.866677
"138",104.68,106.230003,104.139999,106.080002,798800,104.642284
"139",106.150002,106.360001,105.43,105.459999,358000,104.030685
"140",105.360001,105.980003,105.230003,105.650002,265900,104.218112
"141",105.25,105.980003,105.150002,105.459999,379400,104.030685
"142",105.190002,105.910004,105.190002,105.580002,500100,104.149061
"143",105.730003,106.059998,104.139999,104.209999,599200,102.797626
"144",103.959999,104.220001,102.949997,103.870003,858900,102.462238
"145",103.809998,104.900002,103.199997,103.889999,1307400,102.481963
"146",104.349998,105.5,103.830002,104.330002,1524600,102.916002
"147",104.470001,106.540001,104.339996,106.120003,1226500,104.681743
"148",106.239998,107.449997,106.169998,107.309998,1647200,105.85561
"149",107.25,107.529999,106.190002,106.620003,753900,105.174967
"150",106.940002,107.099998,105.870003,106.360001,919400,104.918488
"151",106.910004,107.889999,106.099998,106.779999,817400,105.332794
"152",105.68,107.019997,105.459999,106.949997,709600,105.500488
"153",106.949997,108.970001,106.949997,107.389999,1173700,105.934527
"154",107.209999,109.230003,107.209999,109.080002,958700,107.601625
"155",109.5,109.940002,107.730003,108.599998,1439600,107.128127
"156",108.519997,109.599998,107.910004,108.82,1376300,107.345147
"157",109.129997,110.160004,108.510002,110.110001,1193000,108.617664
"158",109.870003,109.959999,107.919998,108.400002,1645200,106.930841
"159",107.779999,108.290001,107.349998,108.150002,1273600,107.417521
"160",107.400002,108.279999,106.589996,108,882100,107.268536
"161",108.559998,108.809998,106.919998,107.099998,1143800,106.37463
"162",107.690002,108.839996,107.230003,108.650002,1308900,107.914135
"163",108.519997,108.629997,106.599998,106.709999,1672500,105.987272
"164",106.629997,107.879997,106,107.830002,889900,107.099689
"165",108.110001,108.43,106.910004,107.690002,1920900,106.960638
"166",111.669998,112.440002,108,109.610001,2328800,108.867632
"167",109.43,110.110001,107.57,108.050003,1825700,107.3182
"168",107.540001,108.199997,106.290001,106.93,1236600,106.205783
"169",106.919998,107.190002,106.370003,106.910004,1100400,106.185922
"170",107,108.360001,106.720001,108.099998,959800,107.367857
"171",108.099998,108.489998,107.309998,107.940002,557000,107.208945
"172",107.760002,108.349998,107.589996,108.260002,736000,107.526777
"173",108.059998,109.080002,107.82,109,709800,108.261763
"174",109,109.370003,108.269997,108.860001,665300,108.122712
"175",108.660004,109.940002,108.519997,109.769997,720900,109.026545
"176",109.5,109.639999,108.809998,109.279999,707700,108.539865
"177",109.260002,109.400002,108.379997,108.940002,824000,108.202172
"178",109.099998,109.779999,108.830002,109.730003,695300,108.986822
"179",109.400002,109.849998,108.860001,109.370003,885500,108.62926
"180",109.370003,109.480003,108.889999,108.989998,730000,108.251829
"181",109.029999,109.459999,108.599998,109.099998,547600,108.361084
"182",109.230003,109.230003,108.5,108.639999,603700,107.904201
"183",108.639999,110.150002,108.510002,109.919998,899100,109.17553
"184",109.889999,110.860001,109.400002,110.839996,1125700,110.089297
"185",110.480003,110.650002,109.080002,109.93,952100,109.185465
"186",110,110.360001,109.449997,110.160004,753100,109.41391
"187",109.650002,109.790001,108.43,108.690002,849900,107.953865
"188",108.660004,109.699997,108.389999,109.389999,685300,108.649121
"189",108.669998,109.129997,107.790001,107.830002,676500,107.099689
"190",107.699997,108.129997,106.529999,107.43,961300,106.702397
"191",107.699997,109.32,107.470001,109.209999,733000,108.47034
"192",108.849998,109.07,108.040001,108.769997,747700,108.033317
"193",109.190002,110.150002,108.919998,109.400002,1114300,108.659055
"194",109.199997,109.360001,108.230003,109.029999,797000,108.291559
"195",109.220001,110.150002,107.470001,109.839996,1103800,109.09607
"196",109.580002,109.970001,109.190002,109.589996,753000,108.847763
"197",110.18,112.029999,109.940002,111.889999,2566200,111.132189
"198",111.43,112.650002,111.290001,111.93,1040600,111.171919
"199",111.82,112.599998,111.099998,111.139999,7e+05,110.387269
"200",111.779999,112,110.010002,110.040001,677700,109.29472
"201",109.980003,110.059998,109.190002,109.639999,755600,108.897428
"202",109.709999,110.129997,109.260002,110.019997,537300,109.274851
"203",110,111.370003,109.480003,110.760002,665400,110.009845
"204",110.339996,111.470001,110.339996,110.389999,686900,109.642348
"205",109.82,110.150002,109.089996,109.93,836000,109.185465
"206",109.720001,110.769997,109.5,110.199997,900700,109.453633
"207",112.400002,112.699997,110.360001,111.370003,1121000,110.615714
"208",111.050003,112.089996,110.599998,110.629997,610200,109.880721
"209",110.699997,110.989998,109.919998,110.5,586900,109.751604
"210",110.610001,110.980003,109.889999,110.889999,667700,110.138962
"211",110.889999,111.190002,110.370003,110.669998,568300,109.920451
"212",110.239998,111.120003,110,110.75,485000,109.999911
"213",110.639999,111.449997,110.360001,110.989998,459600,110.238283
"214",110.940002,111.910004,110.379997,110.480003,522200,109.731743
"215",110.470001,110.980003,110,110.360001,396600,109.612553
"216",110.150002,110.239998,108.760002,109.260002,723400,108.520004
"217",109.050003,109.540001,108.379997,108.470001,638100,108.470001
"218",108.900002,109.900002,108.459999,108.970001,752200,108.970001
"219",109.400002,109.5,108.290001,108.889999,584300,108.889999
"220",108.660004,109.610001,108.410004,109.099998,543600,109.099998
"221",109.040001,109.529999,108.849998,109.239998,478500,109.239998
"222",109.279999,109.449997,107.589996,108.300003,885100,108.300003
"223",108.400002,108.800003,107.940002,108.32,669600,108.32
"224",108.279999,108.830002,106.900002,107.110001,897100,107.110001
"225",107.110001,107.480003,105.860001,106.099998,1379700,106.099998
"226",106.970001,108.5,105.949997,106.190002,1265700,106.190002
"227",106.510002,107.330002,106.410004,106.510002,1006100,106.510002
"228",106.879997,107.129997,105.550003,105.730003,1133500,105.730003
"229",106.029999,106.529999,105.43,106.480003,1023300,106.480003
"230",106.620003,107.540001,106.07,107.099998,856200,107.099998
"231",108,108.349998,106.940002,107.589996,661300,107.589996
"232",107.339996,107.900002,106.949997,106.949997,512900,106.949997
"233",106.989998,107.790001,106.389999,107.489998,692500,107.489998
"234",107.470001,108.419998,107.07,107.190002,689500,107.190002
"235",107.75,108.690002,107.400002,108.470001,613700,108.470001
"236",108.650002,109.330002,108.650002,109.199997,517000,109.199997
"237",109.190002,109.889999,109,109.519997,506800,109.519997
"238",109.510002,110.5,109.110001,110.389999,6e+05,110.389999
"239",110.330002,111.029999,109.949997,110.379997,640400,110.379997
"240",110.07,110.43,109.470001,109.779999,578700,109.779999
"241",109.690002,110.230003,109.470001,109.790001,487700,109.790001
"242",109.809998,109.959999,108.839996,108.989998,582600,108.989998
"243",108.940002,109.830002,108.559998,109.57,578900,109.57
"244",109.260002,109.879997,108.510002,108.93,864400,108.93
"245",109.07,109.300003,107.510002,107.660004,1410200,107.660004
"246",108.080002,108.269997,107.040001,107.910004,489600,107.910004
"247",107.830002,107.870003,106.599998,106.889999,637200,106.889999
"248",106.870003,107.18,106.370003,107.139999,576000,107.139999
"249",106.760002,107.769997,106.519997,106.650002,779500,106.650002
"250",106.230003,106.519997,105.669998,105.970001,1054600,105.970001
"251",106,106.339996,104.910004,105.339996,958300,105.339996
"252",105.239998,106.040001,104.879997,105.529999,855100,105.529999
"253",106.019997,107.010002,105.879997,106.610001,620200,106.610001
