"","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"238",147.179993,147.770004,146.729996,147.050003,2362500,147.050003
"239",147.139999,147.339996,146.100006,146.419998,2097900,146.419998
"240",146.559998,147.710007,146.100006,147.350006,2676400,147.350006
"241",147.259995,147.270004,144.800003,144.809998,3851000,144.809998
"242",144.339996,144.429993,142.160004,142.800003,3459700,142.800003
"243",143.419998,143.75,142.580002,143,2834800,143
"244",142.509995,145.289993,141.580002,142.330002,3099300,142.330002
"245",142.259995,142.259995,140.320007,140.520004,6178000,140.520004
"246",141.449997,142.050003,140.270004,141.25,3890000,141.25
"247",141.440002,144.460007,140.630005,143.25,4977400,143.25
"248",143.779999,145.059998,142.889999,143.809998,3752100,143.809998
"249",143.220001,143.229996,140.949997,141.190002,3211300,141.190002
"250",141.039993,141.369995,140.050003,140.729996,3210100,140.729996
"251",140.240005,141.350006,140.199997,140.639999,2728700,140.639999
"252",140.5,140.990005,139.899994,140.100006,2621100,140.100006
"253",140.679993,142.600006,140.289993,141.619995,2727400,141.619995
