"","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"1",137.589996,137.75,136.289993,137.25,2370200,133.940327
"2",135.25,135.529999,133.820007,134.100006,5558000,130.866293
"3",133.860001,134.169998,131.639999,132.190002,3826100,129.002347
"4",132.529999,132.949997,131.550003,132.289993,2376600,129.099927
"5",132.199997,133.130005,131.649994,132.539993,2163800,129.343899
"6",132.100006,133.050003,131.720001,132.449997,2223200,129.256072
"7",132.610001,132.669998,131.029999,132.479996,2859000,129.285348
"8",132.479996,132.929993,131.800003,132.820007,2794900,129.61716
"9",133.479996,134.080002,132.089996,132.100006,8083500,128.914521
"10",132.320007,132.529999,130.649994,130.850006,4433000,127.694664
"11",130.5,131.240005,129,129.149994,4319800,126.035646
"12",129.039993,129.139999,126.279999,127.059998,7929700,123.996048
"13",127.410004,128.440002,126.360001,128.020004,3929100,124.932905
"14",128.070007,128.779999,127.559998,128.539993,3687900,125.440355
"15",127.910004,127.910004,126.199997,127.230003,5712900,124.161955
"16",127.660004,128.330002,127.360001,128.149994,3772500,125.05976
"17",128.149994,128.5,127.339996,127.620003,2859000,124.54255
"18",127.989998,128.619995,127.699997,128.509995,1997500,125.41108
"19",128.100006,129.5,127.769997,129.089996,3157000,125.977095
"20",128.889999,128.970001,125.919998,126.790001,5724300,123.732563
"21",128.309998,128.320007,125.910004,126.790001,8023900,123.732563
"22",125.540001,127.629997,125.120003,126.790001,3936900,123.732563
"23",127.18,128.240005,126.360001,128.089996,3193100,125.00121
"24",128.910004,130.580002,128.759995,129.520004,5267500,126.396734
"25",130.309998,130.309998,128.339996,129.100006,4916100,125.986864
"26",129.559998,129.559998,127.139999,127.419998,5260800,124.347368
"27",127.209999,128.179993,125.790001,125.879997,5292900,122.844503
"28",126.379997,127.82,126.25,127.639999,3103300,124.562064
"29",127.300003,128.419998,126.769997,128.300003,2738700,125.206152
"30",128.990005,130.009995,128.580002,129.740005,5102200,126.61143
"31",127.790001,128.399994,126.019997,126.709999,12326300,123.65449
"32",125.919998,126.050003,124,124.400002,10307200,121.400196
"33",124.480003,124.529999,122.410004,123.199997,6121400,120.229129
"34",123.440002,124.559998,122.160004,123.059998,4982400,120.092505
"35",123.309998,123.629997,122.199997,122.32,4101900,119.370352
"36",123.199997,123.800003,121.760002,122.290001,4042900,119.341076
"37",121.470001,122.050003,120.410004,120.480003,5588800,117.574725
"38",120.449997,121.709999,119.639999,120.379997,5852700,117.477131
"39",120.800003,121.190002,119.769997,119.93,4671100,117.037985
"40",119.669998,121.980003,119.660004,121.269997,6097900,118.345669
"41",119.32,119.360001,117.870003,118.339996,6239700,116.185717
"42",119,120.220001,118.870003,119.839996,4641800,117.658411
"43",119.800003,120.650002,119.279999,120.629997,4348900,118.43403
"44",121.150002,121.760002,120.75,120.800003,2807900,118.600941
"45",120.510002,120.940002,120.010002,120.470001,2303500,118.276947
"46",120.669998,122.230003,120.629997,121.980003,2645800,119.759461
"47",122.199997,124.690002,122.160004,124.110001,4825100,121.850683
"48",124.5,124.5,122.150002,123.160004,4570000,120.91798
"49",123.580002,125.239998,123.57,124.980003,4196900,122.704848
"50",125.220001,125.790001,125.110001,125.580002,2988300,123.293924
"51",125.889999,127.709999,125.580002,127.349998,4331300,125.0317
"52",127.540001,127.779999,126.739998,127.5,2522300,125.178971
"53",127.330002,127.800003,126.959999,127.459999,2394700,125.139698
"54",128.080002,128.490005,127.779999,128.330002,2307100,125.993863
"55",128.690002,129.130005,128.309998,128.600006,2329000,126.258952
"56",128.770004,128.990005,127.949997,128.199997,3075200,125.866225
"57",127.339996,127.75,126.720001,127.110001,3070300,124.796071
"58",127.349998,127.349998,126.050003,126.800003,3032700,124.491716
"59",125.620003,126.260002,124.57,125.480003,4576000,123.195746
"60",125.459999,126.239998,125.199997,125.940002,3966500,123.647371
"61",126.379997,126.75,125.260002,125.459999,2975300,123.176106
"62",125.43,125.550003,124.099998,124.690002,4913800,122.420127
"63",125.900002,128.25,125.900002,127.980003,6103500,125.650236
"64",127.809998,128.679993,127.620003,128.210007,4866400,125.876052
"65",128.470001,128.470001,127.480003,128.220001,3068200,125.885865
"66",127.82,127.989998,127.199997,127.639999,1988200,125.316421
"67",127.489998,127.559998,126.610001,126.949997,3107300,124.63898
"68",126.919998,126.949997,125.690002,126.309998,3261700,124.010631
"69",126.199997,127.699997,125.720001,127.32,3377500,125.002247
"70",128.25,128.380005,127.199997,127.760002,3135300,125.43424
"71",128,128.899994,128,128.580002,2721800,126.239312
"72",129.270004,129.699997,128.919998,129.350006,5635700,126.995299
"73",129.369995,129.869995,128.460007,128.610001,2890300,126.268765
"74",128.279999,128.539993,127.029999,127.379997,2963100,125.061152
"75",127.459999,128.800003,127.230003,128.580002,2891400,126.239312
"76",128.309998,128.490005,127.010002,127.139999,2913100,124.825523
"77",127.190002,129,126.959999,128.690002,2524100,126.34731
"78",127.209999,129.529999,127,128.770004,3484900,126.425855
"79",128.570007,129.389999,127.309998,127.379997,4000200,125.061152
"80",127.370003,127.370003,124.309998,124.669998,5265200,122.400486
"81",124.400002,125.550003,123.839996,124.169998,3204500,121.909589
"82",124.660004,126.870003,124.660004,126.360001,3075900,124.059724
"83",127.089996,127.190002,125.379997,126.260002,2681000,123.961546
"84",125.519997,125.519997,123.290001,123.32,3554900,121.075064
"85",123.470001,125.089996,122.150002,124.980003,3610300,122.704848
"86",124.720001,124.75,122.309998,122.760002,4874700,120.52526
"87",122.870003,123.360001,121.5,121.5,4214200,119.288195
"88",122.050003,123.190002,120.260002,120.449997,3878600,118.257307
"89",121.839996,123.370003,120.720001,122.290001,3768200,120.063815
"90",121.059998,121.120003,116.32,120.190002,7819000,118.002045
"91",118.910004,121.300003,118.389999,120.290001,4492500,118.100223
"92",122.050003,123.870003,121.779999,123.239998,4872400,120.996518
"93",123.389999,124.720001,123,124.309998,3676300,122.047039
"94",125.209999,127.239998,124.93,127.120003,5204500,124.805891
"95",127.989998,128,121.339996,121.449997,13844400,119.239103
"96",121.269997,122.879997,121.059998,122.029999,7799700,119.808546
"97",122.199997,122.839996,121.260002,122.239998,4013300,120.014722
"98",122.129997,122.230003,121.260002,122.120003,2940300,119.896912
"99",122.5,123.790001,121.959999,123.610001,4159000,121.359785
"100",124.480003,124.480003,122.559998,123.080002,3241700,120.839435
"101",122.519997,124.120003,122.010002,123.82,2569600,121.565962
"102",125.029999,125.889999,124.730003,124.910004,4665300,122.636123
"103",125.349998,126.25,124.889999,126.029999,3902700,123.735729
"104",125.940002,126.709999,125.260002,125.839996,3684600,123.549186
"105",126.010002,126.25,124.199997,124.220001,3334000,122.670296
"106",124.480003,124.800003,123.370003,124.580002,2341900,123.025805
"107",124.93,124.940002,124.169998,124.449997,2366700,122.897422
"108",124.870003,124.989998,123.800003,124.639999,2622700,123.085054
"109",124.580002,125.730003,124.449997,125.360001,3053500,123.796073
"110",124.510002,126.190002,124.470001,125.870003,3074700,124.299713
"111",125.739998,128.960007,125.739998,128.529999,5813500,126.926524
"112",128.529999,129.779999,127.849998,128.860001,6235200,127.252409
"113",128.699997,129.169998,127.550003,128.419998,3752900,126.817896
"114",128.550003,131.330002,128.039993,130.660004,5701200,129.029956
"115",130.589996,132.740005,130.25,131.610001,5036700,129.968101
"116",130.940002,132.399994,130.710007,131.699997,4052800,130.056975
"117",132.720001,133.360001,132.509995,132.779999,4226700,131.123503
"118",133.449997,134.740005,133.440002,134.610001,4161500,132.930675
"119",134.740005,135.600006,134.740005,134.809998,4301600,133.128177
"120",134.949997,135.300003,134.389999,134.779999,2660100,133.098552
"121",135.509995,135.779999,134.039993,134.360001,2090000,132.683794
"122",134.309998,134.399994,132.199997,132.389999,3473700,130.738369
"123",132.5,132.960007,131.75,132.279999,2900200,130.629741
"124",132.649994,133.279999,131.429993,131.970001,4627500,130.323611
"125",131.970001,132.520004,130.919998,131.320007,2785500,129.681726
"126",131.720001,132.619995,131.529999,132.210007,2580200,130.560622
"127",132.020004,132.070007,129.869995,130.279999,2862400,128.654692
"128",128.559998,129.720001,127.739998,129.660004,3084600,128.042432
"129",128.809998,128.979996,124.540001,124.639999,6651700,123.085054
"130",125.220001,125.650002,123,123.370003,6702100,121.830901
"131",122.239998,122.269997,120.580002,120.769997,6661100,119.263332
"132",121.400002,122.879997,120.599998,122.080002,6238800,120.556994
"133",125.040001,125.540001,123.910004,124.25,7919900,122.69992
"134",124.279999,125.379997,123.419998,125.059998,6726500,123.499813
"135",127.129997,127.349998,124.769997,125.669998,6485900,124.102203
"136",125.629997,127.419998,125.5,126.230003,7680800,124.655222
"137",126.730003,128.539993,126.730003,128.220001,3189300,126.620394
"138",129.039993,130.649994,128.649994,130.029999,4028900,128.407811
"139",130.300003,132.330002,130.169998,131.240005,2116900,129.602722
"140",131.289993,131.929993,130.229996,131.630005,2242900,129.987856
"141",131.720001,132.729996,131.169998,132.289993,2718400,130.639611
"142",132,132.279999,131.520004,131.830002,2447700,130.185358
"143",132.25,132.300003,129.860001,129.979996,2712400,128.358432
"144",131.070007,131.839996,129.089996,129.949997,4294200,128.328807
"145",129.660004,129.919998,128.610001,129.050003,5024800,127.440041
"146",129.050003,129.619995,126.18,127.529999,4992800,125.938999
"147",128.740005,129.970001,128.720001,129.509995,3573200,127.894294
"148",130.600006,131.990005,130.399994,131.800003,4503400,130.155733
"149",131.589996,132.259995,130.929993,131.539993,3047300,129.898967
"150",132.240005,132.259995,129.949997,130.869995,3552700,129.237328
"151",132,133.910004,130.169998,131.169998,3441700,129.533588
"152",129.029999,131.289993,128.949997,130.380005,3559500,128.75345
"153",130.380005,131.830002,129.699997,130.139999,3902000,128.516439
"154",129.75,131.020004,129.110001,130.779999,4425600,129.148454
"155",131.449997,132,129.449997,131.220001,3143700,129.582967
"156",130.869995,132.869995,130.570007,132.410004,2898000,130.758124
"157",133.380005,136.210007,133.050003,135.639999,4971300,133.947824
"158",135.570007,135.779999,134.600006,134.619995,3828300,132.940545
"159",135,135.25,133.529999,134.070007,3900500,132.397418
"160",132.399994,132.990005,130.740005,132.479996,5243900,130.827243
"161",136.300003,141.889999,135.919998,139.639999,14355100,137.897922
"162",139.690002,148.25,139.630005,147.779999,15161700,145.936371
"163",146.220001,146.850006,144.369995,145.369995,11271100,143.556433
"164",143.720001,146.589996,143.050003,146.259995,6790900,144.435329
"165",146.369995,148,146.179993,147.339996,5978200,145.501858
"166",145.970001,148.389999,145.929993,147.220001,4766200,145.383359
"167",147.259995,148.869995,146.460007,148.600006,4252600,146.746148
"168",148.619995,148.889999,147.699997,148,4374100,146.153627
"169",146.160004,148.160004,145.630005,147.580002,4202900,145.738869
"170",148.199997,148.710007,147.5,148.039993,4034900,146.193122
"171",147.509995,148.380005,147.089996,147.919998,3272700,146.978099
"172",148.259995,148.570007,147.679993,148.089996,2998900,147.147015
"173",147.979996,149.839996,147.639999,149.729996,3418600,148.776571
"174",148.720001,149.960007,148.520004,149.919998,3622400,148.965364
"175",149.699997,151.619995,149.369995,151.169998,3722100,150.207404
"176",151.050003,154.240005,151,153.75,4384000,152.770978
"177",153.800003,158.830002,153.800003,158.309998,9366000,157.301939
"178",155,155.919998,153.360001,154.740005,8653700,153.754679
"179",153.5,154.779999,153.210007,154.380005,4391700,153.396971
"180",154.309998,154.740005,152.139999,153.009995,4800500,152.035684
"181",152.309998,152.380005,150.809998,151.729996,5149300,150.763836
"182",151,151.889999,150.449997,150.850006,4330700,149.88945
"183",150.850006,154.149994,150.75,153.800003,4622800,152.820662
"184",154.710007,156.910004,154.169998,155.570007,8656600,154.579396
"185",154.619995,155.220001,154,154.350006,4476200,153.367163
"186",154.860001,155.979996,154.309998,154.470001,3327200,153.486394
"187",153.919998,155.029999,152.809998,153.119995,3556200,152.144985
"188",153.300003,155.610001,153.149994,154.75,3433000,153.76461
"189",153.300003,154.130005,152.419998,152.419998,3839600,151.449445
"190",152.509995,152.690002,151.169998,151.169998,3395400,150.207404
"191",151.279999,152.919998,151.279999,152.039993,2965100,151.07186
"192",151.889999,152.389999,149.789993,151.570007,3569600,150.604867
"193",152.389999,154.190002,152.270004,153.669998,2742900,152.691485
"194",152.880005,155,152.729996,154.509995,2927200,153.526133
"195",154.039993,155.990005,152.110001,155.729996,4053600,154.738366
"196",154.910004,155.330002,153.660004,154.110001,2539000,153.128686
"197",155.039993,155.490005,154.479996,154.5,4464300,153.516202
"198",154.979996,154.979996,152.809998,152.809998,3029700,151.836961
"199",151.960007,152.619995,151.350006,151.649994,3319300,150.684344
"200",151.399994,152.039993,148.130005,148.229996,3747900,147.286123
"201",147.830002,148.850006,145.960007,148.169998,3627400,147.226507
"202",148.589996,149.309998,147.490005,148.850006,2600300,147.902185
"203",150.080002,153.169998,149.979996,152.699997,3738700,151.727661
"204",152.229996,152.25,149.940002,150.080002,2975600,149.124349
"205",149.970001,150.020004,146.820007,148.639999,4167600,147.693516
"206",149.139999,150.5,148.309998,149.279999,2934200,148.32944
"207",148.149994,151.449997,148,150.929993,3371500,149.968927
"208",151.270004,153.5,151.139999,152.320007,4299500,151.350091
"209",152.190002,153.5,152.190002,153.360001,2763400,152.383462
"210",152.619995,153.669998,151.630005,153.419998,3966800,152.443077
"211",153.550003,154.960007,153.25,154.380005,3183000,153.396971
"212",153.789993,155.5,152.960007,153.240005,3034000,152.264231
"213",152.929993,153.539993,151.589996,153.210007,2845800,152.234423
"214",154.369995,154.369995,152.210007,152.429993,3687400,151.459376
"215",151.660004,152.529999,151.050003,151.970001,2559900,151.002313
"216",150.880005,151.429993,149.440002,149.600006,4671600,148.64741
"217",151.059998,153.550003,151.009995,152.669998,3169100,151.697853
"218",153.509995,154.089996,152,153.330002,3772900,152.353654
"219",152.360001,153,148.850006,151.190002,8468900,150.227281
"220",150.830002,150.830002,149.729996,149.869995,4080800,148.915679
"221",149.539993,149.860001,148.020004,148.399994,4889200,147.455039
"222",148.589996,149,147.710007,147.800003,4603500,146.858868
"223",147.899994,148.369995,146.009995,147.509995,4352900,146.570706
"224",147.070007,147.460007,145.899994,146.149994,4761700,145.219366
"225",145.25,145.940002,142.75,143.339996,4925300,142.427261
"226",144.410004,145.070007,143.839996,144.669998,3556800,143.748794
"227",143.850006,144.789993,143.179993,144.020004,8977500,143.102939
"228",143.759995,144.699997,142.270004,142.910004,3670400,142.000007
"229",143.009995,143.149994,140.429993,141.039993,5313500,141.039993
"230",140.559998,142.179993,140.479996,141.490005,4868700,141.490005
"231",143,145.940002,142.979996,145.460007,7068000,145.460007
"232",145.550003,146.789993,145.130005,145.889999,3969000,145.889999
"233",144.940002,146.080002,144.009995,145.429993,3537300,145.429993
"234",145.410004,146.529999,145.100006,145.619995,2679400,145.619995
"235",146.880005,148.25,146.649994,147.960007,3474800,147.960007
"236",148.050003,148.300003,146.339996,146.880005,3363100,146.880005
"237",146.880005,147.240005,146.300003,146.710007,2149600,146.710007
