"","AVY.Open","AVY.High","AVY.Low","AVY.Close","AVY.Volume","AVY.Adjusted"
"91",41.279999,42.619999,41.240002,42.560001,1097000,41.732021
"92",42.82,43.41,42.73,43.130001,1136400,42.290932
"93",42.810001,43.459999,42.669998,43.43,1139300,42.585095
"94",43.549999,44.669998,43.540001,44.650002,891900,43.781362
"95",44.740002,44.959999,44.040001,44.060001,1217300,43.20284
"96",44.450001,44.5,43.98,44.18,1314800,43.320504
"97",46.080002,46.919998,45.48,46.369999,2365200,45.467898
"98",45.759998,45.860001,44.990002,45.25,1289500,44.369688
"99",45.34,46,45.110001,45.990002,728200,45.095293
"100",46.09,46.09,45.09,45.400002,1274300,44.516771
"101",45.34,46.439999,45.240002,46.009998,724000,45.114901
"102",46.43,46.869999,46.16,46.849998,853700,45.938559
"103",46.93,47.110001,46.389999,46.560001,881000,45.654204
"104",46.459999,46.91,46.32,46.610001,523600,45.70323
"105",46.790001,46.990002,46.43,46.93,720600,46.017004
"106",46.950001,47.529999,46.849998,47.369999,639800,46.448443
"107",47.43,47.900002,47.189999,47.740002,593900,46.811248
"108",47.700001,48.150002,47.68,48.040001,445000,47.105411
"109",48,48.360001,47.740002,47.959999,476800,47.026965
"110",47.84,48.220001,47.779999,48.099998,363200,47.164241
"111",48.23,48.52,47.93,48.09,603800,47.154437
"112",48,48.130001,47.419998,47.540001,764500,46.615138
"113",47.580002,47.919998,47.43,47.779999,535500,46.850467
"114",47.939999,48.380001,47.73,47.970001,562400,47.036773
"115",47.889999,48.060001,47.610001,47.939999,559400,47.007354
"116",47.560001,47.939999,47.41,47.869999,512500,46.938716
"117",48.450001,48.720001,48.07,48.27,710800,47.330936
"118",48.32,49.400002,48.32,49.150002,1047300,48.193817
"119",49.119999,49.34,48.759998,49.049999,1089000,48.09576
"120",49.07,49.209999,48.650002,49.189999,448900,48.233036
"121",49.18,49.619999,49.040001,49.509998,493300,48.54681
"122",48.91,49.16,48.57,49.130001,855600,48.517189
"123",49.099998,50,49.099998,49.919998,1157500,49.297332
"124",49.900002,50.919998,49.560001,50.34,1702300,49.712095
"125",50.060001,50.459999,49.240002,49.619999,1115000,49.001075
"126",49.610001,50.009998,49.470001,49.84,1077200,49.218332
"127",49.73,50.09,49.27,49.400002,625500,48.783821
"128",49,49.810001,48.900002,49.740002,975700,49.11958
"129",49.66,50.169998,49.630001,49.82,1084300,49.198581
"130",49.919998,50.849998,49.919998,50.220001,1007700,49.593593
"131",50.48,50.849998,50.110001,50.130001,1165000,49.504715
"132",50.360001,50.700001,50.110001,50.52,958900,49.88985
"133",50.43,51.060001,50.099998,50.130001,1243000,49.504715
"134",50.119999,50.439999,49.689999,50.209999,1272300,49.583715
"135",50.740002,51.09,50.299999,51.080002,1409000,50.442866
"136",51.330002,52.040001,51.18,51.970001,1210300,51.321765
"137",52.02,52.470001,51.540001,51.84,569600,51.193385
"138",52.02,52.419998,51.889999,52.23,509200,51.57852
"139",52.200001,52.450001,51.990002,52.150002,237000,51.49952
"140",52.220001,52.830002,52.209999,52.619999,265300,51.963655
"141",52.509998,52.900002,52.290001,52.669998,396900,52.01303
"142",52.439999,52.740002,52.439999,52.639999,496800,51.983406
"143",52.669998,52.919998,51.849998,51.880001,391500,51.232887
"144",52.130001,52.349998,51.330002,51.790001,378700,51.144009
"145",51.41,51.549999,50.799999,51.150002,801700,50.511993
"146",51.77,52.18,51.27,51.66,1515900,51.01563
"147",52.110001,52.23,51.849998,52.169998,813100,51.519267
"148",52.66,54.009998,52.610001,53.720001,1243900,53.049936
"149",53.860001,53.919998,52.860001,53.02,1151300,52.358667
"150",53.049999,53.43,52.610001,53.389999,645300,52.724051
"151",53.790001,54.32,52.990002,53.360001,905300,52.694426
"152",53.290001,53.599998,52.709999,53.529999,826000,52.862304
"153",53.830002,53.91,52.34,52.389999,1140500,51.736524
"154",52.369999,52.790001,52.18,52.720001,773800,52.06241
"155",53.490002,53.950001,53.220001,53.599998,1526600,52.93143
"156",53.400002,53.48,52.68,53.099998,1109200,52.437667
"157",53.43,53.939999,53.029999,53.889999,1086900,53.217814
"158",53.77,53.880001,52.529999,52.580002,1164100,51.924156
"159",52.5,53,52.060001,52.98,1042800,52.319165
"160",52.400002,52.77,52.040001,52.380001,591500,51.72665
"161",52.59,52.82,51.77,51.900002,874600,51.252638
"162",51.959999,52.810001,51.82,52.759998,915600,52.101908
"163",52.349998,52.799999,52.060001,52.27,947400,51.618022
"164",52.150002,53.029999,50.630001,51.200001,1785900,50.561369
"165",50.970001,51.990002,50.939999,51.830002,917300,51.183511
"166",51.389999,52.049999,51.310001,51.5,1089800,50.857626
"167",51.869999,52.580002,51.66,52.34,910200,51.687148
"168",52.549999,52.77,52.189999,52.400002,717600,51.746401
"169",52.220001,52.540001,51.880001,51.98,640500,51.331638
"170",52.200001,53.41,52.119999,53.32,1028300,52.654924
"171",53.360001,53.43,52.68,53.189999,604000,52.526545
"172",53.68,53.82,53.52,53.650002,548200,52.98081
"173",53.560001,53.830002,53.330002,53.790001,314300,53.119063
"174",53.700001,54.150002,53.5,53.990002,529800,53.316569
"175",53.900002,54.150002,53.459999,54.080002,488400,53.405447
"176",53.91,54.23,53.630001,53.799999,406000,53.128937
"177",53.810001,54.18,53.299999,54.080002,406600,53.405447
"178",54.09,54.619999,53.689999,54.490002,489500,53.810332
"179",54.48,54.669998,54.150002,54.639999,545100,53.958459
"180",54.580002,54.740002,54.32,54.43,480600,53.751079
"181",54.389999,54.59,53.93,54.299999,518100,53.6227
"182",54.220001,54.34,53.48,53.549999,718400,52.882055
"183",53.439999,54.029999,53.220001,53.93,616800,53.607691
"184",53.740002,53.860001,53.130001,53.259998,806000,52.941693
"185",53,53.299999,52.779999,53.23,548100,52.911874
"186",53.23,53.400002,52.779999,53,624600,52.683249
"187",52.75,52.799999,52,52.25,518600,51.937731
"188",52.299999,52.68,52.169998,52.41,515300,52.096775
"189",51.830002,51.970001,51.560001,51.650002,517000,51.341318
"190",51.830002,51.91,51.619999,51.689999,436200,51.381077
"191",51.740002,52.41,51.740002,52.330002,413600,52.017255
"192",52.290001,52.48,51.59,52.009998,801200,51.699164
"193",52.169998,52.810001,51.869999,52.689999,474300,52.3751
"194",52.389999,52.790001,51.959999,52.23,470000,51.91785
"195",52.119999,52.959999,51.740002,52.830002,706500,52.514267
"196",52.66,53.060001,52.490002,53,897800,52.683249
"197",53.16,53.540001,52.66,53.490002,1352400,53.170322
"198",53.490002,53.790001,53.25,53.299999,479000,52.981455
"199",53.169998,53.509998,52.970001,52.970001,385900,52.653429
"200",53.029999,53.349998,52.41,52.41,818100,52.096775
"201",52.189999,52.349998,51.959999,52.150002,514800,51.83833
"202",52.139999,52.459999,52.07,52.360001,389200,52.047074
"203",52.709999,53.740002,52.52,53.66,397900,53.339304
"204",53.360001,53.439999,52.759998,52.91,542800,52.593786
"205",52.77,52.98,52.27,52.98,612600,52.663368
"206",52.939999,53.200001,52.599998,53,361700,52.683249
"207",52.740002,53.5,52.630001,53.400002,470500,53.08086
"208",53.310001,53.580002,53.099998,53.310001,619400,52.991397
"209",53.41,53.900002,53.209999,53.860001,443100,53.53811
"210",53.860001,54.029999,53.5,53.720001,827000,53.398947
"211",53.73,54.130001,53.529999,54.040001,444600,53.717034
"212",53.98,54.360001,53.790001,53.93,505100,53.607691
"213",53.639999,53.959999,52.82,53.07,607700,52.75283
"214",53.080002,53.259998,52.48,52.48,633400,52.166356
"215",52.380001,52.57,51.830002,51.889999,529100,51.579882
"216",51.610001,51.619999,50.939999,51.07,902200,50.764783
"217",51.360001,51.580002,51.200001,51.43,786500,51.122632
"218",51.59,51.720001,51.110001,51.5,964300,51.192213
"219",51.549999,51.799999,51.330002,51.779999,755200,51.470539
"220",51.75,51.91,51.509998,51.509998,580100,51.202152
"221",51.650002,51.93,51.599998,51.91,582600,51.599763
"222",52.049999,52.310001,51.869999,51.959999,754800,51.649463
"223",51.93,52.110001,51.439999,51.84,667500,51.530182
"224",55,55.98,54.509998,54.610001,2607500,54.283627
"225",54.509998,56.84,54.509998,55.59,1710300,55.25777
"226",55.52,56.209999,55.459999,56.16,1104000,55.824363
"227",56.299999,56.91,56.060001,56.639999,637800,56.301494
"228",57.439999,57.540001,56.419998,56.869999,1260400,56.530119
"229",57.080002,57.790001,56.919998,57.720001,1258600,57.375041
"230",57.650002,58,57.419998,57.700001,759200,57.35516
"231",58.110001,58.490002,57.939999,58.200001,682200,57.852172
"232",58.200001,58.98,58.169998,58.310001,1153900,57.961515
"233",58.23,58.450001,57.990002,58.259998,924400,57.911811
"234",58.849998,59.900002,58.5,59.830002,2301200,59.472432
"235",59.959999,60.619999,59.779999,60.509998,1290800,60.148364
"236",60.389999,60.580002,59.860001,60.52,1128400,60.158306
"237",60.400002,60.490002,60.049999,60.209999,1070200,59.850158
"238",60.299999,61.02,60.029999,61,768900,60.635437
"239",61,61.209999,60.68,61.029999,728800,60.665257
"240",60.990002,62.130001,60.799999,61.959999,1456600,61.589699
"241",61.869999,62.779999,61.529999,62.580002,1229700,62.205996
"242",62.400002,62.419998,61.75,62.080002,854000,61.708985
"243",62.040001,63.419998,62.040001,63.18,1084300,62.802409
"244",63.200001,63.349998,62.700001,62.810001,882800,62.434621
"245",62.630001,62.84,61.759998,61.91,927000,61.539999
"246",61.970001,62.119999,61.110001,61.880001,1077900,61.880001
"247",61.610001,61.66,60.639999,60.77,1008700,60.77
"248",60.75,61.139999,60.639999,61.139999,955200,61.139999
"249",60.599998,60.790001,59.68,60.560001,487500,60.560001
"250",60.560001,61.110001,60.169998,60.799999,728700,60.799999
"251",60.82,60.970001,60.610001,60.689999,659800,60.689999
"252",60.810001,61.369999,60.599998,61.23,689400,61.23
"253",61.360001,62.290001,61.34,62.049999,1042700,62.049999
