"","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
"87",459.799988,464.839996,451.440002,452.079987,2730100,452.079987
"88",451.25,452.470001,433,438.579987,2888100,438.579987
"89",445.51001,451.98999,438.130005,449.119995,2392500,449.119995
"90",444.470001,450.980011,430.179993,448.589996,8561100,448.589996
"91",332.730011,366.170013,331,361.700012,13186400,361.700012
"92",359.809998,360.070007,341.5,357.089996,11308700,357.089996
"93",356,369.190002,355.549988,359.220001,4789900,359.220001
"94",362.26001,366.790009,355.440002,365.98999,2766500,365.98999
"95",368.98999,381.980011,363.200012,374.649994,4592900,374.649994
"96",380.519989,385.769989,378.25,383.040009,2845200,383.040009
"97",382.579987,387,380.809998,385.019989,2093900,385.019989
"98",383.899994,384.5,376.700012,379.399994,2134900,379.399994
"99",379.75,386.869995,378.350006,386.220001,1676700,386.220001
"100",386.220001,386.679993,377.769989,378.100006,1786800,378.100006
"101",377.51001,382.339996,374.600006,379.01001,1512800,379.01001
"102",384.399994,393.769989,384,392.769989,2924300,392.769989
"103",393.230011,395.519989,385.109985,388.410004,2511600,388.410004
"104",386.920013,387.25,378.769989,382.779999,1627100,382.779999
"105",385.609985,387.839996,376.390015,380.380005,1949400,380.380005
"106",378,385.329987,377.350006,383.299988,1427400,383.299988
"107",383.440002,385.25,379.299988,384.160004,1329100,384.160004
"108",383,389.450012,379,387.269989,1387300,387.269989
"109",387.269989,394.100006,381.809998,382.549988,2119800,382.549988
"110",381.130005,385.959991,377.040009,383.859985,1565100,383.859985
"111",384.459991,385.049988,377.529999,379.410004,1498400,379.410004
"112",379.380005,387.220001,378.570007,386.040009,1568900,386.040009
"113",385.380005,389.5,380.75,381.140015,1317600,381.140015
"114",381,384.899994,380.529999,381.029999,1131600,381.029999
"115",383.209991,387.049988,362.660004,363.100006,3499800,363.100006
"116",363.089996,373.26001,361,368.140015,2202500,368.140015
"117",372.480011,373.25,359.5,360.279999,2553600,360.279999
"118",360.559998,363.459991,355.399994,356.470001,2551500,356.470001
"119",351.019989,352.429993,344,348.98999,4013800,348.98999
"120",351.079987,353.690002,348.220001,351.160004,1437600,351.160004
"121",353.589996,354,345.98999,346.589996,957500,346.589996
"122",345,347,337.640015,341.809998,1709200,341.809998
"123",341.299988,353.339996,340.839996,352.309998,2036700,352.309998
"124",351.549988,355.119995,344.269989,355.119995,1974200,355.119995
"125",353,357.950012,349.359985,350.600006,1693400,350.600006
"126",351.029999,354.5,348.130005,350.920013,1418600,350.920013
"127",349.170013,349.880005,338.029999,339.480011,1945900,339.480011
"128",334.73999,345.359985,329.019989,343.779999,2568100,343.779999
"129",343.149994,344.730011,333.660004,334.320007,1806400,334.320007
"130",336.089996,340.899994,333.589996,334.630005,1681300,334.630005
"131",331.920013,338.26001,328.859985,334.480011,1931600,334.480011
"132",336.390015,338.929993,326.329987,327.040009,1717000,327.040009
"133",324.98999,329.48999,316,316.440002,2421100,316.440002
"134",317.630005,335.070007,315.540009,333.649994,2884700,333.649994
"135",338.799988,342.5,330.630005,334.420013,2234200,334.420013
"136",335.299988,341.040009,333.350006,340.119995,2149700,340.119995
"137",339.799988,344.679993,334.23999,336.679993,1142000,336.679993
"138",338.01001,339,332.309998,336.429993,1184500,336.429993
"139",336.51001,343.48999,335.98999,342.100006,773000,342.100006
"140",341.910004,346.390015,339.73999,340.049988,1261800,340.049988
"141",335.790009,343.730011,333.570007,341.929993,1226900,341.929993
"142",341,343.980011,339.769989,343.230011,1001600,343.230011
"143",343.230011,345.73999,341.51001,341.609985,1232500,341.609985
"144",344.059998,352.320007,341.119995,348.940002,1925000,348.940002
"145",344.809998,344.809998,330.029999,331.179993,2595000,331.179993
"146",331.429993,333.480011,319.630005,325.51001,2291100,325.51001
"147",331.429993,331.950012,323.899994,327.200012,1407100,327.200012
"148",329.839996,334.850006,325.350006,334.459991,1371700,334.459991
"149",333.420013,336.140015,328.290009,329.290009,1367800,329.290009
"150",329.630005,330.390015,316.850006,318.829987,1846800,318.829987
"151",322.149994,329.339996,321.299988,323.790009,2674500,323.790009
"152",329.5,331.589996,319.76001,324.23999,2840700,324.23999
"153",325.829987,327.5,320.910004,323.76001,1667000,323.76001
"154",328,337.75,324.670013,337.339996,2813800,337.339996
"155",340,350,334,348.799988,5793000,348.799988
"156",414.640015,414.679993,401.869995,409.279999,9557500,409.279999
"157",410,429.619995,404.799988,428.440002,4759900,428.440002
"158",426.920013,439.200012,426.170013,437.459991,3826300,437.459991
"159",438,447.290009,433.700012,446.559998,3038400,446.559998
"160",441.609985,457.380005,441.350006,454.170013,3516100,454.170013
"161",453.190002,453.75,441.570007,442.459991,3504700,442.459991
"162",442.429993,447.48999,437.5,443.799988,2161100,443.799988
"163",441.929993,447.890015,438.589996,441.799988,1887900,441.799988
"164",439.899994,444,433.690002,441.070007,1855800,441.070007
"165",443.23999,458.269989,439.109985,456.920013,2348600,456.920013
"166",455.290009,456.220001,447.230011,448.709991,1778700,448.709991
"167",451.790009,455.970001,445.660004,448.910004,2035500,448.910004
"168",449.75,451,442.230011,444.359985,1267800,444.359985
"169",442.390015,446.5,438.459991,443.070007,1167600,443.070007
"170",444.220001,456.100006,441.709991,453.950012,2202700,453.950012
"171",453.809998,462.98999,451.899994,454.890015,1993300,454.890015
"172",455.410004,459.25,451.160004,456.730011,1209200,456.730011
"173",458,466.410004,457.959991,466.100006,1852700,466.100006
"174",465.609985,471.600006,461.609985,469.959991,1595800,469.959991
"175",469.160004,476.48999,466.519989,475.059998,1473800,475.059998
"176",475,481,473.019989,474.600006,1490300,474.600006
"177",475.649994,478.619995,473.459991,478.200012,1346000,478.200012
"178",478.100006,478.200012,470,471.839996,1290200,471.839996
"179",471.609985,476.589996,471.48999,474.880005,867900,474.880005
"180",474.649994,481.559998,474.649994,478.329987,979200,478.329987
"181",480.380005,486.5,479.01001,483.029999,1550400,483.029999
"182",483.570007,486,474.730011,474.910004,1645200,474.910004
"183",474,480.25,470.640015,480.25,1455300,480.25
"184",478.410004,479.200012,472.549988,474.709991,1060900,474.709991
"185",472.709991,475.480011,463.279999,469.769989,2493400,469.769989
"186",472,472.25,464.940002,467.649994,1606400,467.649994
"187",466.5,468.480011,453.910004,454.119995,1841200,454.119995
"188",454.929993,455.649994,439.799988,445.630005,2710100,445.630005
"189",441.109985,443.459991,433.880005,435.059998,2563900,435.059998
"190",435.679993,447.579987,435.679993,440.190002,2337600,440.190002
"191",443.429993,452.079987,443.380005,448.320007,2093500,448.320007
"192",447.350006,448.399994,436.570007,438.399994,1451600,438.399994
"193",430.829987,430.829987,417.339996,421.970001,3828000,421.970001
"194",417.98999,424.859985,415.690002,418.519989,2632600,418.519989
"195",418.170013,424.549988,415.100006,423.119995,2090700,423.119995
"196",423.220001,428.480011,421.790009,425.209991,1635700,425.209991
"197",429.359985,432.5,426.269989,428.299988,1948800,428.299988
"198",426.230011,428.089996,422.309998,425,1094900,425
"199",427.950012,441.690002,427.829987,438.279999,2412700,438.279999
"200",438.790009,438.839996,421.709991,421.75,3093200,421.75
"201",417.399994,423.130005,415.730011,418.26001,2291300,418.26001
"202",415.309998,418.929993,410.01001,414.769989,2264600,414.769989
"203",418.01001,423.950012,415.549988,422.570007,1896100,422.570007
"204",420.769989,422.940002,416.190002,416.690002,2035500,416.690002
"205",417.5,418.5,410.920013,413.119995,2091400,413.119995
"206",413.5,417.25,412.029999,414.079987,1409200,414.079987
"207",411.380005,423.130005,409.25,422.309998,1532900,422.309998
"208",423.480011,425.940002,420.299988,423.459991,1425300,423.459991
"209",428.410004,441.75,428.290009,441.350006,3189700,441.350006
"210",441,441.950012,434.799988,439.5,1922200,439.5
"211",450.779999,454.970001,447.630005,454.570007,3195300,454.570007
"212",470.679993,485,469.399994,474.679993,6348100,474.679993
"213",482,484,471.950012,478.709991,4091700,478.709991
"214",480.929993,480.929993,471.549988,475.459991,6075500,475.459991
"215",532,568.75,530,562.049988,14928700,562.049988
"216",558.450012,575,558,571.549988,8329500,571.549988
"217",572.5,576.130005,562.669983,567.390015,4395200,567.390015
"218",568.640015,570.390015,558.599976,560.440002,2275100,560.440002
"219",561.47998,564.98999,556.809998,557.679993,1727100,557.679993
"220",557.590027,562.400024,552.690002,559.059998,1812500,559.059998
"221",561.210022,565.659973,556.549988,558.400024,1577900,558.400024
"222",562.049988,572.5,561.609985,566.080017,2178100,566.080017
"223",564.130005,568.950012,559.609985,563.059998,1260900,563.059998
"224",560.48999,567.390015,557.51001,562.849976,1362100,562.849976
"225",561.659973,565.849976,553.869995,556.5,1509300,556.5
"226",558.98999,559.77002,552.26001,557.030029,1267100,557.030029
"227",557,558,552.299988,554.900024,1136100,554.900024
"228",568.669983,577.099976,565.299988,565.549988,3866000,565.549988
"229",567.200012,568.5,556.650024,560.539978,1640500,560.539978
"230",560.799988,565.559998,556.200012,565.23999,1451500,565.23999
"231",567.289978,575.070007,566.75,574.599976,1969000,574.599976
"232",576.27002,594,575.299988,589.950012,3348600,589.950012
"233",586.659973,586.659973,580.950012,583.640015,1690400,583.640015
"234",583.830017,589.380005,578.840027,580.109985,1591300,580.109985
"235",583,587.469971,576.309998,586.849976,1267200,586.849976
"236",604.549988,618.440002,600.289978,613.25,5275500,613.25
"237",612.809998,619.73999,609.169983,617.869995,2111700,617.869995
"238",622.219971,628.5,614.669983,616.47998,2598400,616.47998
"239",617.5,623.76001,611.539978,621.530029,1819800,621.530029
"240",623.570007,627,617.27002,623.02002,1822600,623.02002
"241",624.25,625.849976,620.849976,621.869995,1064300,621.869995
"242",622.119995,623.429993,614.5,615.950012,1375000,615.950012
"243",617,629.349976,615.5,629,1492000,629
"244",628,628.98999,622.51001,626.549988,1115100,626.549988
"245",626.309998,631.440002,622.690002,624.059998,1769000,624.059998
"246",621.859985,623.849976,615.609985,623.02002,1375100,623.02002
"247",620.97998,627.75,618.840027,623.909973,1073200,623.909973
"248",624.700012,628.130005,620.51001,621.659973,889100,621.659973
"249",618.650024,626,616.299988,625.440002,1413300,625.440002
"250",624.5,633.780029,623.880005,633.219971,1655200,633.219971
"251",635,635.710022,622.969971,627.22998,1591000,627.22998
"252",625.340027,649,625.340027,647.150024,3101800,647.150024
"253",653.77002,692.789978,652.580017,671.099976,8140700,671.099976
