"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"94",221.800003,227.330002,220.509995,226.970001,669300,225.393123
"95",227.029999,229.619995,225.830002,225.919998,681500,224.350415
"96",228.300003,228.639999,225.309998,225.809998,822700,224.241179
"97",226.800003,229.259995,225.589996,228.910004,566900,227.319647
"98",227.440002,228.240005,223.570007,225.679993,871000,224.112077
"99",225.710007,229.5,223.179993,224,861200,222.443756
"100",224.089996,224.630005,220.130005,221.850006,1589200,220.308699
"101",221.470001,226.479996,221.470001,225.160004,901800,223.595701
"102",227.410004,229.729996,227.289993,229.559998,970500,227.965125
"103",229.880005,230.550003,227.869995,229.279999,700400,227.687072
"104",229.279999,230.889999,227.199997,228.270004,765600,226.684094
"105",230.630005,231.199997,228.820007,230.389999,772500,228.789361
"106",230.190002,233.770004,229,233.220001,643200,231.599701
"107",234.029999,236.300003,233.139999,236.039993,731000,234.400101
"108",236.440002,236.880005,235.100006,236.720001,475300,235.075385
"109",237,238.350006,236.070007,237.619995,495400,235.969126
"110",236.630005,238.419998,235.419998,238.100006,451800,236.994346
"111",239.130005,240.360001,237.509995,239.630005,607000,238.51724
"112",239.020004,240.479996,238.380005,239.649994,446600,238.537136
"113",239.300003,240.919998,238.679993,239.309998,390900,238.198719
"114",239.199997,241.580002,239.130005,241.320007,350600,240.199395
"115",241.339996,241.589996,239.710007,240.850006,413700,239.731576
"116",239.309998,242.369995,238.880005,242.240005,412500,241.115121
"117",244.419998,244.860001,240.669998,242.050003,538200,240.926001
"118",242.910004,242.910004,240.490005,242.029999,431200,240.906089
"119",241.929993,244.009995,239.820007,239.820007,688500,238.70636
"120",238.919998,240.729996,238.919998,240.600006,402300,239.482737
"121",242.059998,249.660004,241.25,244.860001,529300,243.722949
"122",244.490005,245.470001,242.369995,243.070007,716900,241.941268
"123",242.809998,244.779999,242.289993,244.550003,640800,243.414391
"124",243.139999,246.75,243.139999,246.449997,665300,245.305562
"125",246.339996,249,246.149994,247.710007,666100,246.559721
"126",247.5,249.5,246.399994,246.869995,633400,245.72361
"127",247.320007,250,246.039993,249.5,582300,248.341402
"128",247.580002,249.800003,246.029999,249.580002,384200,248.421033
"129",249.009995,249.649994,246.460007,246.800003,492000,245.653943
"130",250.889999,256.160004,248.059998,254.210007,1077500,253.029537
"131",250.089996,252.830002,244.300003,247.240005,1094300,246.091902
"132",248.690002,249.350006,243.110001,246.619995,696900,245.474771
"133",246.600006,250.960007,245.330002,245.660004,701400,244.519238
"134",247.440002,253.550003,245.990005,252.330002,722000,251.158262
"135",253.570007,257.109985,253.100006,257.109985,633300,255.916049
"136",259.149994,260.519989,256.73999,260.070007,885000,258.862326
"137",260.089996,261.959991,259.600006,261.649994,454200,260.434975
"138",263.109985,264.25,262.190002,263.089996,372700,261.868291
"139",264.059998,265.339996,262.920013,264.549988,200800,263.321503
"140",264.640015,266.230011,264.149994,264.850006,299500,263.620128
"141",264.5,265.440002,263.350006,264.799988,372300,263.570342
"142",264.76001,265.859985,264.170013,264.929993,325600,263.699743
"143",264.970001,266.25,263.040009,263.040009,359400,261.818535
"144",262.179993,264.940002,260.339996,262.440002,566800,261.221315
"145",260.149994,262.48999,259.779999,261.660004,720600,260.444939
"146",261.059998,264.440002,259.109985,260.869995,711000,259.658599
"147",262.820007,265.380005,261,265.320007,829100,264.087946
"148",266.019989,273.589996,265.589996,272.579987,1078700,271.314213
"149",272.950012,275.540009,271.01001,274.420013,970300,273.145695
"150",273.23999,274.170013,270.890015,271.100006,903600,269.841105
"151",274.26001,274.26001,266.959991,269.140015,785600,267.890215
"152",265.48999,269.820007,265.48999,269.220001,694600,267.96983
"153",269.220001,273.23999,268.329987,270.589996,721200,269.333463
"154",271.480011,274.549988,269.670013,273.820007,835400,272.548475
"155",273.679993,276.230011,270.390015,272.51001,639300,271.244561
"156",273.140015,275.390015,271.959991,273.220001,550400,271.951255
"157",275.48999,277.290009,272.769989,277.109985,594000,275.823176
"158",277.070007,277.119995,273.299988,274.01001,484000,272.737595
"159",274.290009,275.450012,272.579987,275.290009,471600,274.01165
"160",275,275.380005,272,274.179993,627500,272.906789
"161",275.73999,276.820007,270.450012,270.929993,685100,269.671881
"162",269.119995,275.720001,265.140015,274.869995,711400,273.593587
"163",273.730011,276,271.179993,271.269989,990700,270.010298
"164",272.76001,274.380005,268.429993,272.859985,731200,271.592911
"165",273.920013,274,270.309998,273.570007,898100,272.299636
"166",271.209991,277,271.209991,274.100006,761700,272.827174
"167",275.420013,278.119995,274.790009,277.899994,536200,276.609516
"168",277.700012,280.790009,276.589996,280.309998,568500,279.008328
"169",279.980011,280.589996,274.040009,274.390015,664200,273.115836
"170",275.700012,280.380005,273.640015,280.059998,644300,278.759489
"171",280.01001,280.890015,277.01001,277.950012,516500,276.659302
"172",278.549988,283.179993,278.549988,283.019989,476200,281.705735
"173",283,285.51001,282.48999,285,523000,283.676552
"174",284.209991,287.799988,283.980011,286.100006,508200,284.77145
"175",285.429993,288.200012,285.049988,288.049988,441400,286.712376
"176",288.040009,289.279999,286.100006,286.76001,374100,285.428388
"177",286.51001,290.290009,285.01001,289.75,451100,288.404494
"178",289.75,290.5,288.170013,289.559998,474700,288.215374
"179",289.649994,291.269989,288.339996,290.619995,433500,289.270449
"180",290.459991,290.910004,287.559998,287.75,440800,286.413781
"181",287.019989,289.730011,286.359985,287.700012,558700,287.032362
"182",287.809998,288.309998,285.059998,285.200012,527000,284.538164
"183",285.200012,290.98999,285.200012,290.890015,698300,290.214962
"184",288.75,289.920013,283.220001,285.929993,617900,285.26645
"185",284.869995,288.450012,282.720001,285.910004,696500,285.246507
"186",286.429993,289.769989,286.119995,289.170013,689800,288.498952
"187",287.790009,289.209991,285.429993,286.440002,575800,285.775276
"188",286.920013,288.399994,284.820007,285.73999,577000,285.076889
"189",283.350006,284.420013,281.420013,281.459991,576600,280.806822
"190",282.130005,282.880005,280.920013,280.950012,554300,280.298026
"191",282.109985,286.23999,281.040009,285.230011,515300,284.568093
"192",284.75,286.140015,283.779999,285.23999,570900,284.578049
"193",285.829987,288.630005,285.350006,288.140015,600400,287.471343
"194",286.660004,287.540009,285.380005,286.049988,568800,285.386167
"195",285.290009,286.040009,275.839996,282.799988,1240200,282.143709
"196",283.140015,285.769989,282.359985,284.48999,858200,283.829789
"197",286.5,290,284.790009,290,2149800,289.327012
"198",287.899994,289.600006,286.850006,287.859985,782600,287.191964
"199",287.109985,288.25,285.579987,285.859985,930600,285.196605
"200",286.829987,287.850006,281.200012,281.350006,761500,280.697092
"201",280.73999,280.950012,278.279999,279.320007,708300,278.671804
"202",280.390015,282.109985,278.76001,281.679993,484900,281.026313
"203",284.290009,285.040009,282.730011,284.23999,436700,283.580369
"204",281.970001,285.950012,281.950012,284.5,619900,283.839776
"205",285.130005,285.869995,282.470001,285.820007,691300,285.15672
"206",286.200012,287.230011,283.170013,284.350006,706600,283.69013
"207",283.309998,287.149994,282.570007,286.880005,489800,286.214258
"208",286.880005,289,285.549988,287.600006,484900,286.932588
"209",288.5,290.649994,287.940002,290.649994,545500,289.975498
"210",290.459991,292.420013,289.690002,291.049988,631000,290.374563
"211",291.799988,292.459991,289.899994,290.649994,529600,289.975498
"212",291.529999,292.51001,289.269989,289.799988,744100,289.127464
"213",290.450012,291.390015,288.619995,290.190002,511800,289.516574
"214",291.359985,292.309998,287.399994,288.730011,643900,288.05997
"215",285.98999,287.850006,280,283.809998,1331300,283.151375
"216",281.940002,284.690002,280.890015,282.140015,940400,281.485267
"217",283.519989,285.01001,280.899994,281.910004,591700,281.25579
"218",283.309998,284.019989,280.970001,282.420013,564000,281.764616
"219",282.899994,282.899994,279.75,281.640015,529000,280.986428
"220",281.25,283.640015,280.079987,282.359985,704100,281.704727
"221",282.720001,284.339996,281.179993,282.619995,718300,281.964134
"222",282.940002,284.76001,282.040009,282.910004,682100,282.253469
"223",282.309998,283.079987,280.170013,281.880005,753100,281.225861
"224",281.140015,281.820007,277.170013,279.200012,975900,278.552087
"225",278.049988,281.170013,277.309998,278,1058900,277.35486
"226",279.579987,283.25,278.200012,282.160004,527400,281.50521
"227",282.23999,284.089996,279.690002,280.040009,546600,279.390134
"228",280.579987,281.089996,274.130005,274.929993,719400,274.291977
"229",276.179993,278.190002,274.019989,277.890015,627400,277.24513
"230",278.649994,281.940002,277.480011,281.399994,615000,280.746964
"231",284.630005,288.470001,283.790009,287.200012,784100,286.533522
"232",287,288.769989,285.950012,286.950012,539800,286.284102
"233",286.140015,289.839996,284.540009,288.709991,735200,288.039997
"234",287.910004,289.549988,285.040009,287.929993,758600,287.929993
"235",288.959991,291.73999,288.170013,291.299988,478500,291.299988
"236",291.75,292.230011,289.700012,291.220001,662900,291.220001
"237",290.839996,291.98999,289.480011,291.049988,373300,291.049988
"238",291.73999,294.350006,291.100006,292.440002,671700,292.440002
"239",292.519989,292.929993,287.549988,287.670013,603000,287.670013
"240",288.450012,288.730011,287.059998,287.450012,395800,287.450012
"241",286.980011,288.029999,286.51001,286.51001,523900,286.51001
"242",286.320007,287.26001,284.630005,286.390015,697000,286.390015
"243",286.950012,290.920013,286.26001,289.73999,670900,289.73999
"244",288.589996,290.269989,288.480011,289.910004,484300,289.910004
"245",289.769989,289.98999,287.079987,288.179993,570100,288.179993
"246",288.920013,288.920013,286.230011,288.23999,519400,288.23999
"247",287.570007,289.200012,285.75,286.519989,380700,286.519989
"248",286.679993,287.700012,286.209991,287.26001,328500,287.26001
"249",285.839996,286.369995,281.769989,282.209991,395400,282.209991
"250",283.01001,283.01001,278.420013,280.380005,608700,280.380005
"251",279.630005,280.220001,278.089996,278.299988,432500,278.299988
"252",278.660004,279.649994,276.890015,278.170013,349000,278.170013
"253",279.130005,282.839996,277.570007,282.48999,739800,282.48999
