"","PKI.Open","PKI.High","PKI.Low","PKI.Close","PKI.Volume","PKI.Adjusted"
"173",46.459999,46.580002,46.150002,46.299999,509500,46.236661
"174",46.189999,46.43,45.849998,46.32,591900,46.256635
"175",46.369999,46.610001,46.009998,46.369999,372800,46.306565
"176",46.200001,46.360001,45.91,45.93,444800,45.867169
"177",45.919998,46.599998,45.560001,46.57,600900,46.506293
"178",46.610001,46.919998,46.349998,46.759998,538600,46.696031
"179",46.759998,47.25,46.540001,47.18,539100,47.115459
"180",47.200001,47.470001,46.529999,46.959999,698400,46.895758
"181",47,47.080002,46.57,47,328900,46.935705
"182",46.970001,47.110001,46.779999,47,391000,46.935705
"183",47,47.369999,46.84,47.150002,352300,47.085501
"184",46.91,47.130001,46.639999,46.900002,398500,46.835843
"185",46.619999,46.630001,46.200001,46.5,729200,46.436389
"186",46.66,47.349998,46.560001,47.279999,342400,47.21532
"187",47.029999,47.119999,46.470001,46.57,723900,46.506293
"188",46.509998,46.59,46.07,46.450001,607800,46.386458
"189",45.889999,46.389999,45.77,46.23,707000,46.166758
"190",46.349998,46.93,46.099998,46.75,486500,46.686047
"191",46.830002,47.27,46.82,47.240002,382300,47.175378
"192",47.18,47.5,46.82,47.450001,1333100,47.38509
"193",47.77,48.32,47.450001,48.299999,863400,48.233926
"194",48.150002,48.650002,47.689999,48.529999,717700,48.46361
"195",48.470001,49.299999,48.130001,49.290001,875300,49.222573
"196",49,49.959999,48.779999,49.849998,1129000,49.781804
"197",50.360001,50.400002,49.860001,50.209999,1399500,50.141312
"198",50.09,50.560001,50.060001,50.490002,754800,50.420932
"199",50.380001,50.709999,50.220001,50.509998,1619700,50.440901
"200",50.459999,50.830002,50.259998,50.5,3251800,50.430917
"201",50.220001,50.549999,49.970001,50.509998,2238500,50.440901
"202",50.560001,51.18,50.439999,51.09,941700,51.02011
"203",51.330002,51.599998,51.169998,51.470001,631700,51.399591
"204",51.139999,51.459999,50.880001,51.139999,870400,51.070041
"205",50.98,51.080002,50.060001,50.599998,1123500,50.530778
"206",50.68,50.98,50.330002,50.75,761600,50.680575
"207",50.41,51.169998,50.279999,50.880001,1026700,50.810398
"208",50.990002,51.279999,50.459999,50.549999,702700,50.480848
"209",50.650002,51.209999,50.419998,51.209999,819000,51.139945
"210",51.09,51.290001,50.740002,51.25,584100,51.179891
"211",51.25,51.77,51.25,51.540001,566100,51.469495
"212",51.57,51.849998,51.549999,51.549999,523100,51.47948
"213",51.459999,51.5,51.07,51.169998,759100,51.099998
"214",51.240002,51.459999,51.18,51.360001,649100,51.360001
"215",51.16,51.5,51.099998,51.43,578900,51.43
"216",51.040001,51.040001,50.610001,50.990002,555900,50.990002
"217",51.389999,51.720001,51.09,51.509998,341000,51.509998
"218",51.790001,51.82,51.400002,51.709999,522400,51.709999
"219",51.419998,51.959999,51.389999,51.689999,727400,51.689999
"220",51.529999,51.720001,51.330002,51.57,369600,51.57
"221",51.57,51.82,51.389999,51.650002,1502200,51.650002
"222",51.790001,52.27,51.32,51.540001,1141300,51.540001
"223",51.700001,51.799999,51.23,51.759998,819200,51.759998
"224",51.41,51.889999,51.240002,51.759998,689300,51.759998
"225",51.529999,51.93,51.009998,51.259998,2052100,51.259998
"226",51.459999,53.52,51.200001,52.549999,2652400,52.549999
"227",51.869999,52.630001,51.669998,52.060001,1297600,52.060001
"228",51.68,51.700001,51.080002,51.209999,1145400,51.209999
"229",51.240002,51.369999,50.18,50.299999,994900,50.299999
"230",50.349998,50.639999,50.09,50.450001,1154500,50.450001
"231",51.009998,51.240002,50.639999,50.75,915800,50.75
"232",50.68,51.349998,50.639999,51.119999,826700,51.119999
"233",51,51.080002,50.240002,51,837700,51
"234",51.189999,51.560001,51.119999,51.27,603000,51.27
"235",51.439999,51.939999,51.439999,51.779999,841400,51.779999
"236",51.799999,52.23,51.799999,52.16,1665500,52.16
"237",52.02,52.419998,52,52.349998,562800,52.349998
"238",52.349998,52.919998,52.279999,52.810001,635500,52.810001
"239",52.950001,53.669998,52.91,53.580002,738400,53.580002
"240",53.639999,53.669998,53.25,53.389999,393600,53.389999
"241",53.360001,53.549999,53.139999,53.389999,529100,53.389999
"242",53.279999,53.43,52.68,52.740002,409100,52.740002
"243",52.869999,53.509998,52.66,53.459999,379500,53.459999
"244",53.400002,53.59,52.82,53.09,484500,53.09
"245",53.029999,53.169998,52.48,52.73,325200,52.73
"246",52.919998,52.93,52.360001,52.57,429500,52.57
"247",52.34,52.779999,52.110001,52.610001,356000,52.610001
"248",52.75,52.869999,52.389999,52.849998,428300,52.849998
"249",52.790001,52.860001,52.330002,52.450001,235400,52.450001
"250",52.290001,52.43,51.939999,52.380001,337700,52.380001
"251",52.310001,52.509998,52,52.049999,333200,52.049999
"252",51.959999,52.150002,51.700001,51.740002,587300,51.740002
"253",51.830002,52.759998,51.830002,52.599998,471800,52.599998
