"","HRL.Open","HRL.High","HRL.Low","HRL.Close","HRL.Volume","HRL.Adjusted"
"1",49.43,49.540001,49.029999,49.27,917500,48.41982
"2",48.990002,49.139999,48.360001,48.57,772200,47.731898
"3",48.580002,48.610001,48.119999,48.330002,616700,47.496041
"4",48.290001,48.419998,47.939999,48.139999,755800,47.309317
"5",48.209999,48.57,48.07,48.41,781600,47.574659
"6",48.400002,48.610001,48.27,48.52,350600,47.682761
"7",48.330002,49.09,48.220001,49.009998,547700,48.164304
"8",49.060001,49.529999,49.049999,49.52,605900,48.665506
"9",49.619999,49.869999,49.389999,49.759998,1110700,48.901362
"10",49.75,49.82,49.110001,49.189999,625100,48.341198
"11",48.93,49.299999,48.810001,48.84,558200,47.997239
"12",48.630001,48.720001,48.490002,48.619999,668200,47.781034
"13",48.669998,48.709999,48.41,48.59,402200,47.751553
"14",48.529999,49.09,48.529999,49.049999,602900,48.203615
"15",49.080002,49.650002,48.950001,49.349998,655700,48.498437
"16",49.439999,49.52,49.169998,49.189999,859700,48.341198
"17",48.75,48.75,48.040001,48.360001,1420400,47.525522
"18",48.450001,48.650002,48.349998,48.470001,976000,47.633625
"19",48.419998,49.110001,48.419998,49.07,947500,48.22327
"20",49.09,49.360001,48.970001,48.970001,679200,48.124997
"21",49.150002,49.279999,48.84,48.91,582800,48.066031
"22",48.560001,48.919998,48.560001,48.709999,482100,47.869482
"23",48.720001,48.790001,48.369999,48.759998,534300,47.918618
"24",48.959999,48.990002,48.529999,48.75,407900,47.908792
"25",48.639999,48.830002,48.34,48.450001,568500,47.61397
"26",48.599998,48.599998,48.040001,48.150002,574200,47.319147
"27",47.98,48.16,47.709999,47.93,553100,47.299408
"28",48.099998,48.650002,48.060001,48.529999,784400,47.891512
"29",48.330002,48.43,48,48.009998,386100,47.378353
"30",48.060001,48.400002,47.93,48.25,531400,47.615197
"31",48.259998,48.419998,47.830002,47.84,369400,47.210592
"32",47.799999,47.93,47.509998,47.709999,544100,47.082301
"33",47.709999,47.830002,47.59,47.720001,291100,47.092171
"34",47.84,47.849998,47.299999,47.360001,590000,46.736907
"35",47.450001,47.720001,47.009998,47.049999,442800,46.430984
"36",47.060001,47.209999,46.16,46.25,776100,45.64151
"37",46.310001,46.310001,45.25,45.259998,999200,44.664534
"38",45.02,45.68,44.990002,45.009998,1354200,44.417823
"39",45.009998,45.509998,44.91,45.380001,844900,44.782958
"40",45.450001,45.650002,45.189999,45.32,520500,44.723746
"41",45.23,46.130001,45.23,45.959999,691200,45.355325
"42",45.959999,46.09,45.57,45.57,558600,44.970456
"43",45.630001,46.220001,45.5,46.209999,402300,45.602036
"44",46.220001,46.990002,46.220001,46.77,551700,46.154669
"45",46.599998,46.950001,46.599998,46.779999,524100,46.164536
"46",46.900002,47.060001,46.740002,46.939999,688800,46.322431
"47",46.889999,47.43,46.830002,47.34,517200,46.71717
"48",47.540001,47.720001,47,47.139999,490100,46.5198
"49",47.310001,47.43,47.200001,47.43,461400,46.805986
"50",47.41,47.84,47.369999,47.509998,780200,46.884931
"51",47.439999,47.939999,47.389999,47.860001,955200,47.230329
"52",48.32,50.73,48.310001,49.919998,2884600,49.263224
"53",50.400002,50.490002,49.650002,49.959999,1373400,49.302699
"54",50.32,50.330002,49.990002,50.130001,745700,49.470464
"55",50.23,50.48,50.130001,50.139999,662600,49.480331
"56",50.099998,50.419998,50.080002,50.360001,549600,49.697438
"57",50.27,50.75,50.040001,50.650002,586500,49.983623
"58",50.75,50.790001,50.509998,50.68,466300,50.013227
"59",50.75,51.25,50.709999,50.919998,713600,50.250068
"60",51.16,51.34,50.91,51.139999,891300,50.467174
"61",51.099998,51.32,50.610001,50.82,762200,50.151385
"62",50.82,51.080002,50.619999,51.080002,636200,50.407966
"63",50.849998,51.02,50.639999,50.849998,530800,50.180989
"64",50.849998,50.939999,50.18,50.360001,702000,49.697438
"65",50.349998,50.52,50.25,50.470001,334400,49.805991
"66",50.34,50.650002,50.209999,50.560001,425000,49.894807
"67",50.400002,50.560001,49.880001,49.970001,497700,49.312569
"68",50.139999,50.139999,49.77,50.049999,459400,49.391515
"69",50.09,50.830002,50,50.810001,643400,50.141518
"70",50.720001,51.049999,50.290001,50.560001,645900,49.894807
"71",50.849998,51.049999,50.5,50.970001,500500,50.299413
"72",51.200001,51.240002,50.52,50.52,829300,49.855332
"73",50.470001,50.470001,50.080002,50.290001,563100,49.628359
"74",50.279999,50.43,49.990002,50,552500,49.342173
"75",49.959999,50.799999,49.900002,50.709999,531100,50.042831
"76",50.549999,50.759998,49.82,49.98,438800,49.322436
"77",50.02,50.299999,49.810001,50.209999,309500,49.54941
"78",49.810001,50.869999,49.810001,50.799999,478800,50.131647
"79",50.650002,51.52,50.580002,51.389999,1037700,50.713885
"80",51.560001,51.560001,50.959999,51.060001,934200,50.388229
"81",51.110001,51.880001,51.040001,51.619999,973000,50.940859
"82",51.75,52.16,51.639999,51.799999,1589500,51.118491
"83",51.98,51.98,51.200001,51.41,537000,50.733622
"84",51.189999,51.490002,50.700001,50.73,772200,50.062569
"85",50.73,51.52,50.650002,51.490002,703300,50.812572
"86",51.439999,52.150002,51.439999,51.619999,992800,50.940859
"87",51.75,52.450001,51.75,51.77,917300,51.088887
"88",51.66,52.110001,51.32,51.43,991000,50.75336
"89",51.540001,52.110001,51.459999,51.98,676300,51.296123
"90",51.27,51.529999,50.18,50.84,1302300,50.171122
"91",50.16,50.389999,49.619999,49.860001,992500,49.398345
"92",50.220001,50.529999,49.919998,50.169998,1370100,49.705472
"93",50.220001,51.540001,50.209999,51.48,667800,51.003344
"94",51.540001,52.75,51.400002,52.509998,733500,52.023806
"95",52.529999,53.119999,52.490002,52.549999,586400,52.063436
"96",52.77,53.009998,52.360001,52.5,534800,52.0139
"97",52.540001,52.709999,52.27,52.540001,469900,52.053531
"98",52.459999,52.860001,52.369999,52.529999,477400,52.043621
"99",52.849998,53.009998,52.619999,53,373500,52.509271
"100",52.900002,53.130001,52.41,53.07,876100,52.578622
"101",52.990002,53.66,51.650002,53.389999,488100,52.895659
"102",53.849998,53.950001,53.419998,53.91,826100,53.410845
"103",53.869999,54.389999,53.790001,54.099998,653600,53.599084
"104",54.09,54.540001,53.959999,54.310001,410200,53.807143
"105",54.790001,55.009998,54.32,54.529999,508800,54.025103
"106",53.939999,54.540001,53.900002,54.540001,582300,54.035013
"107",54.380001,54.5,54.040001,54.419998,642400,53.916121
"108",54.439999,54.75,54.200001,54.459999,500500,53.955751
"109",54.509998,55.18,54.509998,54.75,403900,54.243067
"110",54.48,54.720001,54.07,54.650002,548800,54.143995
"111",54.790001,55.330002,54.73,55.169998,526100,54.659177
"112",55.290001,55.400002,54.34,54.5,768900,53.995382
"113",54.580002,55.150002,54.25,55.110001,1003200,54.599735
"114",55.110001,55.189999,54.669998,55.110001,865600,54.599735
"115",55.18,55.380001,54.810001,55.290001,630500,54.778068
"116",55.110001,55.139999,54.639999,54.830002,535800,54.322328
"117",55.27,55.400002,54.009998,54.330002,1190200,53.826958
"118",54.490002,54.529999,53.919998,54.130001,1572400,53.628809
"119",53.16,53.540001,51.299999,51.32,4044500,50.844826
"120",51.32,52.830002,51.32,52.720001,1655200,52.231864
"121",52.830002,53.779999,52.759998,53.080002,723800,52.588532
"122",53.040001,53.540001,52.830002,52.84,835700,52.350752
"123",52.709999,52.970001,52.259998,52.759998,1578900,52.271491
"124",52.57,52.830002,52.240002,52.740002,1052900,52.25168
"125",52.740002,52.810001,52.349998,52.5,633900,52.0139
"126",52.5,52.869999,52.5,52.77,670500,52.281401
"127",52.790001,53.599998,52.790001,52.919998,733100,52.43001
"128",52.5,52.82,52.040001,52.279999,635800,51.795936
"129",51.970001,52.419998,51.389999,51.419998,706200,50.943898
"130",51.5,52.330002,51.5,51.869999,665900,51.389732
"131",51.52,51.889999,50.959999,50.959999,542300,50.488158
"132",51.119999,51.25,50.09,50.75,930800,50.280103
"133",50.669998,51.459999,50.119999,50.139999,782800,49.675751
"134",50.34,51.040001,50.060001,50.869999,806100,50.398991
"135",51.369999,52.09,51.259998,52.029999,859900,51.548251
"136",52.220001,52.540001,52.040001,52.279999,931300,51.795936
"137",52.5,53.040001,52.5,52.950001,543000,52.459734
"138",53.150002,53.470001,53.07,53.25,465000,52.756956
"139",53.310001,53.389999,53.080002,53.080002,169500,52.588532
"140",53.18,53.470001,52.959999,53,241400,52.509271
"141",52.93,53.360001,52.57,53.18,449900,52.687604
"142",53.07,53.299999,52.919998,53.029999,350200,52.538992
"143",53.139999,53.189999,52.060001,52.099998,372900,51.617602
"144",52.16,52.349998,51.34,51.619999,443200,51.142047
"145",51.330002,51.540001,50.610001,50.700001,691400,50.230567
"146",50.93,51.130001,50.18,50.32,1280800,49.854085
"147",50.689999,51.360001,50.689999,51.139999,1260400,50.666492
"148",51.490002,51.869999,51.369999,51.689999,961900,51.211399
"149",51.939999,52.220001,51.189999,51.279999,694600,50.805195
"150",51.299999,51.490002,50.41,50.52,619100,50.052233
"151",50.75,51.25,50.349998,50.700001,789100,50.230567
"152",50.360001,50.68,50.150002,50.59,812100,50.121585
"153",50.669998,51.189999,50.349998,50.939999,910000,50.71898
"154",50.950001,51.549999,50.919998,51.490002,788600,51.266597
"155",51.639999,51.98,51.09,51.959999,631100,51.734555
"156",51.889999,53.049999,51.68,52.990002,1394500,52.760089
"157",53.009998,53.75,52.299999,53.73,930300,53.496876
"158",53.68,54.080002,53.209999,53.349998,666300,53.118523
"159",53.419998,53.5,52.919998,53.259998,633100,53.028914
"160",52.849998,53.16,52.619999,52.939999,549900,52.710303
"161",53.080002,53.560001,52.299999,52.400002,616300,52.172648
"162",52.57,52.650002,51.75,52.540001,652100,52.31204
"163",52.240002,52.59,51.07,51.220001,1784600,50.997768
"164",50.41,51.790001,50.130001,51.740002,1059500,51.515512
"165",51.959999,52.470001,51.810001,52.27,900700,52.043211
"166",52.169998,54.189999,52.130001,53.959999,1658100,53.725877
"167",53.959999,54.029999,53.27,54.009998,879800,53.77566
"168",53.939999,54,53.400002,53.580002,864700,53.347529
"169",53.43,53.580002,53.02,53.09,589400,52.859653
"170",53.380001,54.189999,53.240002,54.060001,527700,53.825446
"171",54.299999,54.400002,53.41,53.93,561800,53.696009
"172",53.939999,54.18,53.529999,54.169998,854700,53.934965
