"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"204",163.320007,164.089996,159.720001,159.850006,3111000,159.065897
"205",159.369995,159.389999,154.639999,157.100006,5135000,156.329386
"206",157.119995,158.179993,155.029999,155.880005,3015200,155.115369
"207",154.800003,157.270004,154.600006,155.279999,3185700,154.518306
"208",155.619995,159.470001,155.279999,157.279999,2942600,156.508496
"209",157.679993,160.990005,157.660004,160.330002,3031200,159.543538
"210",161.229996,161.800003,159.070007,161.490005,2860600,160.697851
"211",161.589996,163.690002,160.309998,163.380005,2407200,162.57858
"212",162.820007,164.720001,162.339996,162.490005,1767700,161.692946
"213",162.5,163.470001,160.559998,162.570007,2099400,161.772555
"214",163.119995,165.910004,162.860001,165.470001,3659300,164.658324
"215",166.399994,167.639999,165.070007,166.869995,3085600,166.05145
"216",165,165.5,161.720001,163.580002,4249700,162.777596
"217",164.639999,166.050003,163.059998,165.970001,2760900,165.155871
"218",167.089996,168.880005,167.070007,168.460007,3794800,167.633663
"219",173.039993,173.600006,167.009995,169.100006,5352200,168.270523
"220",167.940002,169.550003,166.580002,169.169998,3668100,168.340171
"221",168.149994,169.25,166.059998,167.910004,2548300,167.086357
"222",168.490005,168.720001,161.550003,162.380005,4386200,161.583485
"223",162.149994,165.300003,160.630005,162.490005,4262800,161.692946
"224",161.279999,163.460007,159.529999,160.979996,3281800,160.190343
"225",159.839996,161.710007,156.470001,157.910004,4444300,157.13541
"226",159.5,161.690002,158.649994,160.360001,3259800,159.573389
"227",161.5,163.960007,161.449997,162.110001,3496200,161.314805
"228",161.309998,162.190002,159.240005,159.440002,3086000,158.657904
"229",160,160.389999,156.649994,158.949997,3762700,158.170302
"230",159.240005,159.820007,157.199997,157.899994,4374000,157.12545
"231",159.779999,162.860001,159.130005,162.339996,4664200,161.543673
"232",162.309998,162.990005,161,161.050003,2723800,160.260007
"233",159,159.259995,155.710007,158.240005,4359700,158.240005
"234",159.740005,161.240005,157.649994,158.389999,2727000,158.389999
"235",159.899994,162.160004,158.190002,161.979996,2717500,161.979996
"236",163.270004,163.630005,161.679993,162.360001,2384600,162.360001
"237",161.699997,163.899994,161.270004,163.440002,2153900,163.440002
"238",163.860001,164.119995,162.460007,163.559998,1746600,163.559998
"239",163.970001,165.589996,162.399994,163.979996,2027300,163.979996
"240",163.520004,164.729996,162.820007,163.839996,2156600,163.839996
"241",163.580002,164.570007,163.029999,163.580002,1636000,163.580002
"242",160.649994,162.460007,158,159.009995,4078300,159.009995
"243",159.960007,161,159.279999,160.440002,3336300,160.440002
"244",159.600006,159.600006,155.830002,157.350006,4205300,157.350006
"245",156.789993,157.970001,155.580002,156.259995,4404200,156.259995
"246",157.589996,158,155.5,157.029999,2849800,157.029999
"247",156.880005,157.970001,154.800003,156.440002,2497200,156.440002
"248",157.449997,157.860001,156.399994,157.130005,2160500,157.130005
"249",156.600006,158.470001,156.300003,158.089996,3909600,158.089996
"250",158.5,159.399994,156.029999,157.25,3431100,157.25
"251",157.300003,158.470001,155.630005,156.470001,2081700,156.470001
"252",156.550003,157.110001,153.910004,154.800003,2691900,154.800003
"253",153.399994,155.880005,150.850006,155.550003,5953500,155.550003
