"","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"1",560.512546,563.602502,557.902544,560.552511,1351700,560.552511
"2",558.002549,559.882522,555.022514,558.842561,1100100,558.842561
"3",557.302509,557.992512,548.462531,551.352476,1458500,551.352476
"4",552.262503,552.302469,545.562488,551.762536,1220500,551.762536
"5",549.262515,549.62245,541.522477,544.282488,1702600,544.282488
"6",544.202496,545.32245,539.33245,543.012465,1444600,543.012465
"7",544.862448,553.562516,544.002484,553.372481,1741800,553.372481
"8",554.242482,555.0025,548.512473,554.902556,2456800,554.902556
"9",556.852484,557.582513,550.394526,556.362492,4508300,556.362492
"10",555.152509,565.002582,554.252519,564.952579,1536800,564.952579
"11",565.192556,572.648612,561.012574,564.622572,2207100,564.622572
"12",565.262572,579.962616,565.222546,578.652627,1969400,578.652627
"13",581.002639,582.45266,571.852545,576.002598,1742000,576.002598
"14",577.182592,579.872648,573.802595,577.242632,2236900,577.242632
"15",578.662603,579.572631,574.752588,575.282606,1313800,575.282606
"16",578.32262,584.402649,576.652635,582.672624,1448000,582.672624
"17",583.352589,585.442672,580.392628,582.33766,1056400,582.33766
"18",583.352589,585.01266,580.922585,584.732656,714200,584.732656
"19",583.76265,586.432631,579.592644,582.252649,1064600,582.252649
"20",577.662607,579.530645,566.137592,571.092587,1909500,571.092587
"21",571.582578,576.72259,569.378536,576.082652,1116800,576.082652
"22",565.912548,576.592656,565.012558,571.102563,1356700,571.102563
"23",571.912585,580.85263,571.422594,579.182645,1621700,579.182645
"24",582.602608,585.212671,578.032641,584.872627,1854100,584.872627
"25",585.742628,585.807626,576.562606,584.782659,1623000,584.782659
"26",588.002671,588.402694,582.202646,582.662587,1397100,582.662587
"27",579.532665,580.992601,568.61258,573.732579,3016600,573.732579
"28",593.002712,596.802684,582.002635,595.082696,4014200,595.082696
"29",591.752702,594.402731,585.235622,589.472645,2062100,589.472645
"30",590.722655,599.652725,590.602636,594.742652,1699200,594.742652
"31",593.232652,597.852683,592.502683,595.982686,1233200,595.982686
"32",596.452725,599.502716,591.772715,593.352671,1035100,593.352671
"33",590.402686,591.862684,587.032665,589.022681,932500,589.022681
"34",588.072688,592.502683,584.755668,590.602636,986800,590.602636
"35",588.752653,589.702707,583.517654,585.612633,1349900,585.612633
"36",586.55265,589.502696,584.002627,587.42265,1016500,587.42265
"37",580.602616,583.652668,570.002561,571.60253,2102800,571.60253
"38",570.402584,575.962633,562.85252,566.072594,1955300,566.072594
"39",569.042531,575.352561,564.102531,573.152619,1427300,573.152619
"40",570.052564,571.982601,562.612543,565.072598,1551200,565.072598
"41",561.782569,570.702601,560.002541,566.376589,1334400,566.376589
"42",568.00257,569.89258,561.102482,563.362525,1110900,563.362525
"43",563.562536,570.252576,560.3525,568.772626,1494800,568.772626
"44",569.992585,570.492553,566.002578,567.882551,1214700,567.882551
"45",564.522567,565.902572,560.882579,562.732562,1542000,562.732562
"46",567.312567,575.002602,565.752564,574.782639,1441800,574.782639
"47",576.182596,577.902645,570.882599,574.652643,985500,574.652643
"48",577.862619,579.382595,570.522603,573.482564,1519200,573.482564
"49",576.11258,584.512631,576.002598,582.162619,1284100,582.162619
"50",585.002622,587.342658,584.002627,586.862643,978700,586.862643
"51",585.88266,586.702658,582.572618,584.492618,1036700,584.492618
"52",583.822628,584.502655,581.142671,583.372664,914800,583.372664
"53",583.592689,585.238682,580.642643,582.562642,789100,582.562642
"54",584.722619,585.002622,579.002647,580.202654,1361400,580.202654
"55",581.262629,581.802623,576.582619,577.862619,1639700,577.862619
"56",577.272622,578.492581,570.105627,571.002557,1703400,571.002557
"57",569.562573,573.252563,567.102518,569.202577,1292900,569.202577
"58",571.332625,572.04258,567.07155,571.60253,1083800,571.60253
"59",571.852545,577.832629,571.192593,577.332662,1578400,577.332662
"60",580.002643,582.992655,575.002602,577.942611,1215100,577.942611
"61",580.002643,586.00268,579.222611,581.982621,1458200,581.982621
"62",583.982613,586.55265,581.952632,586.082672,1632400,586.082672
"63",586.602653,591.772715,586.302635,589.722659,1431000,589.722659
"64",588.902723,589.002667,580.002643,581.012615,1287200,581.012615
"65",581.502606,583.502659,576.942615,583.102636,977400,583.102636
"66",580.362639,581.812599,576.262588,581.352598,1221000,581.352598
"67",581.002639,581.642639,574.462608,575.622589,1601700,575.622589
"68",572.94257,574.952599,568.212618,573.102555,1597600,573.102555
"69",572.762572,581.502606,572.662566,579.95264,1480400,579.95264
"70",580.012619,587.522656,578.777665,584.772683,1692800,584.772683
"71",587.002675,589.542661,585.002622,589.272695,1444600,589.272695
"72",591.502688,596.482654,589.502696,596.082692,3736600,596.082692
"73",593.82271,593.951665,583.462694,587.372648,1689500,587.372648
"74",586.852606,586.852606,581.002639,581.132634,1471400,581.132634
"75",581.462641,589.632691,580.522624,587.992634,1728100,587.992634
"76",587.552646,587.982658,574.182604,575.062581,1926000,575.062581
"77",576.062638,579.2526,574.662558,577.1026,1443700,577.1026
"78",571.7526,578.192625,571.172579,576.362594,1282400,576.362594
"79",576.932578,579.852634,572.852541,577.36259,1621700,577.36259
"80",576.012635,577.582615,567.01255,568.272597,1445500,568.272597
"81",567.312567,571.912585,563.322559,570.082615,1178400,570.082615
"82",573.052613,577.227576,572.502582,575.282606,1141700,575.282606
"83",578.802574,581.002639,574.442595,577.352614,1214600,577.352614
"84",574.402629,575.27263,563.742534,563.742534,1911300,563.742534
"85",565.572566,573.882587,557.492484,572.502582,1990900,572.502582
"86",571.182555,571.492549,559.062524,560.882579,2524800,560.882579
"87",557.722484,565.132577,544.052426,544.492476,3081900,544.492476
"88",544.992443,549.502492,533.102413,533.212456,2581700,533.212456
"89",538.902438,547.192507,533.172368,537.942408,2222600,537.942408
"90",531.012391,532.802396,518.302363,530.032409,3719400,530.032409
"91",519.002342,529.432374,515.002358,524.512387,3708600,524.512387
"92",527.252385,530.982402,508.532313,511.172335,5539400,511.172335
"93",509.452317,521.762353,508.102301,520.84241,2607500,520.84241
"94",525.192353,526.792383,519.112324,526.542369,2336300,526.542369
"95",529.892437,539.802428,528.802351,532.712427,2919300,532.712427
"96",539.322474,547.222436,535.852386,543.98241,2348800,543.98241
"97",544.36248,544.882461,535.792407,539.782476,1973100,539.782476
"98",537.032441,544.412422,537.032441,540.772496,1185300,540.772496
"99",543.002488,548.98245,541.622422,548.902519,1271000,548.902519
