"","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"100",550.00246,554.19254,546.982459,549.332532,1770500,549.332532
"101",548.952522,552.802497,543.512493,550.312514,1455500,550.312514
"102",559.352504,559.572529,554.752486,559.082538,2035100,559.082538
"103",555.502529,557.902544,553.23251,555.222464,1382300,555.222464
"104",553.002509,555.502529,549.302481,554.112486,1244200,554.112486
"105",556.802481,556.802481,544.052426,545.922423,2032300,545.922423
"106",545.502448,546.887472,540.972385,542.042458,1333300,542.042458
"107",546.212525,546.212525,538.672437,541.012473,1633800,541.012473
"108",541.462498,549.592522,541.022449,547.492463,1134600,547.492463
"109",548.492459,551.942473,546.302493,550.29244,965500,550.29244
"110",550.392507,550.462523,545.172441,547.312465,1129400,547.312465
"111",549.802448,549.802448,543.482442,545.38249,1339400,545.38249
"112",546.682442,546.682442,542.152501,544.402507,1289200,544.402507
"113",543.582448,543.792436,534.063361,536.512461,1725800,536.512461
"114",537.502419,541.942452,534.172425,535.032449,1962700,535.032449
"115",535.002399,538.242425,530.082412,536.992415,1391600,536.992415
"116",531.252429,535.112381,531.082408,534.832438,1562000,534.832438
"117",541.612446,542.142464,536.562402,537.502419,2223700,537.502419
"118",537.652489,542.702471,535.622446,539.272471,1706000,539.272471
"119",539.002444,543.98241,538.60444,541.082489,1789100,541.082489
"120",540.882478,541.552406,537.044437,540.372412,1523000,540.372412
"121",540.622426,542.002431,536.602429,541.832471,1148300,541.832471
"122",538.902438,541.412434,531.862379,533.802391,2115400,533.802391
"123",533.512412,535.502427,529.802408,533.752389,1525800,533.752389
"124",531.442404,535.998416,529.262414,531.322384,1278000,531.322384
"125",531.1624,537.342434,528.592424,537.312445,1392100,537.312445
"126",531.002415,532.892425,524.282386,525.262369,2565600,525.262369
"127",527.132366,531.002415,523.792334,526.982357,2329400,526.982357
"128",522.142362,534.192438,520.502366,533.37244,1871300,533.37244
"129",533.082399,536.332463,525.562386,526.062353,1712300,526.062353
"130",527.802355,533.922411,527.102376,528.34241,1610800,528.34241
"131",523.512391,528.502395,518.662298,518.662298,1994600,518.662298
"132",522.742335,523.102331,513.272333,513.80229,2813400,513.80229
"133",511.562321,513.052308,489.00222,495.392273,3964300,495.392273
"134",497.002248,507.002299,496.812244,504.892295,2883200,504.892295
"135",512.952333,513.872306,504.70229,511.102319,2926700,511.102319
"136",511.512318,517.722342,506.91331,516.352313,3690200,516.352313
"137",516.082347,526.462376,516.082347,524.872383,2723800,524.872383
"138",527.00237,534.56241,526.292354,530.592416,2197600,530.592416
"139",530.512424,531.761394,527.022384,528.772422,705900,528.772422
"140",528.772422,534.252417,527.312364,534.032454,1036000,534.032454
"141",532.192446,535.482414,530.013375,530.332426,2278500,530.332426
"142",528.092396,531.152424,527.132366,530.422394,876300,530.422394
"143",531.252429,532.602384,525.802363,526.402397,1368200,526.402397
"144",529.012399,531.272443,524.102327,524.812404,1447600,524.812404
"145",523.262377,524.332389,513.062315,513.872306,2059800,513.872306
"146",515.002358,516.177334,501.052266,501.962262,2899900,501.962262
"147",507.002299,507.246285,499.652247,501.102268,2065100,501.102268
"148",497.992238,503.4823,491.002212,502.682255,3353600,502.682255
"149",504.7623,504.922285,494.792239,496.172274,2069400,496.172274
"150",494.942247,495.978261,487.562205,492.552209,2322400,492.552209
"151",498.842256,502.982302,492.392254,496.182251,2370500,496.182251
"152",494.652237,503.232286,493.002234,500.872267,2235700,500.872267
"153",505.572291,505.682273,497.762267,501.792271,2715800,501.792271
"154",500.012273,508.1923,500.002267,508.082288,2298300,508.082288
"155",511.002313,512.502307,506.018277,506.902294,2227900,506.902294
"156",507.252283,519.282407,506.202315,518.042312,2268700,518.042312
"157",521.482349,536.332463,519.702382,534.39245,2676900,534.39245
"158",535.592457,542.172453,533.002407,539.952437,2281700,539.952437
"159",538.532466,539.002444,529.672413,535.212448,1543700,535.212448
"160",529.972369,530.702398,518.192381,518.63237,1904000,518.63237
"161",522.782423,522.992349,510.002318,510.002318,1683800,510.002318
"162",511.002313,511.092313,501.202274,510.662331,4186400,510.662331
"163",515.862322,539.872444,515.522339,534.522445,5606400,534.522445
"164",531.732383,533.002407,518.552316,528.482381,2849800,528.482381
"165",528.002366,533.40243,523.262377,529.2424,2038700,529.2424
"166",529.2424,532.67442,521.272361,522.762349,1663700,522.762349
"167",523.792334,528.502395,522.092359,527.582391,1849800,527.582391
"168",527.642431,537.202463,526.412373,531.002415,1749400,531.002415
"169",528.002366,532.002411,526.022388,527.832406,1267800,527.832406
"170",529.302379,537.702431,526.922378,536.942412,1749900,536.942412
"171",535.302416,538.452473,533.380397,535.972405,1377800,535.972405
"172",537.252405,544.822482,534.675391,542.932472,1620200,542.932472
"173",543.352447,549.912491,543.132484,549.012501,1900300,549.012501
"174",546.832511,550.00246,541.092465,542.842504,1616800,542.842504
"175",541.402458,545.492471,537.512456,539.702422,1453100,539.702422
"176",538.042413,543.11247,538.012424,542.872432,989100,542.872432
"177",543.132484,543.75247,535.802444,538.952441,1444400,538.952441
"178",536.052398,536.441465,529.412361,531.912381,1457900,531.912381
"179",530.002419,536.792403,528.252381,536.092424,1005100,536.092424
"180",535.90245,546.22244,535.447406,543.872489,1826000,543.872489
"181",543.212476,556.142529,541.502464,555.482516,2311500,555.482516
"182",554.242482,564.712602,552.902503,558.402572,2410200,558.402572
"183",560.532559,572.152623,558.752531,571.342601,2129600,571.342601
"184",570.452587,575.392649,566.522559,573.64261,1704800,573.64261
"185",571.872558,577.112576,568.012607,573.372583,1876800,573.372583
"186",575.022616,577.912621,573.412548,575.332609,1389600,575.332609
"187",574.882583,576.682625,566.762597,567.687558,1659100,567.687558
"188",566.862541,570.272589,563.537504,568.852557,1062100,568.852557
"189",564.252539,564.852512,554.732473,555.012538,1792300,555.012538
"190",555.142533,558.142521,550.682486,551.182515,1820800,551.182515
"191",553.512513,556.37253,550.462523,555.512505,1389600,555.512505
"192",553.502537,558.402572,544.222448,547.322503,1703600,547.322503
"193",550.952514,556.852484,546.002476,554.512509,1641000,554.512509
"194",551.712533,553.802493,548.002468,550.842532,1805500,550.842532
"195",552.50248,559.782578,547.002472,559.502513,2134500,559.502513
"196",559.392531,560.802526,556.147548,557.992512,1197300,557.992512
"197",561.652574,561.722529,559.052548,560.362537,2616900,560.362537
"198",560.432554,562.362529,555.832536,558.81251,1643800,558.81251
"199",562.562541,574.592603,561.212586,570.192597,2583300,570.192597
"200",570.50259,572.262605,558.742494,558.787478,2152300,558.787478
"201",557.59255,558.90254,550.652497,555.172522,1572600,555.172522
"202",553.002509,555.282565,548.132463,548.342512,1897500,548.342512
"203",551.622503,553.472487,548.17249,552.032502,1287500,552.032502
"204",550.00246,554.712521,546.722468,548.002468,1588000,548.002468
"205",548.602441,551.142488,539.502472,542.562439,1963100,542.562439
"206",540.852427,540.852427,533.849395,535.532478,1716400,535.532478
"207",532.222375,538.412385,529.572407,536.767432,1324400,536.767432
"208",538.08244,542.692434,536.002395,537.022465,1302900,537.022465
"209",538.382457,543.852415,538.382457,541.612446,1178500,541.612446
"210",541.032486,541.95249,535.49239,540.782472,1557900,540.782472
"211",542.292411,542.292411,537.312445,540.012477,1409500,540.012477
"212",538.412385,544.062463,537.312445,539.172404,1645300,539.172404
"213",536.252409,537.572435,528.094354,530.392405,2604100,530.392405
"214",528.702406,534.732432,523.22235,532.532429,2318800,532.532429
"215",529.902414,535.592457,529.612373,533.802391,1299900,533.802391
"216",528.662379,529.842435,521.012371,524.052386,2144100,524.052386
"217",525.602352,536.092424,524.50235,535.382408,1679300,535.382408
"218",537.512456,539.392429,533.677415,533.972413,1844800,533.972413
"219",534.402426,541.082489,531.752397,539.367458,1593600,539.367458
"220",541.002435,550.96249,540.23244,547.002472,4184900,547.002472
"221",566.102522,571.14259,557.252507,565.062561,4932500,565.062561
"222",563.390015,565.950012,553.200012,555.369995,2398000,555.369995
"223",554.640015,556.02002,550.366028,553.679993,1491000,553.679993
"224",550.469971,553.679993,546.905029,549.080017,1698800,549.080017
"225",547.869995,548.590027,535.049988,537.340027,2082200,537.340027
"226",538.429993,539.539978,532.099976,537.900024,1768200,537.900024
"227",538.530029,544.070007,535.059998,540.780029,1308000,540.780029
"228",538.210022,539.73999,530.390991,530.799988,1383100,530.799988
"229",531.23999,532.380005,521.085022,524.219971,1567000,524.219971
"230",523.98999,533.460022,521.75,530.700012,1546300,530.700012
"231",536.650024,541.150024,525,538.219971,1527600,538.219971
"232",538.369995,541.97998,535.400024,535.700012,905300,535.700012
"233",531.599976,533.208984,525.26001,529.039978,1625400,529.039978
"234",530.559998,534.322021,528.655029,529.619995,1252300,529.619995
"235",533.77002,539,532.409973,538.400024,1399100,538.400024
"236",539.179993,539.273987,530.380005,533.849976,1962700,533.849976
"237",532.01001,534.820007,528.849976,532.299988,1998600,532.299988
"238",533.97998,540.659973,533.039978,537.359985,1963300,537.359985
"239",538.48999,542.919983,532.971985,539.27002,1429100,539.27002
"240",537.950012,543.840027,535.97998,542.51001,1461400,542.51001
"241",540.150024,544.190002,539.51001,540.109985,1173300,540.109985
"242",538.119995,539,529.880005,532.320007,2403400,532.320007
"243",532.799988,540.549988,531.710022,539.789978,1520400,539.789978
"244",538.01001,540.609985,536.25,539.780029,1027900,539.780029
"245",537.369995,538.630005,531.450012,532.109985,2584900,532.109985
"246",536.789978,536.789978,529.76001,533.98999,1899600,533.98999
"247",532.929993,543,531.330017,539.179993,1934700,539.179993
"248",539.909973,543.5,537.109985,540.309998,1714500,540.309998
"249",537.76001,540.590027,534.320007,536.700012,1335600,536.700012
"250",536.349976,537.200012,532.52002,533.330017,1375000,533.330017
"251",533.309998,534.119995,526.23999,526.830017,1520600,526.830017
"252",527.559998,529.200012,523.01001,526.690002,1441600,526.690002
"253",529.359985,538.359985,529.349976,536.690002,1811400,536.690002
