"","SNA.Open","SNA.High","SNA.Low","SNA.Close","SNA.Volume","SNA.Adjusted"
"1",118.860001,118.870003,117.690002,118.540001,166800,116.842308
"2",118.050003,118.050003,117.300003,117.839996,101900,116.152329
"3",117.68,117.839996,116.480003,116.660004,140000,114.989236
"4",117.239998,117.410004,116.480003,116.82,115500,115.14694
"5",116.43,116.75,115.830002,116.580002,132400,114.91038
"6",116.160004,117.919998,116.160004,117.769997,236900,116.083332
"7",117.669998,118.720001,116.82,118.650002,231400,116.950734
"8",118.510002,118.849998,117.25,118.739998,168400,117.039441
"9",118.940002,119.459999,118.379997,119.459999,605900,117.749131
"10",119.529999,119.57,118,118.269997,220100,116.576171
"11",118.010002,118.82,117.169998,117.239998,351300,115.560924
"12",117.089996,118.220001,116.739998,118.110001,200300,116.418466
"13",118.010002,118.349998,116.82,118.269997,180400,116.576171
"14",117.889999,119,117.889999,118.650002,278300,116.950734
"15",118.510002,118.849998,117.769997,118.519997,218200,116.822591
"16",118.660004,120,118.269997,119.629997,194300,117.916694
"17",119.379997,120.400002,118.769997,119.309998,196500,117.601277
"18",119.720001,120.440002,119.610001,120.360001,89700,118.636243
"19",119.599998,120.220001,118.82,119.410004,182100,117.699851
"20",119.309998,119.330002,118.290001,118.769997,176400,117.06901
"21",119.290001,119.370003,118.839996,119.18,175700,117.473142
"22",117.43,118.43,117.360001,117.839996,144400,116.152329
"23",118.050003,118.199997,117.489998,118.169998,224100,116.477605
"24",119.129997,119.980003,118.660004,119.169998,326200,117.463283
"25",118.690002,119.779999,118.190002,118.470001,334200,116.773311
"26",119,119.529999,118.120003,119.040001,331100,117.335148
"27",123,126.589996,122.510002,123.870003,969800,122.095976
"28",124.019997,124.769997,123.5,123.629997,689700,121.859407
"29",122.730003,123.760002,122.730003,122.93,384800,121.169436
"30",123.690002,124.459999,123.349998,123.650002,371300,121.879125
"31",123.800003,124.029999,122.919998,123.300003,378000,121.534139
"32",123.589996,123.760002,122.629997,123.529999,423900,121.760841
"33",123.709999,124.879997,123.339996,124.669998,387900,122.884514
"34",124.300003,125.010002,123.410004,124.330002,558800,122.549387
"35",124.599998,125.110001,123.589996,123.610001,587400,121.839697
"36",123.839996,124.279999,122.050003,123.040001,319600,121.277861
"37",121.959999,122.339996,120.110001,120.199997,379000,118.47853
"38",120.18,120.620003,118.410004,119.75,396300,118.034978
"39",120.209999,121.480003,119.330002,121.190002,651900,119.454357
"40",120.699997,121.199997,119.059998,119.440002,384000,117.72942
"41",119,119.370003,118.279999,118.959999,446100,117.256291
"42",119.709999,119.709999,118.760002,119.169998,368300,117.463283
"43",119.300003,121.279999,118.949997,121.239998,279000,119.503637
"44",121.709999,122.449997,121.419998,121.75,201800,120.006335
"45",121.93,122.82,121.82,122.279999,262900,120.528743
"46",122.730003,123.889999,122.410004,123.589996,307300,121.819979
"47",123.849998,124.57,123.809998,124.550003,247600,122.766237
"48",125,125,123.07,123.849998,376700,122.076258
"49",124.510002,125.18,124.040001,125.029999,165500,123.239359
"50",125.120003,125.839996,125.040001,125.449997,207000,123.653342
"51",125.470001,126.599998,125.169998,126.339996,266300,124.530595
"52",125.760002,126.209999,125.110001,126,259200,124.629511
"53",125.75,125.940002,124.809998,125,292300,123.640388
"54",125.449997,126,124.910004,125.849998,161200,124.481141
"55",125.690002,125.949997,124.919998,125.019997,183900,123.660167
"56",124.989998,125.220001,124.330002,124.949997,192600,123.590929
"57",124.660004,125.400002,123.879997,125.230003,221000,123.86789
"58",125.440002,125.5,124.669998,124.949997,308900,123.590929
"59",125.290001,125.870003,124.82,125.43,428500,124.065711
"60",126,126.339996,125.610001,126.080002,412800,124.708643
"61",126.290001,127.32,125.660004,126.010002,261800,124.639405
"62",126.019997,127.019997,125.139999,127.010002,241900,125.628528
"63",126.870003,126.970001,125.07,125.629997,471800,124.263533
"64",125.75,126.059998,124.940002,124.989998,350600,123.630495
"65",125.160004,125.660004,124.269997,125.290001,216400,123.927235
"66",124.959999,125.470001,124.690002,125.220001,366100,123.857997
"67",125.269997,125.870003,124.900002,125.730003,388400,124.362451
"68",125.599998,125.769997,124.830002,125.360001,203800,123.996473
"69",125.389999,126.160004,124.400002,125.839996,260400,124.471248
"70",126.260002,126.449997,124.300003,124.989998,295000,123.630495
"71",125.260002,126,124.550003,125.330002,374700,123.966801
"72",126.220001,126.220001,123.610001,123.849998,577500,122.502895
"73",123.459999,123.459999,122.370003,122.82,286000,121.4841
"74",122.669998,123.269997,121.900002,121.919998,366900,120.593887
"75",121.970001,123.160004,121.449997,122.919998,355300,121.58301
"76",122.419998,122.419998,120.540001,120.629997,337600,119.317918
"77",121.209999,122.080002,120.639999,121.75,307500,120.425738
"78",120.760002,121.559998,120.540001,121.379997,309400,120.05976
"79",121.050003,121.68,120.43,121.080002,415100,119.763027
"80",120.980003,120.980003,118.139999,118.529999,461300,117.240761
"81",118.68,119.440002,117.470001,118.419998,312000,117.131956
"82",119,120.919998,118.889999,120.900002,412300,119.584985
"83",121,121.839996,120.610001,120.879997,479000,119.565198
"84",120.040001,120.400002,118.169998,118.25,289500,116.963807
"85",118.019997,120.300003,117.300003,120.110001,304700,118.803577
"86",120.589996,120.739998,117.580002,117.800003,298700,116.518705
"87",118.010002,118.010002,115.760002,115.779999,320500,114.520672
"88",116,116.519997,113.190002,113.279999,515600,112.047864
"89",113.730003,116.239998,113.730003,114.699997,350000,113.452417
"90",112.870003,115.050003,111.279999,114.540001,679400,113.294161
"91",115.360001,122.660004,113.82,121.849998,1089900,120.524649
"92",121.739998,123.080002,120.790001,122.349998,819000,121.019211
"93",122.43,124.489998,121.980003,124.360001,551100,123.00735
"94",125,127.809998,124.919998,127.790001,539500,126.400043
"95",128.009995,128.649994,125.599998,125.650002,524100,124.28332
"96",127.370003,128.789993,127.150002,127.629997,479300,126.241779
"97",127.769997,128.649994,126.910004,128.240005,292300,126.845153
"98",127.470001,128.009995,126.720001,127.949997,220800,126.558298
"99",128.649994,130.279999,128.649994,130.179993,360800,128.764039
"100",130.169998,130.759995,128.160004,129.419998,309900,128.012311
"101",128.929993,135.699997,125,130.5,304500,129.080565
"102",132.410004,132.410004,130.869995,132.139999,332500,130.702727
"103",131.770004,133.259995,131.369995,132.619995,255100,131.177501
"104",132.130005,133.119995,131.800003,132.809998,331800,131.365437
"105",133.869995,134.369995,133,134.350006,279500,132.888695
"106",134.449997,135.720001,133.960007,135.600006,367800,134.125099
"107",136.539993,137.429993,134.139999,135.119995,898400,133.650309
"108",135.119995,136.059998,134.509995,135.759995,442700,134.283347
"109",135.949997,136.419998,134.919998,135.710007,325800,134.233903
"110",135.929993,136.410004,134.970001,136.039993,326000,134.560301
"111",135.740005,136.220001,134.770004,135.580002,318300,134.105313
"112",134.990005,135.809998,134.389999,135.339996,436600,133.867918
"113",134.690002,135.289993,134.190002,134.889999,372800,133.422815
"114",135,136.490005,134.75,136.020004,272100,134.540529
"115",135.729996,136.300003,134.5,135.779999,402200,134.303134
"116",134.759995,136.460007,134.559998,136.289993,296600,135.335846
"117",137.539993,137.830002,135.039993,135.720001,483300,134.769844
"118",136,137,135.820007,136.5,327500,135.544382
"119",136.029999,137.059998,134.339996,135.729996,2065500,134.779769
"120",135.839996,136.169998,134.839996,136.080002,264400,135.127324
"121",136.320007,136.75,134.639999,135.330002,181000,134.382575
"122",135,135.330002,133.380005,133.470001,368400,132.535596
"123",134.089996,135.5,133.649994,135.330002,274300,134.382575
"124",135.899994,137.770004,135.539993,137.509995,290400,136.547306
"125",137.25,137.580002,136.029999,136.550003,198700,135.594035
"126",136.559998,137.449997,136.339996,136.770004,281100,135.812496
"127",136.830002,137.559998,135.389999,135.919998,252800,134.968441
"128",134,136.389999,133.990005,136.270004,230200,135.315997
"129",135.570007,136.449997,134.169998,134.660004,275800,133.717267
"130",135.029999,136.75,134.419998,134.699997,258400,133.756981
"131",133.949997,134.460007,132.539993,132.649994,491500,131.721329
"132",133.529999,134.429993,131.929993,132.570007,283000,131.641903
"133",132.289993,135.080002,132.289993,132.529999,300800,131.602174
"134",132.860001,134.419998,131.380005,134.229996,304900,133.29027
"135",136.369995,136.960007,135.309998,136.949997,396100,135.991229
"136",137.770004,137.830002,136.669998,136.960007,488100,136.001168
"137",137.440002,138,136.979996,137.949997,201500,136.984228
"138",138.330002,139.490005,137.949997,139.089996,166700,138.116246
"139",139.350006,139.589996,138.820007,139.089996,63700,138.116246
"140",139.419998,140.220001,139.289993,139.350006,96800,138.374436
"141",139.320007,139.979996,138.729996,138.970001,210700,137.997091
"142",138.649994,138.979996,137.919998,138.199997,155400,137.232478
"143",138.740005,139.169998,136.559998,136.740005,212000,135.782707
"144",136.850006,137.690002,134.820007,136.289993,219300,135.335846
"145",135.240005,136.039993,133.710007,133.839996,437300,132.903001
"146",133.839996,134.570007,131.770004,133.429993,441500,132.495868
"147",134.149994,135.070007,133.5,134.270004,327100,133.329998
"148",135.149994,137.5,135.149994,137.330002,273800,136.368573
"149",137.580002,138.029999,135.630005,135.729996,227200,134.779769
"150",135.619995,136.270004,133.559998,134,281700,133.061884
"151",135.130005,136.529999,132.649994,133.869995,285500,132.93279
"152",132.770004,134.899994,132.639999,134.789993,390600,133.846347
"153",134.789993,135.759995,133,133.220001,270300,132.287346
"154",133.039993,133.389999,131.100006,132.559998,458600,131.631963
"155",132.800003,133.389999,131.229996,132.75,240500,131.820635
"156",132.220001,134.139999,131.649994,133.800003,298200,132.863287
"157",134.039993,135.289993,133.380005,134.880005,349100,133.935728
"158",134.929993,135.369995,134.190002,134.339996,219900,133.3995
"159",133.960007,135.220001,133.559998,134.899994,258400,133.955577
"160",133.520004,134.179993,132.25,133.149994,262900,132.217829
"161",133.470001,134.289993,131.809998,132.020004,283900,131.09575
"162",131.690002,135.419998,131.669998,135.240005,231100,134.293209
"163",134.539993,134.990005,132.470001,132.710007,348500,131.780922
"164",131.199997,131.619995,129.139999,131.5,870300,130.579386
"165",131.949997,133.360001,131.720001,133.190002,431100,132.257557
"166",132.929993,132.940002,130.770004,131.449997,591800,130.529733
"167",135.839996,141.199997,135.839996,139.669998,1141300,138.692188
"168",141,141.660004,139.919998,140.990005,610700,140.002954
"169",141,142.5,140.589996,140.899994,512000,139.913572
"170",141.899994,142.339996,140.690002,142.199997,344400,141.204474
"171",142.210007,143.169998,141.309998,142.770004,437400,141.770491
"172",143.490005,144.789993,143.380005,144.690002,260500,143.677047
"173",144.410004,145.970001,144.100006,145.399994,385200,144.382068
"174",145.460007,145.910004,144.259995,145.429993,271500,144.411857
"175",145,145.929993,144.399994,145.389999,333800,144.372144
"176",144.970001,145.75,144.479996,145.539993,209600,144.521088
"177",144.729996,146.179993,143.100006,146.059998,247800,145.56756
"178",146.020004,146.160004,145.070007,145.809998,179700,145.318402
"179",145.5,147.229996,145.210007,146.789993,305500,146.295094
"180",146.610001,148.410004,146.610001,148.080002,452400,147.580753
"181",148.130005,148.210007,146.759995,147.210007,294900,146.713692
"182",147.449997,147.710007,146.479996,147.229996,362700,146.733613
"183",147.850006,148.320007,146.770004,148.289993,252400,147.790037
"184",148,148.009995,147.199997,147.919998,323100,147.421289
"185",147,147.529999,145.979996,147.449997,357200,146.952873
"186",147.509995,148.110001,146.800003,147.339996,329900,146.843243
"187",146.350006,147.009995,145.029999,145.339996,255100,144.849986
"188",145.589996,146.789993,145.559998,146.330002,288600,145.836654
"189",144.720001,145.070007,143.449997,143.449997,371800,142.966359
"190",143.380005,143.539993,141.970001,142.199997,475200,141.720573
"191",142.990005,144.520004,142.720001,144.350006,387600,143.863333
"192",144.339996,144.339996,141.630005,142.5,460900,142.019565
"193",143.440002,144.380005,142.940002,144.229996,387200,143.743728
"194",144.289993,144.919998,143.139999,144.020004,280600,143.534444
"195",144.039993,146.479996,142.759995,145.970001,333900,145.477867
"196",145.399994,146.320007,144.169998,144.380005,292800,143.893231
"197",144.619995,145.679993,143.589996,143.690002,696100,143.205555
"198",143.990005,144.889999,143.169998,143.210007,363000,142.727177
"199",142.919998,143.720001,142.089996,142.770004,364300,142.288658
"200",143.039993,144.429993,141.550003,141.570007,3e+05,141.092707
"201",141.179993,142.5,140.839996,142.199997,261500,141.720573
"202",142.259995,144.259995,142.119995,144.059998,371700,143.574303
"203",145.059998,146.740005,145.059998,146.369995,273000,145.876512
"204",145.759995,147.369995,145,147.059998,436300,146.564188
"205",146.880005,149.179993,146.399994,147.229996,546800,146.733613
"206",147.220001,148.850006,147.220001,147.800003,300800,147.301699
"207",146.509995,150.830002,146.440002,149.869995,379100,149.364712
"208",150.369995,150.369995,148.320007,148.350006,233500,147.849847
"209",148.309998,149.139999,147.009995,148.470001,277600,147.969438
"210",148.429993,149.100006,147.470001,147.630005,388200,147.132274
"211",148.020004,148.369995,147.199997,148.360001,209600,147.859808
"212",148.5,148.929993,147.050003,147.259995,248000,146.763511
"213",147.179993,147.759995,146.020004,146.990005,186800,146.494432
"214",147.5,148.490005,147.279999,148.089996,250500,147.590714
"215",147.5,148.570007,146.990005,148.130005,234000,147.630588
"216",146.880005,147.270004,145.279999,146.160004,338300,145.667229
"217",147.089996,148.699997,146.919998,148.610001,297900,148.108965
"218",148.940002,148.940002,147.429993,148.449997,287300,147.949501
"219",148.449997,149.360001,147.029999,149.210007,379000,148.706949
"220",151.029999,153.25,148.600006,152.720001,605600,152.205109
"221",153,154.320007,152.979996,153.929993,492300,153.411021
"222",154.839996,154.979996,152.910004,153.059998,428200,152.543959
"223",152.770004,153.190002,151.490005,151.580002,542400,151.068953
"224",150.669998,151.130005,149.350006,150.429993,468600,149.922821
"225",149.759995,150.729996,148.979996,149.550003,357900,149.045799
"226",149.860001,152.110001,149.580002,151.740005,254100,151.228418
"227",152.289993,153.229996,152.130005,152.710007,204900,152.195148
"228",152.699997,153.259995,151.229996,151.369995,278900,150.859655
"229",151.990005,153.169998,151.619995,152.949997,378500,152.43433
"230",152.699997,154.070007,152.419998,153.850006,254200,153.331304
"231",154.850006,155.710007,154.669998,155.479996,307800,154.955798
"232",155.220001,155.960007,153.929993,155.399994,223000,154.876066
"233",155.220001,156.059998,154.320007,155.5,238800,154.975735
"234",156.119995,157.350006,155.740005,156.399994,296800,155.872695
"235",157.410004,158.130005,156.389999,157.589996,225300,157.058685
"236",157.770004,158.009995,156.619995,157.199997,254500,156.670001
"237",155.970001,156.860001,155.929993,156.229996,275100,156.229996
"238",156.289993,157.380005,155.25,157.110001,167500,157.110001
"239",157.020004,157.210007,155.929993,156.580002,282000,156.580002
"240",156.119995,158,156.100006,157.740005,164600,157.740005
"241",157.679993,157.949997,157.119995,157.389999,144500,157.389999
"242",156.550003,157.050003,155.5,155.820007,253800,155.820007
"243",156.649994,157.850006,155.820007,157.509995,165200,157.509995
"244",157.639999,157.75,156.270004,156.809998,153700,156.809998
"245",157.509995,157.509995,154.649994,155.399994,283500,155.399994
"246",155.539993,155.960007,154.179993,155.080002,321500,155.080002
"247",154.869995,156.639999,154.190002,156,216700,156
"248",156,157.470001,156,156.669998,167600,156.669998
"249",155.860001,156.649994,154.839996,155.130005,190700,155.130005
"250",154.979996,156.199997,154.389999,155.979996,236000,155.979996
"251",155.779999,156.270004,154.729996,154.779999,226500,154.779999
"252",154.690002,155.320007,154.360001,154.729996,225800,154.729996
"253",155.220001,158.050003,154.809998,157.880005,201000,157.880005
