"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"44",112.559998,112.650002,111.650002,111.760002,892900,109.605061
"45",111.779999,113.040001,111.5,112.480003,1159900,110.311179
"46",112.879997,113.480003,112.269997,113.190002,886900,111.007488
"47",113.410004,113.620003,112.93,113.519997,926100,111.331119
"48",113.830002,114.019997,112.110001,112.779999,996200,110.60539
"49",113.349998,114.730003,113.349998,114.57,1053500,112.360877
"50",114.910004,115.650002,114.790001,115.32,760300,113.096415
"51",115.459999,118.769997,115.120003,117.800003,1890500,115.528599
"52",117.739998,117.889999,116.269997,117.050003,1191300,114.793061
"53",116.760002,117.309998,115.660004,116.150002,810800,113.910413
"54",116.82,117.190002,116.239998,117.019997,900500,114.763633
"55",116.470001,117.190002,115.970001,116.040001,859100,114.271259
"56",116.360001,116.519997,115.419998,115.900002,697500,114.133394
"57",115.010002,115.190002,114.379997,114.75,1251400,113.000921
"58",115.190002,115.559998,114.449997,115.5,1398400,113.739489
"59",115.650002,116.440002,115.330002,116,952500,114.231868
"60",116.690002,116.730003,115.080002,115.410004,1195800,113.650865
"61",115.599998,117.209999,115.260002,117.040001,3111900,115.256017
"62",117.040001,118.129997,116.110001,118.050003,1528300,116.250624
"63",117.75,117.989998,117.360001,117.580002,1674500,115.787787
"64",117.589996,119.330002,117.239998,118.389999,1894600,116.585438
"65",118.25,118.550003,116.910004,118.440002,1308600,116.634679
"66",117.919998,118.699997,117.709999,118.349998,848500,116.546047
"67",118.150002,118.709999,117.400002,117.779999,918100,115.984735
"68",117.470001,117.470001,116.080002,117.099998,832900,115.3151
"69",116.400002,117.25,115.629997,116.989998,903400,115.206776
"70",117.480003,118.040001,116.110001,116.610001,763000,114.832571
"71",116.730003,117.389999,116.459999,117.260002,675000,115.472665
"72",117.860001,118.220001,116.190002,116.629997,1402500,114.852263
"73",116.169998,116.370003,114.160004,114.739998,960500,112.991071
"74",114.169998,114.379997,113.199997,113.690002,1089400,111.957081
"75",113.470001,114.830002,112.559998,114.639999,979800,112.892597
"76",113.910004,114.300003,112.839996,112.839996,969000,111.120031
"77",112.93,114.25,112.330002,113.870003,571100,112.134337
"78",112.620003,114.089996,112.349998,114.029999,895900,112.291895
"79",114.260002,114.980003,113.519997,114.150002,1765300,112.410068
"80",113.68,113.970001,111.370003,111.669998,1379600,109.967866
"81",111.75,112.269997,110.269997,111.129997,1013700,109.436096
"82",111.739998,112.559998,111.599998,112.230003,958000,110.519336
"83",112.75,113.260002,111.410004,112.269997,531900,110.558719
"84",111.300003,111.529999,109.669998,109.709999,915300,108.037743
"85",109.93,112.589996,108.989998,112.410004,1198700,110.696592
"86",112.040001,112.260002,109.410004,109.529999,826600,107.860486
"87",109.269997,110.089996,107.540001,108.980003,1434300,107.318874
"88",108.150002,108.550003,102.970001,103.089996,2614200,101.518645
"89",104.029999,106.970001,103.739998,104.190002,2434500,102.601885
"90",103.160004,103.330002,99.82,102.959999,3049500,101.39063
"91",101.709999,105.379997,101.190002,105.099998,2460700,103.49801
"92",106.300003,108.489998,104.419998,104.419998,1815500,102.828375
"93",104.519997,107.010002,104.260002,106.830002,1512000,105.201644
"94",108.260002,111.5,107.889999,111.290001,1233200,109.593661
"95",111.07,111.610001,108.980003,109.139999,1504700,107.476431
"96",118.519997,119.849998,115.75,116.389999,2709400,114.615923
"97",116.260002,116.839996,115.199997,116.57,1283200,114.793179
"98",116.43,117.629997,115.349998,117.239998,1806500,115.452965
"99",122.849998,126.040001,121.360001,122.949997,2306500,121.07593
"100",122.919998,124.18,121.650002,123.970001,1477200,122.080386
"101",122.93,125.209999,122.860001,124.669998,1190400,122.769714
"102",126.389999,127.589996,125.910004,127.029999,1922200,125.093742
"103",127.419998,127.690002,125.769997,126.769997,1239100,124.837703
"104",126.760002,126.989998,125.339996,126.379997,1067000,124.453648
"105",126.779999,127.860001,126.089996,127.779999,899300,125.83231
"106",127.82,128.690002,127.5,127.959999,1441400,126.633914
"107",127.940002,128.699997,127.510002,128.5,1426300,127.168318
"108",128.470001,129.050003,127.940002,128.429993,723600,127.099037
"109",128.289993,129,127.589996,128.080002,753800,126.752673
"110",127.639999,129.259995,127.470001,128.570007,873900,127.2376
"111",128.589996,129.070007,126.720001,126.970001,1269800,125.654175
"112",126.75,128.520004,126.75,128.440002,867000,127.108943
"113",127.790001,129,127.790001,128.619995,1170500,127.28707
"114",128.850006,130.860001,128.429993,130.470001,1497200,129.117904
"115",130.110001,130.110001,128.5,129.240005,1929300,127.900655
"116",128.240005,130.619995,128.130005,130.429993,1097500,129.07831
"117",131.210007,133.240005,130.660004,131.839996,1742800,130.473701
"118",132.429993,132.869995,131.639999,132.630005,860500,131.255523
"119",132.860001,133.410004,131.509995,132.779999,1329900,131.403962
"120",132.25,132.619995,131.399994,131.690002,804000,130.325262
"121",131.320007,131.339996,128.270004,129.029999,941600,127.692825
"122",129.190002,129.619995,127.160004,127.660004,1397000,126.337027
"123",126.440002,129.070007,126.440002,128.649994,1069800,127.316758
"124",129.190002,131.779999,129.169998,131.490005,967300,130.127338
"125",130.550003,131,129.75,129.770004,1194500,128.425161
"126",129.899994,130.910004,129.479996,129.949997,971800,128.603289
"127",129.899994,130.570007,127.129997,127.709999,1118600,126.386505
"128",126.360001,128.660004,126.010002,128.539993,924300,127.207897
"129",127.75,127.919998,124.970001,125.230003,1061200,123.93221
"130",125.510002,127.769997,125.349998,126.080002,1006100,124.773399
"131",124.620003,125.860001,123.059998,123.080002,1060300,121.804489
"132",123.830002,124.370003,121.389999,121.919998,1278900,120.656507
"133",121.470001,123.82,121.330002,121.330002,1573500,120.072625
"134",121.190002,123.849998,120.540001,123.510002,2178000,122.230033
"135",125.779999,126.68,123.639999,126.669998,2057200,125.357281
"136",127.029999,128.899994,126.510002,128.270004,1860300,126.940706
"137",128.759995,129.850006,128.110001,129.660004,820100,128.316301
"138",130.059998,131.949997,129.929993,131.059998,711000,129.701786
"139",131.220001,131.779999,129.990005,130.850006,499600,129.493971
"140",131.160004,132.080002,130.740005,130.789993,361600,129.43458
"141",130.320007,131.449997,130.009995,130.820007,634600,129.464283
"142",130.380005,131.089996,129.869995,130.320007,874600,128.969464
"143",130.850006,131.039993,128.820007,128.949997,1069000,127.613652
"144",129.240005,129.539993,127.449997,129.160004,791300,127.821482
"145",124.970001,126.220001,123.199997,123.620003,1631500,122.338894
"146",123.589996,124.540001,121.190002,121.809998,1757300,120.547646
"147",123,123.980003,122.190002,122.760002,1309100,121.487806
"148",124.82,126.660004,123.980003,126.639999,1171100,125.327594
"149",127.050003,127.050003,124.919998,125.849998,2067600,124.54578
"150",125.860001,126.800003,124.879997,125.790001,2782700,124.486404
"151",126.889999,128.289993,122.459999,124.169998,1580600,122.88319
"152",122.160004,122.989998,121.059998,122.370003,1452800,121.101848
"153",122.370003,123.339996,119.870003,119.93,1375800,118.687132
"154",119.75,120.150002,117.879997,120,2216700,118.756406
"155",120.220001,121.650002,119.190002,121.120003,1220600,119.864802
"156",120.68,122.400002,120.169998,122.110001,1129400,120.84454
"157",122.699997,123.330002,121.230003,122.989998,1845400,121.715418
"158",122.650002,123.43,121.849998,121.970001,1284900,120.705992
"159",122.230003,122.889999,120.949997,122.760002,2211400,121.487806
"160",122.480003,123.589996,119.160004,121.349998,3174100,120.092414
"161",121.279999,121.279999,116.440002,117.07,2957100,115.85677
"162",117.220001,118.68,116.050003,118.599998,1175800,117.370913
"163",117.510002,118.730003,116.260002,116.459999,1316800,115.253091
"164",117.449997,119.660004,116.309998,119.639999,1620800,118.400136
"165",120.529999,121.400002,120.160004,121.25,1093500,119.993452
"166",120.75,121.040001,119.129997,119.720001,1094200,118.479309
"167",120,121.190002,119.230003,120.330002,841900,119.082988
"168",120.07,121.190002,119.870003,120.580002,1573000,119.958459
"169",120.150002,121.510002,119.730003,120.839996,1268700,120.217113
"170",121.540001,121.620003,119.949997,121.309998,1301300,120.684692
"171",121.199997,121.379997,119,120.370003,1399600,119.749542
"172",121.199997,122.190002,120.730003,121.830002,1069800,121.202016
"173",122.120003,124.730003,121.970001,124.059998,1327100,123.420517
"174",123.970001,124.309998,122.339996,123.199997,777400,122.564949
"175",123.099998,123.699997,122.169998,122.849998,865000,122.216755
"176",122.059998,123.379997,121.800003,123.25,907700,122.614694
"177",122.879997,123.779999,121.910004,123.690002,924600,123.052429
"178",123.389999,123.68,122.220001,123.139999,682500,122.505261
"179",122.730003,123.879997,122.639999,123.529999,1301300,122.89325
"180",123.150002,123.959999,122.489998,123.440002,745100,122.803717
"181",123.290001,123.910004,122.540001,123.209999,1015600,122.5749
"182",122.919998,123.459999,121.07,122.690002,1315000,122.057583
"183",122.690002,124.230003,121.610001,123.769997,1228700,123.132011
"184",124.669998,125.940002,122.809998,123.370003,847300,122.734079
"185",122.580002,122.690002,120.639999,121.480003,1320800,120.853821
"186",121.690002,122.230003,120.660004,122.220001,1104200,121.590005
"187",120.75,121.209999,117.919998,118.269997,2066900,117.660361
"188",118.150002,118.559998,117.510002,118.410004,1826900,117.799646
"189",116.959999,117.620003,116.199997,116.849998,1035700,116.247682
"190",117.290001,117.860001,115.860001,117.639999,1666700,117.033611
"191",118.269997,118.629997,116.879997,118.410004,1357000,117.799646
"192",118.010002,118.010002,116.870003,117.720001,1255800,117.113201
"193",118.239998,120.139999,118,120.040001,1069800,119.421242
"194",119,119.519997,117.959999,119.43,1139400,118.814385
"195",118.830002,121.849998,117.480003,121.639999,1668400,121.012993
"196",120.769997,120.93,118.839996,119.57,904300,118.953663
"197",119.739998,121,119.169998,120.18,2540200,119.560519
"198",120.849998,120.860001,118.739998,119.040001,1279100,118.426396
"199",119.110001,120.050003,118.260002,119.529999,1021700,118.913868
"200",119.949997,120.440002,116.910004,116.989998,1568800,116.38696
"201",116.360001,117.800003,115.93,117.360001,1306900,116.755056
"202",118.019997,118.230003,116.949997,118.150002,728000,117.540984
"203",119.089996,119.730003,118.5,119.309998,1006000,118.695001
"204",118.690002,119.139999,117.5,118.779999,1138200,118.167734
"205",118.43,119.510002,116.910004,118.410004,1066300,117.799646
"206",118.300003,119.910004,117.879997,118,1054800,117.391756
"207",117.540001,122.550003,117.449997,121.459999,1443800,120.83392
"208",121.220001,121.5,119.800003,119.940002,893900,119.321759
"209",119.239998,120,118.129997,119.709999,1298100,119.092941
"210",119.540001,120.160004,118.120003,119.769997,956500,119.152629
"211",119.900002,120.830002,118.82,120.529999,792300,119.908714
"212",120.5,121.120003,119.769997,120.5,626300,119.87887
"213",120.440002,121.550003,119.760002,121.18,894100,120.555365
"214",121.540001,123.849998,121.540001,123.5,1110000,122.863406
"215",122.889999,123.690002,122.290001,123.32,1449100,122.684333
"216",122.239998,122.239998,121.330002,121.470001,1847200,120.843871
"217",122.410004,123.43,122.050003,122.830002,1300800,122.196861
"218",122.790001,123.099998,121.459999,122.139999,980400,121.510415
"219",122.150002,123.57,121.18,123.470001,1457500,122.833562
"220",123.559998,124.18,122.410004,123.43,1166900,122.793767
"221",123.080002,123.25,121.949997,122.489998,836300,121.85861
"222",122.730003,124.980003,122.57,124.889999,1742600,124.24624
"223",119,120.790001,117.029999,120.279999,4189000,119.660002
"224",118.019997,120.860001,117.029999,119.68,2248500,119.063097
"225",118.980003,119.68,118.440002,119.360001,1731600,118.744746
"226",120.089996,121.389999,119.449997,120.699997,1308400,120.077836
"227",120.959999,121.989998,120.660004,121.629997,1248000,121.003042
"228",121.980003,124.099998,121.610001,122.220001,2814700,121.590005
"229",121.650002,121.93,120.360001,121.059998,1527100,121.059998
"230",121.019997,121.449997,120.339996,120.959999,1026900,120.959999
"231",122.410004,122.980003,121.220001,121.489998,1288900,121.489998
"232",121.870003,123,121.760002,122.290001,1020000,122.290001
"233",121.75,122.059998,120.870003,121.620003,864600,121.620003
"234",121.879997,123.790001,121.650002,123.169998,1109300,123.169998
"235",124.360001,124.730003,123.690002,124.589996,872700,124.589996
"236",124.470001,124.75,121.629997,122.330002,1136000,122.330002
"237",122.080002,122.919998,120.900002,122.709999,1031300,122.709999
"238",122.620003,122.870003,121.089996,122.110001,828700,122.110001
"239",122.139999,123.050003,121.620003,122.709999,912800,122.709999
"240",122.779999,125.330002,122.75,125.150002,2112200,125.150002
"241",125.169998,125.279999,124.309998,124.739998,936200,124.739998
"242",124.419998,124.5,122.349998,122.629997,1027000,122.629997
"243",122.599998,123.5,121.75,123.349998,966600,123.349998
"244",123.260002,123.419998,121.260002,122.269997,1152600,122.269997
"245",122.089996,122.089996,119.889999,120.43,2201600,120.43
"246",120.709999,120.919998,119.5,120.459999,1251100,120.459999
"247",120.160004,121.779999,119.510002,120.650002,1194700,120.650002
"248",121.129997,122.139999,120.519997,121.25,1021900,121.25
"249",120.699997,121.169998,119.330002,119.529999,1340000,119.529999
"250",119.32,119.900002,118.57,119.769997,852400,119.769997
"251",119.419998,119.459999,118.620003,118.919998,1034700,118.919998
"252",118.910004,120.120003,118.720001,119.160004,918100,119.160004
"253",119.93,120.349998,118.940002,120.209999,1283600,120.209999
