"","RAI.Open","RAI.High","RAI.Low","RAI.Close","RAI.Volume","RAI.Adjusted"
"1",59.310001,59.830002,59.110001,59.259998,1922000,56.929285
"2",59.84,60.360001,59.32,59.610001,2905800,57.265521
"3",59.599998,59.880001,59.09,59.34,1958800,57.00614
"4",59.619999,60.049999,59.259998,59.75,1074900,57.400014
"5",59.75,60.450001,59.459999,60.34,1409800,57.96681
"6",59.990002,60.279999,59.639999,59.98,1982000,57.620968
"7",60.279999,61.310001,60.220001,61.290001,1918800,58.879447
"8",61.490002,62.25,61.41,62.16,2237900,59.715228
"9",62.419998,62.639999,62.119999,62.549999,2462800,60.089889
"10",62.43,62.5,61.57,61.779999,1506000,59.350173
"11",61.290001,61.34,60.400002,60.939999,2484800,58.54321
"12",60.669998,60.669998,60.130001,60.630001,2329100,58.245405
"13",60.349998,60.439999,59.59,60.419998,1712700,58.043661
"14",60.279999,60.509998,59.709999,60.459999,1321500,58.082089
"15",60.209999,60.939999,59.84,60.349998,1230300,57.976415
"16",60.610001,61.400002,59.709999,60.299999,1187400,57.928382
"17",60.439999,60.549999,59.900002,60.16,1009600,57.793889
"18",60.18,61.82,60.150002,61.560001,3448800,59.138828
"19",61.369999,61.59,61.049999,61.490002,1200200,59.071581
"20",61.709999,61.709999,61.049999,61.310001,1683600,58.89866
"21",62.099998,63.389999,62.049999,62.669998,4094100,60.205168
"22",62.220001,62.689999,62.060001,62.259998,2224200,59.811294
"23",62.369999,62.689999,60.299999,61.75,3907300,59.321354
"24",62.240002,63.25,62.09,63.18,3255600,60.695112
"25",61.099998,61.77,58.610001,58.84,10862300,56.525805
"26",59.060001,59.830002,58.049999,58.139999,5520500,55.853336
"27",57.849998,59.060001,57.669998,57.75,3860600,55.478675
"28",57.970001,58.889999,57.900002,58.650002,3482200,56.343279
"29",56.860001,58.490002,56.810001,57.98,5240000,55.699629
"30",58.439999,58.959999,58.049999,58.16,2862200,55.872549
"31",58.400002,58.400002,57.049999,57.16,3099300,54.91188
"32",57.59,57.75,57.27,57.290001,1771100,55.036768
"33",57,57.34,56.57,56.860001,1587900,54.62368
"34",57.34,57.509998,56.43,56.669998,2507600,54.44115
"35",57,58.470001,56.59,57.259998,4381100,55.007945
"36",57.529999,57.889999,56.560001,57.150002,3645300,54.902275
"37",56.759998,56.98,55.830002,55.849998,2631700,53.653401
"38",55.610001,56.209999,55.369999,55.75,1985500,53.557336
"39",55.599998,56.259998,55.220001,56.139999,2429500,53.931996
"40",56.299999,56.52,55.77,55.84,2387200,53.643796
"41",55.82,57.150002,55.790001,56.490002,2299500,54.268233
"42",56.700001,56.810001,56.110001,56.259998,1484100,54.047276
"43",56.450001,57.259998,56.07,57.07,1972500,54.825419
"44",57.02,57.700001,56.75,57.459999,1837800,55.20008
"45",56.779999,57.23,56.459999,57.139999,1756000,54.892666
"46",57.240002,57.610001,56.759998,56.98,1910300,54.738959
"47",57.139999,57.720001,56.93,57.700001,1694400,55.430642
"48",57.82,57.98,56.860001,57.16,1723400,54.91188
"49",57.540001,57.93,57.389999,57.84,1518500,55.565135
"50",57.84,58.27,57.5,58.139999,1461100,55.853336
"51",58.07,58.240002,57.5,57.93,1917100,55.651596
"52",58.099998,58.540001,57.970001,58.220001,1775500,55.930191
"53",58.169998,58.200001,57.779999,58,1694400,55.718842
"54",58.349998,58.689999,58.07,58.23,1012700,55.939796
"55",58.459999,58.5,57.720001,57.84,2246800,55.565135
"56",58.02,58.02,57.310001,57.880001,1387100,55.603563
"57",57.759998,58.09,57.419998,58,1004000,55.718842
"58",57.98,58.509998,57.82,58.470001,1577300,56.170358
"59",58.639999,59.380001,58.52,59.080002,2574500,56.756367
"60",59.25,59.32,58.700001,59,1621000,56.679512
"61",59.25,59.450001,58.75,58.799999,1361300,56.487377
"62",58.799999,58.98,58.52,58.959999,1548200,56.641084
"63",58.279999,58.290001,57.509998,57.77,1992200,56.135795
"64",57.619999,57.84,57.119999,57.200001,2072200,55.58192
"65",57.34,57.450001,56.740002,57.310001,1262400,55.688809
"66",57.189999,57.439999,56.75,57.400002,1625500,55.776263
"67",57.439999,57.630001,57.110001,57.400002,1871800,55.776263
"68",57.400002,58.07,57.279999,57.540001,1949500,55.912302
"69",57.299999,57.73,56.93,57.619999,1800900,55.990037
"70",57.75,57.860001,56.98,57.029999,2126100,55.416727
"71",57.259998,57.610001,57.060001,57.509998,1338300,55.883148
"72",57.880001,57.939999,57.099998,57.490002,2163200,55.863717
"73",57.389999,58.040001,57.389999,57.990002,1368900,56.349573
"74",57.619999,58.099998,56.860001,57.07,2347600,55.455596
"75",57.07,58.200001,57.009998,58.18,1831900,56.534197
"76",57.869999,58.169998,57.599998,57.77,2005200,56.135795
"77",57.849998,58.5,57.650002,58.310001,1514700,56.660521
"78",57.889999,58.75,57.849998,58.650002,2181000,56.990903
"79",58.540001,59.130001,58.389999,59,2651600,57.331001
