"","ANF.Open","ANF.High","ANF.Low","ANF.Close","ANF.Volume","ANF.Adjusted"
"47",41,41.509998,40.02,41.389999,1883300,40.217116
"48",41.689999,41.689999,40.27,40.709999,1655400,39.556385
"49",40.939999,41.639999,40.880001,41.599998,1850200,40.421164
"50",42.029999,42.790001,42.029999,42.560001,2295500,41.353963
"51",43.119999,44.389999,43.029999,43.959999,3521200,42.714289
"52",43.939999,44,43.029999,43.5,2403400,42.267325
"53",43.240002,43.889999,42.43,43.799999,2156900,42.558823
"54",43.889999,43.93,43.16,43.549999,2474000,42.315907
"55",43.759998,45.259998,43.459999,44.830002,3100000,43.559638
"56",45.099998,45.5,44.130001,44.200001,3955200,42.947489
"57",41.400002,42.970001,40.419998,41.869999,9524700,40.868439
"58",42.040001,42.099998,41.529999,41.799999,2383700,40.800113
"59",41.82,42.09,41.360001,41.919998,2116700,40.917242
"60",42.07,42.400002,41.619999,41.709999,1431600,40.712266
"61",41.669998,41.950001,40.91,41.169998,2028600,40.185182
"62",40.869999,40.98,40.200001,40.869999,1973400,39.892359
"63",40.599998,41.040001,40.43,40.919998,1257000,39.941163
"64",40.779999,41.16,40.540001,40.599998,1362000,39.628817
"65",40.509998,41.07,40.330002,40.939999,1690000,39.960685
"66",40.849998,41.75,40.639999,41.5,2346700,40.50729
"67",41.470001,41.560001,41.049999,41.32,1128100,40.331596
"68",41.240002,41.459999,41,41.080002,795200,40.097339
"69",40.93,42.380001,40.830002,41.759998,1384000,40.761069
"70",41.669998,41.98,41.209999,41.310001,1360600,40.321837
"71",41.360001,41.419998,40.450001,40.490002,2512200,39.521452
"72",40.799999,40.900002,39.669998,39.880001,3047000,38.926043
"73",39.66,39.720001,38.009998,38.080002,2783900,37.169101
"74",37.84,38.869999,37.84,38.380001,1865300,37.461924
"75",37.529999,38.57,37.450001,38.490002,2871200,37.569293
"76",38.330002,38.57,37.41,37.419998,1743500,36.524885
"77",37.400002,37.439999,36.59,36.889999,3214700,36.007564
"78",36.59,37.360001,36.509998,36.810001,1789600,35.92948
"79",36.669998,36.759998,35.68,36.34,2918400,35.470721
"80",36.169998,36.389999,34.75,35.130001,3308900,34.289666
"81",35.150002,35.75,34.529999,35.150002,2189000,34.309188
"82",35.619999,36.27,35.220001,35.860001,2286300,35.002204
"83",35.68,35.84,34.619999,34.639999,2214400,33.811386
"84",34.52,34.810001,34.110001,34.240002,1676100,33.420956
"85",34.110001,35.299999,33.84,35.200001,2071700,34.357992
"86",34.900002,35.360001,33.810001,33.849998,2292600,33.040282
"87",33.900002,34.02,33.150002,33.32,2450900,32.522961
"88",33.41,34.200001,33.139999,33.490002,2512100,32.688897
"89",33.91,34.91,33.73,34.48,2321400,33.655213
"90",33.740002,34.959999,33.139999,34.560001,2476000,33.733301
"91",33.950001,35.23,33.669998,34.790001,1977800,33.957799
"92",34.889999,34.889999,32.380001,32.549999,4051600,31.77138
"93",32.549999,33.439999,32.529999,33.209999,2567100,32.415592
"94",33.349998,33.939999,33.220001,33.549999,2090000,32.747459
"95",33.57,33.720001,32.77,32.790001,2007900,32.005641
"96",33.029999,33.93,32.889999,33.610001,2567400,32.806025
"97",32.060001,32.349998,31.01,31.690001,4093300,30.931953
"98",31.5,32.27,31.219999,32.23,1958300,31.459035
"99",32.139999,33.060001,31.65,33.040001,1904000,32.24966
"100",33.040001,33.869999,32.790001,33.700001,3448200,32.893873
"101",33.470001,34.040001,33.43,33.560001,1630100,32.757222
"102",34.040001,34.48,33.400002,33.48,1895900,32.679134
"103",33.41,33.529999,32.529999,32.610001,2044400,31.829946
"104",32.48,33.040001,31.9,32.919998,1625900,32.132528
"105",33.060001,33.900002,33.009998,33.799999,2094300,32.991479
"106",33.939999,35.5,33.700001,35.380001,2740400,34.533686
"107",31.09,31.549999,29.25,29.5,14650700,28.794339
"108",28.959999,29.280001,28.34,28.690001,5559800,28.003715
"109",28.68,29.27,28.459999,29.07,3480600,28.374625
"110",29.09,29.6,28.940001,29.35,2627000,28.647927
"111",29.35,29.73,28.68,28.9,2423500,28.208691
"112",28.299999,29.049999,28.219999,28.9,3023500,28.208691
"113",28.84,29.34,28.66,29.18,3004200,28.481994
"114",29.030001,29.34,28.719999,28.940001,1973900,28.247735
"115",28.92,29.280001,28.610001,28.98,1465000,28.286777
"116",28.93,30.129999,28.93,29.85,2123600,29.135967
"117",30.32,30.4,29.35,29.450001,2119400,28.745536
"118",29.459999,29.83,29.219999,29.49,2676900,28.784578
"119",29.799999,30.32,29.620001,29.700001,1780400,28.989556
"120",29.629999,29.67,29.02,29.32,1481100,28.618644
"121",29.18,29.559999,28.780001,28.85,1696900,28.353292
"122",28.799999,29.02,28.110001,28.15,5067100,27.665343
"123",28.18,28.559999,27.74,27.84,3074600,27.360681
"124",27.6,29.49,27.23,28.809999,8835000,28.31398
"125",28.32,28.549999,27.309999,27.9,5972300,27.419648
"126",27.77,28,27.26,27.290001,4221400,26.820151
"127",27.15,27.200001,26.190001,26.35,4115700,25.896335
"128",27.889999,28.639999,27.5,28.459999,8059900,27.970006
"129",28.18,28.440001,27.85,28.290001,4117200,27.802934
"130",28.690001,28.99,27.200001,27.299999,3089900,26.829977
"131",27.120001,28.09,27.030001,27.76,2558200,27.282059
"132",27.879999,28.02,27.17,27.280001,2736400,26.810323
"133",27.200001,27.77,27,27.030001,2191500,26.564627
"134",27.17,27.719999,26.959999,27.52,2113600,27.046191
"135",28,28.25,27.34,27.719999,1662200,27.242746
"136",27.75,27.940001,27.110001,27.57,3083800,27.095329
"137",27.799999,27.9,27.34,27.49,2352500,27.016707
"138",27.65,28.75,27.5,28.23,2564900,27.743966
"139",28.34,28.690001,28.040001,28.059999,546600,27.576893
"140",28.24,28.66,28.120001,28.219999,799800,27.734138
"141",28.200001,28.99,28.200001,28.690001,1286900,28.196047
"142",28.5,28.959999,28.200001,28.76,1103000,28.264842
"143",28.67,28.99,28.530001,28.639999,967700,28.146907
"144",28.76,28.83,28.1,28.58,1131800,28.08794
"145",28.290001,28.91,27.92,28.27,2228700,27.783278
"146",28.379999,28.969999,27.950001,28.879999,4246300,28.382775
"147",29.18,29.790001,29.049999,29.33,3355400,28.825028
"148",29.76,30.1,28.91,29.110001,2180100,28.608816
"149",29.02,29.200001,27.98,28.190001,2037700,27.704656
"150",28.209999,28.370001,27.68,28.290001,1554600,27.802934
"151",28.35,29.09,28.049999,28.18,1798700,27.694827
"152",27.83,28.41,27.620001,28.35,1674100,27.861901
"153",28.26,28.5,26.85,26.91,1959700,26.446693
"154",26.9,27,26.25,26.879999,2303500,26.417208
"155",26.799999,27.040001,25.459999,25.91,2367000,25.463909
"156",25.719999,26.309999,25.59,26.24,1404400,25.788228
"157",26.290001,27.26,26.139999,27.09,1553700,26.623594
"158",27.1,27.190001,26.639999,26.860001,1405800,26.397554
"159",26.74,27.34,26.5,27.17,1126100,26.702216
"160",26.75,27.32,26.719999,27,1235700,26.535143
"161",27.110001,27.24,25.959999,26.120001,1992800,25.670295
"162",26.219999,26.33,25.76,26.09,1439100,25.640811
"163",25.82,26.110001,25.25,25.52,2600100,25.080625
"164",24.9,25.52,23.92,25.33,3597000,24.893895
"165",25.530001,25.889999,25.16,25.780001,3237900,25.336148
"166",25.66,26.09,25.23,25.5,2342100,25.060969
"167",25.370001,26.08,25.25,25.82,1864100,25.375459
"168",25.9,26.07,25.49,25.780001,1960000,25.336148
"169",23.969999,25.059999,23.83,24.110001,3980100,23.694901
"170",24.209999,24.4,23.610001,24.280001,3210300,23.861974
"171",24.24,24.75,24.01,24.51,1931800,24.088013
"172",24.76,25.32,24.52,25.23,1462500,24.795617
"173",24.85,26.15,24.799999,26.08,2908900,25.630983
"174",25.93,26.030001,25.629999,25.959999,1774900,25.513048
"175",25.84,26.5,25.66,25.77,2171000,25.32632
"176",25.629999,26.17,25.549999,25.629999,1569000,25.188729
"177",25.68,25.93,25.360001,25.790001,1308000,25.345977
"178",25.83,25.92,25.52,25.690001,930700,25.247698
"179",25.620001,25.92,25.33,25.66,1090300,25.218214
"180",25.469999,25.52,24.799999,24.860001,2223800,24.431988
"181",23.9,24.200001,23.120001,24.030001,4161500,23.616278
"182",23.799999,24.799999,23.799999,24.74,2837300,24.518117
"183",24.74,24.74,23.83,24.42,3409500,24.200987
"184",24.16,24.309999,23.879999,23.99,3867600,23.774843
"185",22.190001,22.700001,20.129999,20.27,23171800,20.088207
"186",19.73,20.23,19.34,20.209999,16451100,20.028744
"187",20.18,20.35,19.83,20.17,4939200,19.989104
"188",20.23,20.870001,19.93,20.719999,4952900,20.53417
"189",20.58,21.299999,20.360001,21.01,4573400,20.82157
"190",20.940001,21.540001,20.870001,21.41,3464100,21.217982
"191",21.4,21.620001,20.950001,21.15,2908600,20.960314
"192",21.08,21.18,20.690001,20.91,2190500,20.722467
"193",20.959999,20.969999,20.32,20.51,3375400,20.326054
"194",20.5,20.85,20.24,20.690001,2663400,20.50444
"195",20.59,20.83,20.34,20.700001,1801600,20.514351
"196",20.85,21.57,20.559999,21.34,2767300,21.14861
"197",21.379999,21.969999,21.290001,21.870001,4120200,21.673858
"198",21.83,22.889999,21.75,22.450001,3562000,22.248656
"199",22.5,22.74,22.200001,22.459999,2037100,22.258565
"200",22.52,22.620001,22.049999,22.129999,1960300,21.931524
"201",22.07,22.43,21.76,21.91,1941700,21.713498
"202",21.77,21.91,21.469999,21.719999,2535700,21.525202
"203",21.790001,22.190001,21.74,21.940001,1274000,21.74323
"204",21.889999,22.32,21.76,22.040001,1691300,21.842333
"205",21.92,22.23,21.629999,22.15,2630900,21.951345
"206",22.059999,22.549999,21.969999,22.219999,1686100,22.020717
"207",21.93,22.620001,21.93,22.51,2041000,22.308117
"208",22.5,22.5,21.82,21.860001,2153500,21.663947
"209",21.950001,22.459999,21.780001,21.83,2036700,21.634216
"210",21.83,22.620001,21.68,22,3385500,21.802691
"211",22,22.01,21.540001,21.719999,1722500,21.525202
"212",21.77,22.08,21.66,21.860001,1696000,21.663947
"213",21.950001,22.049999,21.26,21.35,2773300,21.158521
"214",21.360001,22.82,21.23,22.75,3803400,22.545965
"215",22.57,23.559999,22.549999,22.889999,3286400,22.684708
"216",22.77,22.790001,21.969999,22.110001,2832200,21.911705
"217",22.35,22.469999,21.799999,22.309999,2338400,22.10991
"218",22.4,22.469999,21.719999,22.040001,2003700,21.842333
"219",22.120001,22.190001,21.799999,22.15,1000800,21.951345
"220",22.129999,23.190001,22.09,22.889999,2590500,22.684708
"221",22.99,23,22.639999,22.860001,2040700,22.654979
"222",22.9,23.370001,22.530001,22.65,2598100,22.446861
"223",22.620001,22.77,22.23,22.719999,2806000,22.516233
"224",22.610001,22.719999,21.76,22.1,2312900,21.901795
"225",21.950001,22.67,21.870001,22.48,3000800,22.278386
"226",22.58,22.629999,21.969999,22.51,1666000,22.308117
"227",22.18,22.4,21.57,21.780001,2753000,21.584665
"228",21.639999,21.98,21.42,21.719999,1531400,21.525202
"229",21.83,21.879999,21.370001,21.76,1137500,21.564844
"230",21.809999,22.35,21.57,22.18,1782400,21.981077
"231",22.309999,22.4,21.780001,21.9,1474300,21.703587
"232",21.889999,22.49,21.860001,22.07,1203600,21.872063
"233",21.92,21.92,21.450001,21.549999,1319300,21.356726
"234",21.52,21.879999,21.290001,21.84,1002200,21.644126
"235",21.889999,21.92,21.190001,21.25,1329400,21.059417
"236",21.27,21.549999,21.17,21.42,1245400,21.227893
"237",21.549999,21.77,21.299999,21.68,1550200,21.485561
"238",21.610001,21.73,20.540001,20.74,3353800,20.553991
"239",20.799999,21.15,20.65,20.809999,2412100,20.623363
"240",20.870001,21.18,20.73,20.76,1631100,20.573812
"241",20.6,20.93,20.5,20.82,1236500,20.633274
"242",20.59,20.790001,19.9,20.110001,3996000,19.929642
"243",20.049999,20.139999,19.6,19.65,4693000,19.473767
"244",21.15,22.469999,20.77,22.299999,11539600,22.1
"245",21.690001,21.700001,20.360001,20.469999,7621700,20.469999
"246",20.42,20.9,20.32,20.4,3555900,20.4
"247",20.389999,21.65,20.379999,21.16,3601700,21.16
"248",21.33,22.200001,21.299999,22.18,4056100,22.18
"249",22.15,23.110001,21.870001,22.98,4134800,22.98
"250",22.84,23.059999,22.42,22.450001,3397700,22.450001
"251",22.57,22.98,22.190001,22.290001,2371900,22.290001
"252",22.309999,22.530001,22.01,22.200001,2555000,22.200001
"253",22.690001,23.719999,22.52,22.85,4050300,22.85
