"","L.Open","L.High","L.Low","L.Close","L.Volume","L.Adjusted"
"88",40.610001,40.959999,40.279999,40.360001,1762200,40.177121
"89",40.560001,41.240002,40.490002,40.689999,1321700,40.505624
"90",40.32,40.52,39.380001,40.220001,2305400,40.037756
"91",39.490002,40.77,39.490002,40.599998,1560500,40.416032
"92",40.970001,41.220001,40.790001,41.150002,1175800,40.963542
"93",41.09,41.5,40.970001,41.490002,923600,41.302002
"94",41.66,42.369999,41.66,42.290001,1252800,42.098376
"95",42.310001,42.380001,41.889999,41.919998,1333800,41.73005
"96",42.189999,42.48,42.110001,42.189999,1507400,41.998827
"97",42.189999,42.560001,42.060001,42.5,742500,42.307424
"98",42.419998,42.709999,42.209999,42.599998,702700,42.406969
"99",42.810001,43.09,42.669998,43.049999,667000,42.854931
"100",43.09,43.259998,42.779999,43.060001,852500,42.864888
"101",42.93,43.299999,42.849998,43.099998,714800,42.904704
"102",43.580002,43.740002,43.18,43.599998,1293700,43.402438
"103",43.490002,43.580002,42.900002,43.119999,1189800,42.924613
"104",43.040001,43.16,42.82,43.150002,611500,42.95448
"105",43.259998,43.77,43.18,43.75,1014000,43.55176
"106",43.720001,43.720001,43.290001,43.43,1018400,43.23321
"107",43.299999,43.639999,43.150002,43.509998,8e+05,43.312846
"108",43.490002,43.610001,43.25,43.459999,888600,43.263073
"109",43.389999,43.57,43.349998,43.48,647200,43.282983
"110",43.27,43.290001,43.099998,43.25,747500,43.054025
"111",43.25,43.34,42.610001,42.959999,935200,42.765339
"112",42.91,43.080002,42.639999,42.779999,773300,42.586154
"113",42.66,42.849998,42.459999,42.59,966200,42.397016
"114",42.639999,42.779999,42.5,42.68,750000,42.486608
"115",42.68,42.700001,42.509998,42.639999,1117900,42.446789
"116",42.459999,42.799999,42.439999,42.740002,811000,42.546338
"117",43.049999,43.25,42.810001,42.939999,1106700,42.745429
"118",43.049999,43.18,42.689999,43.060001,1609500,42.864888
"119",43.040001,43.049999,42.490002,42.650002,1347300,42.518954
"120",42.639999,42.639999,42.330002,42.419998,1077100,42.289658
"121",42.32,42.41,41.5,41.639999,1032100,41.512056
"122",41.529999,41.529999,40.849998,41.23,1764500,41.103315
"123",41.18,41.5,41.139999,41.25,1100800,41.123254
"124",41.189999,41.48,41.07,41.209999,994100,41.083376
"125",41.169998,41.349998,40.889999,41,1271300,40.874023
"126",40.990002,41.279999,40.77,41.049999,1295600,40.923868
"127",41.060001,41.259998,40.919998,41.23,2087800,41.103315
"128",40.77,41.189999,40.689999,41.040001,1886100,40.913901
"129",40.91,41.029999,40.119999,40.310001,1823300,40.186144
"130",40.389999,40.84,40.27,40.419998,2126200,40.295803
"131",40.110001,40.150002,39.419998,39.439999,2146100,39.318815
"132",39.5,39.810001,39.349998,39.450001,2833700,39.328786
"133",39.279999,39.830002,39.040001,39.07,2764400,38.949952
"134",39.240002,39.880001,39.110001,39.689999,2173600,39.568046
"135",40.150002,41.029999,39.919998,41.029999,2372200,40.903929
"136",41.200001,41.880001,41.040001,41.810001,2764200,41.681535
"137",41.889999,42.220001,41.650002,42.169998,1533300,42.040426
"138",42.25,42.860001,42.200001,42.57,922400,42.439198
"139",42.599998,42.68,42.259998,42.369999,425200,42.239812
"140",42.560001,42.650002,42.360001,42.389999,510800,42.259751
"141",42.32,42.889999,42.200001,42.48,662600,42.349475
"142",42.360001,42.759998,42.25,42.549999,474400,42.419259
"143",42.689999,42.77,42.02,42.02,848400,41.890889
"144",42.259998,42.299999,41.509998,41.740002,868000,41.611751
"145",41.389999,41.5,40.610001,40.740002,820000,40.614823
"146",40.669998,40.799999,39.799999,40.02,1064400,39.897034
"147",40.310001,40.400002,39.73,40.02,936200,39.897034
"148",40.299999,40.700001,40.209999,40.66,1011600,40.535067
"149",40.619999,40.619999,39.830002,40.049999,936300,39.926941
"150",40.060001,40.220001,39.459999,39.669998,680100,39.548107
"151",40.040001,40.220001,39.220001,39.650002,1720900,39.528172
"152",39.18,39.610001,38.630001,39.259998,1128700,39.139367
"153",39.299999,39.509998,38.799999,38.810001,1526900,38.690753
"154",38.75,39.32,38.689999,39.310001,1059500,39.189217
"155",39.509998,39.540001,38.849998,39.349998,1484900,39.229091
"156",39.23,39.439999,39.009998,39.220001,1427600,39.099493
"157",39.360001,39.849998,39.07,39.849998,2484400,39.727555
"158",39.82,39.889999,39.369999,39.439999,954900,39.318815
"159",39.369999,39.650002,39.259998,39.540001,1239200,39.41851
"160",39.25,39.66,39.200001,39.43,1130200,39.308847
"161",39.560001,39.66,38.439999,38.459999,1451800,38.341826
"162",38.470001,38.759998,38.009998,38.68,1211200,38.561151
"163",38.310001,38.82,38.150002,38.259998,1299700,38.14244
"164",38.400002,39.27,38.220001,39.16,1667900,39.039676
"165",39.470001,40.330002,39.43,40.310001,2234500,40.186144
"166",40.189999,40.720001,40.099998,40.400002,1565500,40.275868
"167",40.389999,40.84,40.380001,40.73,914000,40.604852
"168",40.869999,41.110001,40.630001,40.740002,936700,40.614823
"169",40.610001,41.419998,40.349998,41.23,1151600,41.103315
"170",41.5,41.560001,41.119999,41.509998,890000,41.382454
"171",41.419998,41.599998,41.279999,41.470001,964900,41.34258
"172",41.57,41.970001,41.509998,41.919998,814400,41.791194
"173",41.91,42.400002,41.599998,42.34,844200,42.209905
"174",42.220001,42.549999,42.049999,42.529999,1119900,42.39932
"175",42.5,42.57,42.099998,42.150002,663600,42.020491
"176",41.919998,42.48,41.779999,42.380001,723100,42.249783
"177",42.310001,42.43,41.689999,42.349998,1003000,42.219873
"178",42.299999,42.330002,41.860001,42.09,734800,41.960674
"179",42.049999,42.779999,42.049999,42.419998,686300,42.289658
"180",42.32,42.369999,41.650002,41.75,992100,41.621718
"181",41.549999,41.669998,40.959999,41.209999,1297000,41.145465
"182",41.200001,41.279999,40.939999,41.009998,1031500,40.945777
"183",40.970001,41.009998,40.509998,40.59,1540900,40.526437
"184",40.5,41.060001,40.490002,41,1454400,40.935794
"185",40.880001,40.900002,40.43,40.66,963100,40.596327
"186",40.790001,40.860001,40.5,40.689999,565500,40.626278
"187",40.549999,41.139999,40.419998,40.48,978500,40.416608
"188",40.450001,40.709999,40.240002,40.619999,1201400,40.556388
"189",40.380001,40.380001,39.439999,39.450001,1137000,39.388222
"190",39.470001,39.91,39.349998,39.689999,2174000,39.627844
"191",39.950001,40.529999,39.919998,40.48,769800,40.416608
"192",40.349998,40.369999,39.650002,39.93,806600,39.86747
"193",40.080002,40.52,39.970001,40.43,1286500,40.366687
"194",40.200001,40.740002,40.18,40.549999,932200,40.486498
"195",40.5,41.279999,40.279999,41.029999,872900,40.965746
"196",40.98,41.07,40.599998,40.849998,1287900,40.786028
"197",41.040001,41.27,40.950001,41.049999,1267100,40.985715
"198",41.07,41.5,40.98,41,702600,40.935794
"199",40.93,41.049999,40.610001,40.610001,751800,40.546406
"200",40.630001,40.75,40.259998,40.259998,824400,40.196951
"201",40.200001,40.509998,40.119999,40.400002,1210700,40.336735
"202",40.290001,40.419998,40,40.189999,850500,40.127061
"203",40.360001,40.889999,40.330002,40.759998,535900,40.696168
"204",40.540001,40.959999,40.400002,40.830002,1116100,40.766062
"205",40.830002,40.830002,40.27,40.43,1337800,40.366687
"206",40.34,41.310001,40.34,41.150002,1088500,41.085561
"207",40.860001,41.709999,40.799999,41.529999,998300,41.464963
"208",41.509998,41.560001,41.310001,41.34,804700,41.275262
"209",41.450001,41.830002,41.34,41.52,799100,41.45498
"210",41.400002,41.490002,41.09,41.439999,791400,41.375104
"211",41.43,41.549999,41.049999,41.169998,556600,41.105526
"212",41.119999,41.57,41.119999,41.509998,635400,41.444994
"213",41.439999,41.77,41.389999,41.650002,1134700,41.584778
"214",41.709999,42.59,41.669998,42.400002,1174700,42.333603
"215",42.279999,42.41,41.950001,42.240002,1039800,42.173854
"216",41.950001,42.09,41.639999,41.84,931500,41.774479
"217",41.93,42.240002,41.849998,41.900002,862600,41.834386
"218",42,42.18,41.16,41.209999,775800,41.145465
"219",41.25,41.439999,40.830002,41.360001,816500,41.295231
"220",41.290001,41.830002,41.259998,41.650002,595200,41.584778
"221",41.560001,41.790001,41.450001,41.619999,492100,41.554822
"222",41.669998,41.73,41.380001,41.43,773200,41.365121
"223",41.369999,41.970001,41.369999,41.959999,558700,41.89429
"224",41.759998,42.139999,41.59,41.889999,573200,41.8244
"225",41.830002,41.98,41.470001,41.639999,725100,41.574791
"226",41.889999,41.990002,41.540001,41.73,666500,41.664651
"227",41.599998,41.959999,41.330002,41.669998,802900,41.604743
"228",41.57,41.799999,41.169998,41.27,871800,41.205372
"229",41.400002,41.48,40.869999,41.09,643700,41.025654
"230",41.110001,41.459999,40.810001,41.220001,750400,41.155451
"231",41.48,41.57,41.110001,41.419998,1043400,41.355135
"232",41.369999,41.419998,41.02,41.150002,1334400,41.085561
"233",40.990002,41.209999,40.82,40.950001,680100,40.885873
"234",40.939999,41.040001,40.52,40.57,1320600,40.506467
"235",40.779999,40.919998,40.529999,40.900002,1084300,40.835952
"236",40.869999,40.990002,40.630001,40.639999,1037700,40.576357
"237",40.650002,41.139999,40.619999,41.049999,916300,40.985715
"238",41.080002,41.310001,40.900002,41.099998,951000,41.035636
"239",41.279999,41.279999,40.919998,41.169998,1033100,41.105526
"240",41.119999,41.27,41.009998,41.049999,886500,40.985715
"241",40.91,41.029999,40.689999,40.700001,613800,40.636265
"242",40.529999,40.700001,40.009998,40.049999,1201600,39.987281
"243",40.060001,40.299999,39.889999,40.23,855700,40.167
"244",40.060001,40.380001,39.830002,40.330002,906300,40.330002
"245",40.32,40.32,39.98,40.119999,2198200,40.119999
"246",40.209999,40.349998,39.849998,40.009998,1017800,40.009998
"247",39.959999,40.639999,39.900002,40.43,1139800,40.43
"248",40.439999,40.91,40.189999,40.73,1134900,40.73
"249",40.549999,40.68,40.07,40.139999,1002300,40.139999
"250",40.290001,40.48,40.07,40.130001,1002200,40.130001
"251",40.07,40.240002,39.720001,39.720001,950700,39.720001
"252",39.700001,39.990002,39.59,39.66,913300,39.66
"253",39.900002,40.689999,39.790001,40.59,1317700,40.59
