"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"1",122.639999,123.339996,121.809998,123.32,1233200,119.919353
"2",122.599998,122.949997,121.839996,121.989998,603400,118.626027
"3",121.919998,121.919998,119.32,119.540001,995000,116.243591
"4",119.589996,121.480003,119.400002,121.129997,700300,117.789742
"5",121.07,121.07,119.610001,120.519997,818000,117.196562
"6",120.18,121.629997,119.800003,121.599998,804100,118.246782
"7",128.699997,131.479996,128.570007,130.720001,9193200,127.115294
"8",130.289993,130.949997,129.389999,129.699997,2099300,126.123417
"9",130.25,130.830002,129.720001,130.75,2460100,127.144465
"10",130.580002,130.619995,129.649994,130.130005,753800,126.541567
"11",130.050003,130.160004,128.940002,129.220001,1376100,125.656657
"12",129.210007,130.199997,128.130005,129.539993,947500,125.967826
"13",129.720001,129.940002,128.020004,128.830002,920600,125.277413
"14",126.870003,128.649994,126.620003,128.610001,1514800,125.815458
"15",128.410004,129.350006,127.339996,128.619995,1405500,125.825235
"16",128.300003,129.479996,127.260002,129.259995,1561800,126.451328
"17",129.660004,129.660004,128.449997,128.630005,829900,125.835027
"18",129.399994,129.529999,129,129.419998,519400,126.607855
"19",128.759995,129.199997,128.339996,128.910004,707400,126.108942
"20",128.160004,129.229996,127.940002,128.580002,842000,125.786111
"21",129.369995,129.479996,128.490005,129.279999,836800,126.470898
"22",128,129.100006,127.68,128.690002,706800,125.893721
"23",128.5,129.449997,128.330002,129.419998,631600,126.607855
"24",129.979996,129.979996,129.190002,129.610001,924500,126.793729
"25",129.979996,130.75,129.270004,129.600006,1434200,126.783952
"26",129.990005,130.380005,129.25,129.800003,827500,126.979603
"27",129.380005,129.850006,128.509995,128.740005,962400,125.942638
"28",129.199997,130.160004,128.360001,129.979996,1163100,127.155685
"29",129.330002,130.160004,129.050003,130.059998,924000,127.233948
"30",130.039993,130.559998,129.720001,130.330002,988100,127.498086
"31",130.199997,136.309998,130.050003,136.089996,4299800,133.132922
"32",135.279999,136.429993,134.759995,135.160004,1667600,132.223137
"33",134.729996,136,134.679993,135.869995,1220700,132.917701
"34",135.75,136.330002,134.820007,136.320007,1302900,133.357935
"35",136.5,136.800003,135.860001,135.860001,1457500,132.907924
"36",136.169998,136.910004,134.679993,135.339996,981100,132.399219
"37",134.210007,135.020004,131.940002,131.949997,1471100,129.08288
"38",131.460007,133.600006,131.220001,133.119995,1666000,130.227456
"39",134.179993,135.529999,133.070007,135.320007,864900,132.379664
"40",135.199997,135.199997,132.100006,132.660004,2886400,129.777459
"41",132.369995,133.149994,131.860001,132.320007,1470800,129.444851
"42",132.940002,132.940002,130.679993,131.160004,1045300,128.310052
"43",131.479996,132.759995,130.960007,132.669998,937700,129.787237
"44",133.300003,133.539993,131.899994,132.029999,889100,129.161144
"45",132.149994,132.339996,131.070007,131.990005,583800,129.122019
"46",132.710007,132.789993,132.070007,132.440002,1140900,129.562238
"47",132.610001,133.110001,132.190002,132.550003,543000,129.669849
"48",132.839996,133.820007,131.559998,132.779999,840800,129.894847
"49",133.389999,134.309998,133.389999,134.139999,989500,131.225296
"50",134.220001,134.800003,133.570007,134.380005,1341800,131.460087
"51",134.320007,134.399994,133.330002,133.809998,750400,130.902465
"52",133.889999,134.020004,132.929993,133.130005,1137100,130.237248
"53",133.160004,133.300003,132.490005,132.75,779600,129.8655
"54",133.330002,133.839996,132.660004,133.179993,702000,130.286149
"55",133.820007,133.820007,133.020004,133.399994,693700,130.50137
"56",133.029999,133.789993,132.389999,133,1099300,130.110068
"57",132.5,133.899994,131.889999,133.339996,1839700,130.442676
"58",133.699997,133.869995,132.630005,133.210007,960200,130.315511
"59",133.169998,133.509995,131.710007,132.289993,1254200,129.415489
"60",132.279999,133.440002,132.279999,132.880005,1021000,129.99268
"61",132.889999,133.399994,132.190002,132.429993,777700,129.552446
"62",132.210007,132.580002,131.520004,132.539993,846300,129.660056
"63",132.300003,133.389999,131.660004,131.990005,931300,129.122019
"64",132.039993,132.039993,129.520004,130.110001,1261900,127.282865
"65",129.929993,131.729996,129.160004,131.610001,3813200,128.750271
"66",130.470001,130.509995,128.029999,128.429993,3140100,125.639361
"67",128.389999,129.050003,127.459999,128.220001,2041600,125.433933
"68",127.830002,129.059998,126.82,128.949997,2428100,126.148066
"69",128.729996,132.279999,128.350006,131.479996,3399000,128.623091
"70",131.990005,133.020004,130.220001,130.919998,2301300,128.075262
"71",131.720001,137.449997,131.059998,133.039993,4749400,130.149192
"72",133.690002,135.960007,133.369995,134.5,6640400,131.577475
"73",134.5,134.699997,133.759995,134.199997,1918500,131.28399
"74",134.199997,134.419998,133.350006,133.410004,2038600,130.511163
"75",133.800003,136,133.309998,135.679993,1776100,132.731827
"76",134.850006,135.119995,132.789993,133.020004,1805900,130.129637
"77",133,135.279999,133,134.770004,1290500,131.841612
"78",132.990005,133.869995,132.830002,133.130005,1140300,130.985629
"79",133.110001,133.300003,130.179993,130.179993,1801500,128.083134
"80",129.440002,129.710007,126.199997,126.480003,3023800,124.442742
"81",126.339996,128.220001,124.489998,127.419998,2432200,125.367596
"82",129.070007,129.5,127.68,128.559998,1359900,126.489233
"83",128.960007,128.970001,127.940002,128.669998,1338400,126.597462
"84",127.849998,127.970001,125.660004,125.849998,2101200,123.822885
"85",125.800003,126.910004,123.440002,126.699997,2303500,124.659192
"86",126.5,126.620003,122.160004,123.309998,2650400,121.323797
"87",122.540001,123.93,121.440002,122.959999,2628000,120.979436
"88",122.660004,123.339996,118.790001,119.029999,2333000,117.112737
"89",119.599998,122.699997,118.199997,121.010002,2945700,119.060848
"90",119.239998,126.860001,118.239998,126.269997,3643000,124.236118
"91",125.230003,129.210007,124.559998,127.709999,3022800,125.652926
"92",128.800003,129.729996,127.919998,129.009995,2040200,126.931981
"93",128.929993,129.970001,128.369995,129.970001,1321800,127.876525
"94",129.800003,131.699997,129.520004,130.75,2203500,128.64396
"95",131.389999,132.460007,129.479996,129.600006,1462900,127.51249
"96",130.960007,131.089996,129.070007,129.520004,1572200,127.433776
"97",129.5,131.990005,128.889999,131.5,1308600,129.381879
"98",130.429993,130.429993,127.830002,128.550003,2026200,126.479399
"99",129.119995,130.259995,128.639999,129.720001,1539000,127.630552
"100",129.729996,129.75,126.830002,128.850006,3736400,126.77457
"101",131,136.080002,131,133.580002,3141900,131.428378
"102",134.389999,135.419998,133.149994,134.660004,2853600,132.490984
"103",134.610001,136.229996,133.320007,135.389999,1699600,133.209221
"104",135,135.169998,133.070007,133.669998,1935200,131.516925
"105",135,135.089996,133.570007,133.970001,1479800,131.812095
"106",134.330002,135.160004,133.440002,135.009995,1181500,132.835337
"107",135.369995,135.740005,134.399994,134.940002,971600,132.766472
"108",135,135.139999,134.259995,134.899994,678900,132.727108
"109",134.929993,135.350006,134.490005,134.919998,802500,132.74679
"110",135,135.350006,134.5,134.789993,1410500,132.61888
"111",134.979996,135.869995,134.630005,135.529999,821000,133.346966
"112",135.229996,136.199997,134.449997,134.710007,728600,132.540181
"113",134.850006,135.889999,134.5,135.809998,1411000,133.622454
"114",136,139.240005,135.789993,138.899994,1238700,136.662679
"115",139.899994,142.490005,139.830002,142.139999,1847900,139.850496
"116",141.25,142.789993,140.979996,142.679993,1123500,140.381792
"117",143.910004,145.389999,143.630005,145.149994,1694500,142.812008
"118",145.149994,145.619995,144.259995,144.75,1054400,142.418457
"119",144.860001,146.460007,144.860001,145.350006,1748300,143.008798
"120",144.880005,145.289993,143.869995,145.210007,925100,142.871054
"121",144.830002,145,143.410004,143.830002,551100,141.513277
"122",143.630005,144.559998,142.970001,144.089996,955700,141.769084
"123",143.860001,144.449997,143.339996,143.809998,992200,141.493595
"124",143.649994,145.699997,143.419998,145.380005,942700,143.038314
"125",144.990005,146.309998,144.229996,145.800003,826000,143.451547
"126",145.929993,147.529999,145.820007,146.729996,787800,144.36656
"127",146.600006,146.690002,145.110001,145.589996,944200,143.244923
"128",144.649994,145.039993,143.380005,144.770004,919400,142.438139
"129",144.350006,144.820007,141.490005,142.009995,1180700,139.722586
"130",142.929993,144.529999,142.130005,143.270004,1160400,140.9623
"131",141.880005,142.630005,137.970001,138.059998,1797100,135.836213
"132",138.919998,139.119995,135.410004,137.320007,1995300,135.108142
"133",136.520004,139.869995,136.380005,136.820007,1236800,134.616195
"134",137.539993,141.350006,137.139999,140.960007,1568800,138.68951
"135",142.630005,144.690002,142.399994,144.449997,2255800,142.123286
"136",144.990005,148.740005,144.449997,147.039993,2286100,144.671564
"137",147,147.860001,146.520004,147.830002,992100,145.448848
"138",148.339996,149.279999,148.139999,148.580002,666300,146.186767
"139",148.580002,149.080002,148.050003,148.580002,272300,146.186767
"140",148.720001,149.610001,148.039993,149.119995,323200,146.718063
"141",148.720001,149.300003,147.759995,148.339996,532600,145.950628
"142",146.929993,147.929993,146.179993,146.440002,649600,144.833032
"143",145.679993,146.850006,144.119995,144.229996,1037300,142.647277
"144",143.389999,145.839996,142.880005,145.429993,1344600,143.834106
"145",144.360001,144.360001,139.720001,140.779999,1762600,139.235139
"146",141.490005,142.75,139.710007,140.729996,1184200,139.185685
"147",141.830002,142.649994,140.729996,142.25,677100,140.689009
"148",142.899994,145.899994,142.899994,145.539993,997100,143.9429
"149",145.880005,145.880005,143.199997,143.360001,741500,141.786829
"150",143.25,143.339996,141.529999,142.369995,526100,140.807688
"151",143.270004,144.289993,140.100006,141.619995,689100,140.065918
"152",139.490005,140.220001,137.619995,139.929993,1023800,138.394461
"153",141.339996,142.050003,139.100006,139.460007,917700,137.929632
"154",139.5,140.399994,137.070007,139.710007,1464000,138.176889
"155",140.970001,141.720001,138.979996,141.380005,967500,139.828561
"156",141.330002,143.660004,140.630005,143.100006,747100,141.529688
"157",143.789993,144.460007,141.630005,144.320007,883400,142.736301
"158",144,144.080002,142.210007,143.460007,847900,141.885738
"159",143.059998,143.550003,141.679993,143.080002,1218100,141.509903
"160",141.559998,143.169998,140.490005,141.850006,1240500,140.293405
"161",142.25,142.899994,138.389999,138.830002,1854100,137.306541
"162",143,148.050003,143,146.990005,3451200,145.377
"163",145.649994,149,145,145.610001,2650300,144.012139
"164",144.369995,148.160004,141.880005,147.679993,1360100,146.059416
"165",148.490005,149.149994,146.559998,148.410004,1313900,146.781416
