"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"1",272.950012,274.269989,271,273.98999,703800,273.844399
"2",271.76001,271.910004,267.019989,268.519989,1319800,268.377304
"3",267.76001,269,264.440002,265.130005,540500,264.989121
"4",265.779999,267.359985,265.01001,265.640015,497800,265.49886
"5",265.269989,267.600006,264.440002,264.799988,552800,264.65928
"6",264.470001,266.950012,263.369995,265.48999,518000,265.348915
"7",265.179993,265.440002,262.26001,264.720001,481800,264.579336
"8",266.339996,266.579987,263.76001,265.549988,405700,265.408881
"9",266.01001,267.459991,265.040009,265.609985,648200,265.468847
"10",265,265.350006,262.049988,262.5,476700,262.360514
"11",262.049988,263.040009,254.779999,255.029999,943600,254.894482
"12",253.910004,255.419998,252.360001,255.199997,854500,255.06439
"13",255.869995,256,251.470001,252.429993,698400,252.295858
"14",251.339996,254.580002,251.009995,254.360001,718200,254.22484
"15",253.880005,254.589996,251.789993,252.399994,551400,252.265875
"16",254.630005,256.859985,252.580002,255.089996,596000,254.954448
"17",255.279999,255.75,252.869995,253.899994,469600,253.765078
"18",254.660004,255,253.080002,254.889999,223900,254.754557
"19",254.440002,256.209991,252.660004,255.309998,690500,255.174332
"20",254.300003,254.699997,253.070007,254.039993,883400,253.905003
"21",254.850006,255.259995,253.410004,254.580002,608800,254.444724
"22",252,255.589996,252,253.949997,633000,253.815054
"23",254.199997,256,252.509995,255.800003,457000,255.664077
"24",256.670013,260,256.630005,259.279999,659300,259.142224
"25",259.01001,261.48999,257.160004,259.51001,981500,259.372113
"26",252.779999,260.040009,252.149994,257.720001,462200,257.583055
"27",255.960007,258.619995,254.5,254.710007,573000,254.57466
"28",255.479996,258,254.600006,257.390015,364400,257.253244
"29",256.549988,257.320007,254.789993,256.589996,403000,256.453651
"30",258,258.200012,255.199997,256.700012,679000,256.563608
"31",256.670013,257.100006,249.800003,250.029999,1305000,249.897139
"32",246.119995,246.800003,230.100006,236.210007,4407600,236.084491
"33",234.149994,235.169998,231.119995,232.860001,2550600,232.736265
"34",233.869995,234.699997,232.75,233.580002,1309100,233.455883
"35",234.25,234.25,231.339996,231.410004,1203600,231.287038
"36",233.029999,234.639999,231.25,233.029999,1107000,232.906172
"37",231.559998,231.75,228.279999,228.800003,1390900,228.678424
"38",228.550003,231.539993,228,229.25,1210600,229.128182
"39",229.25,229.949997,227.919998,229.179993,1101200,229.058212
"40",227.960007,232.600006,227.940002,229.320007,982600,229.198152
"41",227.350006,229.179993,226.380005,228.5,777200,228.378581
"42",229.029999,231.320007,229.029999,229.539993,1047200,229.418021
"43",229.320007,234.009995,228.690002,233.830002,590500,233.70575
"44",233.639999,236.179993,233.509995,233.779999,758600,233.655774
"45",233.75,234.610001,231.440002,232.580002,354200,232.456415
"46",234.169998,235.759995,232.639999,235.550003,500100,235.424838
"47",237.419998,240.759995,237.229996,240.369995,938800,240.242268
"48",241.550003,241.929993,236.679993,239.669998,1119300,239.542643
"49",241.559998,242.839996,240.929993,241.619995,612100,241.491604
"50",241.839996,242.669998,241.380005,242.300003,428200,242.171251
"51",241.710007,243.830002,241.149994,243.710007,649800,243.580505
"52",243.860001,244.309998,242.839996,243.850006,378800,243.72043
"53",243.529999,243.919998,241.880005,242.979996,400100,242.850882
"54",243.970001,244.259995,242.800003,243.529999,353800,243.400593
"55",243.779999,244.509995,243.259995,243.809998,456900,243.680443
"56",244.070007,244.070007,242.309998,242.520004,479800,242.391135
"57",242.229996,243.970001,240.860001,243.110001,447800,242.980818
"58",243.169998,244.190002,241.889999,244.059998,370800,243.93031
"59",243.889999,244.690002,240.610001,241.339996,977100,241.211754
"60",241.020004,244.910004,240.429993,240.990005,456200,240.891899
"61",241.770004,241.779999,238.619995,239.210007,708900,239.112624
"62",238.389999,241.25,237.550003,241.179993,629500,241.081808
"63",241.649994,243.179993,240.350006,241.759995,557300,241.661574
"64",241.679993,242.990005,240.789993,241.259995,422700,241.161778
"65",241.490005,242.820007,240.440002,242.270004,288700,242.171376
"66",241.320007,242.179993,240.940002,241.669998,486700,241.571614
"67",241.520004,241.789993,239.350006,239.960007,494100,239.862319
"68",239.509995,242.990005,239.440002,242.369995,883800,242.271326
"69",242,242.889999,239.960007,242.369995,748100,242.271326
"70",242.820007,245.440002,242.339996,244.220001,507400,244.120579
"71",244.169998,247.399994,244.050003,247.039993,680200,246.939423
"72",248.899994,249.119995,245.539993,245.679993,815200,245.579976
"73",244.869995,245.110001,242.259995,242.550003,595300,242.451261
"74",241.179993,241.940002,239.139999,239.210007,723700,239.112624
"75",239.210007,241.25,239.210007,240.089996,876800,239.992256
"76",239.630005,239.630005,236.779999,237.220001,576400,237.123429
"77",237.100006,240.380005,237.029999,239.5,402100,239.4025
"78",236.669998,237.649994,235.419998,237.25,735700,237.153416
"79",237.300003,238.529999,236.460007,236.880005,991900,236.783571
"80",236.869995,236.869995,229.539993,229.580002,1076500,229.48654
"81",229.080002,230.350006,226.169998,227.100006,1045400,227.007554
"82",229.059998,232.020004,228.320007,231.619995,700200,231.525703
"83",231.839996,233.639999,229.580002,229.75,925300,229.656469
"84",227.75,228.649994,223.800003,223.929993,644500,223.838831
"85",224.289993,229.270004,222.820007,228.940002,845700,228.846801
"86",228.789993,229.520004,222.839996,223.470001,722300,223.379027
"87",223.839996,226.429993,222.050003,223.619995,983200,223.528959
"88",223.940002,225.529999,218.100006,218.220001,566500,218.131164
"89",219.440002,225.429993,218.229996,223.759995,873200,223.668902
"90",220.960007,224.270004,217.520004,223.110001,896500,223.019173
"91",219.139999,224.389999,218.279999,222.770004,1261100,222.679315
"92",224.529999,228.229996,224.529999,226.320007,1077900,226.227873
"93",225.639999,227.029999,225.289993,226,900500,225.907995
"94",227.770004,231.649994,226.449997,230.940002,1590600,230.845987
"95",231.440002,232.529999,225.699997,226.199997,1386700,226.107911
"96",220.190002,226.669998,215.089996,224.059998,2837900,223.968783
"97",223.25,224.389999,220.270004,223.470001,926100,223.379027
"98",221.229996,222.520004,218.509995,221.539993,1160300,221.449804
"99",222.169998,223.190002,219.610001,222.580002,1269600,222.48939
"100",223.289993,223.669998,221.160004,221.669998,811300,221.579756
"101",220.289993,222.350006,220.020004,221.309998,903100,221.219902
"102",224,224.100006,219.490005,220.699997,1256600,220.61015
"103",221.509995,226.320007,220.369995,224.330002,1417100,224.238677
"104",224.570007,225.380005,222.259995,224.059998,986100,223.968783
"105",224.970001,225.130005,221.850006,223.110001,832600,223.019173
"106",223.589996,225.639999,223.410004,225.279999,1025100,225.188287
"107",225.380005,226.850006,224.169998,226.25,1261700,226.157894
"108",226.009995,226.800003,224.550003,226.100006,695600,226.007961
"109",226.089996,226.880005,225,225.419998,458500,225.32823
"110",223.889999,226.639999,223.889999,226.050003,842000,225.957978
"111",226.539993,228.020004,225.990005,226.75,567800,226.65769
"112",226.5,227.070007,225.690002,226.210007,552200,226.117917
"113",226.059998,227.199997,225.210007,226.800003,672000,226.707673
"114",226.809998,231.320007,226.630005,230.960007,902300,230.865983
"115",230.990005,233.360001,229.529999,232.889999,871000,232.79519
"116",231.470001,232.639999,229.720001,232.529999,750500,232.435336
"117",235.630005,237.690002,234.809998,236.990005,1096800,236.893527
"118",237.160004,239.580002,237.149994,238.369995,922900,238.272955
"119",238.369995,239.5,237.059998,237.860001,566100,237.763168
"120",238.520004,239.330002,237.600006,239.070007,524100,238.972682
"121",239.389999,239.990005,237.419998,237.899994,320300,237.803145
"122",236.779999,237.229996,234.300003,235.970001,661900,235.873938
"123",236.320007,237.169998,234.880005,235.910004,812600,235.813965
"124",236.589996,240.520004,236.289993,240.270004,738700,240.202738
"125",240.100006,242.360001,239.880005,242.240005,911000,242.172187
"126",242.210007,242.949997,241.929993,242.699997,575500,242.63205
"127",242.169998,245.050003,241.210007,242.729996,1029800,242.66204
"128",240,241.960007,237.509995,241.889999,627600,241.822279
"129",241.029999,241.919998,234.759995,234.899994,1082400,234.834231
"130",235.759995,236.089996,232.240005,232.880005,1073200,232.814807
"131",231.800003,231.940002,229.869995,230.199997,1248400,230.135549
"132",230.979996,232.979996,230.550003,230.710007,886400,230.645416
"133",230.589996,233.210007,229.5,229.570007,1052200,229.505736
"134",229.559998,234.649994,227.679993,233.699997,1335600,233.63457
"135",238.110001,238.110001,234.679993,236.5,971900,236.433789
"136",237.589996,238.5,236.419998,237,1161200,236.933649
"137",237.330002,239.490005,237.330002,239.460007,661100,239.392967
"138",240,241.669998,239.490005,241,646900,240.932529
"139",241.050003,242.380005,239.740005,241.289993,336700,241.222441
"140",241.660004,242.440002,240.639999,241.259995,314800,241.192451
"141",240.389999,242.550003,239.789993,241.899994,284600,241.832271
"142",241.5,242.080002,239.970001,241.779999,594400,241.712309
"143",242.520004,242.960007,240.529999,240.880005,549100,240.812567
"144",242.089996,242.199997,236.759995,238.440002,488100,238.373248
"145",236.339996,238.029999,232.089996,233.360001,769900,233.294668
"146",232.970001,234.979996,229.860001,230.979996,1047300,230.91533
"147",232.460007,234.050003,227.470001,229.75,1250100,229.685678
"148",230.029999,232.839996,229.580002,230.830002,1058600,230.765378
"149",230.699997,231.320007,228.630005,229.550003,1169800,229.485738
"150",229.190002,229.5,224.119995,225.75,979600,225.686798
"151",228.389999,231.380005,225.169998,226.910004,978900,226.846477
"152",224.410004,225.5,220.960007,222.960007,943900,222.897586
"153",222.960007,222.960007,218.580002,219.720001,1101200,219.658488
"154",186.699997,202,186.169998,199.630005,14398900,199.574116
"155",201.600006,206.320007,200.119995,205.240005,3339900,205.182546
"156",210.600006,211.619995,206.649994,208.75,2153400,208.691558
"157",203.490005,212.889999,201.070007,208.910004,5200200,208.851517
"158",207.25,209.830002,203.110001,207.850006,3442200,207.791816
"159",207.940002,208.970001,205.199997,205.990005,1907600,205.932336
"160",204.399994,205.169998,201.720001,204.130005,2390300,204.072856
"161",205.809998,207,202.589996,202.860001,1924600,202.803207
"162",202,203.740005,200.820007,202.619995,2275700,202.563269
"163",201.130005,203.360001,200,200.100006,1805500,200.043986
"164",200.820007,206.729996,200.440002,206.059998,1438000,206.002308
"165",206.380005,209.339996,206,208.309998,1297000,208.251678
"166",207.940002,208.710007,204.039993,204.740005,1877100,204.682686
"167",206.039993,206.380005,203.990005,204.949997,1072700,204.892619
"168",205.529999,206.699997,203.039993,203.809998,1195200,203.752938
"169",203,203.830002,200.600006,201.520004,1219400,201.463586
"170",202.669998,202.830002,200.949997,201.509995,799000,201.453579
"171",201.449997,203.880005,201.149994,203.119995,834400,203.063129
"172",204.050003,206.190002,203.639999,204.169998,995300,204.112838
"173",203.850006,205.860001,203.800003,205.539993,953200,205.48245
"174",204.649994,206.449997,204.429993,205.639999,753400,205.582428
"175",205.990005,211.509995,205.779999,210.970001,1228900,210.910937
"176",210.820007,214.350006,210,214.199997,1031100,214.140029
"177",214.929993,219.610001,214.279999,219.610001,1645100,219.548518
"178",216,216.320007,213.350006,213.979996,1151500,213.920089
"179",212.880005,215.639999,212.880005,215.130005,773000,215.069776
"180",215,215.190002,210.889999,211.639999,1001800,211.580748
"181",211.910004,218.559998,211.789993,217.100006,1741800,217.039226
"182",216.610001,217.800003,215.910004,216.300003,920100,216.239447
"183",216.300003,219.279999,216.300003,217.369995,847100,217.30914
"184",215.949997,216.820007,214.190002,215.720001,647200,215.659608
"185",215,215.039993,212.339996,213.520004,1156100,213.489905
"186",213.830002,217.429993,213.330002,216.339996,625600,216.3095
"187",214.039993,214.970001,211.070007,212.710007,1147800,212.680022
"188",213.160004,214.059998,212.029999,212.190002,949700,212.160091
"189",211.149994,211.449997,209.539993,210,1309200,209.970397
"190",210.5,210.570007,209.399994,209.479996,707900,209.450466
"191",210.100006,211.220001,208.460007,209.949997,772800,209.920401
"192",208.520004,209.860001,203.259995,204.589996,1626200,204.561156
"193",205.580002,207.130005,205.259995,207.009995,1231200,206.980813
"194",206.020004,208.690002,205.570007,208.160004,533300,208.13066
"195",207.899994,212.460007,206.639999,211.589996,659200,211.56017
"196",210.899994,210.899994,207.039993,207.979996,555700,207.950678
"197",208.559998,211.539993,207.910004,210.160004,1281900,210.130378
"198",210.990005,211.529999,209.559998,210.419998,687200,210.390336
"199",209.809998,211.149994,209.009995,209.75,839200,209.720433
"200",210.229996,211.449997,207.960007,209.440002,979900,209.410479
"201",208.850006,211,207.580002,210.070007,890600,210.040395
"202",210.669998,212.350006,209.139999,212.179993,759200,212.150083
"203",213.169998,214.179993,211.5,211.580002,905300,211.550176
"204",210.139999,211.360001,209.610001,210,1106100,209.970397
"205",208.860001,210.009995,208.259995,209.610001,1025600,209.580453
"206",209.809998,211.880005,208.309998,210.800003,667200,210.770288
"207",210.110001,214.240005,209.139999,213.190002,557100,213.15995
"208",213,215.440002,211.639999,213.800003,732600,213.769865
"209",214.25,214.979996,212.490005,214.350006,1286700,214.31979
"210",213.440002,214.809998,211.580002,212.619995,1478700,212.590023
"211",213.320007,213.460007,212.429993,213,1121100,212.969974
"212",213,214.949997,212.389999,212.389999,1330000,212.36006
"213",212,217.089996,211.550003,215.970001,1441200,215.939557
"214",205.110001,211.119995,203.919998,208.080002,5452700,208.05067
"215",207.770004,207.770004,204.550003,204.759995,1856100,204.731131
"216",204.160004,204.160004,200.759995,201.149994,1595500,201.121639
"217",201.899994,205,201.600006,203.899994,1303500,203.871251
"218",204.830002,205.809998,203.679993,204.740005,846000,204.711144
"219",204.570007,205.869995,204.570007,204.839996,777400,204.811121
"220",203.710007,206.009995,203.710007,205.160004,898000,205.131083
"221",204.820007,205.440002,200.270004,200.509995,1622000,200.48173
"222",200.929993,205.649994,200.600006,205.039993,1810500,205.01109
"223",204.75,208.289993,204.179993,207.960007,1261000,207.930692
"224",206.850006,208,205.119995,206.949997,979400,206.920824
"225",206.320007,207.320007,205.050003,206.690002,1040200,206.660866
"226",207.929993,209.240005,206.550003,208.779999,524300,208.750568
"227",208.940002,210,208.580002,208.809998,495600,208.780563
"228",208.490005,209.630005,207.270004,208.110001,620200,208.080664
"229",208.179993,208.949997,206.479996,207.210007,696400,207.180797
"230",206.850006,207.220001,205.169998,206.039993,1151900,206.010949
"231",206.220001,207,205.809998,206.360001,2327700,206.330911
"232",205.860001,209.929993,205.699997,209.229996,1328100,209.200502
"233",209,209.770004,206.830002,207.929993,1253600,207.900682
"234",208.860001,210,204.899994,208.199997,2329800,208.170648
"235",208.440002,209.380005,206.399994,207.610001,1673400,207.580735
"236",208.610001,216.440002,208.539993,215.490005,3287100,215.459629
"237",215.160004,219.619995,215.050003,219.020004,1941000,218.98913
"238",219,221.470001,218.539993,220.220001,1152700,220.188958
"239",220.399994,221.899994,218.440002,219.070007,960600,219.039126
"240",218.649994,220.720001,218.5,219.940002,687700,219.908999
"241",221.649994,221.910004,218.490005,219.679993,538900,219.649025
