"","CTAS.Open","CTAS.High","CTAS.Low","CTAS.Close","CTAS.Volume","CTAS.Adjusted"
"71",66.989998,67.32,66.830002,67.220001,308600,65.619972
"72",67.580002,67.589996,67.019997,67.160004,1427800,65.561402
"73",67.120003,67.290001,66.720001,67.089996,386700,65.493061
"74",66.970001,67.220001,66.410004,66.43,325000,64.848775
"75",66.440002,67.059998,66.349998,66.900002,297500,65.307589
"76",66.690002,66.849998,65.809998,65.989998,332300,64.419246
"77",66.029999,66.580002,65.879997,66.269997,280700,64.69258
"78",65.839996,66.440002,65.790001,65.949997,687400,64.380197
"79",67.589996,71.610001,67.260002,70.589996,2350600,68.909751
"80",70.220001,70.5,68.389999,68.650002,1039100,67.015934
"81",68.529999,68.629997,67.43,68.290001,676800,66.664502
"82",68.540001,70.480003,68.400002,70.339996,1240800,68.665702
"83",70.690002,71.080002,69.730003,69.900002,613300,68.23618
"84",69.449997,69.75,68.629997,68.720001,594400,67.084268
"85",68.900002,71,68.900002,70.980003,770000,69.290475
"86",71.010002,71.279999,69.279999,69.459999,626400,67.806651
"87",69.400002,69.739998,68.529999,68.559998,644300,66.928072
"88",68.769997,68.910004,67.309998,67.440002,533500,65.834736
"89",67.989998,68.419998,67.580002,67.739998,752000,66.127591
"90",67.110001,68.370003,66.760002,68.059998,1099800,66.439974
"91",67.470001,68.669998,66.75,68.43,788200,66.801169
"92",68.769997,69.699997,68.769997,69.290001,1342200,67.6407
"93",69.290001,69.349998,68.699997,69.050003,811800,67.406414
"94",69.620003,71.169998,69.370003,71.169998,816800,69.475947
"95",71.419998,71.720001,70.330002,70.349998,688900,68.675466
"96",71.010002,71.370003,70.739998,71.040001,1509700,69.349045
"97",71.059998,71.360001,70.800003,71.220001,702300,69.52476
"98",71.110001,71.349998,70.620003,71.269997,634600,69.573566
"99",71.660004,71.830002,71.290001,71.809998,745000,70.100713
"100",72,72.169998,71.199997,71.809998,453400,70.100713
"101",71.470001,72.860001,71.169998,72.690002,502000,70.959771
"102",73.699997,73.949997,72.720001,73.239998,675900,71.496675
"103",73.239998,73.860001,72.449997,72.540001,630600,70.81334
"104",71.940002,72.300003,71.110001,71.419998,1357500,69.719997
"105",70.160004,71.089996,70,70.410004,792900,70.410004
"106",70.559998,71.139999,70.309998,71.089996,615800,71.089996
"107",71.5,71.5,70.940002,71,734000,71
"108",71.129997,71.519997,70.879997,71.110001,682700,71.110001
"109",71.07,71.470001,70.849998,71.099998,406400,71.099998
"110",70.82,71.489998,70.75,71.309998,511600,71.309998
"111",71.419998,72.059998,70.82,71.160004,481000,71.160004
"112",71.269997,72.150002,70.93,71.760002,851600,71.760002
"113",71.599998,71.849998,71.199997,71.809998,556200,71.809998
"114",71.699997,72.519997,71.379997,71.980003,610900,71.980003
"115",71.839996,72,71.050003,71.790001,616400,71.790001
"116",71.510002,72.230003,71.260002,71.93,423100,71.93
"117",72.690002,73,71.739998,71.919998,1377200,71.919998
"118",72.139999,72.980003,71.940002,72.860001,574900,72.860001
"119",73.010002,73.230003,72.639999,73.059998,610700,73.059998
"120",72.959999,73.449997,72.730003,73.029999,571900,73.029999
"121",73.279999,73.589996,73,73.150002,263200,73.150002
"122",72.910004,73.150002,71.699997,71.800003,900200,71.800003
"123",71.599998,72.519997,71.25,72.379997,568300,72.379997
"124",72.610001,73.190002,72.199997,73.129997,411200,73.129997
"125",72.910004,73.43,72.57,72.82,414100,72.82
"126",72.800003,73.160004,72.510002,73.050003,565400,73.050003
"127",72.980003,73.550003,72.709999,73,571800,73
"128",72.5,73.519997,72.25,73.410004,778200,73.410004
"129",73.220001,73.550003,71.870003,71.870003,627500,71.870003
"130",71.830002,73.639999,71.669998,72.800003,488000,72.800003
"131",72.360001,72.779999,71.019997,71.029999,509900,71.029999
"132",71.279999,72.07,70.610001,71.529999,728300,71.529999
"133",71.540001,72.580002,71.489998,71.529999,606500,71.529999
"134",71.5,73.059998,71.099998,72.839996,1109100,72.839996
"135",73.830002,74.660004,73.099998,74.489998,1576300,74.489998
"136",76.889999,79.349998,76.830002,79.230003,3208100,79.230003
"137",79.699997,80.18,79.400002,79.639999,1172900,79.639999
"138",79.910004,80.349998,79.589996,79.639999,991300,79.639999
"139",79.879997,80.220001,79.470001,79.860001,521200,79.860001
"140",80.279999,80.339996,79.650002,79.82,306600,79.82
"141",79.82,80.150002,79.5,79.57,442600,79.57
"142",79.669998,79.809998,78.959999,79.019997,505000,79.019997
"143",79.209999,79.82,78.389999,78.440002,306900,78.440002
"144",78.910004,79.099998,77.57,78.449997,455500,78.449997
"145",78.150002,78.449997,76.849998,77.019997,810800,77.019997
"146",77.489998,77.699997,75.900002,76.870003,1181000,76.870003
"147",77.639999,77.650002,76.309998,76.470001,837500,76.470001
"148",77.459999,78.029999,77,77.730003,879700,77.730003
"149",77.949997,77.970001,76.760002,77.120003,754500,77.120003
"150",77.050003,77.510002,75.900002,76.629997,604900,76.629997
"151",77.309998,78.040001,76.779999,77.510002,1416000,77.510002
"152",77.32,77.730003,77.080002,77.57,1518200,77.57
"153",77.809998,78.260002,77.309998,77.660004,1271000,77.660004
"154",77.760002,78.949997,77.690002,78.93,1242600,78.93
"155",78.949997,79.239998,78.260002,78.790001,937600,78.790001
"156",78.519997,79.529999,78.370003,79.449997,781200,79.449997
"157",79.68,79.940002,78.879997,79.830002,1750900,79.830002
"158",79.629997,80.080002,79.300003,79.779999,861000,79.779999
"159",80.419998,80.93,79.489998,79.970001,912000,79.970001
"160",79.559998,80.459999,79.480003,79.879997,854500,79.879997
"161",80.040001,80.339996,78.279999,78.349998,881100,78.349998
"162",78.18,80.040001,78.010002,79.879997,774100,79.879997
"163",79.190002,79.82,78.690002,78.699997,933500,78.699997
"164",78.779999,80.059998,77.959999,80.029999,548300,80.029999
"165",80.669998,80.989998,79.779999,80.690002,928900,80.690002
"166",80.760002,81.400002,79.739998,80.010002,760100,80.010002
"167",80.410004,80.809998,80.279999,80.5,417000,80.5
"168",80.489998,80.830002,79.790001,80.040001,443200,80.040001
"169",80,80.309998,79.459999,79.669998,277000,79.669998
"170",80.400002,80.629997,79.449997,80.580002,420900,80.580002
"171",80.339996,81.139999,80.050003,80.940002,515600,80.940002
"172",81.169998,82.220001,80.800003,82.209999,527900,82.209999
"173",82.230003,82.510002,81.330002,81.639999,435700,81.639999
"174",82.360001,82.43,81.529999,81.860001,345100,81.860001
"175",81.730003,82.029999,81.32,81.900002,318500,81.900002
"176",81.879997,82.199997,81.690002,81.989998,363200,81.989998
"177",81.739998,82.629997,80.790001,82.470001,474300,82.470001
"178",82.5,82.730003,81.860001,82.690002,467500,82.690002
"179",82.5,83.339996,82.360001,83.169998,559600,83.169998
"180",83.379997,84.080002,83.010002,83.699997,518400,83.699997
"181",83.489998,84.18,83.489998,84.010002,483600,84.010002
"182",83.779999,83.980003,83.260002,83.480003,406800,83.480003
"183",83.519997,84.589996,83.25,84.510002,371700,84.510002
"184",84.150002,84.260002,83.519997,84.209999,443700,84.209999
"185",83.839996,83.870003,83.190002,83.769997,519400,83.769997
"186",83.75,83.75,82.769997,82.940002,378600,82.940002
"187",82.32,83.010002,81.809998,82.279999,413100,82.279999
"188",82.610001,84.099998,82.349998,83.839996,518600,83.839996
"189",82.949997,83.129997,81.779999,81.779999,472900,81.779999
"190",82.18,82.379997,81.419998,81.669998,362200,81.669998
"191",82.080002,82.910004,81.790001,82.860001,658000,82.860001
"192",82.93,83.18,81.370003,82.559998,520200,82.559998
"193",83.269997,85.449997,83.269997,85.370003,895300,85.370003
"194",85.330002,85.529999,84.019997,85.260002,579400,85.260002
"195",85.239998,86.339996,84.25,86.160004,756700,86.160004
"196",87.949997,88.230003,82.559998,83.959999,1563900,83.959999
"197",84.300003,84.339996,82.550003,82.550003,1540300,82.550003
"198",82.550003,84.099998,82.199997,83.830002,836200,83.830002
"199",83.940002,84.07,83.410004,83.730003,538000,83.730003
"200",84.010002,84.010002,81.480003,81.699997,1361100,81.699997
"201",81.330002,81.790001,80.760002,81.129997,698400,81.129997
"202",80.949997,82.470001,80.910004,82.379997,765400,82.379997
"203",82.830002,83.239998,82.529999,82.739998,449500,82.739998
"204",82.730003,82.779999,81.440002,81.629997,912700,81.629997
"205",81.790001,82.019997,80.660004,81.709999,695400,81.709999
"206",81.779999,82.82,81.779999,82.690002,529100,82.690002
"207",82.099998,82.580002,81.690002,81.82,734700,81.82
"208",81.709999,82.040001,81.099998,81.989998,965800,81.989998
"209",82.110001,82.660004,81.32,82.129997,761600,82.129997
"210",82.139999,82.519997,81.239998,81.639999,476700,81.639999
"211",81.849998,82.489998,81.599998,82.330002,470400,82.330002
"212",81.25,81.75,81.160004,81.32,558700,81.32
"213",81.040001,81.800003,80.400002,81.68,642300,81.68
"214",81.949997,82.629997,81.949997,82.230003,681000,82.230003
"215",82.089996,82.300003,81.550003,82.129997,525100,82.129997
"216",81.489998,81.900002,80.970001,81.379997,573200,81.379997
"217",81.709999,82.010002,81.519997,81.739998,604000,81.739998
"218",82.080002,82.25,81.900002,82.040001,529800,82.040001
"219",82.080002,82.260002,81.540001,82.050003,586700,82.050003
"220",81.709999,82.510002,81.709999,82.309998,523800,82.309998
"221",82.370003,82.559998,82.050003,82.129997,649000,82.129997
"222",82.120003,82.400002,81.559998,81.620003,416200,81.620003
"223",81.629997,81.879997,81.169998,81.489998,584800,81.489998
"224",81.199997,81.330002,80.639999,80.690002,512200,80.690002
"225",80.32,80.779999,79.510002,79.949997,953600,79.949997
"226",80.230003,81.279999,80.230003,81.269997,491300,81.269997
"227",81.440002,81.940002,81.260002,81.519997,473900,81.519997
"228",81.989998,82.209999,80.959999,81,537600,81
"229",80.970001,81.129997,80.190002,80.730003,533100,80.730003
"230",80.720001,81.349998,80.419998,81.120003,426600,81.120003
"231",81.910004,82.610001,81.139999,82.410004,438300,82.410004
"232",82.160004,83.970001,82,83.419998,1242800,83.419998
"233",83.099998,83.449997,82.150002,82.470001,834700,82.470001
"234",82.849998,84.440002,82.610001,84.150002,955800,84.150002
"235",84.610001,85.18,84.199997,85.120003,536200,85.120003
"236",85.089996,85.68,84.919998,85.449997,419200,85.449997
"237",85.239998,86.519997,85.190002,86.32,528600,86.32
"238",86.589996,86.739998,86.169998,86.220001,558100,86.220001
"239",86.160004,86.669998,86.029999,86.309998,548500,86.309998
"240",86.239998,86.559998,86.07,86.239998,442100,86.239998
"241",85.559998,86.440002,84.580002,86.010002,389700,86.010002
"242",85.910004,86.279999,85.290001,85.809998,479000,85.809998
"243",85.800003,86.290001,85.57,86.160004,455200,86.160004
"244",86.239998,86.379997,86.029999,86.279999,391100,86.279999
"245",86.379997,86.830002,86.080002,86.089996,661200,86.089996
"246",86.389999,86.68,85.82,86.349998,495000,86.349998
"247",85.809998,86.300003,85.769997,85.949997,682400,85.949997
"248",86.279999,86.440002,86.099998,86.209999,731200,86.209999
"249",86.150002,86.440002,85.230003,85.330002,566700,85.330002
"250",85.169998,85.5,84.709999,85.459999,362100,85.459999
"251",85.389999,85.760002,85.099998,85.190002,475100,85.190002
"252",85.290001,85.660004,84.980003,85.510002,266000,85.510002
"253",85.970001,86.669998,85.379997,86.379997,295000,86.379997
