"","HOG.Open","HOG.High","HOG.Low","HOG.Close","HOG.Volume","HOG.Adjusted"
"218",56.439999,57.779999,55.59,55.720001,15471900,55.416695
"219",55.759998,56.959999,55.509998,56.23,7543100,55.923917
"220",56.48,57.200001,56.139999,56.950001,2999800,56.639999
"221",57.41,57.790001,57.080002,57.23,2458500,56.918474
"222",57.43,57.66,56.869999,57.5,2775100,57.187005
"223",57.669998,57.91,56.650002,56.93,2963400,56.620108
"224",56.599998,57.080002,56.529999,56.849998,2264800,56.540542
"225",56.75,56.880001,56.169998,56.209999,2481300,55.904026
"226",56.689999,56.779999,56.360001,56.59,2044300,56.281958
"227",56.779999,57.060001,56.540001,56.700001,2296500,56.39136
"228",56.759998,57.580002,56.66,57.16,3318000,56.848855
"229",57.200001,57.27,56.310001,56.529999,2186200,56.222284
"230",56.43,57,56.299999,56.860001,1081600,56.550489
"231",57.400002,57.889999,57.169998,57.23,1236800,56.918474
"232",57.009998,57.599998,56.849998,56.880001,1166200,56.570381
"233",56.630001,56.84,56.110001,56.18,1749800,55.87419
"234",56.400002,56.48,55.709999,55.799999,1910000,55.496258
"235",55.48,55.509998,53.040001,54.610001,7396300,54.312737
"236",54.73,55.720001,54.610001,55.689999,3959600,55.386856
"237",55.709999,56.189999,55.619999,56.16,2004600,55.854299
"238",56.330002,56.330002,55.73,55.98,1944400,55.675278
"239",55.98,56.669998,55.889999,56.529999,2241700,56.222284
"240",56.5,57.099998,56.389999,57,1966700,56.689727
"241",57,57.25,56.900002,56.950001,2110100,56.639999
"242",56.720001,56.720001,54.560001,54.939999,2561400,54.939999
"243",55,55.259998,54.700001,54.970001,1973000,54.970001
"244",54.82,54.93,53.759998,54.02,2670300,54.02
"245",53.950001,53.990002,53.380001,53.490002,2558900,53.490002
"246",53.68,53.68,53.099998,53.389999,2348000,53.389999
"247",53.200001,54.970001,53.200001,54.02,2121300,54.02
"248",54.240002,55.060001,54.200001,54.529999,1721300,54.529999
"249",54.130001,54.700001,54.009998,54.169998,1290100,54.169998
"250",54.189999,54.5,53.939999,54.299999,1324300,54.299999
"251",54.23,54.380001,53.849998,53.900002,1711600,53.900002
"252",53.939999,54.310001,53.639999,54.02,1399700,54.02
"253",53.59,54.84,53.549999,54.689999,1842600,54.689999
