"","AIZ.Open","AIZ.High","AIZ.Low","AIZ.Close","AIZ.Volume","AIZ.Adjusted"
"38",63.09,63.700001,63.02,63.48,496900,62.404278
"39",63.689999,63.970001,63.200001,63.73,519700,62.650041
"40",63.77,64.029999,63.240002,63.439999,663100,62.364955
"41",63.200001,64.07,63.139999,63.779999,337900,62.699193
"42",64.010002,64.370003,63.23,63.490002,461500,62.41411
"43",63.43,64.230003,63.169998,64.190002,404300,63.102249
"44",64.230003,64.760002,63.779999,63.84,381200,62.758178
"45",63.75,64.309998,63.700001,64.029999,317800,62.944957
"46",64.220001,64.82,64.029999,64.730003,286300,63.633099
"47",64.730003,65.220001,64.709999,65.199997,356700,64.095128
"48",65.269997,65.5,64.489998,64.910004,340100,63.810049
"49",65.279999,66.199997,65.059998,66.18,561000,65.058525
"50",66.199997,66.379997,65.790001,65.830002,392000,64.714457
"51",65.660004,65.900002,65.470001,65.669998,324400,64.557165
"52",65.449997,65.860001,65.169998,65.779999,299100,64.932268
"53",65.690002,65.699997,64.949997,64.989998,613400,64.152448
"54",65.459999,66.239998,65.260002,65.989998,315700,65.139561
"55",66.040001,66.540001,66.010002,66.43,225500,65.573893
"56",66.360001,66.660004,66.239998,66.529999,270700,65.672603
"57",66.209999,66.730003,65.959999,66.580002,236800,65.721961
"58",66.739998,66.980003,66.489998,66.75,351200,65.889769
"59",66.779999,67.279999,66.580002,66.839996,322800,65.978605
"60",67.199997,67.230003,66.349998,66.410004,443000,65.554154
"61",66.449997,66.860001,66.199997,66.419998,607000,65.56402
"62",66.43,67.07,66.050003,66.660004,525300,65.800932
"63",66.790001,67,66.239998,66.660004,321000,65.800932
"64",66.5,66.5,65.510002,65.660004,528300,64.81382
"65",65.650002,66,65.080002,65.419998,418200,64.576907
"66",65.129997,65.379997,64.720001,64.769997,372000,63.935282
"67",64.730003,65.260002,64.370003,64.68,741600,63.846446
"68",64.769997,65.57,64.32,65.18,622900,64.340002
"69",65.239998,65.660004,65.190002,65.419998,276600,64.576907
"70",65.419998,65.699997,65.040001,65.300003,473500,64.458458
"71",65.519997,65.800003,65.290001,65.769997,374600,64.922395
"72",66.010002,66.489998,65.82,66.32,725500,65.46531
"73",66.129997,66.209999,65.559998,65.720001,311700,64.873044
"74",65.440002,65.699997,64.860001,64.860001,317900,64.024127
"75",64.849998,65.660004,64.769997,65.470001,293300,64.626266
"76",65.290001,65.550003,64.660004,64.82,541400,63.984641
"77",64.809998,65.519997,64.639999,65.300003,339000,64.458458
"78",65.139999,65.25,64.330002,64.629997,422900,63.797087
"79",64.57,64.870003,64.040001,64.300003,427600,63.471346
"80",64.110001,64.239998,63.02,63.029999,554700,62.217709
"81",63,63.540001,62.290001,63.450001,660400,62.632298
"82",63.93,64.449997,63.669998,64.32,681500,63.491085
"83",64.540001,64.620003,63.5,63.740002,453800,62.918561
"84",63.330002,63.52,62.66,62.689999,456800,61.88209
"85",62.799999,63.779999,62.509998,63.700001,723200,62.879076
"86",63.580002,63.740002,62.009998,62.049999,861600,61.250339
"87",61.98,62.68,61.400002,61.41,626600,60.618587
"88",61.189999,61.830002,60.77,60.810001,507000,60.026321
"89",61.060001,62.220001,60.830002,61.689999,517300,60.894977
"90",60.990002,61.549999,60.34,61.09,1043400,60.302711
"91",60.200001,61.91,60.16,61.66,606300,60.865365
"92",62.049999,62.790001,61.900002,62.32,571800,61.51686
"93",62.330002,62.869999,62.060001,62.77,413400,61.961061
"94",63.060001,64.470001,62.93,64.370003,349600,63.540443
"95",64.440002,64.989998,64.07,64.110001,327900,63.283792
"96",64.860001,65.019997,64.400002,64.540001,382400,63.708251
"97",64.470001,65.599998,64.470001,65.589996,370600,64.744715
"98",65.389999,66.599998,65.099998,66.5,448700,65.642991
"99",66.599998,67.089996,66.230003,66.739998,662500,65.879896
"100",66.93,67.440002,66.550003,67.230003,503500,66.363586
"101",67.150002,67.82,66.150002,67.699997,539800,66.827523
"102",68.32,68.43,67.839996,68.220001,626500,67.340826
"103",68.43,69.260002,68.389999,68.629997,618600,67.745538
"104",68.610001,68.980003,68.279999,68.669998,387800,67.785023
"105",68.839996,69.129997,68.449997,68.589996,441600,67.706052
"106",68.459999,68.480003,67.510002,68.419998,480900,67.538245
"107",68.279999,68.559998,67.809998,67.970001,430700,67.094047
"108",68.110001,68.220001,67.620003,68,391000,67.12366
"109",68.050003,68.18,67.68,67.809998,258700,66.936106
"110",67.5,68.440002,67.5,68.139999,543100,67.261855
"111",68.160004,68.239998,67.540001,67.839996,529000,66.965718
"112",67.669998,68.019997,67.300003,67.589996,679300,66.71894
"113",67.589996,68.18,67.360001,67.940002,624000,67.064435
"114",68,68.279999,67.830002,67.989998,515200,67.113786
"115",67.93,68,67.620003,67.699997,434700,66.827523
"116",67.419998,68.25,67.419998,67.970001,737600,67.094047
"117",68.650002,68.730003,68.080002,68.690002,2001800,67.80477
"118",68.669998,68.790001,68.169998,68.349998,686800,67.469148
"119",68.169998,68.379997,67.690002,67.940002,569900,67.064435
"120",67.699997,67.860001,67.379997,67.589996,451600,66.985147
"121",67.529999,68,67.160004,67.589996,179600,66.985147
"122",67.160004,67.660004,66.949997,67.349998,585600,66.747297
"123",67.43,67.980003,67.290001,67.839996,513600,67.23291
"124",67.940002,69.779999,67.720001,68.639999,1266500,68.025754
"125",68.449997,69.25,68.449997,69,706200,68.382533
"126",69.089996,69.620003,68.660004,68.790001,629000,68.174413
"127",68.779999,69.470001,68.589996,69.07,624100,68.451906
"128",68.339996,68.68,67.940002,68.400002,415400,67.787903
"129",68.32,68.519997,67.379997,67.400002,479900,66.796852
"130",67.550003,68.5,67.529999,67.989998,412500,67.381569
"131",67.339996,67.879997,66.169998,66.190002,392600,65.597681
"132",66.360001,66.629997,65.110001,65.400002,737400,64.81475
"133",65.209999,66.5,64.879997,65.07,547500,64.487701
"134",65.360001,66.419998,65.330002,66.190002,615300,65.597681
"135",67.190002,67.709999,66.529999,67.709999,486900,67.104076
"136",68.029999,68.800003,67.75,68.650002,681200,68.035666
"137",68.900002,69,68.470001,68.709999,364300,68.095127
"138",69.099998,69.660004,68.720001,69.230003,337200,68.610478
"139",69.43,69.629997,68.830002,69.169998,214400,68.551009
"140",69.290001,69.529999,69.029999,69.059998,240700,68.441993
"141",69,69.879997,68.75,69.190002,272000,68.570835
"142",69.07,69.809998,68.629997,69.519997,226700,68.897876
"143",69.690002,69.940002,68.389999,68.43,299000,67.817634
"144",68.519997,68.82,67.480003,67.769997,452300,67.163536
"145",67.650002,67.760002,65.989998,66.25,656400,65.657142
"146",66.230003,66.839996,65.160004,65.330002,686000,64.745377
"147",65.699997,66.150002,65.199997,65.589996,576600,65.003044
"148",66.199997,66.849998,66.089996,66.57,759400,65.974278
"149",66.809998,66.860001,65.93,66.339996,602200,65.746333
"150",66.480003,66.690002,65.639999,66.019997,487400,65.429197
"151",66.43,67.529999,65.510002,66.019997,556100,65.429197
"152",65.080002,65.540001,64.599998,65.519997,505300,64.933671
"153",65.400002,65.610001,64.260002,64.660004,726600,64.081374
"154",64.650002,65.290001,64.5,65.18,609300,64.596717
"155",65.190002,65.5,64.160004,64.449997,412500,63.873247
"156",64.199997,65.029999,63.779999,64.959999,695600,64.378685
"157",65.410004,66.089996,64.75,65.959999,439400,65.369736
"158",65.800003,66.120003,65.260002,65.279999,417100,64.695821
"159",65.120003,65.599998,64.830002,65.370003,411600,64.785019
"160",64.68,65.379997,64.669998,65.120003,454700,64.537257
"161",65.580002,65.68,63.790001,63.830002,544000,63.2588
"162",64.080002,64.599998,63.57,64.440002,373900,63.863342
"163",63.75,64.540001,63.369999,63.509998,698000,62.94166
"164",63.57,64.650002,63.279999,64.580002,368000,64.002088
"165",64.739998,65.720001,64.599998,65.660004,399300,65.072425
"166",65.529999,66.129997,65.389999,65.559998,372800,64.973314
"167",65.57,66.32,65.5,66.279999,263800,65.686872
"168",66.550003,67.190002,66.150002,66.349998,353800,65.756245
"169",65.949997,66.400002,65.68,65.839996,346300,65.250807
"170",66.330002,66.400002,65.720001,66.050003,347700,65.458935
"171",65.940002,66.529999,65.940002,66.300003,286400,65.706697
"172",66.489998,66.970001,65.889999,66.419998,748900,65.825619
"173",62.490002,63.16,61.150002,61.439999,2456400,60.890184
"174",61.490002,61.880001,60.689999,60.869999,1349400,60.325285
"175",60.459999,61.099998,60.119999,60.57,1230400,60.027971
"176",60.27,61.040001,60.029999,60.830002,1309700,60.55558
"177",60.59,60.799999,59.82,60.669998,1241200,60.396298
"178",60.630001,60.740002,60.009998,60.220001,463200,59.948331
"179",59.880001,60.84,59.830002,60.75,790500,60.475939
"180",60.669998,61.52,60.669998,61.27,718300,60.993593
"181",61.060001,61.580002,60.889999,61.060001,677600,60.784542
"182",61.09,61.669998,60.91,61.27,580400,60.993593
"183",61.27,61.73,60.630001,61.689999,490600,61.411697
"184",61.389999,62,60.810001,61.369999,658300,61.093141
"185",60.970001,61.139999,60.43,60.549999,643800,60.27684
"186",60.57,61.75,60.240002,61.639999,718700,61.361923
"187",61.57,62.389999,61.290001,61.59,623600,61.312149
"188",61.59,62.529999,61.310001,62.200001,690700,61.919398
"189",61.880001,61.919998,60.830002,60.869999,417000,60.595396
"190",60.880001,61.07,59.990002,60.299999,765000,60.027968
"191",60.830002,61.970001,60.669998,61.869999,430200,61.590885
"192",61.75,61.950001,60.889999,61.220001,395000,60.94382
"193",61.349998,61.869999,61.290001,61.77,390500,61.491338
"194",61.439999,62.040001,61.189999,61.849998,336400,61.570975
"195",61.75,62.52,61.330002,62.02,629600,61.74021
"196",62.029999,62.189999,61,61.310001,610300,61.033414
"197",61.310001,62.419998,61.310001,62.189999,1098200,61.909441
"198",62.189999,62.939999,62.139999,62.200001,651200,61.919398
"199",62.07,62.5,61.93,62.110001,358400,61.829804
"200",62.040001,62.400002,60.939999,60.98,437900,60.704901
"201",60.52,61.439999,60.23,61.310001,890900,61.033414
"202",61.279999,61.34,60.59,60.93,277300,60.655127
"203",61.200001,62.02,61.200001,61.610001,302500,61.33206
"204",61.470001,61.759998,61.029999,61.41,347400,61.132961
"205",61.07,61.799999,60.73,61.16,626600,60.884089
"206",61.080002,61.75,60.939999,61.41,461000,61.132961
"207",60.900002,61.599998,60.82,61.330002,389100,61.053324
"208",61.380001,61.650002,61.110001,61.150002,304500,60.874136
"209",61.27,61.82,61.040001,61.700001,370600,61.421654
"210",61.709999,62.130001,61.48,61.799999,304300,61.521201
"211",62.099998,62.189999,61.419998,61.790001,232900,61.511248
"212",61.66,62.380001,61.610001,62.200001,373000,61.919398
"213",61.779999,62.119999,61.130001,61.580002,447200,61.302196
"214",61.610001,61.849998,61.07,61.5,296400,61.222555
"215",61.400002,62,61.119999,61.75,260800,61.471427
"216",61.330002,61.419998,60.619999,60.919998,447700,60.64517
"217",61,61.639999,60.66,61.25,361000,60.973683
"218",61.34,61.509998,60.299999,60.360001,516700,60.087699
"219",60.34,60.860001,60,60.610001,413400,60.336571
"220",60.580002,60.880001,60.279999,60.5,289400,60.227067
"221",60.389999,60.689999,59.98,60.09,577500,59.818916
"222",60.279999,60.52,59.73,59.860001,478800,59.589954
"223",59.75,60.82,59.75,60.689999,466800,60.416208
"224",60.490002,62.639999,60.27,62.169998,1664400,61.889531
"225",61.759998,63.009998,60.93,61.459999,1137800,61.182735
"226",61.849998,61.990002,61.200001,61.919998,591600,61.640659
"227",62.060001,62.529999,61.950001,62.470001,611000,62.188181
"228",62.310001,62.939999,62.220001,62.900002,784900,62.616241
"229",62,64.559998,61.98,64.540001,1524800,64.248842
"230",64.470001,65.440002,64.089996,64.660004,1122900,64.368303
"231",65,65.190002,64.459999,64.660004,880600,64.368303
"232",64.5,65.279999,64.410004,64.889999,923900,64.597261
"233",64.75,64.989998,64.309998,64.32,721100,64.029833
"234",64.18,64.510002,63.970001,64.059998,735600,63.771004
"235",64.279999,65.050003,63.959999,64.919998,759900,64.627125
"236",65.370003,65.739998,65.150002,65.25,1102400,64.955638
"237",65.129997,66.410004,65.099998,66.139999,723700,65.841622
"238",66.139999,66.480003,66.07,66.400002,675700,66.100451
"239",66.339996,66.860001,66,66.5,656700,66.199999
"240",66.129997,66.559998,66.129997,66.459999,561000,66.459999
"241",66.32,66.82,66.199997,66.300003,400800,66.300003
"242",66.099998,66.279999,65.620003,65.68,517500,65.68
"243",65.75,66.160004,65.720001,65.879997,423100,65.879997
"244",65.690002,65.889999,65.449997,65.860001,670000,65.860001
"245",65.879997,66.190002,65.639999,65.849998,1081700,65.849998
"246",66.019997,66.309998,65.57,65.620003,501300,65.620003
"247",65.620003,66.099998,65.379997,65.739998,363500,65.739998
"248",65.93,66.43,65.550003,66.400002,622400,66.400002
"249",66.349998,66.480003,65.510002,65.559998,395700,65.559998
"250",65.93,66.160004,65.550003,65.919998,402000,65.919998
"251",65.839996,66.139999,65.5,65.550003,355700,65.550003
"252",65.370003,66.269997,65.220001,65.82,907300,65.82
"253",66.089996,67.660004,65.970001,67.550003,683100,67.550003
