"","GME.Open","GME.High","GME.Low","GME.Close","GME.Volume","GME.Adjusted"
"84",39.439999,40.029999,39,39.009998,2526600,38.052395
"85",39.150002,39.73,38.599998,39.639999,2645400,38.666931
"86",39.560001,39.860001,38.099998,38.299999,2375600,37.359825
"87",38.209999,39.470001,38.189999,38.310001,3107800,37.369581
"88",38.130001,38.389999,37.099998,37.200001,2457800,36.286829
"89",37.290001,37.549999,36.869999,37.200001,3018800,36.286829
"90",36.459999,38.810001,35.82,38.459999,3705700,37.515897
"91",37.779999,40.16,37.540001,39.23,3861900,38.266996
"92",39.650002,40.360001,39.400002,39.860001,4078600,38.881532
"93",39.700001,41.009998,39.52,40.66,3004500,39.661893
"94",40.84,41.18,40.52,40.709999,2467100,39.710665
"95",40.810001,41.169998,40.560001,40.599998,1655300,39.603364
"96",40.849998,41.650002,40.740002,41.259998,1419700,40.247163
"97",41.32,42.389999,41.060001,42.029999,1898200,40.998262
"98",42,42.450001,41.57,41.810001,2074300,40.783665
"99",41.189999,41.290001,39.310001,41.029999,4116200,40.022809
"100",41.029999,41.830002,40.82,41.529999,1518100,40.510535
"101",41.380001,42.349998,41.380001,42.080002,1483700,41.047037
"102",42.540001,43.889999,42.529999,42.759998,2996300,41.710341
"103",42.759998,43.139999,42.380001,42.709999,1508400,41.66157
"104",42.529999,42.810001,42.119999,42.73,1477400,41.681079
"105",43.52,43.849998,42.709999,43.040001,1385000,41.983471
"106",43.049999,44.84,43.049999,44.73,3184900,43.631984
"107",44.669998,44.779999,43.639999,43.689999,2354100,42.617512
"108",43.68,44.009998,42.380001,42.740002,3847900,41.690836
"109",42.869999,43.209999,42.360001,42.5,1797500,41.456725
"110",42.509998,43.689999,42.509998,43.41,2278400,42.344387
"111",44.150002,44.700001,43.900002,44.459999,3045100,43.368611
"112",43.549999,44.490002,42.900002,44.400002,2790200,43.310086
"113",44.360001,44.700001,43.799999,44.099998,2020700,43.017448
"114",44.099998,44.400002,43.540001,44.02,2006100,42.939413
"115",44.380001,44.459999,43.330002,43.610001,3780600,42.539478
"116",44.169998,44.700001,43.27,43.869999,5961500,42.793094
"117",39.41,39.950001,37.110001,37.860001,18759800,37.210533
"118",37.73,38.23,36.880001,37.759998,7868000,37.112246
"119",38.110001,38.27,37.049999,37.400002,5171800,36.758425
"120",37.509998,37.709999,37.07,37.200001,2570000,36.561855
"121",37.209999,37.98,37.209999,37.810001,1920400,37.161391
"122",37.619999,37.669998,35.630001,35.830002,6784300,35.215358
"123",36,36.75,35.299999,35.540001,3671600,34.930332
"124",35.459999,36.709999,35.150002,36.610001,4531800,35.981976
"125",36.619999,37.139999,36.139999,37.07,3148900,36.434084
"126",37.029999,37.48,36.580002,37.419998,2817300,36.778078
"127",37.099998,37.099998,34.77,35.189999,4520700,34.586333
"128",34.619999,35.650002,34,35.57,5112100,34.959816
"129",34.740002,34.919998,33.32,33.330002,5343500,32.758244
"130",33.650002,34.990002,33.529999,33.91,5028000,33.328292
"131",33.709999,34,32.259998,32.299999,5911900,31.74591
"132",32.610001,33.52,32.009998,32.93,4490600,32.365104
"133",32.59,33.549999,31.809999,31.92,4421400,31.37243
"134",32.110001,32.73,31.9,32.689999,3610600,32.12922
"135",33.25,33.650002,32.400002,33.099998,3397200,32.532186
"136",33.470001,34.5,32.93,34.5,4583300,33.908171
"137",36.48,36.599998,33.84,34.119999,5196200,33.534689
"138",34.290001,35.119999,34.119999,34.630001,3803100,34.035942
"139",34.860001,34.860001,33.220001,33.389999,2749600,32.817212
"140",33.580002,34.049999,33.189999,33.650002,3848600,33.072754
"141",33.529999,33.82,32.900002,33.650002,2399900,33.072754
"142",33.450001,34.349998,33.200001,33.830002,2134100,33.249667
"143",34.23,34.41,33.709999,33.799999,1614800,33.220179
"144",34.060001,34.16,33.25,33.799999,1612700,33.220179
"145",33.52,34.880001,33.330002,34.720001,4934900,34.124399
"146",35.169998,36.029999,33.52,33.689999,4885100,33.112065
"147",34.290001,34.68,32.98,33.299999,2558300,32.728756
"148",33.599998,34.169998,33.32,33.689999,4547400,33.112065
"149",33.59,33.709999,32.09,32.27,4074900,31.716426
"150",32.549999,33.84,31.690001,33.77,3618500,33.190694
"151",34.200001,35.099998,32.700001,32.77,2932300,32.207849
"152",37.200001,37.349998,35.84,36.209999,7436600,35.588836
"153",36.029999,36.75,34.220001,34.459999,5139200,33.868857
"154",35.689999,36.41,34.919998,36.349998,4256800,35.726434
"155",36.330002,36.75,35.209999,36.07,4536600,35.451239
"156",35.669998,37.099998,35.470001,36.84,2965600,36.20803
"157",37.240002,37.240002,36.150002,37.119999,2155300,36.483226
"158",36.950001,37.5,36.43,37.400002,1800500,36.758425
"159",37.389999,38.459999,37.27,38.16,2426500,37.505386
"160",38.139999,39,37.59,38.279999,2007000,37.623326
"161",38.5,39.299999,37.439999,37.610001,2752300,36.964822
"162",37.82,37.82,35.470001,36.27,3390600,35.647808
"163",35.84,36.099998,35.060001,35.25,3034800,34.645305
"164",35.110001,36.93,34.52,36.830002,2426300,36.198203
"165",36.790001,37.919998,36.389999,37.5,1461600,36.856708
"166",37.169998,37.419998,35.66,36.630001,2038100,36.001633
"167",36.740002,37.279999,36.259998,36.700001,1363100,36.070432
"168",36.959999,37.389999,36.439999,36.759998,1474300,36.129401
"169",36.540001,37.580002,36.52,37.18,1556500,36.542198
"170",37.189999,38.130001,37.009998,38.040001,2434400,37.387445
"171",38.080002,38.189999,37.259998,37.52,1479800,36.876365
"172",37.599998,37.77,37,37.25,1230900,36.610997
"173",37.040001,37.900002,36.869999,37.349998,1664700,36.70928
"174",37.349998,38.209999,36.799999,37.360001,1355100,36.71911
"175",36.990002,37.549999,36.599998,37.5,1049900,36.856708
"176",37.689999,37.689999,37.049999,37.529999,774000,36.886192
"177",37.66,38.040001,37.41,37.490002,1295900,36.846881
"178",37.939999,37.990002,37.009998,37.349998,1150400,36.70928
"179",37.66,37.790001,36.91,37.139999,751800,36.502883
"180",37.349998,37.82,36.919998,37.279999,1018500,36.640481
"181",37.25,37.48,36.830002,37.029999,1139800,36.394769
"182",37.110001,37.720001,36.689999,36.970001,1462700,36.335801
"183",36.970001,38.900002,36.970001,38.669998,2397500,38.006635
"184",38.959999,39.25,38.540001,38.68,1177400,38.016466
"185",39.18,40.450001,38.720001,40.029999,2094800,39.343306
"186",39.98,40.560001,39.529999,40,1214300,39.313822
"187",39.82,40.580002,39.82,40.16,1185500,39.471077
"188",40.119999,41.470001,39.810001,40.830002,1538100,40.129585
"189",40.529999,41.16,40.110001,40.650002,1493100,39.952673
"190",41.299999,42.669998,39.119999,39.48,1909100,38.802742
"191",39.950001,40.209999,39.060001,39.68,1132900,38.999312
"192",40.240002,40.889999,39.959999,40.700001,1791600,40.368056
"193",40.73,41.279999,40.650002,41.09,1055300,40.754875
"194",41.16,41.299999,40.509998,40.91,877000,40.576343
"195",40.759998,41.349998,40.16,41.119999,1115800,40.784629
"196",41.080002,41.169998,40.610001,40.790001,897100,40.457322
"197",40.849998,41.189999,40.529999,40.919998,2407300,40.586259
"198",41.07,41.73,40.75,41.34,1753400,41.002836
"199",41.279999,41.529999,40.900002,40.91,2578000,40.576343
"200",40.91,41.209999,39.799999,39.810001,2071300,39.485316
"201",39.490002,39.799999,38.580002,38.790001,4853500,38.473634
"202",37.669998,38.790001,37.139999,38.360001,5495800,38.047141
"203",38.400002,38.5,37.509998,37.689999,2990100,37.382603
"204",37.380001,38.549999,37.220001,37.959999,2114700,37.650402
"205",37.860001,38.5,37.330002,37.779999,2464900,37.47187
"206",38.060001,38.810001,37.880001,38.200001,1172600,37.888446
"207",38,38.389999,37.68,38.369999,1483900,38.057058
"208",38.369999,38.5,37.919998,37.98,1332100,37.670239
"209",37.799999,38.779999,37.740002,38.709999,1649200,38.394285
"210",38.759998,40,38.349998,39.990002,1911600,39.663848
"211",40.18,40.41,39.560001,40.400002,1269000,40.070504
"212",40.400002,40.799999,39.459999,40.419998,1843900,40.090337
"213",40.25,40.52,39.68,40.400002,1497600,40.070504
"214",40.580002,40.959999,39.959999,40.889999,2297100,40.556505
"215",40.939999,41.299999,40.68,40.939999,1457200,40.606097
"216",40.709999,40.75,39.459999,39.66,1562100,39.336538
"217",39.790001,40.439999,39.759998,40.32,1309600,39.991155
"218",40.439999,40.490002,39.73,40.080002,1377000,39.753114
"219",40,40.360001,39.599998,40.240002,976100,39.911809
"220",40.25,40.540001,40.049999,40.32,866600,39.991155
"221",40.299999,40.77,40.139999,40.709999,871800,40.377973
"222",40.73,41.009998,40.25,40.279999,1048800,39.95148
"223",40.18,40.470001,39.560001,40.389999,947800,40.060583
"224",40.07,40.540001,39.16,39.330002,1246300,39.009231
"225",39.23,39.330002,38.419998,38.540001,1135700,38.225673
"226",38.630001,39.189999,38.459999,39.169998,769800,38.850532
"227",39.310001,40.16,39.099998,40.119999,878000,39.792785
"228",39.93,40.290001,39.740002,40.02,1096900,39.693602
"229",39.900002,39.900002,38.75,39.130001,1451900,38.810861
"230",39.139999,39.619999,38.470001,39.509998,1705100,39.187759
"231",39.84,40.5,39.720001,40.189999,1055500,39.862214
"232",40.09,40.490002,39.740002,39.759998,1018900,39.43572
"233",39.5,39.82,39.02,39.049999,1333600,38.731512
"234",39.07,39.380001,38.52,39.200001,1569800,38.88029
"235",39.380001,39.400002,38.75,39.169998,747200,38.850532
"236",39.169998,40.09,39.099998,40.060001,1386700,39.733277
"237",40.099998,40.310001,39.700001,40.240002,1159700,39.911809
"238",40.380001,40.43,40.029999,40.310001,1001900,39.981238
"239",40.200001,40.330002,39.68,40.139999,1006500,39.812622
"240",40.43,40.919998,40.25,40.77,1287000,40.437485
"241",40.759998,40.98,40.380001,40.799999,1139100,40.467239
"242",40.689999,40.98,39.849998,40.18,1237100,39.852297
"243",40.549999,40.619999,39.400002,39.470001,1799700,39.148089
"244",39.57,41.32,39.509998,40.919998,3858200,40.586259
"245",43.98,44.490002,43.119999,43.41,8682800,43.055953
"246",43.740002,44.099998,42.41,43.470001,3292800,43.115465
"247",43.389999,44.419998,42.77,43.970001,2307500,43.611387
"248",43.990002,44.310001,43.599998,43.720001,1990300,43.363426
"249",44.150002,44.459999,43.869999,44.02,1868000,43.660979
"250",44.099998,44.25,43.59,44.139999,1492500,43.779999
"251",44.02,44.279999,43.02,43.049999,1477000,43.049999
"252",43.119999,43.450001,42.889999,42.900002,1284200,42.900002
"253",43.150002,43.48,42.700001,42.849998,1784700,42.849998
